"year","code","city","age_class","male","female","total"
1871,"001","Torino","0",1484,1557,3041
1871,"001","Torino","1-4",6691,6613,13304
1871,"001","Torino","5-9",8912,8886,17798
1871,"001","Torino","10-14",9123,9748,18871
1871,"001","Torino","15-19",10457,10454,20911
1871,"001","Torino","20-24",12474,10425,22899
1871,"001","Torino","25-29",9408,10331,19739
1871,"001","Torino","30-34",8624,9541,18165
1871,"001","Torino","35-39",7393,7799,15192
1871,"001","Torino","40-44",7454,7538,14992
1871,"001","Torino","45-49",6385,6218,12603
1871,"001","Torino","50-54",6033,5457,11490
1871,"001","Torino","55-59",4206,3590,7796
1871,"001","Torino","60-64",3792,3256,7048
1871,"001","Torino","65-69",2222,1855,4077
1871,"001","Torino","70-74",1497,1356,2853
1871,"001","Torino","75-79",611,584,1195
1871,"001","Torino","80-84",233,256,489
1871,"001","Torino","85+",74,107,181
1871,"010","Genova","0",1278,1269,2547
1871,"010","Genova","1-4",4052,4421,8473
1871,"010","Genova","5-9",5836,5918,11754
1871,"010","Genova","10-14",5668,5641,11309
1871,"010","Genova","15-19",5859,6477,12336
1871,"010","Genova","20-24",7203,6418,13621
1871,"010","Genova","25-29",5891,5936,11827
1871,"010","Genova","30-34",5601,5559,11160
1871,"010","Genova","35-39",4509,4588,9097
1871,"010","Genova","40-44",4497,4499,8996
1871,"010","Genova","45-49",3574,3236,6810
1871,"010","Genova","50-54",3390,3617,7007
1871,"010","Genova","55-59",2128,2034,4162
1871,"010","Genova","60-64",2121,2455,4576
1871,"010","Genova","65-69",1337,1302,2639
1871,"010","Genova","70-74",1007,1163,2170
1871,"010","Genova","75-79",460,499,959
1871,"010","Genova","80-84",254,331,585
1871,"010","Genova","85+",93,148,241
1871,"015","Milano","0",867,893,1760
1871,"015","Milano","1-4",5286,5515,10801
1871,"015","Milano","5-9",6950,7319,14269
1871,"015","Milano","10-14",7542,7882,15424
1871,"015","Milano","15-19",9250,9082,18332
1871,"015","Milano","20-24",12989,9944,22933
1871,"015","Milano","25-29",9742,9642,19384
1871,"015","Milano","30-34",8464,8699,17163
1871,"015","Milano","35-39",7603,7535,15138
1871,"015","Milano","40-44",7011,6800,13811
1871,"015","Milano","45-49",5917,5722,11639
1871,"015","Milano","50-54",5641,5369,11010
1871,"015","Milano","55-59",4279,4067,8346
1871,"015","Milano","60-64",4164,4178,8342
1871,"015","Milano","65-69",2530,2763,5293
1871,"015","Milano","70-74",1552,1629,3181
1871,"015","Milano","75-79",648,732,1380
1871,"015","Milano","80-84",272,329,601
1871,"015","Milano","85+",83,119,202
1871,"027","Venezia","0",1417,1371,2788
1871,"027","Venezia","1-4",4284,4339,8623
1871,"027","Venezia","5-9",5335,5346,10681
1871,"027","Venezia","10-14",5355,5429,10784
1871,"027","Venezia","15-19",5154,5615,10769
1871,"027","Venezia","20-24",5817,5513,11330
1871,"027","Venezia","25-29",4956,5743,10699
1871,"027","Venezia","30-34",4842,5375,10217
1871,"027","Venezia","35-39",4447,4886,9333
1871,"027","Venezia","40-44",4161,4482,8643
1871,"027","Venezia","45-49",3995,4012,8007
1871,"027","Venezia","50-54",3919,3835,7754
1871,"027","Venezia","55-59",2604,2593,5197
1871,"027","Venezia","60-64",2706,3028,5734
1871,"027","Venezia","65-69",1595,1906,3501
1871,"027","Venezia","70-74",1088,1509,2597
1871,"027","Venezia","75-79",545,752,1297
1871,"027","Venezia","80-84",249,419,668
1871,"027","Venezia","85+",81,157,238
1871,"037","Bologna","0",1563,1613,3176
1871,"037","Bologna","1-4",3392,3801,7193
1871,"037","Bologna","5-9",4959,4984,9943
1871,"037","Bologna","10-14",4888,5022,9910
1871,"037","Bologna","15-19",4461,4700,9161
1871,"037","Bologna","20-24",6645,5248,11893
1871,"037","Bologna","25-29",4996,5106,10102
1871,"037","Bologna","30-34",4410,4473,8883
1871,"037","Bologna","35-39",3873,3954,7827
1871,"037","Bologna","40-44",3868,3783,7651
1871,"037","Bologna","45-49",3467,3489,6956
1871,"037","Bologna","50-54",3186,3342,6528
1871,"037","Bologna","55-59",2191,2383,4574
1871,"037","Bologna","60-64",2259,2526,4785
1871,"037","Bologna","65-69",1568,1754,3322
1871,"037","Bologna","70-74",1005,1169,2174
1871,"037","Bologna","75-79",493,614,1107
1871,"037","Bologna","80-84",221,327,548
1871,"037","Bologna","85+",83,141,224
1871,"048","Firenze","0",1530,1462,2992
1871,"048","Firenze","1-4",5310,5292,10602
1871,"048","Firenze","5-9",6892,6750,13642
1871,"048","Firenze","10-14",6277,6432,12709
1871,"048","Firenze","15-19",6025,7020,13045
1871,"048","Firenze","20-24",8977,8740,17717
1871,"048","Firenze","25-29",7652,8013,15665
1871,"048","Firenze","30-34",7273,7226,14499
1871,"048","Firenze","35-39",6398,6535,12933
1871,"048","Firenze","40-44",6291,6284,12575
1871,"048","Firenze","45-49",5011,4854,9865
1871,"048","Firenze","50-54",4960,4698,9658
1871,"048","Firenze","55-59",2895,2817,5712
1871,"048","Firenze","60-64",3025,3225,6250
1871,"048","Firenze","65-69",1836,1801,3637
1871,"048","Firenze","70-74",1383,1524,2907
1871,"048","Firenze","75-79",705,693,1398
1871,"048","Firenze","80-84",387,543,930
1871,"048","Firenze","85+",135,222,357
1871,"049","Livorno","0",1118,1147,2265
1871,"049","Livorno","1-4",3532,3466,6998
1871,"049","Livorno","5-9",4745,4758,9503
1871,"049","Livorno","10-14",4630,4390,9020
1871,"049","Livorno","15-19",3909,4477,8386
1871,"049","Livorno","20-24",5262,5027,10289
1871,"049","Livorno","25-29",3924,4350,8274
1871,"049","Livorno","30-34",3781,3983,7764
1871,"049","Livorno","35-39",3322,3493,6815
1871,"049","Livorno","40-44",3342,3363,6705
1871,"049","Livorno","45-49",2551,2462,5013
1871,"049","Livorno","50-54",2566,2511,5077
1871,"049","Livorno","55-59",1441,1343,2784
1871,"049","Livorno","60-64",1528,1648,3176
1871,"049","Livorno","65-69",931,1023,1954
1871,"049","Livorno","70-74",820,900,1720
1871,"049","Livorno","75-79",358,363,721
1871,"049","Livorno","80-84",186,225,411
1871,"049","Livorno","85+",74,98,172
1871,"058","Roma","0",2336,2239,4575
1871,"058","Roma","1-4",7255,7010,14265
1871,"058","Roma","5-9",8812,8446,17258
1871,"058","Roma","10-14",9759,8403,18162
1871,"058","Roma","15-19",12139,8980,21119
1871,"058","Roma","20-24",18153,10917,29070
1871,"058","Roma","25-29",14760,9512,24272
1871,"058","Roma","30-34",13360,8877,22237
1871,"058","Roma","35-39",11209,7764,18973
1871,"058","Roma","40-44",10711,7811,18522
1871,"058","Roma","45-49",8469,6436,14905
1871,"058","Roma","50-54",7822,5876,13698
1871,"058","Roma","55-59",4792,3609,8401
1871,"058","Roma","60-64",4428,3933,8361
1871,"058","Roma","65-69",2353,2072,4425
1871,"058","Roma","70-74",1671,1823,3494
1871,"058","Roma","75-79",658,761,1419
1871,"058","Roma","80-84",394,519,913
1871,"058","Roma","85+",186,229,415
1871,"063","Napoli","0",4554,4545,9099
1871,"063","Napoli","1-4",16961,16540,33501
1871,"063","Napoli","5-9",21356,20905,42261
1871,"063","Napoli","10-14",21659,20879,42538
1871,"063","Napoli","15-19",19406,19859,39265
1871,"063","Napoli","20-24",23064,20897,43961
1871,"063","Napoli","25-29",17858,18428,36286
1871,"063","Napoli","30-34",17442,17965,35407
1871,"063","Napoli","35-39",13426,13971,27397
1871,"063","Napoli","40-44",15474,16395,31869
1871,"063","Napoli","45-49",11054,11453,22507
1871,"063","Napoli","50-54",13479,13791,27270
1871,"063","Napoli","55-59",6880,6682,13562
1871,"063","Napoli","60-64",8859,9455,18314
1871,"063","Napoli","65-69",4170,4116,8286
1871,"063","Napoli","70-74",4540,4954,9494
1871,"063","Napoli","75-79",1680,1615,3295
1871,"063","Napoli","80-84",1180,1596,2776
1871,"063","Napoli","85+",515,732,1247
1871,"072","Bari","0",1447,1327,2774
1871,"072","Bari","1-4",1907,1987,3894
1871,"072","Bari","5-9",3467,3311,6778
1871,"072","Bari","10-14",2653,2239,4892
1871,"072","Bari","15-19",2906,2726,5632
1871,"072","Bari","20-24",1989,1509,3498
1871,"072","Bari","25-29",2508,1791,4299
1871,"072","Bari","30-34",1740,1359,3099
1871,"072","Bari","35-39",1854,1332,3186
1871,"072","Bari","40-44",1498,1169,2667
1871,"072","Bari","45-49",1564,1185,2749
1871,"072","Bari","50-54",787,817,1604
1871,"072","Bari","55-59",755,909,1664
1871,"072","Bari","60-64",576,464,1040
1871,"072","Bari","65-69",596,499,1095
1871,"072","Bari","70-74",263,208,471
1871,"072","Bari","75-79",364,321,685
1871,"072","Bari","80-84",109,105,214
1871,"072","Bari","85+",146,137,283
1871,"082","Palermo","0",2469,2947,5416
1871,"082","Palermo","1-4",8998,9616,18614
1871,"082","Palermo","5-9",11689,12029,23718
1871,"082","Palermo","10-14",10295,10084,20379
1871,"082","Palermo","15-19",9924,12803,22727
1871,"082","Palermo","20-24",12736,9835,22571
1871,"082","Palermo","25-29",10524,8306,18830
1871,"082","Palermo","30-34",8041,6995,15036
1871,"082","Palermo","35-39",6402,7228,13630
1871,"082","Palermo","40-44",6953,7323,14276
1871,"082","Palermo","45-49",5949,6530,12479
1871,"082","Palermo","50-54",4942,4965,9907
1871,"082","Palermo","55-59",2926,2614,5540
1871,"082","Palermo","60-64",2929,3660,6589
1871,"082","Palermo","65-69",1661,1601,3262
1871,"082","Palermo","70-74",1380,1733,3113
1871,"082","Palermo","75-79",742,742,1484
1871,"082","Palermo","80-84",592,558,1150
1871,"082","Palermo","85+",322,355,677
1871,"083","Messina","0",1334,1127,2461
1871,"083","Messina","1-4",5102,5026,10128
1871,"083","Messina","5-9",5941,5633,11574
1871,"083","Messina","10-14",6014,5842,11856
1871,"083","Messina","15-19",5308,5603,10911
1871,"083","Messina","20-24",5432,4889,10321
1871,"083","Messina","25-29",4242,4310,8552
1871,"083","Messina","30-34",4054,4117,8171
1871,"083","Messina","35-39",3283,3228,6511
1871,"083","Messina","40-44",3603,3761,7364
1871,"083","Messina","45-49",2614,2496,5110
1871,"083","Messina","50-54",3014,3040,6054
1871,"083","Messina","55-59",1627,1712,3339
1871,"083","Messina","60-64",2124,2058,4182
1871,"083","Messina","65-69",876,812,1688
1871,"083","Messina","70-74",984,869,1853
1871,"083","Messina","75-79",416,342,758
1871,"083","Messina","80-84",352,387,739
1871,"083","Messina","85+",141,141,282
1871,"087","Catania","0",1311,1188,2499
1871,"087","Catania","1-4",3603,3406,7009
1871,"087","Catania","5-9",4511,4130,8641
1871,"087","Catania","10-14",4877,4513,9390
1871,"087","Catania","15-19",4030,4554,8584
1871,"087","Catania","20-24",4071,4027,8098
1871,"087","Catania","25-29",3249,3362,6611
1871,"087","Catania","30-34",3176,2901,6077
1871,"087","Catania","35-39",2658,2750,5408
1871,"087","Catania","40-44",2456,2589,5045
1871,"087","Catania","45-49",2059,2090,4149
1871,"087","Catania","50-54",2189,2083,4272
1871,"087","Catania","55-59",1087,1344,2431
1871,"087","Catania","60-64",1197,1235,2432
1871,"087","Catania","65-69",592,759,1351
1871,"087","Catania","70-74",520,611,1131
1871,"087","Catania","75-79",261,281,542
1871,"087","Catania","80-84",207,236,443
1871,"087","Catania","85+",138,146,284
1881,"001","Torino","0",1923,1955,3878
1881,"001","Torino","1-4",8182,8402,16584
1881,"001","Torino","5-9",9741,10170,19911
1881,"001","Torino","10-14",10171,10409,20580
1881,"001","Torino","15-19",12824,12441,25265
1881,"001","Torino","20-24",16557,12766,29323
1881,"001","Torino","25-29",11258,11601,22859
1881,"001","Torino","30-34",9545,10327,19872
1881,"001","Torino","35-39",8944,9837,18781
1881,"001","Torino","40-44",8418,9003,17421
1881,"001","Torino","45-49",6816,7345,14161
1881,"001","Torino","50-54",6694,6857,13551
1881,"001","Torino","55-59",5368,5215,10583
1881,"001","Torino","60-64",4474,4262,8736
1881,"001","Torino","65-69",2773,2562,5335
1881,"001","Torino","70-74",1822,1750,3572
1881,"001","Torino","75-79",852,836,1688
1881,"001","Torino","80-84",268,301,569
1881,"001","Torino","85+",66,97,163
1881,"010","Genova","0",1677,1756,3433
1881,"010","Genova","1-4",6519,6448,12967
1881,"010","Genova","5-9",7513,7467,14980
1881,"010","Genova","10-14",7290,7420,14710
1881,"010","Genova","15-19",8192,9004,17196
1881,"010","Genova","20-24",9848,9111,18959
1881,"010","Genova","25-29",7916,8287,16203
1881,"010","Genova","30-34",7098,7258,14356
1881,"010","Genova","35-39",6488,6443,12931
1881,"010","Genova","40-44",6054,6030,12084
1881,"010","Genova","45-49",4906,4771,9677
1881,"010","Genova","50-54",4637,4840,9477
1881,"010","Genova","55-59",3569,3343,6912
1881,"010","Genova","60-64",3014,3344,6358
1881,"010","Genova","65-69",1775,1883,3658
1881,"010","Genova","70-74",1339,1639,2978
1881,"010","Genova","75-79",764,795,1559
1881,"010","Genova","80-84",335,406,741
1881,"010","Genova","85+",114,191,305
1881,"015","Milano","0",2211,2240,4451
1881,"015","Milano","1-4",11378,11439,22817
1881,"015","Milano","5-9",12651,13103,25754
1881,"015","Milano","10-14",12700,12340,25040
1881,"015","Milano","15-19",15420,14136,29556
1881,"015","Milano","20-24",19196,14905,34101
1881,"015","Milano","25-29",15161,14954,30115
1881,"015","Milano","30-34",13404,13781,27185
1881,"015","Milano","35-39",12806,12669,25475
1881,"015","Milano","40-44",11221,10978,22199
1881,"015","Milano","45-49",9670,9395,19065
1881,"015","Milano","50-54",8332,8172,16504
1881,"015","Milano","55-59",6542,6347,12889
1881,"015","Milano","60-64",5373,5635,11008
1881,"015","Milano","65-69",3485,3791,7276
1881,"015","Milano","70-74",2342,2700,5042
1881,"015","Milano","75-79",1054,1372,2426
1881,"015","Milano","80-84",324,418,742
1881,"015","Milano","85+",74,120,194
1881,"027","Venezia","0",1427,1462,2889
1881,"027","Venezia","1-4",4405,4374,8779
1881,"027","Venezia","5-9",5027,5143,10170
1881,"027","Venezia","10-14",5166,5054,10220
1881,"027","Venezia","15-19",5866,6039,11905
1881,"027","Venezia","20-24",6540,6055,12595
1881,"027","Venezia","25-29",5134,5517,10651
1881,"027","Venezia","30-34",4574,5082,9656
1881,"027","Venezia","35-39",4685,5291,9976
1881,"027","Venezia","40-44",4406,4834,9240
1881,"027","Venezia","45-49",3850,4300,8150
1881,"027","Venezia","50-54",3544,3837,7381
1881,"027","Venezia","55-59",3154,3391,6545
1881,"027","Venezia","60-64",2677,2967,5644
1881,"027","Venezia","65-69",1730,1992,3722
1881,"027","Venezia","70-74",1312,1675,2987
1881,"027","Venezia","75-79",567,895,1462
1881,"027","Venezia","80-84",205,376,581
1881,"027","Venezia","85+",57,114,171
1881,"037","Bologna","0",1249,1188,2437
1881,"037","Bologna","1-4",3986,3936,7922
1881,"037","Bologna","5-9",4464,4513,8977
1881,"037","Bologna","10-14",4645,4573,9218
1881,"037","Bologna","15-19",5557,5752,11309
1881,"037","Bologna","20-24",7501,5486,12987
1881,"037","Bologna","25-29",4468,4922,9390
1881,"037","Bologna","30-34",4315,4880,9195
1881,"037","Bologna","35-39",4444,4897,9341
1881,"037","Bologna","40-44",3926,4187,8113
1881,"037","Bologna","45-49",3739,3809,7548
1881,"037","Bologna","50-54",3345,3412,6757
1881,"037","Bologna","55-59",3028,3299,6327
1881,"037","Bologna","60-64",2437,2753,5190
1881,"037","Bologna","65-69",1604,1985,3589
1881,"037","Bologna","70-74",1147,1574,2721
1881,"037","Bologna","75-79",631,930,1561
1881,"037","Bologna","80-84",204,299,503
1881,"037","Bologna","85+",73,116,189
1881,"048","Firenze","0",1334,1214,2548
1881,"048","Firenze","1-4",5364,5389,10753
1881,"048","Firenze","5-9",6608,6792,13400
1881,"048","Firenze","10-14",6260,6415,12675
1881,"048","Firenze","15-19",6903,7618,14521
1881,"048","Firenze","20-24",8646,7712,16358
1881,"048","Firenze","25-29",5870,7357,13227
1881,"048","Firenze","30-34",6632,7701,14333
1881,"048","Firenze","35-39",6411,6839,13250
1881,"048","Firenze","40-44",5999,6122,12121
1881,"048","Firenze","45-49",5090,5358,10448
1881,"048","Firenze","50-54",5050,5279,10329
1881,"048","Firenze","55-59",3863,4009,7872
1881,"048","Firenze","60-64",3467,3603,7070
1881,"048","Firenze","65-69",2061,2182,4243
1881,"048","Firenze","70-74",1515,1675,3190
1881,"048","Firenze","75-79",786,875,1661
1881,"048","Firenze","80-84",335,405,740
1881,"048","Firenze","85+",103,159,262
1881,"049","Livorno","0",984,1000,1984
1881,"049","Livorno","1-4",3538,3504,7042
1881,"049","Livorno","5-9",4257,4164,8421
1881,"049","Livorno","10-14",3970,3967,7937
1881,"049","Livorno","15-19",4543,4947,9490
1881,"049","Livorno","20-24",4916,4837,9753
1881,"049","Livorno","25-29",3690,4058,7748
1881,"049","Livorno","30-34",3829,4110,7939
1881,"049","Livorno","35-39",3317,3633,6950
1881,"049","Livorno","40-44",3175,3335,6510
1881,"049","Livorno","45-49",2683,2931,5614
1881,"049","Livorno","50-54",2853,2789,5642
1881,"049","Livorno","55-59",1970,1950,3920
1881,"049","Livorno","60-64",1820,1771,3591
1881,"049","Livorno","65-69",1047,1039,2086
1881,"049","Livorno","70-74",752,756,1508
1881,"049","Livorno","75-79",403,478,881
1881,"049","Livorno","80-84",186,230,416
1881,"049","Livorno","85+",64,95,159
1881,"058","Roma","0",2954,2882,5836
1881,"058","Roma","1-4",9504,9081,18585
1881,"058","Roma","5-9",10484,10144,20628
1881,"058","Roma","10-14",10894,9593,20487
1881,"058","Roma","15-19",14544,11515,26059
1881,"058","Roma","20-24",20563,13055,33618
1881,"058","Roma","25-29",16795,12189,28984
1881,"058","Roma","30-34",16454,12390,28844
1881,"058","Roma","35-39",14264,10561,24825
1881,"058","Roma","40-44",13143,9371,22514
1881,"058","Roma","45-49",9718,7378,17096
1881,"058","Roma","50-54",9312,7536,16848
1881,"058","Roma","55-59",6594,5626,12220
1881,"058","Roma","60-64",5232,4796,10028
1881,"058","Roma","65-69",2880,2778,5658
1881,"058","Roma","70-74",1935,2192,4127
1881,"058","Roma","75-79",926,972,1898
1881,"058","Roma","80-84",408,534,942
1881,"058","Roma","85+",120,162,282
1881,"063","Napoli","0",5427,5369,10796
1881,"063","Napoli","1-4",18764,17966,36730
1881,"063","Napoli","5-9",22589,22103,44692
1881,"063","Napoli","10-14",22151,21360,43511
1881,"063","Napoli","15-19",21846,22204,44050
1881,"063","Napoli","20-24",24751,23463,48214
1881,"063","Napoli","25-29",18470,20014,38484
1881,"063","Napoli","30-34",18686,20407,39093
1881,"063","Napoli","35-39",15735,16439,32174
1881,"063","Napoli","40-44",17722,18230,35952
1881,"063","Napoli","45-49",11554,12322,23876
1881,"063","Napoli","50-54",14191,15729,29920
1881,"063","Napoli","55-59",8732,9298,18030
1881,"063","Napoli","60-64",10129,11241,21370
1881,"063","Napoli","65-69",4865,4974,9839
1881,"063","Napoli","70-74",4488,4925,9413
1881,"063","Napoli","75-79",2029,2025,4054
1881,"063","Napoli","80-84",1274,1700,2974
1881,"063","Napoli","85+",415,575,990
1881,"072","Bari","0",902,890,1792
1881,"072","Bari","1-4",2927,3011,5938
1881,"072","Bari","5-9",3578,3427,7005
1881,"072","Bari","10-14",3396,3141,6537
1881,"072","Bari","15-19",2956,2908,5864
1881,"072","Bari","20-24",3268,2581,5849
1881,"072","Bari","25-29",2218,2322,4540
1881,"072","Bari","30-34",2076,2308,4384
1881,"072","Bari","35-39",1885,1732,3617
1881,"072","Bari","40-44",1911,1879,3790
1881,"072","Bari","45-49",1181,1188,2369
1881,"072","Bari","50-54",1365,1499,2864
1881,"072","Bari","55-59",735,813,1548
1881,"072","Bari","60-64",891,985,1876
1881,"072","Bari","65-69",403,411,814
1881,"072","Bari","70-74",398,502,900
1881,"072","Bari","75-79",158,156,314
1881,"072","Bari","80-84",143,214,357
1881,"072","Bari","85+",51,59,110
1881,"082","Palermo","0",3015,3036,6051
1881,"082","Palermo","1-4",11116,10938,22054
1881,"082","Palermo","5-9",13076,12869,25945
1881,"082","Palermo","10-14",12164,11271,23435
1881,"082","Palermo","15-19",11989,11701,23690
1881,"082","Palermo","20-24",12532,10991,23523
1881,"082","Palermo","25-29",9677,9807,19484
1881,"082","Palermo","30-34",8826,8995,17821
1881,"082","Palermo","35-39",7707,8025,15732
1881,"082","Palermo","40-44",7914,7794,15708
1881,"082","Palermo","45-49",5304,5392,10696
1881,"082","Palermo","50-54",5267,5987,11254
1881,"082","Palermo","55-59",3577,3972,7549
1881,"082","Palermo","60-64",4274,5136,9410
1881,"082","Palermo","65-69",2244,2590,4834
1881,"082","Palermo","70-74",1936,2199,4135
1881,"082","Palermo","75-79",843,870,1713
1881,"082","Palermo","80-84",527,806,1333
1881,"082","Palermo","85+",153,261,414
1881,"083","Messina","0",1477,1411,2888
1881,"083","Messina","1-4",5712,5406,11118
1881,"083","Messina","5-9",6701,6540,13241
1881,"083","Messina","10-14",6359,6034,12393
1881,"083","Messina","15-19",5643,5822,11465
1881,"083","Messina","20-24",6793,5882,12675
1881,"083","Messina","25-29",4798,4944,9742
1881,"083","Messina","30-34",4469,5003,9472
1881,"083","Messina","35-39",3565,3637,7202
1881,"083","Messina","40-44",4075,4064,8139
1881,"083","Messina","45-49",2772,2838,5610
1881,"083","Messina","50-54",3073,3440,6513
1881,"083","Messina","55-59",1849,1896,3745
1881,"083","Messina","60-64",2732,2659,5391
1881,"083","Messina","65-69",1262,1170,2432
1881,"083","Messina","70-74",1279,1205,2484
1881,"083","Messina","75-79",490,371,861
1881,"083","Messina","80-84",398,441,839
1881,"083","Messina","85+",148,139,287
1881,"087","Catania","0",1401,1260,2661
1881,"087","Catania","1-4",4681,4302,8983
1881,"087","Catania","5-9",5322,5165,10487
1881,"087","Catania","10-14",4908,4652,9560
1881,"087","Catania","15-19",4685,4732,9417
1881,"087","Catania","20-24",4712,4947,9659
1881,"087","Catania","25-29",4231,4257,8488
1881,"087","Catania","30-34",4376,4183,8559
1881,"087","Catania","35-39",3055,2964,6019
1881,"087","Catania","40-44",3479,3475,6954
1881,"087","Catania","45-49",2130,2072,4202
1881,"087","Catania","50-54",2558,2627,5185
1881,"087","Catania","55-59",1287,1337,2624
1881,"087","Catania","60-64",1599,1900,3499
1881,"087","Catania","65-69",684,762,1446
1881,"087","Catania","70-74",628,787,1415
1881,"087","Catania","75-79",297,270,567
1881,"087","Catania","80-84",214,322,536
1881,"087","Catania","85+",74,82,156
1921,"001","Torino","0",3083,2897,5980
1921,"001","Torino","1-4",8068,7793,15861
1921,"001","Torino","5-9",14717,14754,29471
1921,"001","Torino","10-14",18583,19100,37683
1921,"001","Torino","15-19",21023,21590,42613
1921,"001","Torino","20-24",31823,26375,58198
1921,"001","Torino","25-29",24050,25146,49196
1921,"001","Torino","30-34",23948,26995,50943
1921,"001","Torino","35-39",21086,22125,43211
1921,"001","Torino","40-44",17524,18639,36163
1921,"001","Torino","45-49",14493,16440,30933
1921,"001","Torino","50-54",12113,13860,25973
1921,"001","Torino","55-59",11776,12593,24369
1921,"001","Torino","60-64",9495,10420,19915
1921,"001","Torino","65-69",6553,7571,14124
1921,"001","Torino","70-74",3898,5089,8987
1921,"001","Torino","75-79",2109,3017,5126
1921,"001","Torino","80-84",835,1400,2235
1921,"001","Torino","85+",227,577,804
1921,"010","Genova","0",2399,2345,4744
1921,"010","Genova","1-4",6932,6893,13825
1921,"010","Genova","5-9",11258,10996,22254
1921,"010","Genova","10-14",12797,12892,25689
1921,"010","Genova","15-19",13468,14629,28097
1921,"010","Genova","20-24",16701,15642,32343
1921,"010","Genova","25-29",14409,15726,30135
1921,"010","Genova","30-34",13936,15000,28936
1921,"010","Genova","35-39",12724,13127,25851
1921,"010","Genova","40-44",11555,11943,23498
1921,"010","Genova","45-49",9995,9616,19611
1921,"010","Genova","50-54",8151,8386,16537
1921,"010","Genova","55-59",7208,7587,14795
1921,"010","Genova","60-64",5117,6095,11212
1921,"010","Genova","65-69",3789,4552,8341
1921,"010","Genova","70-74",2303,3048,5351
1921,"010","Genova","75-79",1206,1764,2970
1921,"010","Genova","80-84",487,821,1308
1921,"010","Genova","85+",162,348,510
1921,"015","Milano","0",5324,4875,10199
1921,"015","Milano","1-4",14908,14246,29154
1921,"015","Milano","5-9",26347,25930,52277
1921,"015","Milano","10-14",30646,31325,61971
1921,"015","Milano","15-19",31731,34037,65768
1921,"015","Milano","20-24",35149,36283,71432
1921,"015","Milano","25-29",33492,36889,70381
1921,"015","Milano","30-34",33108,35094,68202
1921,"015","Milano","35-39",30063,31919,61982
1921,"015","Milano","40-44",26884,27077,53961
1921,"015","Milano","45-49",21292,22543,43835
1921,"015","Milano","50-54",16903,18374,35277
1921,"015","Milano","55-59",14255,16369,30624
1921,"015","Milano","60-64",10932,13251,24183
1921,"015","Milano","65-69",7737,10281,18018
1921,"015","Milano","70-74",4507,7189,11696
1921,"015","Milano","75-79",2305,3838,6143
1921,"015","Milano","80-84",804,1581,2385
1921,"015","Milano","85+",194,539,733
1921,"027","Venezia","0",1903,1873,3776
1921,"027","Venezia","1-4",5127,5138,10265
1921,"027","Venezia","5-9",7400,7397,14797
1921,"027","Venezia","10-14",7712,8000,15712
1921,"027","Venezia","15-19",8000,8181,16181
1921,"027","Venezia","20-24",9560,8044,17604
1921,"027","Venezia","25-29",7254,7424,14678
1921,"027","Venezia","30-34",6543,6721,13264
1921,"027","Venezia","35-39",5703,6006,11709
1921,"027","Venezia","40-44",5055,5226,10281
1921,"027","Venezia","45-49",4494,4891,9385
1921,"027","Venezia","50-54",3877,4451,8328
1921,"027","Venezia","55-59",3546,4258,7804
1921,"027","Venezia","60-64",2781,3624,6405
1921,"027","Venezia","65-69",1917,2813,4730
1921,"027","Venezia","70-74",1233,2103,3336
1921,"027","Venezia","75-79",697,1391,2088
1921,"027","Venezia","80-84",290,670,960
1921,"027","Venezia","85+",89,260,349
1921,"037","Bologna","0",1650,1626,3276
1921,"037","Bologna","1-4",4873,4872,9745
1921,"037","Bologna","5-9",7958,7921,15879
1921,"037","Bologna","10-14",9143,9074,18217
1921,"037","Bologna","15-19",8858,9548,18406
1921,"037","Bologna","20-24",13022,10072,23094
1921,"037","Bologna","25-29",8660,10202,18862
1921,"037","Bologna","30-34",9422,9284,18706
1921,"037","Bologna","35-39",6006,8258,14264
1921,"037","Bologna","40-44",6195,6995,13190
1921,"037","Bologna","45-49",5577,6393,11970
1921,"037","Bologna","50-54",4957,5926,10883
1921,"037","Bologna","55-59",4912,5725,10637
1921,"037","Bologna","60-64",4007,5398,9405
1921,"037","Bologna","65-69",2706,2893,5599
1921,"037","Bologna","70-74",1933,2729,4662
1921,"037","Bologna","75-79",1063,1660,2723
1921,"037","Bologna","80-84",410,684,1094
1921,"037","Bologna","85+",131,307,438
1921,"048","Firenze","0",2036,1975,4011
1921,"048","Firenze","1-4",5268,5000,10268
1921,"048","Firenze","5-9",8489,8519,17008
1921,"048","Firenze","10-14",10571,10575,21146
1921,"048","Firenze","15-19",10061,11330,21391
1921,"048","Firenze","20-24",15057,12083,27140
1921,"048","Firenze","25-29",9576,12255,21831
1921,"048","Firenze","30-34",9417,11681,21098
1921,"048","Firenze","35-39",8762,10513,19275
1921,"048","Firenze","40-44",7695,9249,16944
1921,"048","Firenze","45-49",7176,8683,15859
1921,"048","Firenze","50-54",6144,7458,13602
1921,"048","Firenze","55-59",6052,7061,13113
1921,"048","Firenze","60-64",4885,5861,10746
1921,"048","Firenze","65-69",3313,4542,7855
1921,"048","Firenze","70-74",2591,3541,6132
1921,"048","Firenze","75-79",1482,1966,3448
1921,"048","Firenze","80-84",565,856,1421
1921,"048","Firenze","85+",187,391,578
1921,"049","Livorno","0",1240,1211,2451
1921,"049","Livorno","1-4",3533,3500,7033
1921,"049","Livorno","5-9",4877,4897,9774
