COD_PROV,DEN_PROV,total_pop,male_pop,female_pop,m_0,f_0,t_0,m_1_4,f_1_4,t_1_4,m_5_9,f_5_9,t_5_9,m_10_14,f_10_14,t_10_14,m_15_19,f_15_19,t_15_19,m_20_24,f_20_24,t_20_24,m_25_29,f_25_29,t_25_29,m_30_34,f_30_34,t_30_34,m_35_39,f_35_39,t_35_39,m_40_44,f_40_44,t_40_44,m_45_49,f_45_49,t_45_49,m_50_54,f_50_54,t_50_54,m_55_59,f_55_59,t_55_59,m_60_64,f_60_64,t_60_64,m_65_69,f_65_69,t_65_69,m_70_74,f_70_74,t_70_74,m_75_79,f_75_79,t_75_79,m_80_84,f_80_84,t_80_84,m_85plus,f_85plus,t_85plus,cwr,old_dep,struct_dep,mean_age
17,Brescia,455470,233111,222359,6759,6415,13174,19063,18449,37512,23652,22988,46640,21584,20743,42327,20213,20481,40694,18313,19536,37849,19158,19172,38330,18102,17154,35256,15886,14997,30883,15294,13908,29202,13827,12439,26266,12051,10917,22968,8962,7921,16883,8547,7719,16266,5917,4917,10834,3385,2778,6163,1513,1147,2660,665,508,1173,220,170,390,481.6,7.2,54.6,28.3
18,Pavia,448331,227305,221026,6482,6269,12751,20939,20922,41861,25294,25600,50894,22508,22441,44949,20644,22588,43232,19688,18960,38648,17408,17801,35209,15702,16085,31787,14311,14068,28379,13945,13665,27610,12164,10891,23055,11280,10271,21551,8090,6715,14805,8075,6998,15073,4986,3665,8651,3404,2465,5869,1453,887,2340,720,558,1278,212,177,389,529.4,6.6,60.5,26.9
19,Cremona,300593,153137,147456,4496,4261,8757,13461,13203,26664,16096,15633,31729,13866,13401,27267,12845,13383,26228,12355,12356,24711,12251,12468,24719,11972,11672,23644,10902,10436,21338,10012,9231,19243,8784,8000,16784,7449,6944,14393,5600,5182,10782,5766,5306,11072,3931,3355,7286,2008,1608,3616,843,603,1446,402,313,715,98,101,199,509.3,6.9,55.8,28.0
20,Mantova,287995,148089,139906,4311,4127,8438,13488,12982,26470,15987,15401,31388,13396,12202,25598,11410,11814,23224,11782,11879,23661,11906,10950,22856,11216,10540,21756,10011,9416,19427,9311,8426,17737,8989,7945,16934,6980,6449,13429,5909,5200,11109,5460,5129,10589,4248,3874,8122,2045,1919,3964,981,932,1913,469,507,976,190,214,404,553.9,8.5,59.4,28.4
23,Verona,367362,188945,178417,5128,4951,10079,16909,16212,33121,19747,19425,39172,17073,16447,33520,15475,15734,31209,18176,15278,33454,16065,15079,31144,14310,13460,27770,11971,11039,23010,10845,10362,21207,10789,9878,20667,9156,8584,17740,7017,6424,13441,6813,6588,13401,4656,4440,9096,2778,2623,5401,1270,1128,2398,584,548,1132,183,217,400,533.6,7.9,57.6,28.0
24,Vicenza,362770,184652,178118,5261,5178,10439,18065,17378,35443,20364,19362,39726,17830,17252,35082,14992,15844,30836,14447,15232,29679,14679,14399,29078,13540,13070,26610,10983,10675,21658,10313,9952,20265,10540,9919,20459,9036,7984,17020,6581,6088,12669,7125,6516,13641,5140,4439,9579,3226,2713,5939,1563,1327,2890,701,579,1280,266,211,477,579.5,9.1,63.5,27.9
25,Belluno,175241,85056,90185,2902,2826,5728,9165,8819,17984,10384,10233,20617,9212,8962,18174,7461,8220,15681,6177,7428,13605,6163,7247,13410,5427,6332,11759,4880,5338,10218,4423,4978,9401,4382,5040,9422,3791,4187,7978,2730,2764,5494,2831,3147,5978,2315,2162,4477,1433,1373,2806,858,695,1553,378,320,698,144,114,258,599.7,9.5,70.2,27.0
26,Treviso,352168,180905,171263,5787,5410,11197,18471,17477,35948,21456,19959,41415,18251,16872,35123,15212,14925,30137,13963,13822,27785,13843,13372,27215,12703,12174,24877,10763,10178,20941,10035,9331,19366,9973,9122,19095,8002,7346,15348,5984,5397,11381,6575,6192,12767,4912,4457,9369,2853,2779,5632,1264,1187,2451,649,991,1640,209,272,481,638.8,9.4,68.6,27.2
27,Venezia,337437,169015,168422,4637,4340,8977,14055,13550,27605,17771,17153,34924,16116,15759,31875,14585,14855,29440,14576,14217,28793,13708,13980,27688,12617,12665,25282,11219,11459,22678,10304,10105,20409,9822,9316,19138,8517,8149,16666,6047,6005,12052,6279,6616,12895,4030,4324,8354,2566,3209,5775,1353,1573,2926,603,835,1438,210,312,522,473.4,8.8,56.9,28.8
28,Padova,364421,184779,179642,5488,5409,10897,17361,16626,33987,20188,19376,39564,17550,16861,34411,15059,15157,30216,15513,15226,30739,15065,14777,29842,13870,13234,27104,11235,10832,22067,9965,9558,19523,10734,10167,20901,8475,8015,16490,6856,6619,13475,6659,6963,13622,5245,5209,10454,3054,3153,6207,1556,1562,3118,685,681,1366,221,217,438,569.7,9.6,62.7,28.2
29,Rovigo,200655,101483,99172,3175,2847,6022,9526,9107,18633,11683,11136,22819,9369,9013,18382,8189,8405,16594,8108,8630,16738,8414,8365,16779,7433,7123,14556,6917,6392,13309,5826,5653,11479,5567,5042,10609,4615,4398,9013,3870,3791,7661,3746,3775,7521,2534,2774,5308,1465,1442,2907,631,773,1404,315,360,675,100,146,246,553.2,8.5,61.5,27.9
30,Udine,481193,238570,242623,6887,6653,13540,22839,21834,44673,27411,25751,53162,24587,23494,48081,20062,20881,40943,18114,20166,38280,17432,18390,35822,16263,17187,33450,14024,15104,29128,13937,14938,28875,13267,13752,27019,10993,11465,22458,8048,8272,16320,9227,9194,18421,6825,7057,13882,4414,4327,8741,2620,2503,5123,1140,1155,2295,480,500,980,545.8,10.7,65.5,28.4
33,Piacenza,225775,117123,108652,3161,2941,6102,10130,9690,19820,12010,11733,23743,11110,10716,21826,9837,10450,20287,10690,9162,19852,8913,8518,17431,8286,7771,16057,7751,7479,15230,7818,6962,14780,6236,5550,11786,6259,5200,11459,4281,3668,7949,4391,3824,8215,2858,2335,5193,2027,1507,3534,821,668,1489,398,347,745,146,131,277,514.9,7.9,57.8,28.1
34,Parma,264368,135634,128734,3472,3328,6800,11268,10944,22212,14328,13520,27848,13476,12748,26224,11109,11960,23069,11783,11202,22985,10009,9900,19909,9002,8966,17968,8547,8465,17012,9107,8465,17572,7800,7196,14996,7480,6467,13947,4867,4370,9237,5238,4552,9790,3578,2952,6530,2526,1932,4458,1235,1025,2260,599,525,1124,210,217,427,492.1,8.9,58.8,28.6
35,Reggionell'Emilia,240545,121803,118742,3374,3395,6769,11098,10952,22050,14124,13682,27806,12462,12055,24517,9800,10730,20530,9662,10198,19860,8714,8967,17681,8257,8331,16588,8008,7734,15742,7427,7131,14558,6900,6441,13341,6059,5398,11457,4319,3972,8291,4460,4002,8462,3342,2746,6088,2041,1565,3606,1095,868,1963,508,427,935,153,148,301,542.8,8.8,64.2,27.8
36,Modena,273630,137666,135964,3456,3282,6738,12001,11786,23787,15755,16127,31882,14408,14026,28434,10993,12405,23398,10522,11355,21877,10107,10272,20379,9207,9047,18254,9067,9025,18092,8714,8306,17020,8079,7636,15715,7019,6363,13382,4919,4474,9393,5193,4659,9852,3810,3354,7164,2340,2008,4348,1312,1080,2392,566,561,1127,198,198,396,505.3,9.2,63.5,28.2
37,Bologna,439260,224426,214834,6249,6093,12342,18601,18468,37069,24933,24151,49084,22546,21790,44336,18602,18811,37413,19932,18765,38697,17830,17455,35285,15913,15084,30997,14471,13501,27972,13898,12883,26781,12869,12039,24908,11804,10633,22437,7713,7326,15039,7788,7273,15061,5400,4846,10246,3228,3010,6238,1644,1545,3189,747,841,1588,258,320,578,512.0,8.0,60.0,27.9
38,Ferrara,215368,110030,105338,3079,2967,6046,9222,8909,18131,12275,12115,24390,11708,10224,21932,9012,9311,18323,9091,9395,18486,9646,9076,18722,8470,7686,16156,7672,6954,14626,6424,5948,12372,5982,5504,11486,5608,4986,10594,3741,3806,7547,3586,3543,7129,2295,2476,4771,1284,1363,2647,579,606,1185,253,344,597,103,125,228,499.8,7.0,59.0,27.5
39,Ravenna,221017,112431,108586,2294,2190,4484,8720,8550,17270,12285,12057,24342,11303,11294,22597,9799,10076,19875,10474,10047,20521,9683,8884,18567,7785,7728,15513,7411,6771,14182,6994,6693,13687,5666,5450,11116,6206,5823,12029,3961,3730,7691,4276,3989,8265,2549,2398,4947,1726,1630,3356,756,708,1464,388,409,797,155,159,314,433.4,7.7,56.3,28.3
40,Forlì,235099,120294,114805,2857,2608,5465,9607,9302,18909,14287,12822,27109,12276,11664,23940,10525,11049,21574,10439,10563,21002,9014,9212,18226,8098,8046,16144,7626,7085,14711,7265,6945,14210,6433,6142,12575,6529,5994,12523,4378,4065,8443,4822,4218,9040,2567,2209,4776,1990,1571,3561,909,727,1636,481,427,908,191,156,347,460.8,7.6,58.4,28.1
41,PesaroeUrbino,213072,107433,105639,2610,2402,5012,8722,8299,17021,11861,11398,23259,11727,10883,22610,9057,9374,18431,8601,9454,18055,7306,7917,15223,6759,7210,13969,6966,6991,13957,6797,6802,13599,6342,6151,12493,5920,5525,11445,3792,3696,7488,4402,3998,8400,2480,2263,4743,2218,1747,3965,983,814,1797,674,536,1210,216,179,395,461.4,9.1,60.1,28.8
42,Ancona,262495,128932,133563,3353,3136,6489,11476,10858,22334,14439,13545,27984,12967,12656,25623,10600,11847,22447,10660,11445,22105,8638,10011,18649,8204,9317,17521,8225,9161,17386,7780,8450,16230,7219,7563,14782,6736,6940,13676,4782,5102,9884,5161,5331,10492,3261,3126,6387,2847,2738,5585,1469,1251,2720,835,767,1602,280,319,599,478.5,10.4,60.9,29.2
43,Macerata,236931,114974,121957,2835,2679,5514,9855,9499,19354,13024,12351,25375,11925,11537,23462,9722,10950,20672,8656,10338,18994,7582,8972,16554,6591,8163,14754,7195,8001,15196,6958,7799,14757,6542,6926,13468,6330,6657,12987,4523,4621,9144,4893,5070,9963,3030,3136,6166,2769,2802,5571,1372,1283,2655,864,874,1738,308,299,607,458.6,11.4,61.7,29.7
44,AscoliPiceno,203003,98392,104611,2376,2280,4656,8435,7986,16421,11195,10589,21784,10173,9611,19784,7982,8825,16807,7574,8699,16273,6359,7933,14292,5844,7225,13069,6347,7010,13357,6272,6865,13137,5732,6259,11991,5311,5696,11007,3691,4044,7735,3903,4341,8244,2778,2875,5653,2300,2322,4622,1186,1111,2297,679,686,1365,255,254,509,452.7,11.5,61.2,29.9
45,MassaeCarrara,161881,79580,82301,2609,2547,5156,8327,8269,16596,10391,10226,20617,8612,8423,17035,6360,7057,13417,5918,6987,12905,4909,5848,10757,4659,5494,10153,4612,4955,9567,4982,5123,10105,4084,4118,8202,3912,3780,7692,2236,2287,4523,2829,2703,5532,1951,1780,3731,1524,1414,2938,905,723,1628,559,421,980,201,146,347,613.4,10.4,74.3,27.1
46,Lucca,280690,136955,143735,4507,4302,8809,12887,12573,25460,16600,15975,32575,14657,14282,28939,11216,12784,24000,10602,12735,23337,8737,10184,18921,8084,9248,17332,7892,8850,16742,8845,9596,18441,7237,7802,15039,6849,6780,13629,3982,4060,8042,5112,5192,10304,3270,3266,6536,3186,3100,6286,1751,1530,3281,1139,1074,2213,402,402,804,540.5,11.5,69.3,28.3
48,Firenze,766167,390465,375702,11383,11176,22559,32993,32262,65255,42890,41450,84340,36088,34609,70697,30357,32742,63099,33938,34699,68637,29646,30033,59679,28013,27340,55353,25135,25440,50575,28049,25704,53753,21963,19717,41680,20791,18117,38908,11894,10564,22458,14525,12795,27320,8591,7403,15994,7502,6315,13817,3699,2647,6346,2340,1952,4292,668,737,1405,499.1,8.7,59.1,28.3
49,Livorno,118233,57878,60355,1367,1419,2786,4390,4272,8662,5968,6008,11976,5463,5170,10633,4726,5958,10684,5574,6629,12203,4277,5196,9473,4665,4704,9369,4103,4123,8226,4135,3956,8091,3198,3001,6199,3190,2970,6160,1834,1695,3529,1846,1988,3834,1234,1262,2496,1068,1106,2174,462,473,935,267,290,557,111,135,246,374.5,8.2,52.0,28.7
50,Pisa,265929,139111,126818,4032,3809,7841,11925,11490,23415,15435,14767,30202,14009,13081,27090,11628,11446,23074,12833,11788,24621,10545,9868,20413,9626,8639,18265,9073,7651,16724,8845,7843,16688,7010,6177,13187,6832,5739,12571,4191,3598,7789,5063,4149,9212,2931,2597,5528,2686,2224,4910,1345,1051,2396,848,673,1521,254,228,482,546.1,9.1,63.6,27.6
51,Arezzo,234644,120482,114162,3616,3338,6954,10730,10089,20819,13198,12985,26183,11885,11000,22885,9868,10390,20258,9847,10132,19979,8430,8289,16719,7835,7696,15531,7742,7354,15096,8461,7892,16353,6492,6023,12515,6547,5676,12223,3703,3293,6996,4710,3960,8670,2693,2265,4958,2412,1974,4386,1204,931,2135,876,649,1525,233,226,459,536.6,9.3,62.6,28.3
52,Siena,206416,108668,97748,2967,2935,5902,8768,8318,17086,11241,10942,22183,10402,9572,19974,9531,9275,18806,9953,9259,19212,8420,7464,15884,7246,6406,13652,7233,6323,13556,7543,6447,13990,6057,5158,11215,5901,4998,10899,3681,2953,6634,4036,3333,7369,2300,1796,4096,1824,1413,3237,840,605,1445,547,418,965,178,133,311,508.9,7.7,57.3,28.1
53,Grosseto,106834,60453,46381,1632,1516,3148,4920,4756,9676,5861,5612,11473,5958,5088,11046,5826,4644,10470,6353,4227,10580,5735,3572,9307,4950,3135,8085,4719,2903,7622,4140,2728,6868,2925,2093,5018,2773,2091,4864,1441,1205,2646,1507,1223,2730,725,629,1354,550,522,1072,250,204,454,141,166,307,47,67,114,604.6,4.8,56.7,26.0
54,Umbria,549601,282574,267027,6748,6364,13112,23167,22525,45692,30398,28684,59082,28920,26632,55552,24790,25118,49908,25032,23607,48639,20076,19932,40008,17325,17588,34913,18403,17562,35965,18773,18085,36858,16021,14735,30756,14838,13254,28092,9269,8636,17905,11014,9755,20769,6655,5509,12164,5718,4707,10425,2532,2092,4624,1964,1521,3485,931,721,1652,482.4,9.4,59.9,28.7
58,Roma,836365,449032,387333,11133,10754,21887,35681,34789,70470,42339,40396,82735,41992,37651,79643,41681,36558,78239,49052,36618,85670,41177,31568,72745,35361,27727,63088,31694,25085,56779,29893,25237,55130,23789,20454,44243,22898,19486,42384,13419,11858,25277,13469,13025,26494,6528,6186,12714,5115,5405,10520,1925,2221,4146,1352,1598,2950,534,717,1251,505.3,5.7,52.1,27.5
61,TerradelLavoro,697458,346995,350463,8865,8674,17539,30440,29624,60064,38108,36576,74684,34589,32967,67556,29177,31572,60749,33737,31301,65038,27734,27236,54970,25377,25767,51144,20062,20679,40741,22497,23102,45599,16236,17433,33669,19410,19571,38981,11438,12039,23477,12612,14378,26990,6213,6929,13142,6054,7176,13230,2197,2423,4620,1546,2047,3593,703,969,1672,486.1,8.2,58.0,28.3
62,Benevento,231997,115440,116557,2947,2913,5860,9644,9460,19104,12094,11559,23653,10877,10685,21562,10086,10497,20583,10478,10316,20794,8489,8364,16853,7840,8060,15900,6821,6868,13689,7608,7727,15335,5807,6226,12033,6987,7261,14248,4334,4497,8831,4980,5299,10279,2511,2643,5154,2214,2360,4574,917,943,1860,591,645,1236,215,234,449,481.6,8.9,56.2,29.3
63,Napoli,906532,453134,453398,11206,11109,22315,36558,35180,71738,47641,46235,93876,45301,43772,89073,38382,41045,79427,41634,40927,82561,35249,35663,70912,34177,34529,68706,26269,26493,52762,31532,31340,62872,22285,22663,44948,26999,26929,53928,13762,13404,27166,17556,18336,35892,8323,8247,16570,9191,9684,18875,3422,3224,6646,2560,3166,5726,1087,1452,2539,447.9,8.7,56.5,28.8
64,PrincipatoUlteriore,377207,179187,191200,5390,5326,10716,16348,15673,32021,13687,19929,40436,18535,18470,37005,16217,17991,34208,15876,15988,31864,13001,13509,26510,12278,12636,24914,10793,11256,22049,11855,12310,24165,9236,10090,19326,10667,11162,21829,6299,6855,13154,7656,8372,16028,4252,4368,8620,3908,3798,7706,1466,1523,2989,896,1046,1942,827,898,1725,510.7,9.8,61.2,28.9
65,PrincipatoCiteriore,541315,265395,275920,6525,6504,13029,21659,20735,42394,28157,26904,55061,27357,26073,53430,23099,24700,47799,22879,23148,46027,18945,20755,39700,17817,19957,37774,15471,17170,32641,17422,19421,36843,14079,15549,29628,14914,15946,30860,9015,9625,18640,11050,11491,22541,5722,6170,11892,5841,6060,11901,2491,2497,4988,1893,2139,4032,1059,1076,2135,442.8,10.2,58.1,29.6
66,AquiladegliAbruzzi,333333,155796,177537,5391,5260,10651,15582,14869,30451,19118,18808,37926,15925,16747,32672,12593,16354,28947,11473,15045,26518,9918,13386,23304,9352,12236,21588,8855,11203,20058,9139,11395,20534,7826,9781,17607,7778,9233,17011,5561,6589,12150,6764,7076,13840,3966,3988,7954,3422,3053,6475,1653,1307,2960,1025,853,1878,455,354,809,516.2,10.0,65.4,28.4
67,AbruzzoUlterioreI,245881,123322,122559,3027,2765,5792,10635,9885,20520,12919,12293,25212,11769,11264,23033,10329,10804,21133,9625,9957,19582,8617,8840,17457,8247,9009,17256,7702,7878,15580,7685,8135,15820,7194,7284,14478,7340,7169,14509,4419,4324,8743,5440,5323,10763,2893,2752,5645,2977,2598,5575,1186,1030,2216,914,906,1820,404,343,747,481.7,10.3,58.3,29.8
69,AbruzzoCiteriore,339967,168354,171613,4422,4398,8820,15305,14799,30104,17825,17376,35201,17311,16554,33865,14336,15338,29674,13900,14375,28275,12072,12331,24403,11858,12600,24458,10747,10765,21512,9220,10041,19261,8388,9030,17418,9128,9464,18592,6034,6384,12418,7073,7282,14355,4318,4182,8500,3501,3620,7121,1424,1523,2947,1026,1073,2099,466,478,944,515.9,10.3,61.6,29.0
70,Molise,355928,173591,182337,5427,5235,10662,15579,15528,31107,19116,18136,37252,18044,17498,35542,16677,17788,34465,15226,16467,31693,12358,13258,25616,12252,13019,25271,11186,11953,23139,10798,11871,22669,8822,9930,18752,9309,10539,19848,6179,7009,13188,7116,8039,15155,2741,2886,5627,1287,1601,2888,416,392,808,751,892,1643,307,296,603,495.2,5.0,54.9,27.5
71,Capitanata,322739,161000,161739,4055,3847,7902,14415,13678,28093,18103,16894,34997,18273,16966,35239,16300,16273,32573,14987,14748,29735,13317,12300,25617,12779,12398,25177,10065,9666,19731,10227,10761,20988,7006,7661,14667,7856,9017,16873,3908,4621,8529,4553,5875,10428,2019,2543,4562,1788,2490,4278,629,826,1455,488,809,1297,232,366,598,472.7,6.0,58.0,26.8
72,BaridellePuglie,607295,301945,305350,9320,9329,18649,28920,28427,57347,35109,33667,68776,33722,32434,66156,27336,29742,57078,23785,24697,48482,23553,24427,47980,22357,22954,45311,17257,17017,34274,18431,19230,37661,13499,14124,27623,15532,15310,30842,8069,8351,16420,9346,9669,19015,4814,4944,9758,5186,5239,10425,2219,2157,4376,1760,1800,3560,1730,1832,3562,550.4,8.7,66.5,27.0
75,Terrad'Otranto,491004,245687,245317,6940,6592,13532,21409,20733,42142,27422,26169,53591,25323,23391,48714,22531,23847,46378,21042,21292,42334,19148,18427,37575,19372,18942,38314,15325,15284,30609,16212,16448,32660,11025,12586,23611,13356,12582,25938,7156,6910,14066,7916,8684,16600,4071,4475,8546,4002,4722,8724,1690,1902,3592,1179,1572,2751,568,759,1327,487.3,8.1,59.4,27.8
76,Basilicata,510573,249253,261320,7166,7076,14242,23295,21947,45242,27339,26008,53347,25903,25138,51041,22968,24607,47575,22714,23502,46216,18441,19823,38264,18058,19945,38003,14506,15604,30110,16166,18234,34400,11831,13094,24925,13514,15043,28557,7148,8078,15226,8782,10189,18971,4102,4852,8954,4047,4622,8669,1601,1713,3314,1203,1320,2523,469,525,994,488.7,7.6,58.4,27.8
78,CalabriaCiteriore,443934,212192,231742,6258,6133,12391,21314,20210,41524,25993,24232,50225,24569,22992,47561,20310,23886,44196,17658,20074,37732,15106,18195,33301,14335,18640,32975,12674,14006,26680,13519,15894,29413,9726,11059,20785,10701,12565,23266,5539,6390,11929,6634,8220,14854,3380,3586,6966,2254,3148,5402,1056,1080,2136,839,1023,1862,327,409,736,487.1,6.2,61.4,26.6
79,Catanzaro,412236,204804,207432,5427,5607,11034,18067,17338,35405,22115,21413,43528,21386,19812,41198,18330,18375,36705,18013,17176,35189,15335,15253,30588,15996,16733,32729,13775,13457,27232,13460,14122,27582,9795,10516,20311,10654,11768,22422,5922,6545,12467,6622,7965,14587,3595,3978,7573,3031,3750,6781,1408,1532,2940,1118,1255,2373,755,837,1592,488.2,8.2,58.7,28.2
80,CalabriaUlterioreI,353603,176307,177296,5143,5120,10263,15464,15019,30483,19495,18364,37859,19736,18109,37845,15285,16036,31321,14825,15425,30250,13548,14336,27884,13448,13667,27115,10740,10620,21360,11152,11436,22588,8028,8271,16299,9517,9560,19077,5092,5351,10443,5933,6720,12653,3053,3227,6280,2919,3143,6062,1414,1360,2774,1014,1040,2054,501,492,993,499.8,8.3,61.5,27.8
81,Trapani,236358,116579,119779,3183,3044,6227,11146,10450,21596,14634,13524,28158,13280,13245,26525,10768,12130,22898,10283,11064,21347,8726,8647,17373,8315,8284,16599,5795,5736,11531,7202,7391,14593,4609,5164,9773,6620,7189,13809,3092,3246,6338,4263,5095,9358,1509,1678,3187,1641,1954,3595,645,654,1299,649,991,1640,219,293,512,522.5,7.1,64.6,26.8
82,Palermo,617618,308736,308882,8464,9046,17510,26899,27529,54428,33507,33072,66579,30336,30157,60493,27044,31469,58513,31235,28038,59273,26228,23670,49898,21685,20195,41880,17075,17619,34694,18625,19067,37692,14830,15578,30408,16285,16711,32996,9618,9082,18700,11310,12200,23510,5353,5090,10443,5045,5203,10248,2373,2189,4562,1992,2059,4051,832,908,1740,513.6,8.0,59.4,27.7
83,Messina,420613,208288,212325,5294,5091,10385,19031,18654,37685,23492,23138,46630,22195,22040,44235,18901,19188,38089,17587,18680,36267,14476,15178,29654,14316,15444,29760,11418,11771,23189,13714,14200,27914,9598,9724,19322,12398,12732,25130,6265,6574,12839,8452,8694,17146,3487,3325,6812,3983,4020,8003,1544,1433,2977,1511,1772,3283,626,667,1293,508.9,8.6,62.2,28.1
84,Girgenti,287763,143043,144720,4801,4949,9750,13979,13182,27161,16486,15509,31995,15480,15185,30665,13061,13717,26778,12882,13753,26635,11255,11296,22551,10259,9690,19949,7784,7048,14832,8160,8938,17098,5901,5776,11677,7603,7492,15095,4066,3976,8042,5063,5752,10815,2314,2393,4707,1965,2718,4683,872,1246,2118,807,1505,2312,305,595,900,572.8,8.5,65.9,27.0
85,Caltanissetta,230096,117059,113037,3879,3741,7620,11001,10657,21658,13934,12925,26859,13857,13123,26980,10988,10787,21775,10019,10234,20253,8952,8153,17105,9462,8641,18103,6804,6085,12889,7557,7342,14899,4547,4276,8823,6155,6252,12407,2635,2379,5014,3605,4308,7913,1293,1158,2451,1287,1601,2888,416,422,838,495,781,1276,173,172,345,571.4,5.6,65.3,25.8
87,Catania,495465,243399,252066,7278,7310,14588,20770,20512,41282,27446,26277,53723,27274,26446,53720,21844,23574,45418,20343,22183,42526,17490,17995,35485,17958,18625,36583,14653,14418,29071,17603,18650,36253,11825,12915,24740,13893,14685,28578,6660,7110,13770,8255,9489,17744,3269,3600,6869,3459,4213,7672,1341,1473,2814,1403,1865,3268,635,726,1361,484.0,7.1,59.7,27.7
