COD_PROV,DEN_PROV,total_pop,male_pop,female_pop,m_0,f_0,t_0,m_1_4,f_1_4,t_1_4,m_5_9,f_5_9,t_5_9,m_10_14,f_10_14,t_10_14,m_15_19,f_15_19,t_15_19,m_20_24,f_20_24,t_20_24,m_25_29,f_25_29,t_25_29,m_30_34,f_30_34,t_30_34,m_35_39,f_35_39,t_35_39,m_40_44,f_40_44,t_40_44,m_45_49,f_45_49,t_45_49,m_50_54,f_50_54,t_50_54,m_55_59,f_55_59,t_55_59,m_60_64,f_60_64,t_60_64,m_65_69,f_65_69,t_65_69,m_70_74,f_70_74,t_70_74,m_75_79,f_75_79,t_75_79,m_80_84,f_80_84,t_80_84,m_85plus,f_85plus,t_85plus,cwr,old_dep,struct_dep,mean_age
33,Piacenza,291059,144278,146781,1840,1695,3535,7148,6659,13807,8691,8331,17022,9477,9295,18772,9769,9679,19448,11435,11160,22595,11095,10509,21604,11777,11103,22880,11686,11828,23514,8492,8340,16832,11126,11341,22467,10631,10641,21272,8917,9294,18211,7215,8194,15409,5352,6791,12143,4313,5441,9754,2997,3611,6608,1590,1917,3507,727,952,1679,276.9,16.5,42.5,36.8
34,Parma,389088,191852,197337,2493,2189,4682,9173,8571,17744,11158,10481,21639,13136,12349,25485,12915,12035,24850,15126,14436,29562,14340,13645,27985,14931,14780,29711,15631,16126,31757,11506,12158,23664,15501,15661,31162,14913,15197,30110,12075,12710,24785,9695,11171,20866,7212,9319,16531,5587,7452,13038,3744,4992,8736,1849,2655,4504,867,1410,2277,269.6,16.4,41.8,37.2
35,Reggionell'Emilia,379742,188740,191002,2587,2424,5011,9841,9148,18989,12056,11299,23355,13551,12749,26300,13002,12443,25445,14969,14390,29359,14581,13348,27929,14936,14341,29277,15849,16051,31900,11770,11913,23683,14672,14595,29267,13783,13898,27681,11036,11689,22725,8930,10303,19233,6897,8656,15553,5224,6682,11906,3163,4187,7350,1329,1958,3287,564,928,1492,291.0,14.9,42.5,35.9
36,Modena,473060,242869,219868,3693,3525,7218,10365,10117,26638,16572,12994,26839,19331,18169,37500,18198,17651,29351,20595,19806,32085,16301,19137,39209,17121,16514,33635,21516,13657,43219,15849,16130,27641,18713,15588,38054,17894,11105,35632,14219,11922,28778,10977,10397,23705,8362,8539,15488,6461,5168,11917,4116,5499,9615,1806,2651,4457,780,1299,2079,329.0,13.1,42.8,35.4
37,Bologna,841456,407868,433588,5302,4980,10282,20009,18982,38991,23640,22881,46521,27298,26243,53541,27380,26725,54105,32253,31946,64199,31551,31435,62986,33867,33990,67857,35122,36813,71935,26417,28341,54758,32175,33989,66164,30186,31717,61903,24060,26728,50788,18963,23090,42053,15244,20065,35309,11776,16191,27967,7482,10896,18378,3522,5626,9148,1621,2950,4571,260.4,16.0,41.0,36.9
38,Ferrara,359964,170996,183280,2917,281,5727,11558,11147,22705,13864,13581,22270,16088,9292,31401,9792,13914,28512,13169,15591,25709,12772,15323,30786,10245,12906,20316,13570,16769,27198,10206,9447,17916,13829,11932,28605,13349,11206,27030,6836,11393,22108,6873,9539,17906,5316,6626,6830,4911,6379,11290,3402,4546,7948,1554,2183,3737,745,1225,1970,338.7,12.9,46.3,34.3
39,Ravenna,329549,162530,167029,2435,2284,4719,9046,8698,17744,10538,10263,20801,11654,11371,23025,10556,10180,20726,12485,12394,24879,12662,12633,25295,13392,13035,26427,13541,13528,27069,9502,9762,19264,11987,12014,24001,11240,11433,22673,9003,9005,18008,7324,8235,15559,6013,7514,13527,4802,6169,10971,3536,4536,8072,1865,2489,4354,949,1486,2435,314.0,17.6,47.2,36.1
40,Forlì,521518,256405,263988,4228,3970,8198,16277,15649,31926,19049,18570,37619,21529,20602,42131,19945,19496,39441,22352,21508,43860,20022,19634,39656,20382,20267,40649,20780,21067,41847,14921,15242,30163,17784,18435,36219,16592,16643,33235,12280,13135,25415,10047,11320,21367,7798,10269,18067,4963,8048,14136,4445,5800,10245,2097,2895,4992,914,1438,2352,342.3,14.2,48.2,33.6
41,PesaroUrbino,521138,257150,263988,4228,3970,8198,16277,15649,31926,19049,18570,37619,21539,20602,42141,19945,19496,39441,21852,21508,43360,20022,19634,39656,20382,20267,40649,20780,21067,41847,14921,15242,30163,17794,18435,36229,16592,16643,33235,12280,13135,25415,10047,11320,21367,7898,10269,18167,6088,8048,14136,4445,5800,10245,2097,2895,4992,914,1438,2352,342.3,14.2,48.3,33.6
42,Ancona,405709,197089,208620,2963,2748,5711,11324,10761,22085,14848,14230,29078,15726,14862,30588,14735,14455,29190,16082,16180,32262,14798,15291,30089,15533,16209,31742,16590,16581,33171,11706,12453,24159,13877,14936,28813,13307,14105,27412,10383,11589,21972,8384,10318,18702,6434,8957,15391,5039,7017,12056,3291,4642,7933,1482,2223,3705,587,1063,1650,304.9,14.7,46.2,34.6
43,Macerata,291392,142181,149231,2211,2063,4274,8448,8140,16588,10731,10237,20968,11295,11183,22478,10030,9866,19896,12050,11833,23883,11028,11072,22100,11513,11367,22880,11325,11725,23050,8141,8536,16677,10287,10670,20957,9742,10125,19857,7394,8289,15683,5919,7144,13063,4466,6311,10777,3460,4970,8420,2415,3245,5660,1188,1649,2837,538,806,1344,323.9,14.7,47.1,34.5
44,AscoliPiceno,334724,162876,171848,2786,2587,5373,10769,10246,21015,13146,12784,25930,13660,13234,26894,11839,11750,23589,13232,14032,27264,13276,13208,26484,13599,13610,27209,13518,13540,27058,9180,9584,18764,10591,11317,21908,10325,10903,21228,7872,8723,16595,6213,7927,14140,4618,6820,11438,3663,5416,9079,2667,3628,6295,1354,1717,3071,568,822,1390,348.5,13.9,49.3,33.4
45,Massa-Carrara,202981,99256,103725,1472,1374,2846,5751,5744,11495,7147,6981,14128,8082,7712,15794,7065,7063,14128,8189,8012,16201,7484,7127,14611,8088,7799,15887,7856,8016,15872,5545,5998,11543,6754,6843,13597,6584,6916,13500,5512,6073,11585,4363,5363,9726,3310,4603,7913,2742,3830,6572,1842,2331,4173,965,1256,2221,505,684,1189,325.8,16.1,48.5,35.0
46,Lucca,365539,175321,190218,2554,2491,5045,9595,9239,18834,11643,11181,22824,13267,12714,25981,12929,12678,25607,13961,13462,27423,12402,12409,24811,13336,13518,26854,13506,14551,28057,9661,10779,20440,11808,12818,24626,12785,13642,26427,10628,12311,22939,8711,11120,19831,6633,9448,16081,5164,7831,12995,3715,5383,9098,2050,3041,5091,973,1602,2575,308.5,18.6,48.0,36.7
47,Pistoia,232999,114091,118908,1498,1497,2995,5687,5472,11159,6915,6689,13604,8160,7716,15876,7929,7714,15643,9002,8836,17838,8402,8247,16649,8752,8622,17374,8959,9121,18080,6828,7016,13844,8239,8600,16839,8278,8722,17000,6996,7541,14537,5597,6623,12220,4583,5896,10479,3861,4757,8618,2477,3247,5724,1277,1676,2953,651,916,1567,285.6,18.3,45.6,37.1
48,Firenze,1012703,489086,523617,6702,6278,12980,25144,23565,48709,29003,27876,56879,33948,32445,66393,33497,32283,65780,37653,37887,75540,35613,36410,72023,39237,39549,78786,40952,42697,83649,30286,32002,62288,35306,38327,73633,35512,38504,74016,29767,33136,62903,24863,30431,55294,19133,26231,45364,15571,21365,36936,9946,13926,23872,4989,7212,12201,1964,3493,5457,279.4,17.6,43.9,37.1
49,Livorno,310696,152748,157948,2171,2023,4194,7931,7612,15543,9701,9199,18900,11204,10454,21658,11260,10718,21978,12313,11480,23793,10805,10657,21462,11802,12069,23871,12792,12949,25741,10235,10484,20719,11350,11315,22665,11000,11345,22345,8842,9463,18305,6893,8416,15309,5430,7271,12701,4158,5521,9679,2810,3918,6728,1403,2070,3473,648,984,1632,288.7,15.8,43.7,36.1
50,Pisa,362396,178542,183854,2371,2379,4750,9002,8408,17410,10671,10215,20886,12643,12110,24753,12155,11838,23993,14034,13338,27372,13185,12444,25629,14007,13677,27684,14366,14480,28846,10714,10789,21503,12365,12841,25206,13166,13612,26778,11109,11734,22843,8975,10505,19480,6997,9118,16115,5741,7187,12928,3944,4999,8943,2146,2761,4907,951,1419,2370,289.4,18.2,45.3,37.1
51,Arezzo,318964,163900,155064,2126,2041,4167,8301,7994,16295,10254,10019,20273,12352,12083,24435,10723,10325,21048,12026,11655,23681,11331,10646,21977,12244,11706,23950,22775,12617,35392,9160,9103,18263,10922,10837,21759,10562,10393,20955,8622,8729,17351,7079,8063,15142,5677,6818,12495,4699,5719,10418,3026,3704,6730,1433,1812,3245,588,800,1388,309.8,15.6,45.3,35.5
52,Siena,270112,134509,135603,1652,1460,3112,6131,5758,11889,7816,7501,15317,9519,9020,18539,8382,8024,16406,9897,9689,19586,9775,9466,19241,10965,10343,21308,11406,11299,22705,8183,8279,16462,10138,10391,20529,10292,10052,20344,8315,8674,16989,6979,7492,14471,5365,6551,11916,4657,5452,10109,3082,3714,6796,1404,1711,3115,551,727,1278,262.7,17.7,43.6,37.4
53,Grosseto,220323,111018,109305,1503,1437,2940,5800,5448,11248,7658,7227,14885,8622,8259,16881,7489,7424,14913,8511,8308,16819,7972,7692,15664,8774,8795,17569,9351,9168,18519,6829,6689,13518,8140,7762,15902,7827,7267,15094,6308,6148,12456,5141,5277,10418,3999,4641,8640,3384,3685,7069,2281,2491,4772,995,1084,2079,434,503,937,295.1,15.6,46.0,35.4
54,Perugia,570149,284201,285948,4240,3855,8095,15985,14920,30905,20446,19325,39771,23404,22326,45730,20914,20410,41324,23269,22767,46036,21628,21187,42815,22932,22781,45713,23984,24095,48079,17105,17117,34222,19768,19583,39351,18291,18104,36395,14300,14965,29265,11960,13205,25165,9372,11392,20764,7732,9286,17018,5280,6187,11467,2458,2911,5369,1133,1532,2665,303.8,14.7,46.8,34.4
55,Terni,224566,111886,112680,1482,1403,2885,5821,5435,11256,7813,7413,15226,8832,8324,17156,8179,8004,16183,9060,8800,17860,8209,8112,16321,8918,9201,18119,9521,9730,19251,6867,7137,14004,8373,7990,16363,7603,7324,14927,5958,5884,11842,4695,5331,10026,3809,4583,8392,3191,3790,6981,2107,2486,4593,975,1147,2122,473,586,1059,277.4,14.9,45.0,35.0
56,Viterbo,243693,125688,119751,2053,1893,3946,6143,7659,12002,10082,9804,19886,9547,10626,21982,7922,9666,16193,10295,8246,16813,9726,7694,19058,10281,8327,16862,10802,6898,21507,7663,7627,15290,8798,5343,14609,8545,8285,16830,5642,6673,13377,5680,6077,9381,4355,5404,9759,3796,4461,6772,2666,3107,5773,1176,1337,2513,516,624,1140,329.1,16.2,52.4,34.3
57,Rieti,162405,81688,80717,1221,1167,2388,4719,4507,9226,6372,6177,12549,7295,6872,14167,6099,5679,11778,6512,6048,12560,5577,5236,10813,5770,5680,11450,6124,6292,12416,4475,4414,8889,5490,5281,10771,5153,4899,10052,4341,4324,8665,3693,4082,7775,2910,3646,6556,2531,2985,5516,2002,2047,4049,960,915,1875,444,466,910,348.3,18.0,54.4,34.7
58,Roma,2775419,1346255,1429164,26360,24589,50949,94792,89797,184589,108798,105086,213884,110197,106349,216546,104850,105701,210551,116575,120533,237108,110214,116550,226764,112094,117840,229934,109238,117076,226314,77862,86125,163987,88880,97105,185985,83282,87926,171208,65531,69887,135418,50235,58694,108929,35105,47383,82488,25341,36170,61511,15880,23885,39765,7421,11769,19190,3600,6699,10299,354.8,11.2,46.4,32.3
60,Frosinone,440318,218011,222307,3946,3768,7714,16067,14919,30986,20487,19504,39991,22765,21805,44570,16720,16183,32903,17615,16401,34016,15712,15596,31308,15757,16195,31952,15972,16530,32502,11093,11288,22381,12703,13343,26046,12614,12805,25419,9669,10498,20167,7886,9785,17671,5618,8337,13955,7040,7021,14061,3737,4939,8676,1670,2158,3828,940,1232,2172,419.8,15.6,60.5,32.1
61,Caserta,649327,317809,331518,7867,7523,15390,29210,27249,56459,33617,32052,65669,33452,32452,65904,28478,27692,56170,27083,27216,54299,24037,24587,48624,23069,24309,47378,21577,23336,44913,14465,15912,30377,16815,18239,35054,16018,16913,32931,13251,14416,27667,10347,12464,22811,7020,10228,17248,5398,8113,13511,3511,4973,8484,1800,2540,4340,794,1304,2098,502.3,11.4,62.2,29.2
62,Benevento,313321,153507,159814,3109,2866,5975,11695,10935,22630,14044,13389,27433,15529,14448,29977,12160,11561,23721,12823,12710,25533,11707,11922,23629,11404,12026,23430,10904,11951,22855,7143,7962,15105,9435,9912,19347,8936,9434,18370,7245,7809,15054,6011,7138,13149,3755,5625,9380,3257,4410,7667,2374,3202,5576,1268,1597,2865,708,917,1625,419.8,13.5,56.5,31.8
63,Napoli,2422175,1178140,1244035,30257,29451,59708,109641,105284,214925,127542,122056,249598,128086,122005,250091,110610,106924,217534,97747,97439,195186,86249,89039,175288,85221,89099,174320,78024,84385,162409,57591,64055,121646,62709,68993,131702,56202,61840,118042,45326,52770,98096,35502,46407,81909,26296,38501,64797,19912,30970,50882,12098,19389,31487,6098,9947,16045,3029,5481,8510,517.3,11.6,64.1,29.0
64,Avellino,432918,199815,222222,4619,4403,9022,18062,17270,35332,14332,21544,36056,23713,22779,46492,8608,18453,37870,20060,18776,31600,14179,17768,35511,17160,14654,34838,12874,17033,26433,10471,7138,22190,12673,11071,26291,10250,10654,25782,10046,8954,17038,8372,9648,18020,4164,7796,10637,4178,6382,8535,3220,4398,4936,1848,2274,4122,986,1227,2213,472.7,11.0,57.1,30.3
65,Salerno,912147,449221,462926,10455,9929,20384,39311,37302,76613,46769,44263,91032,47284,44778,92062,37008,35511,72519,37944,37321,75265,35033,35724,70757,34611,35905,70516,31583,33750,65333,20586,22304,42890,24086,25787,49873,23193,24443,47636,18620,20025,38645,14123,16822,30945,10289,14483,24772,8133,11145,19278,5239,7176,12415,3216,4003,7219,1738,2255,3993,483.7,12.0,61.6,29.7
66,L'Aquila,329052,161054,167998,2640,2558,5198,10433,9828,20261,13811,13123,26934,14775,14314,29089,11793,11430,23223,12931,12285,25216,11681,11598,23279,12241,12549,24790,12171,13069,25240,8459,9222,17681,9886,10585,20471,9854,10283,20137,8320,8933,17253,6927,8094,15021,5078,7025,12103,4231,5821,10052,3270,4006,7276,1736,2123,3859,817,1152,1969,362.9,16.6,55.0,33.9
