COD_PROV,DEN_PROV,total_pop,male_pop,female_pop,m_0,f_0,t_0,m_1_4,f_1_4,t_1_4,m_5_9,f_5_9,t_5_9,m_10_14,f_10_14,t_10_14,m_15_19,f_15_19,t_15_19,m_20_24,f_20_24,t_20_24,m_25_29,f_25_29,t_25_29,m_30_34,f_30_34,t_30_34,m_35_39,f_35_39,t_35_39,m_40_44,f_40_44,t_40_44,m_45_49,f_45_49,t_45_49,m_50_54,f_50_54,t_50_54,m_55_59,f_55_59,t_55_59,m_60_64,f_60_64,t_60_64,m_65_69,f_65_69,t_65_69,m_70_74,f_70_74,t_70_74,m_75_79,f_75_79,t_75_79,m_80_84,f_80_84,t_80_84,m_85plus,f_85plus,t_85plus,cwr,old_dep,struct_dep,mean_age
17,Brescia,537941,270686,267255,7806,7431,15237,26482,26448,52930,29607,28846,58453,27452,26940,54392,24203,24073,48276,21957,22285,44242,18699,19383,38082,17529,17843,35372,16528,16381,32909,15005,14851,29856,14115,13674,27789,13474,13109,26583,12584,11693,24277,10321,10220,20541,7042,6554,13596,4641,4273,8914,2335,2246,4581,697,814,1511,209,191,400,593.7,8.8,64.0,28.0
18,Pavia,496485,249005,247480,7070,6797,13867,24569,24294,48863,28140,27117,55257,26220,25907,52127,23693,23418,47111,20418,20671,41089,15644,16487,32131,14546,15762,30308,14159,14438,28597,13233,13575,26808,12808,12708,25516,11507,11789,23296,11008,10828,21836,9375,9212,18587,7379,6661,14040,5105,4320,9425,2868,2310,5178,1041,933,1974,222,253,475,601.1,10.5,68.1,28.0
19,Cremona,327692,164765,162927,4792,4580,9372,15936,15547,31483,17806,17475,35281,16369,15948,32317,14445,14719,29164,12830,12838,25668,11159,11578,22737,10884,11177,22061,10243,10184,20427,8848,8931,17779,8488,8269,16757,7969,8052,16021,7841,7598,15439,6842,6646,13488,4979,4580,9559,3140,2739,5879,1522,1414,2936,548,505,1053,124,147,271,588.5,9.9,64.2,28.5
20,Mantova,311749,157995,153754,4428,4525,8953,15674,14865,30539,17303,16962,34265,15789,15329,31118,13979,13933,27912,12407,12400,24807,10615,10424,21039,10402,10284,20686,9855,9421,19276,7934,7745,15679,7384,7253,14637,7467,7290,14757,7244,6790,14034,6604,6174,12778,4837,4512,9349,3283,3141,6424,1967,1870,3837,633,632,1265,190,204,394,615.1,11.5,68.0,28.5
23,Verona,422198,212504,209694,5891,5731,11622,21408,20258,41666,23278,22600,45878,21635,21034,42669,19217,18944,38161,19274,17575,36849,14829,15410,30239,13988,14557,28545,12766,12904,25670,10666,10561,21227,9938,9952,19890,9191,9641,18832,9368,9443,18811,8095,8079,16174,5553,5421,10974,3818,3937,7755,2470,2450,4920,869,920,1789,250,277,527,592.4,10.2,66.0,28.0
24,Vicenza,447495,221857,225638,7027,6803,13830,24481,24135,48616,26471,26025,52496,23460,23805,47265,20574,21562,42136,17128,19440,36568,14896,16120,31016,13882,14634,28516,12212,12975,25187,10658,10992,21650,9946,9950,19896,9494,9672,19166,9558,8993,18551,8184,7841,16025,5661,5191,10852,4117,3857,7974,2753,2517,5270,1045,862,1907,310,264,574,652.4,10.3,73.0,27.0
25,Belluno,192792,91353,101439,3260,3248,6508,11265,10940,22205,12226,11898,24124,10278,10527,20805,7544,8664,16208,6297,7827,14124,5446,6814,12260,5050,6366,11416,4681,5900,10581,4229,5123,9352,3929,4794,8723,3886,4607,8493,3680,4409,8089,3146,3776,6922,2620,2726,5346,1844,1894,3738,1264,1262,2526,526,501,1027,182,163,345,705.6,12.2,81.6,27.1
26,Treviso,411542,206584,204958,7216,6707,13923,24752,23585,48337,26418,25157,51575,22563,21869,44432,18424,18461,36885,15274,16280,31554,13477,14103,27580,12642,12939,25581,11112,11422,22534,9540,9544,19084,8565,8504,17069,8246,8278,16524,8059,7938,15997,7024,7135,14159,5122,5154,10276,4046,3840,7886,2685,2608,5293,1076,1060,2136,343,374,717,752.4,11.6,81.3,26.5
27,Venezia,401573,199715,201858,5972,5862,11834,20367,20009,40376,22412,21707,44119,19587,19454,39041,17860,17870,35730,16925,16109,33034,14632,14421,29053,12930,13179,26109,12854,12782,25636,11097,11086,22183,9971,9859,19830,8650,9263,17913,8153,8888,17041,6648,7592,14240,5081,5654,10735,3318,4035,7353,2210,2667,4877,805,1021,1826,243,400,643,611.0,10.6,66.8,28.1
28,Padova,442907,221499,221408,7000,6657,13657,25689,23978,49667,26038,24991,51029,22887,22614,45501,20635,20113,40748,17391,18189,35580,15235,15938,31173,14017,14481,28498,12611,12979,25590,10793,10845,21638,9683,9762,19445,9389,9793,19182,9218,9345,18563,7985,8089,16074,5278,5356,10634,3800,4136,7936,2712,2790,5502,881,988,1869,257,364,621,684.3,10.4,72.7,27.1
29,Rovigo,221794,110822,110972,3723,3537,7260,13058,12419,25477,13105,12607,25712,11287,11042,22329,9568,9754,19322,7916,8865,16781,7708,7728,15436,6954,7003,13957,6592,6455,13047,5376,5203,10579,4885,5045,9930,4938,4930,9868,4716,4831,9547,4064,4225,8289,3223,3167,6390,1897,2157,4054,1180,1330,2510,470,507,977,162,167,329,727.4,11.2,75.0,27.3
30,Udine,592228,292146,300082,9376,9123,18499,31970,31002,62972,35528,34267,69795,31775,31096,62871,26772,27514,54286,22430,24509,46939,19011,20334,39345,16987,18098,35085,15534,16543,32077,14440,15589,30029,12800,13791,26591,12411,13493,25904,11943,12247,24190,10264,10869,21133,8280,8570,16850,6218,6578,12796,4143,4100,8243,1642,1757,3399,622,602,1224,664.6,12.7,76.5,27.6
33,Piacenza,245035,124374,120661,3746,3403,7149,12420,11934,24354,13614,13272,26886,12636,12587,25223,10738,11300,22038,10573,9843,20416,7550,7819,15369,7502,7547,15049,7295,7386,14681,6658,6706,13364,6333,6133,12466,5914,5620,11534,5545,5053,10598,5285,4673,9958,3743,3328,7071,2793,2251,5044,1336,1252,2588,554,441,995,139,113,252,622.6,11.0,68.4,28.3
34,Parma,293992,148958,145034,4283,4116,8399,14628,14084,28712,16416,15975,32391,15387,14867,30254,13604,13268,26872,12096,11674,23770,9221,9723,18944,9060,9266,18326,8681,8749,17430,8059,8162,16221,7432,7208,14640,7027,6965,13992,6675,6057,12732,5771,5365,11136,4636,4155,8791,3328,2918,6246,1755,1605,3360,739,686,1425,160,191,351,610.0,11.6,68.9,28.4
35,ReggioEmilia,274336,138122,136214,4262,4189,8451,14829,14272,29101,16044,15902,31946,14606,14295,28901,12080,12190,24270,9960,10411,20371,8587,8881,17468,8620,9015,17635,8511,8400,16911,7292,7538,14830,6558,6438,12996,6501,6271,12772,5925,5527,11452,5281,4822,10103,4093,3646,7739,2732,2378,5110,1570,1401,2971,524,486,1010,147,152,299,665.4,10.8,72.7,27.6
36,Modena,315687,159205,156482,4697,4675,9372,16633,15644,32277,17951,17799,35750,16662,16252,32914,14136,13970,28106,11013,11957,22970,9721,9940,19661,9548,10156,19704,9866,10028,19894,8847,8918,17765,7955,7646,15601,7849,7454,15303,6925,6478,13403,6286,5653,11939,5155,4493,9648,3176,2957,6133,2016,1695,3711,603,589,1192,166,178,344,641.1,11.4,71.2,28.2
37,Bologna,527046,264987,262059,6678,6485,13163,23468,23447,46915,28802,28551,57353,26840,26927,53767,23732,23979,47711,21842,21329,43171,17587,17923,35510,17250,17587,34837,17746,17269,35015,15780,15061,30841,13506,13164,26670,13547,13107,26654,11889,11288,23177,9854,9461,19315,7382,7146,14528,4962,4849,9811,2899,3064,5963,1011,1086,2097,212,336,548,531.0,10.2,63.2,28.7
38,Ferrara,271506,137072,134434,4307,3993,8300,14662,13997,28659,15558,15290,30848,13956,13558,27514,12359,12389,24748,10380,10871,21251,9664,9291,18955,8503,8353,16856,8907,8446,17353,7798,7385,15183,6547,6341,12888,6364,6120,12484,6015,5793,11808,4966,4771,9737,3373,3521,6894,1975,2175,4150,1159,1377,2536,445,564,1009,134,199,333,651.4,9.3,68.4,27.4
39,Ravenna,235402,120987,114415,2539,2424,4963,9469,9217,18686,11905,11506,23411,11495,11052,22547,10867,10326,21193,10086,9165,19251,8230,7892,16122,8170,7655,15825,8426,7874,16300,7547,7018,14565,6769,6143,12912,6925,6196,13121,5961,5509,11470,4602,4386,8988,3513,3420,6933,2309,2384,4693,1381,1425,2806,610,601,1211,183,222,405,473.6,10.7,57.2,30.1
40,Forli,280627,141779,138848,3769,3508,7277,13455,12995,26450,15926,15490,31416,14749,14834,29583,13106,13674,26780,11091,11238,22329,8733,9002,17735,8881,8981,17862,8869,8876,17745,8262,7870,16132,7272,6991,14263,7422,7127,14549,6003,5670,11673,5300,4824,10124,3890,3560,7450,2640,2212,4852,1644,1291,2935,605,517,1122,162,188,350,565.5,9.9,65.9,28.1
41,PesaroUrbino,253868,128495,125373,3603,3263,6866,12746,11814,24560,14441,13438,27879,13406,12859,26265,11529,11804,23333,9354,9933,19287,7799,8182,15981,7852,7982,15834,7787,7900,15687,7582,7342,14924,6332,6261,12593,6440,6289,12729,5501,5394,10895,4891,4698,9589,3890,3612,7502,2834,2495,5329,1819,1435,3254,560,522,1082,129,150,279,591.3,11.6,68.3,28.6
42,Ancona,301908,147992,153916,4081,3992,8073,15342,14637,29979,17536,16826,34362,16147,15729,31876,13186,14048,27234,11162,11632,22794,8771,9744,18515,9023,9925,18948,8391,9250,17641,8008,8927,16935,6950,7501,14451,7048,7838,14886,6146,6844,12990,5456,6094,11550,4584,4862,9446,3201,3186,6387,2012,1969,3981,745,700,1445,203,212,415,599.0,12.3,71.6,28.5
43,Macerata,259314,124527,134787,3490,3370,6860,13037,12080,25117,14999,14225,29224,13877,13702,27579,11117,12219,23336,7789,10010,17799,6440,7891,14331,6753,8374,15127,6793,8208,15001,6753,8030,14783,6173,6817,12990,6349,7208,13557,5523,6429,11952,4789,5298,10087,4273,4766,9039,3203,3216,6419,2108,1939,4047,812,734,1546,249,271,520,584.2,14.5,74.1,29.3
44,AscoliPiceno,244929,119580,125349,3409,3321,6730,12097,11665,23762,14270,13469,27739,12900,12473,25373,11102,11426,22528,8120,9502,17622,6456,7423,13879,6638,7698,14336,6848,7793,14641,6576,7074,13650,5660,6290,11950,5838,6322,12160,4923,5819,10742,4627,5095,9722,4042,4276,8318,3127,3002,6129,2033,1824,3857,732,684,1416,182,193,375,598.9,14.2,73.4,29.1
45,MassaCarrara,195268,95962,99306,3374,3351,6725,10780,10635,21415,12234,12091,24325,10648,10834,21482,8472,9138,17610,6728,7758,14486,5635,6463,12098,5654,6273,11927,5310,5647,10957,4560,5020,9580,4064,4202,8266,4233,4421,8654,3659,3680,7339,3306,3298,6604,3008,2822,5830,2206,1993,4199,1413,1117,2530,515,449,964,163,114,277,698.3,12.8,81.6,27.0
46,Lucca,319218,151175,168043,4754,4567,9321,16167,15654,31821,18936,18108,37044,17157,17224,34381,13279,15541,28820,10165,13347,23512,8103,10493,18596,7777,10397,18174,7992,10046,18038,6925,9014,15939,6746,8282,15028,6928,8198,15126,6513,7105,13618,6013,6389,12402,5323,5516,10839,4289,4303,8592,2797,2542,5339,995,1029,2024,316,288,604,597.7,15.3,78.1,28.8
48,Firenze,938556,471581,466975,12541,12238,24779,42974,41628,84602,50613,49007,99620,48252,47614,95866,42136,44101,86237,37258,39803,77061,32580,33825,66405,29977,31701,61678,30366,29824,60190,25411,25492,50903,23693,23383,47076,23882,23298,47180,20750,19236,39986,17466,16291,33757,14024,12893,26917,10931,9263,20194,5973,4857,10830,2151,1914,4065,603,607,1210,534.2,11.1,64.5,28.7
49,Livorno,123852,61847,62005,1222,1335,2557,4655,4524,9179,5625,5504,11129,5409,5353,10762,5374,5721,11095,5819,5234,11053,4384,4521,8905,4375,4336,8711,4429,4383,8812,3977,3973,7950,3565,3466,7031,3514,3428,6942,2813,2841,5654,2329,2519,4848,1873,2054,3927,1350,1475,2825,748,863,1611,300,359,659,86,116,202,416.6,11.4,52.9,30.8
50,Pisa,320446,164856,155590,4520,4222,8742,14977,14384,29361,17533,16760,34293,16682,15882,32564,15159,14589,29748,13320,13001,26321,11381,10956,22337,10808,10440,21248,10589,9840,20429,8856,8409,17265,8326,7741,16067,8296,7903,16199,7108,6249,13357,6015,5429,11444,4808,4234,9042,3401,2931,6332,2036,1723,3759,804,674,1478,237,223,460,566.7,10.8,64.8,28.5
51,Arezzo,271525,139170,132355,3883,3840,7723,13099,12914,26013,15042,14750,29792,14526,14377,28903,12321,12360,24681,9803,10434,20237,8806,8233,17039,8720,8073,16793,8549,7840,16389,7913,7186,15099,7421,6806,14227,7127,6657,13784,6090,5335,11425,5320,4855,10175,4449,3880,8329,3355,2654,6009,1846,1426,3272,728,559,1287,172,176,348,623.3,12.0,69.9,28.6
52,Siena,233692,121111,112581,2920,2817,5737,10140,10146,20286,12115,12152,24267,12280,12272,24552,11103,10797,21900,9114,9052,18166,8251,7375,15626,8145,7301,15446,7849,7188,15037,7215,6271,13486,7031,6132,13163,6715,5972,12687,5441,4671,10112,4436,3800,8236,3781,2985,6766,2575,2064,4639,1372,1046,2418,513,443,956,115,97,212,542.3,10.4,62.4,28.9
53,Grosseto,144481,78847,65634,2162,1994,4156,7217,6985,14202,8127,7925,16052,8595,7813,16408,7946,6677,14623,6328,5050,11378,6110,4375,10485,6058,4355,10413,5605,4068,9673,4827,3539,8366,4136,3024,7160,3847,2764,6611,2715,2228,4943,1979,1831,3810,1540,1407,2947,918,917,1835,492,437,929,201,195,396,44,50,94,654.1,7.1,65.2,26.4
54,Perugia,666970,343854,323116,9067,8726,17793,32229,30386,62615,37669,35632,73301,35571,33770,69341,31020,30650,61670,24816,24597,49413,22098,20984,43082,21955,21054,43009,20921,19739,40660,20120,18610,38730,18302,16575,34877,17533,15958,33491,14608,13868,28476,11876,11122,22998,10588,9246,19834,7978,6639,14617,4919,3665,8584,1987,1399,3386,597,496,1093,592.8,12.0,68.3,28.7
58,Roma,1196555,622970,573585,16027,15785,31812,54796,52560,107356,62929,60572,123501,62988,58426,121414,59393,53405,112798,55968,46029,101997,45002,41621,86623,43936,41082,85018,43092,38008,81100,40672,35274,75946,34940,30452,65392,31308,28905,60213,24770,22413,47183,18589,18435,37024,12888,13206,26094,8648,9504,18152,4682,5088,9770,1821,2107,3928,521,713,1234,544.9,7.9,58.8,28.0
61,Caserta,784700,382074,402626,12141,11697,23838,39959,38349,78308,45294,43154,88448,42148,40829,82977,34878,35496,70374,30031,31102,61133,23112,27050,50162,20989,24414,45403,20513,23157,43670,20375,23123,43498,18953,20785,39738,19243,21652,40895,16697,17950,34647,13886,15845,29731,9748,11295,21043,7354,8929,16283,4169,4706,8875,1958,2287,4245,626,806,1432,621.5,11.3,70.9,28.2
62,Benevento,256271,123468,132803,3838,3701,7539,12908,12352,25260,14061,13614,27675,13264,12920,26184,11402,12159,23561,8571,10673,19244,7135,8809,15944,6287,7933,14220,5901,7621,13522,6839,7912,14751,6740,7296,14036,7050,7409,14459,5664,5814,11478,4663,5003,9666,3697,3934,7631,2721,2996,5717,1662,1672,3334,838,745,1583,227,240,467,595.2,12.4,69.8,29.0
63,Napoli,1150660,565172,585488,15970,15358,31328,53618,51953,105571,59629,57869,117498,58716,57565,116281,50361,52724,103085,47751,47179,94930,39271,42666,81937,36588,39339,75927,34735,36326,71061,33314,35882,69196,28541,31038,59579,28226,30814,59040,24053,24491,48544,19909,22157,42066,13342,15403,28745,10787,12198,22985,6114,6918,13032,3157,4069,7226,1090,1539,2629,538.7,10.6,63.1,28.8
64,Avellino,402403,192292,210111,6520,6185,12705,20879,19750,40629,23107,22528,45635,21792,21615,43407,17626,19558,37184,12639,16208,28847,10221,13403,23624,9739,12624,22363,9733,12181,21914,10561,12752,23313,9881,11043,20924,10021,11146,21167,8198,8616,16814,7171,7727,14898,5621,6067,11688,4435,4594,9029,2573,2552,5125,1192,1195,2387,383,367,750,615.0,12.5,74.2,28.4
65,Salerno,564111,269668,294443,8128,8011,16139,27547,26093,53640,31761,30604,62365,30438,29257,59695,24205,25782,49987,19767,22576,42343,15160,18604,33764,14007,17452,31459,13128,16811,29939,13886,16918,30804,12932,15513,28445,13551,15702,29253,11348,12994,24342,10728,12671,23399,8157,8967,17124,7264,8372,15636,4542,4818,9360,2313,2426,4739,806,872,1678,590.6,15.0,74.3,29.5
66,Aquila,396294,185373,210921,6502,5963,12465,20782,19734,40516,23532,22337,45869,20324,21290,41614,15018,18812,33830,11399,16340,27739,10154,14066,24220,9778,13502,23280,9720,12928,22648,9707,12356,22063,9568,11425,20993,9060,10597,19657,8185,9434,17619,6789,7716,14505,6089,6393,12482,4479,4472,8951,2888,2414,5302,1086,908,1994,313,234,547,602.0,12.9,74.9,28.5
67,Teramo,306921,154090,152831,4647,4459,9106,15497,14782,30279,17446,16225,33671,15930,15080,31010,14090,14178,28268,11027,12237,23264,9250,9793,19043,9077,9220,18297,8484,8525,17009,8526,8621,17147,7809,7785,15594,7399,7290,14689,6300,6491,12791,6241,6290,12531,4729,4814,9543,3531,3425,6956,2713,2330,5043,1085,1006,2091,309,280,589,629.4,13.6,71.8,28.9
69,Chieti,370449,176850,193599,5667,5460,11127,18194,17314,35508,20660,19406,40066,19768,18994,38762,16347,18011,34358,11973,15653,27626,9205,12266,21471,9261,11962,21223,8717,11027,19744,9663,11791,21454,9033,10181,19214,8740,9921,18661,8004,8905,16909,7323,8090,15413,5796,6219,12015,4035,4077,8112,2715,2771,5486,1314,1131,2445,435,420,855,577.8,13.4,71.4,29.2
70,Campobasso,366341,171452,194889,5983,5690,11673,17797,17432,35229,19977,19249,39226,17987,17865,35852,15752,17648,33400,11822,15358,27180,9573,13241,22814,8613,11673,20286,8623,11092,19715,9513,12323,21836,9552,11562,21114,9142,10875,20017,7415,8446,15861,6723,7863,14586,5529,6458,11987,3854,4263,8117,2311,2448,4759,966,1057,2023,320,346,666,576.7,12.7,69.0,29.2
71,Foggia,425249,213411,211838,7824,7372,15196,22380,21560,43940,23257,22227,45484,22576,21209,43785,20715,19645,40360,17683,17429,35112,15950,15136,31086,14038,12946,26984,13310,12843,26153,13478,12848,26326,11240,11403,22643,9643,10294,19937,7533,8189,15722,5630,7185,12815,3700,4812,8512,2363,3475,5838,1330,2030,3360,594,910,1504,167,325,492,650.9,7.7,65.4,26.8
72,Bari,825436,408579,416857,15056,14379,29435,44947,43344,88291,46445,44587,91032,43554,42760,86314,36951,38881,75832,29835,32307,62142,27263,28766,56029,25699,26448,52147,24289,24879,49168,23949,24913,48862,20744,21124,41868,17912,19051,36963,16431,16637,33068,12910,14300,27210,9040,9775,18815,6624,7201,13825,4042,4400,8442,2166,2258,4424,722,847,1569,668.2,9.7,70.8,27.2
75,Lecce,705935,356193,349742,11705,11048,22753,36214,34883,71097,39637,38397,78034,37772,35990,73762,32477,31973,64450,29078,28167,57245,24879,24225,49104,22764,21975,44739,21853,20311,42164,20643,19345,39988,18940,17823,36763,15571,16078,31649,13323,13909,27232,11254,12220,23474,8319,9281,17600,5781,6719,12500,3457,4170,7627,1845,2337,4182,681,891,1572,642.8,10.4,69.4,27.6
76,Potenza,490175,231455,258720,8256,8074,16330,26635,24998,51633,27669,26514,54183,24304,24201,48505,21021,23443,44464,17826,20601,38427,14430,17153,31583,12562,15189,27751,11607,14358,25965,12101,15408,27509,11531,14268,25799,10966,13717,24683,9160,11432,20592,8006,10659,18665,6274,7870,14144,4548,5649,10197,2666,3124,5790,1428,1535,2963,465,527,992,640.2,11.9,71.7,28.2
78,Cosenza,464673,213208,251465,7217,7108,14325,26353,24676,51029,29899,27846,57745,26082,25613,51695,19567,22299,41866,14926,19435,34361,10876,16698,27574,10209,15941,26150,9192,13779,22971,10149,15267,25416,9072,12775,21847,9678,13242,22920,8051,10039,18090,7956,10246,18202,5425,6490,11915,4471,5510,9981,2321,2499,4820,1334,1473,2807,430,529,959,631.9,11.8,79.1,27.3
79,Catanzaro,475990,224412,251578,7533,7255,14788,25987,24976,50963,28532,27468,56000,24887,24425,49312,20951,22208,43159,17151,20760,37911,12796,17844,30640,12379,16671,29050,11330,14655,25985,11948,15271,27219,10937,12754,23691,10876,12785,23661,8350,9748,18098,7843,9850,17693,5266,6152,11418,3863,4664,8527,2129,2246,4375,1215,1359,2574,439,487,926,612.2,10.0,71.8,27.4
80,ReggioCalabria,428341,208322,220019,6604,6049,12653,23193,21689,44882,24714,23620,48334,23291,22473,45764,18075,19567,37642,15326,17558,32884,12803,15647,28450,11726,14355,26081,11577,13446,25023,12159,13342,25501,10629,11282,21911,10299,11065,21364,8351,8803,17154,7548,8078,15626,4799,5236,10035,3646,4150,7796,2001,2007,4008,1111,1186,2297,470,466,936,612.6,10.0,70.2,27.7
81,Trapani,367550,185306,182244,5581,5437,11018,19776,18773,38549,22235,21412,43647,20620,19746,40366,18919,17878,36797,15831,15599,31430,13651,12794,26445,11379,10875,22254,11216,10425,21641,10319,10453,20772,9051,9079,18130,8155,8554,16709,6186,6125,12311,4941,5673,10614,2896,3320,6216,2278,2925,5203,1256,1675,2931,753,1117,1870,263,384,647,635.3,7.8,69.3,26.2
82,Palermo,784243,392849,391394,12070,11110,23180,39616,36909,76525,43969,41192,85161,43209,41039,84248,38063,38335,76398,34523,32912,67435,26212,27854,54066,23718,25131,48849,22892,23270,46162,22337,22820,45157,20141,20525,40666,19109,20124,39233,15119,15074,30193,12196,13187,25383,7351,7910,15261,5750,6539,12289,3417,3794,7211,2321,2693,5014,836,976,1812,585.4,8.8,65.6,27.4
83,Messina,543282,266927,276355,8108,7733,15841,28261,26512,54773,31591,30129,61720,29259,29236,58495,23629,25225,48854,21431,22613,44044,17278,19138,36416,15758,17792,33550,15642,16924,32566,14582,15829,30411,13504,14340,27844,12578,13629,26207,10222,10792,21014,8878,9693,18571,6202,6577,12779,4494,4801,9295,2997,2773,5770,1778,1833,3611,735,786,1521,600.9,10.3,70.1,27.7
84,Girgenti,370914,188317,182597,6433,6032,12465,19284,17910,37194,21185,19787,40972,20533,18999,39532,18840,18494,37334,16167,15274,31441,14023,13024,27047,11314,11388,22702,10991,10787,21778,10807,10669,21476,9983,9566,19549,8762,8919,17681,6618,6652,13270,5469,5834,11303,3166,3550,6716,2333,2924,5257,1334,1518,2852,811,968,1779,264,302,566,623.6,7.7,65.9,26.7
85,Caltanissetta,327336,170702,156634,5578,5295,10873,16734,15396,32130,17174,16154,33328,18258,15944,34202,17536,15878,33414,14896,13592,28488,13460,11601,25061,10583,9693,20276,10837,9588,20425,10752,9641,20393,9223,8070,17293,7804,7491,15295,6073,5831,11904,5034,5150,10184,2848,3057,5905,2007,2258,4265,1049,1093,2142,644,687,1331,212,215,427,614.4,6.9,61.5,26.9
87,Catania,704294,357147,347147,11180,10694,21874,35820,33117,68937,38803,36110,74913,40275,36878,77153,35351,34368,69719,29967,29638,59605,27073,25557,52630,22045,21814,43859,22291,21234,43525,21688,21196,42884,18301,17969,36270,16507,17008,33515,11994,12201,24195,10142,11328,21470,6082,7011,13093,4816,5591,10407,2649,2788,5437,1607,1956,3563,556,689,1245,590.4,7.9,64.7,26.9
