COD_PROV,DEN_PROV,total_pop,male_pop,female_pop,m_0,f_0,t_0,m_1_4,f_1_4,t_1_4,m_5_9,f_5_9,t_5_9,m_10_14,f_10_14,t_10_14,m_15_19,f_15_19,t_15_19,m_20_24,f_20_24,t_20_24,m_25_29,f_25_29,t_25_29,m_30_34,f_30_34,t_30_34,m_35_39,f_35_39,t_35_39,m_40_44,f_40_44,t_40_44,m_45_49,f_45_49,t_45_49,m_50_54,f_50_54,t_50_54,m_55_59,f_55_59,t_55_59,m_60_64,f_60_64,t_60_64,m_65_69,f_65_69,t_65_69,m_70_74,f_70_74,t_70_74,m_75_79,f_75_79,t_75_79,m_80_84,f_80_84,t_80_84,m_85plus,f_85plus,t_85plus,cwr,old_dep,struct_dep,mean_age
21,Bolzano-Bozen,333900,165599,168301,3241,3064,6305,13199,12680,25879,16443,15709,32152,16265,15510,31775,13579,13166,26745,14735,13776,28511,14698,15225,29923,8815,9910,18725,11219,11432,22651,12720,12975,25695,10785,10280,21065,9029,9208,18237,6275,7122,13397,4929,6002,10931,3475,4800,8275,2895,3580,6475,1949,2360,4309,975,1077,2052,373,425,798,420.8,10.1,54.7,30.1
22,Trento,394704,193272,201432,3526,3328,6854,14357,13771,28128,16535,16184,32719,16662,16368,33030,15189,14626,29815,16385,15503,31888,17270,16882,34152,10356,10993,21349,12811,13231,26042,14527,15019,29546,12391,13159,25550,10374,11788,22162,8404,10173,18577,7466,9549,17015,6114,8179,14293,5101,6101,11202,3429,4019,7448,1719,1835,3554,656,724,1380,405.6,14.8,54.1,32.8
23,Verona,645536,317619,327917,5330,5253,10583,23032,22598,45630,27251,26135,53386,29293,28146,57439,27277,26446,53723,27803,27127,54930,27372,27686,55058,18515,19087,37602,22620,23745,46365,22574,23364,45938,19581,20861,40442,16672,18421,35093,13820,15928,29748,11883,14170,26053,9347,11206,20553,7281,8181,15462,4724,5398,10122,2352,2868,5220,892,1297,2189,381.2,12.6,51.9,31.9
24,Vicenza,608012,296766,311246,5561,5161,10722,23341,22427,45768,27893,27667,55560,29985,29406,59391,27542,26686,54228,26697,25819,52516,24286,25406,49692,16141,17738,33879,20232,21359,41591,20522,21308,41830,16741,18293,35034,13671,16337,30008,11534,14332,25866,10095,12543,22638,8485,10376,18861,6677,7689,14366,4340,4995,9335,2180,2483,4663,843,1221,2064,408.4,12.7,57.0,30.7
25,Belluno,238311,117444,120867,1854,1897,3751,8136,7902,16038,9804,9323,19127,10376,9761,20137,9359,8467,17826,10404,9497,19901,10579,10065,20644,7617,7397,15014,8648,8507,17155,8779,8844,17623,7284,7940,15224,5810,6962,12772,4684,6047,10731,4073,5504,9577,3522,4608,8130,3043,3555,6598,2029,2570,4599,1027,1328,2355,416,693,1109,375.0,14.6,52.3,32.8
26,Treviso,612800,301451,311349,5466,5268,10734,23234,22411,45645,28132,27339,55471,30140,29539,59679,28122,26423,54545,28307,27104,55411,26492,26765,53257,16178,16644,32822,21176,21167,42343,20290,21161,41451,17122,19138,36260,14324,16337,30661,11651,14113,25764,9643,11871,21514,7556,9585,17141,6046,6989,13035,4363,5137,9500,2182,2862,5044,1027,1496,2523,404.8,12.0,55.5,30.5
27,Venezia,740450,365739,374711,6410,6249,12659,28921,27374,56295,35269,33430,68699,37349,35779,73128,33952,32618,66570,33793,32068,65861,32361,32682,65043,21957,22840,44797,26269,26515,52784,24935,25385,50320,20973,21888,42861,17236,19120,36356,14084,16545,30629,11395,13741,25136,8386,11004,19390,5921,7778,13699,3926,5374,9300,1825,2781,4606,777,1540,2317,400.6,10.3,54.1,29.9
28,Padova,715039,352256,362783,6473,6136,12609,27078,26178,53256,33513,31890,65403,35705,34932,70637,34459,32953,67412,33473,32244,65717,29970,30343,60313,19953,20598,40551,23959,25024,48983,22790,23841,46631,20061,21153,41214,17117,18914,36031,13080,15828,28908,11192,13725,24917,9129,11014,20143,6524,7980,14504,4677,5578,10255,2178,2983,5161,925,1469,2394,399.2,11.4,55.2,30.1
29,Rovigo,356963,177544,179419,3538,3245,6783,15105,14426,29531,16245,15472,31717,17735,17173,34908,17744,17148,34892,17069,16536,33605,15465,14613,30078,9629,10194,19823,11786,12487,24273,11241,11510,22751,10032,10005,20037,8192,8936,17128,6369,7518,13887,5478,6421,11899,4367,5153,9520,3379,3672,7051,2481,2757,5238,1201,1414,2615,488,739,1227,440.2,11.2,56.3,29.6
30,Udine,795568,391949,403619,6358,6084,12442,26981,26077,53058,32288,31092,63380,35960,34565,70525,32418,29834,62252,34021,30457,64478,35636,34490,70126,23055,23121,46176,30626,29845,60471,29475,29035,58510,23325,26110,49435,19450,22934,42384,15777,20296,36073,14364,19117,33481,11895,15095,26990,9190,11035,20225,6558,7976,14534,3190,4270,7460,1382,2186,3568,370.5,13.9,52.0,32.6
31,Gorizia,133550,64070,69480,899,726,1625,3915,3799,7714,4782,4561,9343,5656,5406,11062,4944,5089,10033,5608,5302,10910,6072,6322,12394,4443,4652,9095,4611,5047,9658,5425,5838,11263,4424,4971,9395,3619,4068,7687,2889,3548,6437,2476,3465,5941,1897,2670,4567,1212,1914,3126,761,1273,2034,320,544,864,117,285,402,289.6,11.8,43.9,33.4
32,Trieste,297003,138501,158502,1286,1170,2456,6330,5967,12297,7876,7859,15735,9878,9593,19471,9200,9570,18770,10267,10401,20668,11586,13074,24660,9916,11117,21033,11648,12861,24509,13470,14964,28434,11971,13350,25321,10510,11589,22099,7783,9817,17600,6298,8569,14867,4676,7219,11895,3063,5361,8424,1823,3558,5381,670,1619,2289,250,844,1094,204.9,13.3,36.3,36.9
33,Piacenza,299136,148877,150259,1841,1630,3471,8108,7784,15892,10268,10080,20348,12166,11938,24104,12026,11851,23877,13127,12629,25756,12911,12919,25830,9301,9096,18397,12114,12114,24228,11734,11381,23115,10184,10088,20272,8557,9035,17592,6820,8020,14840,6188,6981,13169,5027,5749,10776,3966,4128,8094,2749,2739,5488,1277,1427,2704,513,670,1183,276.7,13.6,44.5,34.0
34,Parma,391168,193610,197558,2366,2289,4655,10809,10264,21073,13269,12169,25438,15549,15021,30570,15079,14637,29716,16164,15667,31831,16824,17208,34032,12416,12742,25158,16507,16290,32797,15883,15899,31782,13400,13535,26935,11270,12036,23306,9131,10635,19766,7907,9455,17362,6647,7577,14224,4879,5662,10541,3227,3571,6798,1596,1953,3549,687,948,1635,278.3,13.5,43.5,34.3
35,Reggionell'Emilia,390131,194831,195300,2614,2532,5146,12309,11764,24073,14014,13377,27391,16245,15704,31949,16081,14767,30848,17077,15870,32947,17668,17591,35259,13001,13057,26058,16216,15750,31966,15450,15078,30528,12606,12673,25279,10801,11485,22286,8963,10295,19258,7628,8744,16372,6117,6765,12882,4050,4613,8663,2402,2905,5307,1122,1529,2651,467,801,1268,317.2,11.4,44.1,32.9
36,Modena,498119,247946,250173,3515,3324,6839,16264,15288,31552,18786,17981,36767,21088,20430,41518,21127,20062,41189,22394,21230,43624,22860,22792,45652,16751,17024,33775,19825,20140,39965,19014,18682,37696,15906,15453,31359,12894,13906,26800,10469,12277,22746,9400,10613,20013,7546,8531,16077,4995,5720,10715,3040,3833,6873,1468,1863,3331,604,1024,1628,320.1,11.3,45.3,32.3
37,Bologna,763907,371726,392181,4264,4160,8424,20319,19561,39880,24910,23861,48771,28752,27867,56619,28338,27726,56064,31650,30789,62439,33634,34521,68155,25811,27284,53095,31248,33034,64282,30512,31329,61841,25301,26889,52190,21199,24068,45267,18696,22202,40898,16223,19365,35588,12900,15679,28579,8725,10924,19649,5531,7189,12720,2626,3750,6376,1087,1983,3070,261.6,13.0,41.5,34.6
38,Ferrara,420558,208528,212030,3314,3122,6436,14926,14309,29235,17106,16385,33491,18902,18378,37280,18293,17976,36269,18850,18103,36953,18876,18924,37800,13916,14345,28261,15751,16578,32329,15322,15247,30569,12649,12850,25499,10182,10818,21000,8366,9617,17983,7134,8253,15387,6094,6753,12847,4057,4581,8638,2982,3333,6315,1288,1609,2897,520,849,1369,352.6,11.4,49.1,31.4
39,Ravenna,294741,145555,149186,1909,1823,3732,8588,8319,16907,9569,9211,18780,11142,10781,21923,11064,10977,22041,12373,11876,24249,12836,12793,25629,9273,9544,18817,11918,11746,23664,11311,11333,22644,9385,9294,18679,8048,8527,16575,7189,8262,15451,6398,7414,13812,5683,6378,12061,4031,4649,8680,2737,3309,6046,1358,1849,3207,743,1101,1844,302.3,15.8,46.2,34.8
40,Forlì,486463,240958,245505,3968,3791,7759,17411,16702,34113,20570,19797,40367,22531,21992,44523,20901,20497,41398,21744,20905,42649,21223,21432,42655,15330,15519,30849,18191,18662,36853,17426,17299,34725,13438,13774,27212,11576,12256,23832,9709,11602,21311,8489,10069,18558,7524,8592,16116,5342,5954,11296,3322,3717,7039,1536,1956,3492,727,989,1716,366.3,12.4,52.0,31.4
41,PesaroUrbino,334834,167075,167759,2944,2872,5816,12533,11978,24511,13713,12985,26698,15743,15153,30896,15073,14599,29672,15212,14246,29458,14805,14331,29136,10474,10375,20849,12490,12221,24711,11922,11545,23467,9439,9610,19049,8000,8694,16694,6429,7922,14351,5804,6726,12530,5109,5954,11063,3530,3970,7500,2275,2570,4845,1120,1350,2470,460,658,1118,392.2,12.3,52.3,31.2
42,Ancona,399143,194333,204810,3158,2994,6152,13166,12302,25468,15429,14891,30320,17428,17259,34687,16962,17014,33976,17856,17541,35397,17944,17594,35538,12665,13271,25936,14608,15800,30408,14408,14994,29402,11655,12455,24110,9831,11380,21211,8020,10473,18493,7197,9017,16214,5921,7370,13291,4025,4913,8938,2379,3081,5460,1230,1635,2865,451,826,1277,328.6,11.8,47.5,32.1
43,Macerata,300972,146315,154657,2442,2385,4827,10204,9998,20202,11139,10826,21965,13752,13660,27412,13285,13171,26456,13727,13342,27069,12915,13110,26025,8939,9485,18424,11375,11865,23240,10872,11169,22041,8495,9085,17580,7184,8240,15424,5724,7787,13511,5037,6694,11731,4580,5704,10284,3250,3890,7140,1975,2400,4375,1010,1230,2240,410,616,1026,346.9,12.4,49.4,31.9
44,AscoliPiceno,329081,159806,169275,2896,2780,5676,11482,11144,22626,12820,12308,25128,15518,15259,30777,15304,14846,30150,15570,15138,30708,14504,14780,29284,9885,10291,20176,11388,12142,23530,11188,11834,23022,8866,9717,18583,7420,8846,16266,5815,8153,13968,5129,7166,12295,4679,6066,10745,3564,4234,7798,2123,2559,4682,1115,1338,2453,540,674,1214,358.1,12.3,51.0,31.3
45,Massa-Carrara,204377,100631,103746,1650,1524,3174,7342,6883,14225,7653,7431,15084,9218,8748,17966,8548,8193,16741,9203,8940,18143,8755,9027,17782,6223,6575,12798,7270,7352,14622,7510,7490,15000,6175,6486,12661,5196,5940,11136,4079,5326,9405,3773,4645,8418,3065,3545,6610,2325,2590,4915,1590,1736,3326,740,860,1600,316,455,771,365.7,12.6,49.5,32.2
46,Lucca,366899,175430,191469,2477,2351,4828,11004,10737,21741,13588,13005,26593,15088,14621,29709,14086,13928,28014,14832,14775,29607,14605,15374,29979,10304,11323,21627,12563,13493,26056,13762,14534,28296,11870,13109,24979,9926,11896,21822,7892,10719,18611,6809,9581,16390,6030,8051,14081,4747,6116,10863,3354,4298,7652,1694,2275,3969,799,1283,2082,318.5,15.7,49.5,34.3
47,Pistoia,219582,108005,111577,1425,1354,2779,6388,6127,12515,7306,6951,14257,8545,8105,16650,8121,7941,16062,8703,8367,17070,9285,9279,18564,6584,6780,13364,8255,8575,16830,8437,8695,17132,7458,7725,15183,6245,7033,13278,5399,6479,11878,5020,5832,10852,4130,4750,8880,3120,3464,6584,2135,2335,4470,1010,1165,2175,439,620,1059,308.1,15.4,46.2,35.0
48,Firenze,916310,442104,474206,5657,5325,10982,25683,24507,50190,28890,27277,56167,33279,32426,65705,30663,30967,61630,35077,35466,70543,38905,40565,79470,28224,29855,58079,34190,36934,71124,35190,37870,73060,31925,34321,66246,27118,31360,58478,23594,29257,52851,21550,26094,47644,16535,20405,36940,12205,14725,26930,8115,9645,17760,3760,4800,8560,1544,2407,3951,289.0,14.7,43.4,35.5
49,Livorno,282284,139574,142710,1969,1792,3761,9000,8328,17328,9982,9660,19642,11006,10652,21658,9924,9573,19497,11468,10906,22374,13255,12840,26095,9681,9501,19182,11147,11065,22212,11490,11412,22902,9307,9609,18916,7880,8705,16585,6605,7815,14420,5619,6657,12276,4434,5570,10004,3220,3965,7185,2135,2625,4760,1020,1350,2370,432,685,1117,323.0,13.1,45.2,33.8
50,Pisa,349604,172162,177442,2102,2068,4170,10107,9711,19818,12074,11658,23732,13240,12728,25968,12642,12210,24852,14001,13459,27460,14758,14543,29301,11028,11034,22062,12826,12943,25769,13046,13962,27008,12011,12249,24260,10185,11258,21443,8695,10383,19078,7655,8988,16643,6601,7658,14259,5220,5775,10995,3493,3839,7332,1729,1984,3713,749,992,1741,306.9,16.0,47.0,35.1
51,Arezzo,329665,165917,163748,2570,2490,5060,11404,11107,22511,12322,11709,24031,14149,13774,27923,13992,13022,27014,14975,13867,28842,14711,14304,29015,10556,10279,20835,12477,12093,24570,12200,11575,23775,10084,9839,19923,8593,9152,17745,7384,8167,15551,6880,7621,14501,5505,6156,11661,4011,4258,8269,2650,2655,5305,1075,1152,2227,379,528,907,366.9,12.8,48.7,32.5
52,Siena,277437,138603,138834,1792,1705,3497,8219,7800,16019,8559,8188,16747,10456,10371,20827,10450,9975,20425,11538,11024,22562,12181,12081,24262,8945,8905,17850,11095,10865,21960,10968,10919,21887,9485,9285,18770,8036,8506,16542,6806,7777,14583,6615,7183,13798,5300,5731,11031,3910,4020,7930,2585,2605,5190,1183,1275,2458,480,619,1099,306.0,14.4,44.0,34.8
53,Grosseto,212255,108112,104143,1577,1508,3085,7216,6962,14178,7614,7385,14999,8885,8597,17482,8489,7997,16486,9300,8875,18175,9725,9327,19052,7123,6865,13988,8365,7815,16180,8415,7860,16275,6907,6330,13237,5900,5804,11704,4914,5272,10186,4571,4719,9290,3670,3570,7240,2650,2520,5170,1725,1600,3325,770,775,1545,296,362,658,354.2,12.4,46.8,32.8
54,Perugia,581363,290775,290588,4655,4428,9083,20547,19414,39961,23021,22000,45021,26244,25743,51987,25750,25102,50852,26990,26006,52996,27044,26764,53808,19193,18790,37983,21532,21084,42616,20039,19705,39744,16135,16299,32434,13921,14763,28684,11753,13706,25459,11026,12432,23458,9294,9981,19275,6356,6588,12944,4354,4418,8772,2043,2291,4334,878,1074,1952,356.8,12.2,49.8,31.5
55,Terni,222545,111675,110870,1636,1581,3217,7552,7075,14627,8544,8312,16856,9849,9369,19218,9090,8739,17829,9690,9675,19365,10091,10349,20440,7531,7560,15091,8966,8521,17487,8265,7688,15953,6553,6300,12853,5604,5876,11480,4717,5325,10042,4449,4970,9419,3634,3934,7568,2559,2596,5155,1686,1724,3410,855,842,1697,404,434,838,339.7,12.4,48.4,32.3
56,Viterbo,258715,130367,128348,2162,2004,4166,9680,8996,18676,10387,10019,20406,11083,10593,21676,11103,10480,21583,11523,11140,22663,11602,11501,23103,8303,8155,16458,9409,8936,18345,9078,8728,17806,7385,7127,14512,6541,6675,13216,5408,6325,11733,5249,5912,11161,4721,5094,9815,3168,3136,6304,2088,1964,4052,1065,1075,2140,412,488,900,387.5,13.6,51.7,32.1
57,Rieti,179257,90770,88487,1607,1523,3130,6980,6465,13445,7320,7014,14334,8322,7920,16242,8131,7216,15347,7947,7377,15324,7613,7513,15126,5321,5264,10585,6430,6165,12595,5890,5576,11466,4994,4886,9880,4280,4563,8843,3619,4434,8053,3572,4121,7693,3396,3504,6900,2482,2295,4777,1698,1562,3260,819,720,1539,349,369,718,423.8,15.0,56.0,32.0
58,Roma,2150670,1042195,1108475,18120,17072,35192,78364,74782,153146,84861,81311,166172,94418,92613,187031,85927,89213,175140,88724,94243,182967,97449,105680,203129,67045,72430,139475,83423,89210,172633,79755,84246,164001,67343,67860,135203,57000,62689,119689,43659,52196,95855,35488,43641,79129,23970,34425,58395,16836,21435,38271,11875,14555,26430,5650,7470,13120,2288,3404,5692,352.0,9.7,46.6,31.3
59,Latina,283699,142196,141503,3508,3279,6787,15171,14364,29535,13143,12693,25836,15715,15047,30762,14358,13925,28283,12999,12921,25920,12170,12425,24595,8371,8518,16889,9739,9080,18819,9310,8571,17881,6875,6465,13340,5819,5971,11790,4012,4908,8920,3501,4528,8029,2967,3730,6697,2085,2324,4409,1470,1575,3045,700,810,1510,283,369,652,555.0,9.4,62.6,27.3
60,Frosinone,468580,229917,238663,5176,4829,10005,22024,21141,43165,20201,19674,39875,24027,22759,46786,24158,23052,47210,22629,21827,44456,20035,20419,40454,13380,13607,26987,14881,15482,30363,14401,14577,28978,11149,11985,23134,9093,10931,20024,6806,10207,17013,6492,9524,16016,5984,7858,13842,4256,4814,9070,3201,3431,6632,1439,1776,3215,585,770,1355,488.0,11.6,59.0,29.0
61,Caserta,601574,292839,308735,7184,6688,13872,28715,27605,56320,30986,29606,60592,31594,30654,62248,29844,29306,59150,28087,28384,56471,24108,25737,49845,15743,17515,33258,18128,19828,37956,17453,18336,35789,15011,15942,30953,12477,14188,26665,9094,12329,21423,7992,11018,19010,6367,8552,14919,4846,6139,10985,3315,4218,7533,1349,1812,3161,546,878,1424,504.6,10.3,62.4,28.1
62,Benevento,331851,161680,170171,3445,3253,6698,14574,13704,28278,14571,13747,28318,16873,16635,33508,17093,16554,33647,15941,16026,31967,13482,14744,28226,8599,9408,18007,10898,11522,22420,10388,10791,21179,8430,9006,17436,7135,8194,15329,4675,6851,11526,4516,6079,10595,4028,5328,9356,3135,3729,6864,2337,2673,5010,1068,1303,2371,492,624,1116,442.5,11.8,57.8,29.3
63,Napoli,2081119,1007055,1074064,26421,24770,51191,106487,101332,207819,108625,102405,211030,101367,98120,199487,93095,93036,186131,91385,92253,183638,86483,92219,178702,55475,60905,116380,62857,70206,133063,61250,65765,127015,51510,57810,109320,42095,50816,92911,34830,45982,80812,30345,41285,71630,19863,29630,49493,15915,21470,37385,11440,15245,26685,5185,7185,12370,2427,3630,6057,546.0,10.3,62.6,28.4
64,Avellino,495135,242963,252172,5544,5295,10839,22842,21692,44534,23771,22380,46151,26928,25303,52231,26331,25715,52046,24351,24192,48543,20098,21474,41572,12925,14228,27153,15051,16077,31128,15199,15253,30452,12038,12461,24499,9982,11144,21126,6542,9534,16076,5846,8665,14511,5432,7203,12635,4468,5072,9540,3291,3767,7058,1579,1809,3388,745,908,1653,473.5,11.2,61.2,28.3
65,Salerno,836828,410397,426431,10107,9346,19453,39788,37562,77350,40252,37828,78080,43571,41646,85217,42760,41599,84359,41484,41109,82593,34945,37145,72090,22153,24302,46455,25712,27978,53690,24964,26253,51217,20676,21981,42657,16295,18681,34976,12576,16912,29488,11140,14447,25587,8434,11044,19478,6990,8339,15329,5029,5868,10897,2339,2865,5204,1182,1526,2708,488.0,10.2,60.0,28.2
