COD_PROV,DEN_PROV,total_pop,male_pop,female_pop,m_0,f_0,t_0,m_1_4,f_1_4,t_1_4,m_5_9,f_5_9,t_5_9,m_10_14,f_10_14,t_10_14,m_15_19,f_15_19,t_15_19,m_20_24,f_20_24,t_20_24,m_25_29,f_25_29,t_25_29,m_30_34,f_30_34,t_30_34,m_35_39,f_35_39,t_35_39,m_40_44,f_40_44,t_40_44,m_45_49,f_45_49,t_45_49,m_50_54,f_50_54,t_50_54,m_55_59,f_55_59,t_55_59,m_60_64,f_60_64,t_60_64,m_65_69,f_65_69,t_65_69,m_70_74,f_70_74,t_70_74,m_75_79,f_75_79,t_75_79,m_80_84,f_80_84,t_80_84,m_85plus,f_85plus,t_85plus,cwr,old_dep,struct_dep,mean_age
66,L'Aquila,293066,142733,150333,2044,1970,4014,8078,7571,15649,11720,10938,22658,11748,11176,22924,11762,11385,23147,11488,10896,22384,7780,7524,15304,8500,8708,17208,8523,9269,17792,9939,10581,20520,10226,11276,21502,7112,8219,15331,8374,9312,17686,8380,9155,17535,6728,7598,14326,4806,6155,10961,3103,4732,7835,1647,2507,4154,775,1361,2136,336.9,20.9,55.5,36.3
67,Teramo,257080,127690,129390,2074,1958,4032,8500,8067,16567,11462,10842,22304,10668,10089,20757,9985,9438,19423,9844,8978,18822,7599,7233,14832,8642,8358,17000,8688,8766,17454,9165,8757,17922,8443,8640,17083,5889,6247,12136,6778,7306,14084,6745,7085,13830,5372,6040,11412,3720,4867,8587,2253,3726,5979,1240,1929,3169,623,1064,1687,399.7,19.0,58.1,34.5
68,Pescara,264981,129685,135296,2320,2162,4482,8948,8396,17344,12194,11228,23422,10790,10449,21239,9915,9645,19560,9958,9885,19843,7762,7930,15692,8784,9116,17900,8653,9192,17845,9067,9664,18731,8851,9181,18032,6142,6697,12839,6782,7482,14264,6608,7285,13893,5302,5893,11195,3794,4878,8672,2093,3439,5532,1162,1823,2985,560,951,1511,393.7,17.7,57.2,34.1
69,Chieti,351567,172201,179366,2662,2559,5221,10977,10365,21342,14314,13334,27648,13727,13133,26860,13927,12646,26573,14208,12841,27049,9691,9557,19248,11236,11011,22247,11456,11908,23364,12058,12707,24765,11959,12701,24660,8852,9682,18534,9930,11041,20971,9436,10547,19983,7018,8494,15512,5107,6972,12079,3121,5450,8571,1726,2957,4683,796,1461,2257,375.9,19.0,54.6,35.4
70,Campobasso,227641,110999,116642,1827,1660,3487,7047,6921,13968,9839,9270,19109,9505,9278,18783,9301,8716,18017,8627,7901,16528,5720,5500,11220,6661,6948,13609,7230,7682,14912,7576,8031,15607,7253,7910,15163,5119,5793,10912,6291,7034,13325,6403,7205,13608,5261,6010,11271,3686,4706,8392,2000,3406,5406,1104,1731,2835,549,940,1489,389.8,20.6,59.3,35.3
71,Foggia,657292,325046,332246,7199,6828,14027,27524,26021,53545,35509,34200,69709,32029,30872,62901,28710,27508,56218,27193,25862,53055,19430,19575,39005,19949,20669,40618,19311,20323,39634,19001,20067,39068,18323,19524,37847,12440,13905,26345,14289,15729,30018,14946,15789,30735,12164,12782,24946,8217,9899,18116,4819,6954,11773,2670,3724,6394,1323,2015,3338,504.3,16.4,67.4,31.1
72,Bari,1351288,663774,687514,14984,14106,29090,55829,52824,108653,72368,69105,141473,65785,62931,128716,58147,56438,114585,56821,55621,112442,43280,44519,87799,42256,44278,86534,39603,42473,82076,39321,41756,81077,35596,38408,74004,26339,28961,55300,29234,31332,60566,29036,31336,60372,22150,25850,48000,15395,20521,35916,9525,14727,24252,5240,7746,12986,2865,4582,7447,483.2,15.8,65.9,30.9
73,Taranto,511677,252700,258977,5579,5304,10883,21330,20212,41542,26575,25380,51955,24369,23094,47463,21604,20728,42332,21978,21517,43495,17370,18098,35468,17559,18342,35901,15694,16962,32656,15377,16794,32171,14937,15503,30440,10514,11274,21788,11154,11521,22675,10393,10952,21345,7273,8182,15455,5157,6408,11565,3189,4771,7960,1772,2552,4324,876,1383,2259,466.2,13.1,60.8,30.5
74,Brindisi,366027,178983,187044,3804,3761,7565,14468,13512,27980,19406,17891,37297,17210,16584,33794,15149,14775,29924,15187,15171,30358,11041,12126,23167,11635,12474,24109,10631,11883,22514,11087,12067,23154,11134,12034,23168,7790,8619,16409,8453,9182,17635,8042,8761,16803,5234,5965,11199,3897,5039,8936,2660,3835,6495,1460,2104,3564,695,1261,1956,452.8,14.1,61.1,31.3
75,Lecce,696503,337771,358732,6761,6481,13242,26260,25266,51526,35670,34303,69973,32596,31725,64321,29782,29087,58869,27817,27911,55728,20240,21906,42146,20099,23462,43561,20853,23461,44314,22487,24894,47381,20023,22083,42106,13877,15949,29826,16408,17854,34262,15401,16866,32267,11067,12470,23537,8196,10343,18539,5658,8069,13727,3040,4259,7299,1536,2343,3879,429.7,15.6,61.8,31.8
76,Potenza,408435,202692,205743,4017,3663,7680,14740,13941,28681,20150,19082,39232,19772,19014,38786,18130,17420,35550,16106,14981,31087,9987,10079,20066,12571,12578,25149,13514,13773,27287,13453,13588,27041,12308,12951,25259,7962,9088,17050,9764,10595,20359,10496,10998,21494,7993,8606,16599,5806,6952,12758,3185,4654,7839,1844,2556,4400,894,1224,2118,441.2,17.5,63.2,32.7
77,Matera,194629,97063,97566,1890,1837,3727,7593,7242,14835,10079,9533,19612,9615,9230,18845,8860,8394,17254,8118,7775,15893,5316,5475,10791,6163,6559,12722,6333,6559,12892,6350,6362,12712,5860,5726,11586,3712,4042,7754,4424,4429,8853,4591,4737,9328,3300,3434,6734,2342,2759,5101,1338,1939,3277,777,990,1767,402,544,946,451.4,14.9,62.5,31.3
78,Cosenza,691659,341339,350320,6999,6675,13674,26256,25030,51286,35925,34262,70187,35459,33015,68474,32338,31234,63572,29514,26685,56199,19258,18729,37987,21344,21644,42988,21976,22783,44759,21593,22271,43864,19882,21315,41197,13146,15248,28394,15259,16816,32075,14759,16271,31030,11149,13320,24469,7878,10748,18626,4627,7854,12481,2635,4177,6812,1342,2243,3585,453.2,15.6,63.9,31.3
79,Catanzaro,718069,356953,361116,7825,7392,15217,29351,27714,57065,39908,37560,77468,38698,36426,75124,35147,31678,66825,31294,27514,58808,20405,19625,40030,20857,21214,42071,21588,22244,43832,20980,21630,42610,19097,20388,39485,13287,14708,27995,15059,16866,31925,14692,16452,31144,11224,13294,24518,8479,11230,19709,4877,8352,13229,2772,4443,7215,1413,2386,3799,502.3,16.1,69.1,30.5
80,ReggiodiCalabria,578323,285066,293257,5512,5160,10672,20682,19346,40028,27915,26373,54288,28431,26840,55271,25739,23839,49578,25310,22072,47382,16501,15533,32034,17026,16875,33901,16883,17683,34566,16606,17423,34029,15979,18021,34000,11541,13524,25065,14020,16013,30033,14886,16250,31136,11141,13180,24321,7669,10234,17903,4961,8191,13152,2824,4360,7184,1440,2340,3780,447.0,18.9,64.4,33.0
81,Trapani,405393,198907,206486,3750,3579,7329,14177,13480,27657,17844,16949,34793,17117,16229,33346,15063,14371,29434,15993,15078,31071,11915,12324,24239,13054,13547,26601,12380,12945,25325,12689,13465,26154,12089,12956,25045,8572,9600,18172,11035,11649,22684,10766,11374,22140,9105,10085,19190,6291,8090,14381,3873,6070,9943,2149,3079,5228,1045,1616,2661,428.1,20.5,61.6,34.5
82,Palermo,1124015,549485,574530,11306,10663,21969,42966,40165,83131,55066,52722,107788,52195,50113,102308,47231,44894,92125,46426,44961,91387,34607,35465,70072,34556,37270,71826,33216,36747,69963,33636,36578,70214,33241,35674,68915,22196,25804,48000,27061,29749,56810,25080,27271,52351,20442,23247,43689,14209,18081,32290,8825,14185,23010,4866,7159,12025,2360,3782,6142,445.5,16.9,62.5,32.3
83,Messina,654703,317324,337379,5661,5364,11025,21512,20205,41717,28865,27671,56536,28946,27527,56473,26784,25025,51809,26329,24597,50926,18534,18783,37317,18843,20161,39004,19192,21123,40315,20252,22254,42506,19819,23149,42968,14386,17178,31564,17749,20281,38030,16654,18613,35267,12493,14926,27419,9517,12463,21980,6483,10195,16678,3572,5145,8717,1733,2719,4452,399.7,19.3,59.8,34.4
84,Agrigento,454045,227180,226865,4591,4329,8920,17449,16306,33755,22217,20664,42881,21773,20021,41794,19174,17524,36698,18825,16612,35437,13143,12712,25855,14154,14698,28852,13792,14719,28511,14012,14980,28992,13084,14152,27236,8600,9795,18395,11456,12137,23593,11499,11765,23264,9664,9961,19625,6542,7222,13764,3960,5232,9192,2186,2641,4827,1059,1395,2454,467.7,18.0,64.0,32.7
85,Caltanissetta,282069,139831,142238,3089,2782,5871,11591,10853,22444,15158,14362,29520,14236,13470,27706,12104,11419,23523,10835,10409,21244,7801,8148,15949,8508,9212,17720,8212,8834,17046,8368,9055,17423,8013,8578,16591,5473,6417,11890,6566,7142,13708,6558,6795,13353,5420,5504,10924,3629,4108,7737,2359,2939,5298,1301,1450,2751,610,761,1371,496.1,16.7,67.5,31.5
86,Enna,202131,100447,101684,1879,1846,3725,7433,6986,14419,9638,9166,18804,9854,9373,19227,8886,8286,17172,8616,7809,16425,5186,5360,10546,6134,6484,12618,6091,6294,12385,6125,6587,12712,5713,6279,11992,3939,4804,8743,5142,5530,10672,5162,5251,10413,4199,4327,8526,3030,3345,6375,1821,2253,4074,1109,1157,2266,490,547,1037,444.5,18.0,63.4,32.8
87,Catania,938273,462793,475480,9408,9064,18472,35470,33839,69309,46180,43552,89732,45296,42054,87350,39825,38484,78309,39268,37151,76419,27797,28174,55971,29242,30506,59748,29531,30725,60256,29025,30692,59717,27262,30090,57352,18890,21672,40562,22041,23730,45771,21679,23400,45079,16714,18618,35332,11672,14565,26237,7392,10671,18063,4062,5470,9532,2039,3023,5062,448.5,16.3,62.0,32.1
88,Ragusa,255047,125308,129739,2427,2286,4713,8961,8448,17409,11365,10723,22088,10904,10497,21401,9757,9514,19271,9995,9727,19722,7473,7508,14981,8146,8743,16889,7664,8291,15955,8209,8633,16842,8060,8798,16858,5673,6458,12131,6820,7396,14216,6532,6810,13342,4993,5309,10302,3537,4122,7659,2667,3715,6382,1419,1863,3282,706,898,1604,422.0,18.2,59.2,34.0
89,Siracusa,365039,182274,182765,3764,3615,7379,14232,13621,27853,18089,17200,35289,16954,15738,32692,14669,13593,28262,15357,14686,30043,12217,11978,24195,12003,12152,24155,11257,11408,22665,11085,11287,22372,10731,11388,22119,7815,8686,16501,8906,9358,18264,8282,8518,16800,6633,6874,13507,4524,5071,9595,3155,4282,7437,1751,2171,3922,850,1139,1989,469.1,16.2,62.0,32.1
90,Sassari,397891,196854,201037,4021,3824,7845,15039,14510,29549,20045,18830,38875,18372,17610,35982,17147,16311,33458,15656,15608,31264,12917,13530,26447,12616,13574,26190,11888,12278,24166,11720,12032,23752,10924,11654,22578,8065,8533,16598,9194,9256,18450,9440,9548,18988,7136,7951,15087,5111,6141,11252,3886,5044,8930,2346,2970,5316,1331,1833,3164,448.7,18.1,64.5,32.3
91,Nuoro,273021,134710,138311,2734,2563,5297,10443,9747,20190,14048,13342,27390,13549,12922,26471,12427,12049,24476,10565,10245,20810,8202,8677,16879,7884,8742,16626,7694,8514,16208,7868,8202,16070,7384,7809,15193,5108,5837,10945,5644,6120,11764,6054,6394,12448,5064,5837,10901,3951,4448,8399,3099,3656,6755,1931,2034,3965,1061,1173,2234,451.7,20.0,69.1,32.2
92,Cagliari,802888,399253,403635,8416,8028,16444,32329,30973,63302,43223,41036,84259,40621,38793,79414,38062,36505,74567,33420,32788,66208,25611,26550,52161,25086,26409,51495,23240,24267,47507,23121,24062,47183,21403,21980,43383,16013,16751,32764,17743,17376,35119,17254,17330,34584,13230,14317,27547,8787,10590,19377,6266,8318,14584,3681,4857,8538,1747,2705,4452,467.5,15.4,65.6,30.6
93,Pordenone,253906,123696,130210,2122,2039,4161,8055,7625,15680,10703,10032,20735,9184,8716,17900,8597,8399,16996,9696,8992,18688,9185,8643,17828,9339,8937,18276,7849,7847,15696,8075,7980,16055,8449,8767,17216,5849,6146,11995,7262,7973,15235,6908,8190,15098,5033,7043,12076,3432,5484,8916,2212,4095,6307,1179,2105,3284,567,1197,1764,390.6,19.8,55.7,35.5
94,Isernia,92166,44965,47201,692,623,1315,2668,2597,5265,3749,3584,7333,3837,3643,7480,3966,3768,7734,3659,3372,7031,2356,2214,4570,2620,2654,5274,2759,2978,5737,3041,3223,6264,2941,3299,6240,2013,2378,4391,2651,2998,5649,2823,2967,5790,2083,2444,4527,1447,1846,3293,909,1464,2373,502,745,1247,249,404,653,361.4,20.6,57.1,35.7
