province,year,births,COD_PROV,DEN_PROV,source,validated
Napoli,1874,31809,63,Napoli,TAVOLA_VI_1881,OK
Novara,1874,22191,3,Novara,TAVOLA_VI_1881,OK
Padova,1874,12729,28,Padova,TAVOLA_VI_1881,OK
Palermo,1874,23471,82,Palermo,TAVOLA_VI_1881,OK
Parma,1874,8361,34,Parma,TAVOLA_VI_1881,OK
Pavia,1874,16241,18,Pavia,TAVOLA_VI_1881,OK
Perugia,1874,18041,54,Umbria,TAVOLA_VI_1881,OK
Pesaro e Urbino,1874,7184,41,Pesaro e Urbino,TAVOLA_VI_1881,OK
Piacenza,1874,7240,33,Piacenza,TAVOLA_VI_1881,OK
Pisa,1874,9559,50,Pisa,TAVOLA_VI_1881,OK
Potenza,1874,19374,76,Potenza,TAVOLA_VI_1881,OK
Ravenna,1874,6507,39,Ravenna,TAVOLA_VI_1881,OK
Reggio Calabria,1874,12416,80,Reggio di Calabria,TAVOLA_VI_1881,OK
Reggio Emilia,1874,7967,35,Reggio nell'Emilia,TAVOLA_VI_1881,OK
Roma,1874,28921,58,Roma,TAVOLA_VI_1881,OK
Rovigo,1874,7631,29,Rovigo,TAVOLA_VI_1881,OK
Salerno,1874,17921,65,Salerno,TAVOLA_VI_1881,OK
Sassari,1874,9971,90,Sassari,TAVOLA_VI_1881,OK
Siena,1874,7152,52,Siena,TAVOLA_VI_1881,OK
Siracusa,1874,12439,89,Siracusa,TAVOLA_VI_1881,OK
Sondrio,1874,4163,14,Sondrio,TAVOLA_VI_1881,OK
Teramo,1874,7523,67,Teramo,TAVOLA_VI_1881,OK
Torino,1874,32023,1,Torino,TAVOLA_VI_1881,OK
Trapani,1874,9232,81,Trapani,TAVOLA_VI_1881,OK
Treviso,1874,12809,26,Treviso,TAVOLA_VI_1881,OK
Udine,1874,15936,30,Udine,TAVOLA_VI_1881,OK
Venezia,1874,10923,27,Venezia,TAVOLA_VI_1881,OK
Verona,1874,11429,23,Verona,TAVOLA_VI_1881,OK
Vicenza,1874,13472,24,Vicenza,TAVOLA_VI_1881,OK
Agrigento,1875,13413,84,Girgenti,TAVOLA_VI_1881,OK
Alessandria,1875,26077,6,Alessandria,TAVOLA_VI_1881,OK
Ancona,1875,9226,42,Ancona,TAVOLA_VI_1881,OK
Arezzo,1875,8946,51,Arezzo,TAVOLA_VI_1881,OK
Ascoli Piceno,1875,6240,44,Ascoli Piceno,TAVOLA_VI_1881,OK
Avellino,1875,16152,64,Avellino,TAVOLA_VI_1881,OK
Bari,1875,27549,72,Bari delle Puglie,TAVOLA_VI_1881,OK
Belluno,1875,7301,25,Belluno,TAVOLA_VI_1881,OK
Benevento,1875,9419,62,Benevento,TAVOLA_VI_1881,OK
Bergamo,1875,15585,16,Bergamo,TAVOLA_VI_1881,OK
Bologna,1875,15142,37,Bologna,TAVOLA_VI_1881,OK
Brescia,1875,16145,17,Brescia,TAVOLA_VI_1881,OK
Cagliari,1875,15074,92,Cagliari,TAVOLA_VI_1881,OK
Caltanissetta,1875,11151,85,Caltanissetta,TAVOLA_VI_1881,OK
Campobasso,1875,15059,70,Campobasso,TAVOLA_VI_1881,OK
Caserta,1875,26472,61,Caserta,TAVOLA_VI_1881,OK
Catania,1875,20985,87,Catania,TAVOLA_VI_1881,OK
Catanzaro,1875,15724,79,Catanzaro,TAVOLA_VI_1881,OK
Chieti,1875,13140,69,Chieti,TAVOLA_VI_1881,OK
Como,1875,18882,13,Como,TAVOLA_VI_1881,OK
Cosenza,1875,16716,78,Cosenza,TAVOLA_VI_1881,OK
Cremona,1875,10592,19,Cremona,TAVOLA_VI_1881,OK
Cuneo,1875,23493,4,Cuneo,TAVOLA_VI_1881,OK
Ferrara,1875,9254,38,Ferrara,TAVOLA_VI_1881,OK
Firenze,1875,31220,48,Firenze,TAVOLA_VI_1881,OK
Foggia,1875,14402,71,Foggia,TAVOLA_VI_1881,OK
Forlì,1875,9358,40,Forlì,TAVOLA_VI_1881,OK
Genova,1875,26082,10,Genova,TAVOLA_VI_1881,OK
Grosseto,1875,4027,53,Grosseto,TAVOLA_VI_1881,OK
Imperia,1875,4218,8,Porto Maurizio,TAVOLA_VI_1881,OK
L'Aquila,1875,12996,66,Aquila degli Abruzzi,TAVOLA_VI_1881,OK
Lecce,1875,18736,75,Lecce,TAVOLA_VI_1881,OK
Livorno,1875,3691,49,Livorno,TAVOLA_VI_1881,OK
Lucca,1875,10243,46,Lucca,TAVOLA_VI_1881,OK
Macerata,1875,7021,43,Macerata,TAVOLA_VI_1881,OK
Mantova,1875,10674,20,Mantova,TAVOLA_VI_1881,OK
Massa-Carrara,1875,6557,45,Massa e Carrara,TAVOLA_VI_1881,OK
Messina,1875,15667,83,Messina,TAVOLA_VI_1881,OK
Milano,1875,42416,15,Milano,TAVOLA_VI_1881,OK
Modena,1875,9920,36,Modena,TAVOLA_VI_1881,OK
Napoli,1875,34168,63,Napoli,TAVOLA_VI_1881,OK
Novara,1875,25259,3,Novara,TAVOLA_VI_1881,OK
Padova,1875,15376,28,Padova,TAVOLA_VI_1881,OK
Palermo,1875,25581,82,Palermo,TAVOLA_VI_1881,OK
Parma,1875,9417,34,Parma,TAVOLA_VI_1881,OK
Pavia,1875,17284,18,Pavia,TAVOLA_VI_1881,OK
Perugia,1875,18770,54,Umbria,TAVOLA_VI_1881,OK
Pesaro e Urbino,1875,7817,41,Pesaro e Urbino,TAVOLA_VI_1881,OK
Piacenza,1875,7756,33,Piacenza,TAVOLA_VI_1881,OK
Pisa,1875,10367,50,Pisa,TAVOLA_VI_1881,OK
Potenza,1875,20942,76,Potenza,TAVOLA_VI_1881,OK
Ravenna,1875,7229,39,Ravenna,TAVOLA_VI_1881,OK
Reggio Calabria,1875,12994,80,Reggio di Calabria,TAVOLA_VI_1881,OK
Reggio Emilia,1875,9051,35,Reggio nell'Emilia,TAVOLA_VI_1881,OK
Roma,1875,29962,58,Roma,TAVOLA_VI_1881,OK
Rovigo,1875,8888,29,Rovigo,TAVOLA_VI_1881,OK
Salerno,1875,19754,65,Salerno,TAVOLA_VI_1881,OK
Sassari,1875,9840,90,Sassari,TAVOLA_VI_1881,OK
Siena,1875,7439,52,Siena,TAVOLA_VI_1881,OK
Siracusa,1875,12949,89,Siracusa,TAVOLA_VI_1881,OK
Sondrio,1875,4113,14,Sondrio,TAVOLA_VI_1881,OK
Teramo,1875,7730,67,Teramo,TAVOLA_VI_1881,OK
Torino,1875,33947,1,Torino,TAVOLA_VI_1881,OK
Trapani,1875,10186,81,Trapani,TAVOLA_VI_1881,OK
Treviso,1875,14796,26,Treviso,TAVOLA_VI_1881,OK
Udine,1875,17773,30,Udine,TAVOLA_VI_1881,OK
Venezia,1875,12432,27,Venezia,TAVOLA_VI_1881,OK
Verona,1875,12898,23,Verona,TAVOLA_VI_1881,OK
Vicenza,1875,15694,24,Vicenza,TAVOLA_VI_1881,OK
Agrigento,1876,13512,84,Girgenti,TAVOLA_VI_1881,OK
Alessandria,1876,27536,6,Alessandria,TAVOLA_VI_1881,OK
Ancona,1876,9788,42,Ancona,TAVOLA_VI_1881,OK
Arezzo,1876,9331,51,Arezzo,TAVOLA_VI_1881,OK
Ascoli Piceno,1876,7003,44,Ascoli Piceno,TAVOLA_VI_1881,OK
Avellino,1876,16322,64,Avellino,TAVOLA_VI_1881,OK
Bari,1876,28482,72,Bari delle Puglie,TAVOLA_VI_1881,OK
Belluno,1876,7365,25,Belluno,TAVOLA_VI_1881,OK
Benevento,1876,9284,62,Benevento,TAVOLA_VI_1881,OK
Bergamo,1876,15651,16,Bergamo,TAVOLA_VI_1881,OK
Bologna,1876,15984,37,Bologna,TAVOLA_VI_1881,OK
Brescia,1876,16457,17,Brescia,TAVOLA_VI_1881,OK
Cagliari,1876,15261,92,Cagliari,TAVOLA_VI_1881,OK
Caltanissetta,1876,10794,85,Caltanissetta,TAVOLA_VI_1881,OK
Campobasso,1876,15157,70,Campobasso,TAVOLA_VI_1881,OK
Caserta,1876,27926,61,Caserta,TAVOLA_VI_1881,OK
Catania,1876,21782,87,Catania,TAVOLA_VI_1881,OK
Catanzaro,1876,17377,79,Catanzaro,TAVOLA_VI_1881,OK
Chieti,1876,13362,69,Chieti,TAVOLA_VI_1881,OK
Como,1876,19525,13,Como,TAVOLA_VI_1881,OK
Cosenza,1876,17661,78,Cosenza,TAVOLA_VI_1881,OK
Cremona,1876,11217,19,Cremona,TAVOLA_VI_1881,OK
Cuneo,1876,23913,4,Cuneo,TAVOLA_VI_1881,OK
Ferrara,1876,10226,38,Ferrara,TAVOLA_VI_1881,OK
Firenze,1876,30328,48,Firenze,TAVOLA_VI_1881,OK
Foggia,1876,13566,71,Foggia,TAVOLA_VI_1881,OK
Forlì,1876,9870,40,Forlì,TAVOLA_VI_1881,OK
Genova,1876,26678,10,Genova,TAVOLA_VI_1881,OK
Grosseto,1876,4174,53,Grosseto,TAVOLA_VI_1881,OK
Imperia,1876,4501,8,Porto Maurizio,TAVOLA_VI_1881,OK
L'Aquila,1876,13831,66,Aquila degli Abruzzi,TAVOLA_VI_1881,OK
Lecce,1876,22570,75,Lecce,TAVOLA_VI_1881,OK
Livorno,1876,3670,49,Livorno,TAVOLA_VI_1881,OK
Lucca,1876,10600,46,Lucca,TAVOLA_VI_1881,OK
Macerata,1876,8046,43,Macerata,TAVOLA_VI_1881,OK
Mantova,1876,11104,20,Mantova,TAVOLA_VI_1881,OK
Massa-Carrara,1876,7075,45,Massa e Carrara,TAVOLA_VI_1881,OK
Messina,1876,17119,83,Messina,TAVOLA_VI_1881,OK
Milano,1876,44797,15,Milano,TAVOLA_VI_1881,OK
Modena,1876,11372,36,Modena,TAVOLA_VI_1881,OK
Napoli,1876,35895,63,Napoli,TAVOLA_VI_1881,OK
Novara,1876,25275,3,Novara,TAVOLA_VI_1881,OK
Padova,1876,17194,28,Padova,TAVOLA_VI_1881,OK
Palermo,1876,27164,82,Palermo,TAVOLA_VI_1881,OK
Parma,1876,9815,34,Parma,TAVOLA_VI_1881,OK
Pavia,1876,19084,18,Pavia,TAVOLA_VI_1881,OK
Perugia,1876,19811,54,Umbria,TAVOLA_VI_1881,OK
Pesaro e Urbino,1876,8334,41,Pesaro e Urbino,TAVOLA_VI_1881,OK
Piacenza,1876,8203,33,Piacenza,TAVOLA_VI_1881,OK
Pisa,1876,10259,50,Pisa,TAVOLA_VI_1881,OK
Potenza,1876,21632,76,Potenza,TAVOLA_VI_1881,OK
Ravenna,1876,7741,39,Ravenna,TAVOLA_VI_1881,OK
Reggio Calabria,1876,14518,80,Reggio di Calabria,TAVOLA_VI_1881,OK
Reggio Emilia,1876,9964,35,Reggio nell'Emilia,TAVOLA_VI_1881,OK
Roma,1876,30388,58,Roma,TAVOLA_VI_1881,OK
Rovigo,1876,10017,29,Rovigo,TAVOLA_VI_1881,OK
Salerno,1876,20473,65,Salerno,TAVOLA_VI_1881,OK
Sassari,1876,9672,90,Sassari,TAVOLA_VI_1881,OK
Siena,1876,7364,52,Siena,TAVOLA_VI_1881,OK
Siracusa,1876,13982,89,Siracusa,TAVOLA_VI_1881,OK
Sondrio,1876,4445,14,Sondrio,TAVOLA_VI_1881,OK
Teramo,1876,8883,67,Teramo,TAVOLA_VI_1881,OK
Torino,1876,34147,1,Torino,TAVOLA_VI_1881,OK
Trapani,1876,10748,81,Trapani,TAVOLA_VI_1881,OK
Treviso,1876,15743,26,Treviso,TAVOLA_VI_1881,OK
Udine,1876,18978,30,Udine,TAVOLA_VI_1881,OK
Venezia,1876,13385,27,Venezia,TAVOLA_VI_1881,OK
Verona,1876,14165,23,Verona,TAVOLA_VI_1881,OK
Vicenza,1876,16227,24,Vicenza,TAVOLA_VI_1881,OK
Agrigento,1877,13804,84,Girgenti,TAVOLA_VI_1881,OK
Alessandria,1877,24740,6,Alessandria,TAVOLA_VI_1881,OK
Ancona,1877,9443,42,Ancona,TAVOLA_VI_1881,OK
Arezzo,1877,8446,51,Arezzo,TAVOLA_VI_1881,OK
Ascoli Piceno,1877,6678,44,Ascoli Piceno,TAVOLA_VI_1881,OK
Avellino,1877,16053,64,Avellino,TAVOLA_VI_1881,OK
Bari,1877,26667,72,Bari delle Puglie,TAVOLA_VI_1881,OK
Belluno,1877,6895,25,Belluno,TAVOLA_VI_1881,OK
Benevento,1877,9567,62,Benevento,TAVOLA_VI_1881,OK
Bergamo,1877,14989,16,Bergamo,TAVOLA_VI_1881,OK
Bologna,1877,15021,37,Bologna,TAVOLA_VI_1881,OK
Brescia,1877,14666,17,Brescia,TAVOLA_VI_1881,OK
Cagliari,1877,15258,92,Cagliari,TAVOLA_VI_1881,OK
Caltanissetta,1877,11223,85,Caltanissetta,TAVOLA_VI_1881,OK
Campobasso,1877,15897,70,Campobasso,TAVOLA_VI_1881,OK
Caserta,1877,27005,61,Caserta,TAVOLA_VI_1881,OK
Catania,1877,21466,87,Catania,TAVOLA_VI_1881,OK
Catanzaro,1877,16721,79,Catanzaro,TAVOLA_VI_1881,OK
Chieti,1877,13238,69,Chieti,TAVOLA_VI_1881,OK
Como,1877,19616,13,Como,TAVOLA_VI_1881,OK
Cosenza,1877,18168,78,Cosenza,TAVOLA_VI_1881,OK
Cremona,1877,9962,19,Cremona,TAVOLA_VI_1881,OK
Cuneo,1877,22380,4,Cuneo,TAVOLA_VI_1881,OK
Ferrara,1877,8922,38,Ferrara,TAVOLA_VI_1881,OK
Firenze,1877,28914,48,Firenze,TAVOLA_VI_1881,OK
Foggia,1877,14046,71,Foggia,TAVOLA_VI_1881,OK
Forlì,1877,9296,40,Forlì,TAVOLA_VI_1881,OK
Genova,1877,25175,10,Genova,TAVOLA_VI_1881,OK
Grosseto,1877,3714,53,Grosseto,TAVOLA_VI_1881,OK
Imperia,1877,4081,8,Porto Maurizio,TAVOLA_VI_1881,OK
L'Aquila,1877,13941,66,Aquila degli Abruzzi,TAVOLA_VI_1881,OK
Lecce,1877,19578,75,Lecce,TAVOLA_VI_1881,OK
Livorno,1877,3580,49,Livorno,TAVOLA_VI_1881,OK
Lucca,1877,9840,46,Lucca,TAVOLA_VI_1881,OK
Macerata,1877,7771,43,Macerata,TAVOLA_VI_1881,OK
Mantova,1877,9745,20,Mantova,TAVOLA_VI_1881,OK
Massa-Carrara,1877,6232,45,Massa e Carrara,TAVOLA_VI_1881,OK
Messina,1877,16261,83,Messina,TAVOLA_VI_1881,OK
Milano,1877,43965,15,Milano,TAVOLA_VI_1881,OK
Modena,1877,10007,36,Modena,TAVOLA_VI_1881,OK
Napoli,1877,34714,63,Napoli,TAVOLA_VI_1881,OK
Novara,1877,24659,3,Novara,TAVOLA_VI_1881,OK
Padova,1877,13851,28,Padova,TAVOLA_VI_1881,OK
Palermo,1877,25913,82,Palermo,TAVOLA_VI_1881,OK
Parma,1877,9085,34,Parma,TAVOLA_VI_1881,OK
Pavia,1877,17231,18,Pavia,TAVOLA_VI_1881,OK
Perugia,1877,18324,54,Umbria,TAVOLA_VI_1881,OK
Pesaro e Urbino,1877,7909,41,Pesaro e Urbino,TAVOLA_VI_1881,OK
Piacenza,1877,7967,33,Piacenza,TAVOLA_VI_1881,OK
Pisa,1877,9876,50,Pisa,TAVOLA_VI_1881,OK
Potenza,1877,22584,76,Potenza,TAVOLA_VI_1881,OK
Ravenna,1877,7190,39,Ravenna,TAVOLA_VI_1881,OK
Reggio Calabria,1877,13786,80,Reggio di Calabria,TAVOLA_VI_1881,OK
Reggio Emilia,1877,8588,35,Reggio nell'Emilia,TAVOLA_VI_1881,OK
Roma,1877,29658,58,Roma,TAVOLA_VI_1881,OK
Rovigo,1877,8190,29,Rovigo,TAVOLA_VI_1881,OK
Salerno,1877,21491,65,Salerno,TAVOLA_VI_1881,OK
Sassari,1877,9718,90,Sassari,TAVOLA_VI_1881,OK
Siena,1877,7221,52,Siena,TAVOLA_VI_1881,OK
Siracusa,1877,13973,89,Siracusa,TAVOLA_VI_1881,OK
Sondrio,1877,4359,14,Sondrio,TAVOLA_VI_1881,OK
Teramo,1877,8635,67,Teramo,TAVOLA_VI_1881,OK
Torino,1877,33909,1,Torino,TAVOLA_VI_1881,OK
Trapani,1877,10279,81,Trapani,TAVOLA_VI_1881,OK
Treviso,1877,13164,26,Treviso,TAVOLA_VI_1881,OK
Udine,1877,16628,30,Udine,TAVOLA_VI_1881,OK
Venezia,1877,11602,27,Venezia,TAVOLA_VI_1881,OK
Verona,1877,12331,23,Verona,TAVOLA_VI_1881,OK
Vicenza,1877,14601,24,Vicenza,TAVOLA_VI_1881,OK
Agrigento,1878,13404,84,Girgenti,TAVOLA_VI_1881,OK
Alessandria,1878,25416,6,Alessandria,TAVOLA_VI_1881,OK
Ancona,1878,9752,42,Ancona,TAVOLA_VI_1881,OK
Arezzo,1878,7948,51,Arezzo,TAVOLA_VI_1881,OK
Ascoli Piceno,1878,6608,44,Ascoli Piceno,TAVOLA_VI_1881,OK
Avellino,1878,14301,64,Avellino,TAVOLA_VI_1881,OK
Bari,1878,27632,72,Bari delle Puglie,TAVOLA_VI_1881,OK
Belluno,1878,6694,25,Belluno,TAVOLA_VI_1881,OK
Benevento,1878,8842,62,Benevento,TAVOLA_VI_1881,OK
Bergamo,1878,15759,16,Bergamo,TAVOLA_VI_1881,OK
Bologna,1878,14372,37,Bologna,TAVOLA_VI_1881,OK
Brescia,1878,15744,17,Brescia,TAVOLA_VI_1881,OK
Cagliari,1878,14659,92,Cagliari,TAVOLA_VI_1881,OK
Caltanissetta,1878,10877,85,Caltanissetta,TAVOLA_VI_1881,OK
Campobasso,1878,14607,70,Campobasso,TAVOLA_VI_1881,OK
Caserta,1878,25500,61,Caserta,TAVOLA_VI_1881,OK
Catania,1878,20457,87,Catania,TAVOLA_VI_1881,OK
Catanzaro,1878,14832,79,Catanzaro,TAVOLA_VI_1881,OK
Chieti,1878,12822,69,Chieti,TAVOLA_VI_1881,OK
Como,1878,19595,13,Como,TAVOLA_VI_1881,OK
Cosenza,1878,16730,78,Cosenza,TAVOLA_VI_1881,OK
Cremona,1878,10108,19,Cremona,TAVOLA_VI_1881,OK
Cuneo,1878,23278,4,Cuneo,TAVOLA_VI_1881,OK
Ferrara,1878,8426,38,Ferrara,TAVOLA_VI_1881,OK
Firenze,1878,26802,48,Firenze,TAVOLA_VI_1881,OK
Foggia,1878,14173,71,Foggia,TAVOLA_VI_1881,OK
Forlì,1878,9185,40,Forlì,TAVOLA_VI_1881,OK
Genova,1878,25075,10,Genova,TAVOLA_VI_1881,OK
Grosseto,1878,3890,53,Grosseto,TAVOLA_VI_1881,OK
Imperia,1878,4230,8,Porto Maurizio,TAVOLA_VI_1881,OK
L'Aquila,1878,13949,66,Aquila degli Abruzzi,TAVOLA_VI_1881,OK
Lecce,1878,21303,75,Lecce,TAVOLA_VI_1881,OK
Livorno,1878,3408,49,Livorno,TAVOLA_VI_1881,OK
Lucca,1878,9445,46,Lucca,TAVOLA_VI_1881,OK
Macerata,1878,7883,43,Macerata,TAVOLA_VI_1881,OK
Mantova,1878,9877,20,Mantova,TAVOLA_VI_1881,OK
Massa-Carrara,1878,5921,45,Massa e Carrara,TAVOLA_VI_1881,OK
Messina,1878,15980,83,Messina,TAVOLA_VI_1881,OK
Milano,1878,44337,15,Milano,TAVOLA_VI_1881,OK
Modena,1878,9513,36,Modena,TAVOLA_VI_1881,OK
Napoli,1878,32691,63,Napoli,TAVOLA_VI_1881,OK
Novara,1878,24614,3,Novara,TAVOLA_VI_1881,OK
Padova,1878,13969,28,Padova,TAVOLA_VI_1881,OK
Palermo,1878,26383,82,Palermo,TAVOLA_VI_1881,OK
Parma,1878,8775,34,Parma,TAVOLA_VI_1881,OK
Pavia,1878,17546,18,Pavia,TAVOLA_VI_1881,OK
Perugia,1878,17839,54,Umbria,TAVOLA_VI_1881,OK
Pesaro e Urbino,1878,8096,41,Pesaro e Urbino,TAVOLA_VI_1881,OK
Piacenza,1878,7336,33,Piacenza,TAVOLA_VI_1881,OK
Pisa,1878,9211,50,Pisa,TAVOLA_VI_1881,OK
Potenza,1878,21982,76,Potenza,TAVOLA_VI_1881,OK
Ravenna,1878,6812,39,Ravenna,TAVOLA_VI_1881,OK
Reggio Calabria,1878,12250,80,Reggio di Calabria,TAVOLA_VI_1881,OK
Reggio Emilia,1878,8490,35,Reggio nell'Emilia,TAVOLA_VI_1881,OK
Roma,1878,29367,58,Roma,TAVOLA_VI_1881,OK
Rovigo,1878,8042,29,Rovigo,TAVOLA_VI_1881,OK
Salerno,1878,19237,65,Salerno,TAVOLA_VI_1881,OK
Sassari,1878,9252,90,Sassari,TAVOLA_VI_1881,OK
Siena,1878,6891,52,Siena,TAVOLA_VI_1881,OK
Siracusa,1878,13037,89,Siracusa,TAVOLA_VI_1881,OK
Sondrio,1878,4476,14,Sondrio,TAVOLA_VI_1881,OK
Teramo,1878,8408,67,Teramo,TAVOLA_VI_1881,OK
Torino,1878,34089,1,Torino,TAVOLA_VI_1881,OK
Trapani,1878,10802,81,Trapani,TAVOLA_VI_1881,OK
Treviso,1878,13684,26,Treviso,TAVOLA_VI_1881,OK
Udine,1878,17902,30,Udine,TAVOLA_VI_1881,OK
Venezia,1878,11411,27,Venezia,TAVOLA_VI_1881,OK
Verona,1878,12340,23,Verona,TAVOLA_VI_1881,OK
Vicenza,1878,15109,24,Vicenza,TAVOLA_VI_1881,OK
Agrigento,1879,13747,84,Girgenti,TAVOLA_VI_1881,OK
Alessandria,1879,26653,6,Alessandria,TAVOLA_VI_1881,OK
Ancona,1879,9793,42,Ancona,TAVOLA_VI_1881,OK
Arezzo,1879,9336,51,Arezzo,TAVOLA_VI_1881,OK
Ascoli Piceno,1879,7064,44,Ascoli Piceno,TAVOLA_VI_1881,OK
Avellino,1879,16200,64,Avellino,TAVOLA_VI_1881,OK
Bari,1879,29044,72,Bari delle Puglie,TAVOLA_VI_1881,OK
Belluno,1879,6344,25,Belluno,TAVOLA_VI_1881,OK
Benevento,1879,9846,62,Benevento,TAVOLA_VI_1881,OK
Bergamo,1879,15062,16,Bergamo,TAVOLA_VI_1881,OK
Bologna,1879,15979,37,Bologna,TAVOLA_VI_1881,OK
Brescia,1879,15462,17,Brescia,TAVOLA_VI_1881,OK
Cagliari,1879,14776,92,Cagliari,TAVOLA_VI_1881,OK
Caltanissetta,1879,11214,85,Caltanissetta,TAVOLA_VI_1881,OK
Campobasso,1879,16534,70,Campobasso,TAVOLA_VI_1881,OK
Caserta,1879,26619,61,Caserta,TAVOLA_VI_1881,OK
Catania,1879,21502,87,Catania,TAVOLA_VI_1881,OK
Catanzaro,1879,16404,79,Catanzaro,TAVOLA_VI_1881,OK
Chieti,1879,14501,69,Chieti,TAVOLA_VI_1881,OK
Como,1879,19071,13,Como,TAVOLA_VI_1881,OK
Cosenza,1879,17920,78,Cosenza,TAVOLA_VI_1881,OK
Cremona,1879,10411,19,Cremona,TAVOLA_VI_1881,OK
Cuneo,1879,23725,4,Cuneo,TAVOLA_VI_1881,OK
Ferrara,1879,9535,38,Ferrara,TAVOLA_VI_1881,OK
Firenze,1879,29379,48,Firenze,TAVOLA_VI_1881,OK
Foggia,1879,14829,71,Foggia,TAVOLA_VI_1881,OK
Forlì,1879,9984,40,Forlì,TAVOLA_VI_1881,OK
Genova,1879,26038,10,Genova,TAVOLA_VI_1881,OK
Grosseto,1879,4106,53,Grosseto,TAVOLA_VI_1881,OK
Imperia,1879,4228,8,Porto Maurizio,TAVOLA_VI_1881,OK
L'Aquila,1879,13775,66,Aquila degli Abruzzi,TAVOLA_VI_1881,OK
Lecce,1879,21056,75,Lecce,TAVOLA_VI_1881,OK
Livorno,1879,3457,49,Livorno,TAVOLA_VI_1881,OK
Lucca,1879,10457,46,Lucca,TAVOLA_VI_1881,OK
Macerata,1879,8375,43,Macerata,TAVOLA_VI_1881,OK
Mantova,1879,10518,20,Mantova,TAVOLA_VI_1881,OK
Massa-Carrara,1879,6752,45,Massa e Carrara,TAVOLA_VI_1881,OK
Messina,1879,16725,83,Messina,TAVOLA_VI_1881,OK
Milano,1879,44560,15,Milano,TAVOLA_VI_1881,OK
Modena,1879,10593,36,Modena,TAVOLA_VI_1881,OK
Napoli,1879,36185,63,Napoli,TAVOLA_VI_1881,OK
Novara,1879,25066,3,Novara,TAVOLA_VI_1881,OK
Padova,1879,15930,28,Padova,TAVOLA_VI_1881,OK
Palermo,1879,27260,82,Palermo,TAVOLA_VI_1881,OK
Parma,1879,9495,34,Parma,TAVOLA_VI_1881,OK
Pavia,1879,17960,18,Pavia,TAVOLA_VI_1881,OK
Perugia,1879,19483,54,Umbria,TAVOLA_VI_1881,OK
Pesaro e Urbino,1879,8067,41,Pesaro e Urbino,TAVOLA_VI_1881,OK
Piacenza,1879,7949,33,Piacenza,TAVOLA_VI_1881,OK
Pisa,1879,10149,50,Pisa,TAVOLA_VI_1881,OK
Potenza,1879,22587,76,Potenza,TAVOLA_VI_1881,OK
Ravenna,1879,7246,39,Ravenna,TAVOLA_VI_1881,OK
Reggio Calabria,1879,12754,80,Reggio di Calabria,TAVOLA_VI_1881,OK
Reggio Emilia,1879,9405,35,Reggio nell'Emilia,TAVOLA_VI_1881,OK
Roma,1879,30298,58,Roma,TAVOLA_VI_1881,OK
Rovigo,1879,9638,29,Rovigo,TAVOLA_VI_1881,OK
Salerno,1879,20293,65,Salerno,TAVOLA_VI_1881,OK
Sassari,1879,9869,90,Sassari,TAVOLA_VI_1881,OK
Siena,1879,7418,52,Siena,TAVOLA_VI_1881,OK
Siracusa,1879,14126,89,Siracusa,TAVOLA_VI_1881,OK
Sondrio,1879,4477,14,Sondrio,TAVOLA_VI_1881,OK
Teramo,1879,9271,67,Teramo,TAVOLA_VI_1881,OK
Torino,1879,34484,1,Torino,TAVOLA_VI_1881,OK
Trapani,1879,10796,81,Trapani,TAVOLA_VI_1881,OK
Treviso,1879,13616,26,Treviso,TAVOLA_VI_1881,OK
Udine,1879,16740,30,Udine,TAVOLA_VI_1881,OK
Venezia,1879,12179,27,Venezia,TAVOLA_VI_1881,OK
Verona,1879,13779,23,Verona,TAVOLA_VI_1881,OK
Vicenza,1879,15729,24,Vicenza,TAVOLA_VI_1881,OK
Agrigento,1880,12419,84,Girgenti,TAVOLA_VI_1881,OK
Alessandria,1880,24567,6,Alessandria,TAVOLA_VI_1881,OK
Ancona,1880,8854,42,Ancona,TAVOLA_VI_1881,OK
Arezzo,1880,7175,51,Arezzo,TAVOLA_VI_1881,OK
Ascoli Piceno,1880,6506,44,Ascoli Piceno,TAVOLA_VI_1881,OK
Avellino,1880,17019,64,Avellino,TAVOLA_VI_1881,OK
Bari,1880,28902,72,Bari delle Puglie,TAVOLA_VI_1881,OK
Belluno,1880,6479,25,Belluno,TAVOLA_VI_1881,OK
Benevento,1880,7250,62,Benevento,TAVOLA_VI_1881,OK
Bergamo,1880,14828,16,Bergamo,TAVOLA_VI_1881,OK
Bologna,1880,13907,37,Bologna,TAVOLA_VI_1881,OK
Brescia,1880,14157,17,Brescia,TAVOLA_VI_1881,OK
Cagliari,1880,14131,92,Cagliari,TAVOLA_VI_1881,OK
Caltanissetta,1880,10849,85,Caltanissetta,TAVOLA_VI_1881,OK
Campobasso,1880,12735,70,Campobasso,TAVOLA_VI_1881,OK
Caserta,1880,21221,61,Caserta,TAVOLA_VI_1881,OK
Catania,1880,20441,87,Catania,TAVOLA_VI_1881,OK
Catanzaro,1880,14520,79,Catanzaro,TAVOLA_VI_1881,OK
Chieti,1880,11457,69,Chieti,TAVOLA_VI_1881,OK
Como,1880,18720,13,Como,TAVOLA_VI_1881,OK
Cosenza,1880,15860,78,Cosenza,TAVOLA_VI_1881,OK
Cremona,1880,9106,19,Cremona,TAVOLA_VI_1881,OK
Cuneo,1880,22445,4,Cuneo,TAVOLA_VI_1881,OK
