COD_PROV,year,births,cbr
2,1875,108776,36.65
3,1875,108776,36.65
4,1875,108776,36.65
5,1875,108776,36.65
6,1875,108776,36.65
7,1875,108776,36.65
1,1876,110871,37.15
2,1876,110871,37.15
3,1876,110871,37.15
4,1876,110871,37.15
5,1876,110871,37.15
6,1876,110871,37.15
7,1876,110871,37.15
1,1877,105688,35.21
2,1877,105688,35.21
3,1877,105688,35.21
4,1877,105688,35.21
5,1877,105688,35.21
6,1877,105688,35.21
7,1877,105688,35.21
1,1878,107397,35.58
2,1878,107397,35.58
3,1878,107397,35.58
4,1878,107397,35.58
5,1878,107397,35.58
6,1878,107397,35.58
7,1878,107397,35.58
1,1879,109928,36.21
2,1879,109928,36.21
3,1879,109928,36.21
4,1879,109928,36.21
5,1879,109928,36.21
6,1879,109928,36.21
7,1879,109928,36.21
1,1880,103671,33.96
2,1880,103671,33.96
3,1880,103671,33.96
4,1880,103671,33.96
5,1880,103671,33.96
6,1880,103671,33.96
7,1880,103671,33.96
1,1881,111231,36.23
2,1881,111231,36.23
3,1881,111231,36.23
4,1881,111231,36.23
5,1881,111231,36.23
6,1881,111231,36.23
7,1881,111231,36.23
1,1891,105389,33.02
2,1891,105389,33.02
3,1891,105389,33.02
4,1891,105389,33.02
5,1891,105389,33.02
6,1891,105389,33.02
7,1891,105389,33.02
1,1894,101077,31.31
2,1894,101077,31.31
3,1894,101077,31.31
4,1894,101077,31.31
5,1894,101077,31.31
6,1894,101077,31.31
7,1894,101077,31.31
1,1901,97603,29.45
2,1901,97603,29.45
3,1901,97603,29.45
4,1901,97603,29.45
5,1901,97603,29.45
6,1901,97603,29.45
7,1901,97603,29.45
1,1911,81257,23.82
2,1911,81257,23.82
3,1911,81257,23.82
4,1911,81257,23.82
5,1911,81257,23.82
6,1911,81257,23.82
7,1911,81257,23.82
1,1921,68413,20.28
2,1921,68413,20.28
3,1921,68413,20.28
4,1921,68413,20.28
5,1921,68413,20.28
6,1921,68413,20.28
7,1921,68413,20.28
1,1931,57377,16.4
2,1931,57377,16.4
3,1931,57377,16.4
4,1931,57377,16.4
5,1931,57377,16.4
6,1931,57377,16.4
7,1931,57377,16.4
71,1863,55655,41.63
72,1863,55655,41.63
73,1863,55655,41.63
74,1863,55655,41.63
75,1863,55655,41.63
71,1864,55135,40.92
72,1864,55135,40.92
73,1864,55135,40.92
74,1864,55135,40.92
75,1864,55135,40.92
71,1865,56571,41.66
72,1865,56571,41.66
73,1865,56571,41.66
74,1865,56571,41.66
75,1865,56571,41.66
71,1866,59132,43.21
72,1866,59132,43.21
73,1866,59132,43.21
74,1866,59132,43.21
75,1866,59132,43.21
71,1867,54063,39.21
72,1867,54063,39.21
73,1867,54063,39.21
74,1867,54063,39.21
75,1867,54063,39.21
71,1868,54378,39.14
72,1868,54378,39.14
73,1868,54378,39.14
74,1868,54378,39.14
75,1868,54378,39.14
71,1869,56999,40.71
72,1869,56999,40.71
73,1869,56999,40.71
74,1869,56999,40.71
75,1869,56999,40.71
71,1870,57427,40.71
72,1870,57427,40.71
73,1870,57427,40.71
74,1870,57427,40.71
75,1870,57427,40.71
71,1871,54283,38.2
72,1871,54283,38.2
73,1871,54283,38.2
74,1871,54283,38.2
75,1871,54283,38.2
71,1872,61754,42.95
72,1872,61754,42.95
73,1872,61754,42.95
74,1872,61754,42.95
75,1872,61754,42.95
71,1873,57784,39.73
72,1873,57784,39.73
73,1873,57784,39.73
74,1873,57784,39.73
75,1873,57784,39.73
71,1874,53918,36.64
72,1874,53918,36.64
73,1874,53918,36.64
74,1874,53918,36.64
75,1874,53918,36.64
71,1875,60687,40.78
72,1875,60687,40.78
73,1875,60687,40.78
74,1875,60687,40.78
75,1875,60687,40.78
71,1876,64618,42.94
72,1876,64618,42.94
73,1876,64618,42.94
74,1876,64618,42.94
75,1876,64618,42.94
71,1877,60291,39.62
72,1877,60291,39.62
73,1877,60291,39.62
74,1877,60291,39.62
75,1877,60291,39.62
71,1878,63108,41.02
72,1878,63108,41.02
73,1878,63108,41.02
74,1878,63108,41.02
75,1878,63108,41.02
71,1879,64929,41.75
72,1879,64929,41.75
73,1879,64929,41.75
74,1879,64929,41.75
75,1879,64929,41.75
71,1880,63874,40.63
72,1880,63874,40.63
73,1880,63874,40.63
74,1880,63874,40.63
75,1880,63874,40.63
71,1881,68123,42.88
72,1881,68123,42.88
73,1881,68123,42.88
74,1881,68123,42.88
75,1881,68123,42.88
71,1891,74866,42.23
72,1891,74866,42.23
73,1891,74866,42.23
74,1891,74866,42.23
75,1891,74866,42.23
71,1894,73409,40.16
72,1894,73409,40.16
73,1894,73409,40.16
74,1894,73409,40.16
75,1894,73409,40.16
71,1901,66929,34.21
72,1901,66929,34.21
73,1901,66929,34.21
74,1901,66929,34.21
75,1901,66929,34.21
71,1911,77939,36.63
72,1911,77939,36.63
73,1911,77939,36.63
74,1911,77939,36.63
75,1911,77939,36.63
71,1921,82442,36.19
72,1921,82442,36.19
73,1921,82442,36.19
74,1921,82442,36.19
75,1921,82442,36.19
71,1931,81766,32.89
72,1931,81766,32.89
73,1931,81766,32.89
74,1931,81766,32.89
75,1931,81766,32.89
90,1863,22070,36.92
91,1863,22070,36.92
92,1863,22070,36.92
90,1864,22788,37.81
91,1864,22788,37.81
92,1864,22788,37.81
90,1865,23208,38.2
91,1865,23208,38.2
92,1865,23208,38.2
90,1866,23864,38.97
91,1866,23864,38.97
92,1866,23864,38.97
90,1867,23593,38.23
91,1867,23593,38.23
92,1867,23593,38.23
90,1868,21547,34.64
91,1868,21547,34.64
92,1868,21547,34.64
90,1869,23764,37.91
91,1869,23764,37.91
92,1869,23764,37.91
90,1870,24145,38.22
91,1870,24145,38.22
92,1870,24145,38.22
90,1871,23200,36.44
91,1871,23200,36.44
92,1871,23200,36.44
90,1872,24833,38.73
91,1872,24833,38.73
92,1872,24833,38.73
90,1873,24607,38.11
91,1873,24607,38.11
92,1873,24607,38.11
90,1874,24758,38.08
91,1874,24758,38.08
92,1874,24758,38.08
90,1875,24914,38.06
91,1875,24914,38.06
92,1875,24914,38.06
90,1876,24933,37.82
91,1876,24933,37.82
92,1876,24933,37.82
90,1877,24976,37.64
91,1877,24976,37.64
92,1877,24976,37.64
90,1878,23911,35.79
91,1878,23911,35.79
92,1878,23911,35.79
90,1879,24645,36.64
91,1879,24645,36.64
92,1879,24645,36.64
90,1880,23707,35.01
91,1880,23707,35.01
92,1880,23707,35.01
90,1881,24840,36.44
91,1881,24840,36.44
92,1881,24840,36.44
90,1891,25368,34.46
91,1891,25368,34.46
92,1891,25368,34.46
90,1894,24989,33.2
91,1894,24989,33.2
92,1894,24989,33.2
90,1901,24588,31.1
91,1901,24588,31.1
92,1901,24588,31.1
90,1911,27282,32.08
91,1911,27282,32.08
92,1911,27282,32.08
90,1921,26201,30.59
91,1921,26201,30.59
