"code","province","age_class","male","female","total"
"020","Mantova","20-24",20003,15669,35672
"020","Mantova","25-29",14197,14163,28360
"020","Mantova","30-34",12922,13180,26102
"020","Mantova","35-39",13781,13140,26921
"020","Mantova","40-44",12703,11847,24550
"020","Mantova","45-49",10366,9583,19949
"020","Mantova","50-54",9064,8744,17808
"020","Mantova","55-59",8712,8255,16967
"020","Mantova","60-64",7036,6914,13950
"020","Mantova","65-69",4917,4520,9437
"020","Mantova","70-74",3530,3353,6883
"020","Mantova","75-79",1739,1724,3463
"020","Mantova","80-84",607,547,1154
"020","Mantova","85+",170,156,326
"023","Verona","0",6240,6112,12352
"023","Verona","1-4",20342,19913,40255
"023","Verona","5-9",23067,22266,45333
"023","Verona","10-14",20548,19773,40321
"023","Verona","15-19",18090,18367,36457
"023","Verona","20-24",15085,16187,31272
"023","Verona","25-29",13466,14157,27623
"023","Verona","30-34",12872,13006,25878
"023","Verona","35-39",13158,12622,25780
"023","Verona","40-44",12305,11633,23938
"023","Verona","45-49",9535,8894,18429
"023","Verona","50-54",8668,8437,17105
"023","Verona","55-59",8815,8232,17047
"023","Verona","60-64",6959,6336,13295
"023","Verona","65-69",4668,4239,8907
"023","Verona","70-74",3651,3288,6939
"023","Verona","75-79",2072,1692,3764
"023","Verona","80-84",712,555,1267
"023","Verona","85+",208,178,386
"024","Vicenza","0",2506,2469,4975
"024","Vicenza","1-4",9538,9202,18740
"024","Vicenza","5-9",10790,10474,21264
"024","Vicenza","10-14",9343,9347,18690
"024","Vicenza","15-19",7080,8434,15514
"024","Vicenza","20-24",5831,7199,13030
"024","Vicenza","25-29",4998,6515,11513
"024","Vicenza","30-34",4669,5866,10535
"024","Vicenza","35-39",4724,5897,10621
"024","Vicenza","40-44",4251,5305,9556
"024","Vicenza","45-49",3883,4470,8353
"024","Vicenza","50-54",3492,4076,7568
"024","Vicenza","55-59",3485,4056,7541
"024","Vicenza","60-64",2863,3318,6181
"024","Vicenza","65-69",1892,1878,3770
"024","Vicenza","70-74",1688,1634,3322
"024","Vicenza","75-79",1055,859,1914
"024","Vicenza","80-84",425,350,775
"024","Vicenza","85+",161,109,270
"025","Belluno","0",5693,5300,10993
"025","Belluno","1-4",18857,18040,36897
"025","Belluno","5-9",22664,21736,44400
"025","Belluno","10-14",20971,19428,40399
"025","Belluno","15-19",18907,18096,37003
"025","Belluno","20-24",15792,15134,30926
"025","Belluno","25-29",12769,12851,25620
"025","Belluno","30-34",11855,11631,23486
"025","Belluno","35-39",12020,11435,23455
"025","Belluno","40-44",10992,10485,21477
"025","Belluno","45-49",8998,8529,17527
"025","Belluno","50-54",8294,7831,16125
"025","Belluno","55-59",7939,7608,15547
"025","Belluno","60-64",6143,5857,12000
"025","Belluno","65-69",3968,3681,7649
"025","Belluno","70-74",3452,3300,6752
"025","Belluno","75-79",1958,1794,3752
"025","Belluno","80-84",642,564,1206
"025","Belluno","85+",213,269,482
"026","Treviso","0",5131,4905,10036
"026","Treviso","1-4",15689,15109,30798
"026","Treviso","5-9",18254,17722,35976
"026","Treviso","10-14",16625,15734,32359
"026","Treviso","15-19",16845,16789,33634
"026","Treviso","20-24",15882,15374,31256
"026","Treviso","25-29",13745,13632,27377
"026","Treviso","30-34",12204,12445,24649
"026","Treviso","35-39",12225,12352,24577
"026","Treviso","40-44",11052,11165,22217
"026","Treviso","45-49",9621,9653,19274
"026","Treviso","50-54",8376,8428,16804
"026","Treviso","55-59",7516,7778,15294
"026","Treviso","60-64",6047,6299,12346
"026","Treviso","65-69",3954,4265,8219
"026","Treviso","70-74",3092,3613,6705
"026","Treviso","75-79",1544,1837,3381
"026","Treviso","80-84",500,741,1241
"026","Treviso","85+",190,252,442
"027","Venezia","0",6172,5802,11974
"027","Venezia","1-4",18626,17977,36603
"027","Venezia","5-9",23028,22275,45303
"027","Venezia","10-14",20696,19978,40674
"027","Venezia","15-19",19051,18561,37612
"027","Venezia","20-24",17177,16212,33389
"027","Venezia","25-29",13531,13727,27258
"027","Venezia","30-34",13318,13285,26603
"027","Venezia","35-39",13406,13009,26415
"027","Venezia","40-44",12774,11758,24532
"027","Venezia","45-49",9791,9322,19113
"027","Venezia","50-54",8360,8208,16568
"027","Venezia","55-59",8749,8559,17308
"027","Venezia","60-64",6301,6364,12665
"027","Venezia","65-69",4638,4636,9274
"027","Venezia","70-74",3372,3637,7009
"027","Venezia","75-79",1930,2004,3934
"027","Venezia","80-84",581,614,1195
"027","Venezia","85+",149,178,327
"028","Padova","0",3458,3212,6670
"028","Padova","1-4",10774,10521,21295
"028","Padova","5-9",12590,12111,24701
"028","Padova","10-14",11014,10704,21718
"028","Padova","15-19",10530,10445,20975
"028","Padova","20-24",7994,8566,16560
"028","Padova","25-29",7413,7525,14938
"028","Padova","30-34",7592,7410,15002
"028","Padova","35-39",7600,7365,14965
"028","Padova","40-44",6677,6385,13062
"028","Padova","45-49",5916,5421,11337
"028","Padova","50-54",4804,4800,9604
"028","Padova","55-59",4345,4226,8571
"028","Padova","60-64",3337,3416,6753
"028","Padova","65-69",2515,2635,5150
"028","Padova","70-74",1780,1871,3651
"028","Padova","75-79",905,1082,1987
"028","Padova","80-84",277,299,576
"028","Padova","85+",78,103,181
"029","Rovigo","0",7052,6778,13830
"029","Rovigo","1-4",25227,24589,49816
"029","Rovigo","5-9",28038,27332,55370
"029","Rovigo","10-14",24125,23052,47177
"029","Rovigo","15-19",22523,22971,45494
"029","Rovigo","20-24",19912,21261,41173
"029","Rovigo","25-29",16387,18164,34551
"029","Rovigo","30-34",15625,17297,32922
"029","Rovigo","35-39",14952,15974,30926
"029","Rovigo","40-44",14343,15068,29411
"029","Rovigo","45-49",12022,12846,24868
"029","Rovigo","50-54",11870,12758,24628
"029","Rovigo","55-59",10971,11498,22469
"029","Rovigo","60-64",8550,9358,17908
"029","Rovigo","65-69",5772,5687,11459
"029","Rovigo","70-74",5336,5172,10508
"029","Rovigo","75-79",3065,2998,6063
"029","Rovigo","80-84",1146,1106,2252
"029","Rovigo","85+",422,488,910
"030","Udine","0",3469,3295,6764
"030","Udine","1-4",10169,9778,19947
"030","Udine","5-9",11966,11253,23219
"030","Udine","10-14",10553,10093,20646
"030","Udine","15-19",10133,10602,20735
"030","Udine","20-24",10971,9505,20476
"030","Udine","25-29",8047,8370,16417
"030","Udine","30-34",7386,7579,14965
"030","Udine","35-39",7308,7260,14568
"030","Udine","40-44",7507,6894,14401
"030","Udine","45-49",6370,5924,12294
"030","Udine","50-54",6615,5831,12446
"030","Udine","55-59",4912,4406,9318
"030","Udine","60-64",4960,4168,9128
"030","Udine","65-69",2782,2230,5012
"030","Udine","70-74",1951,1661,3612
"030","Udine","75-79",1028,768,1796
"030","Udine","80-84",407,329,736
"030","Udine","85+",134,103,237
"033","Piacenza","0",3664,3514,7178
"033","Piacenza","1-4",11852,11630,23482
"033","Piacenza","5-9",13761,13331,27092
"033","Piacenza","10-14",13019,12325,25344
"033","Piacenza","15-19",12250,12574,24824
"033","Piacenza","20-24",10953,11357,22310
"033","Piacenza","25-29",8917,9674,18591
"033","Piacenza","30-34",8835,9120,17955
"033","Piacenza","35-39",8400,8557,16957
"033","Piacenza","40-44",8402,8102,16504
"033","Piacenza","45-49",7322,6977,14299
"033","Piacenza","50-54",7777,7016,14793
"033","Piacenza","55-59",6304,5750,12054
"033","Piacenza","60-64",5736,5126,10862
"033","Piacenza","65-69",3277,2944,6221
"033","Piacenza","70-74",2638,2186,4824
"033","Piacenza","75-79",1488,1154,2642
"033","Piacenza","80-84",560,425,985
"033","Piacenza","85+",190,181,371
"034","Parma","0",3598,3513,7111
"034","Parma","1-4",11243,10882,22125
"034","Parma","5-9",13159,12827,25986
"034","Parma","10-14",12239,11959,24198
"034","Parma","15-19",11722,12113,23835
"034","Parma","20-24",9642,10563,20205
"034","Parma","25-29",7958,8751,16709
"034","Parma","30-34",8264,8332,16596
"034","Parma","35-39",7685,7730,15415
"034","Parma","40-44",7718,7493,15211
"034","Parma","45-49",6861,6302,13163
"034","Parma","50-54",6402,5846,12248
"034","Parma","55-59",5679,5128,10807
"034","Parma","60-64",4701,4158,8859
"034","Parma","65-69",2857,2511,5368
"034","Parma","70-74",2159,1823,3982
"034","Parma","75-79",1167,938,2105
"034","Parma","80-84",396,347,743
"034","Parma","85+",118,120,238
"035","Reggio Nell'emilia","0",4101,3679,7780
"035","Reggio Nell'emilia","1-4",12297,12101,24398
"035","Reggio Nell'emilia","5-9",14360,14074,28434
"035","Reggio Nell'emilia","10-14",13112,12847,25959
"035","Reggio Nell'emilia","15-19",13176,13924,27100
"035","Reggio Nell'emilia","20-24",11630,11967,23597
"035","Reggio Nell'emilia","25-29",9696,10367,20063
"035","Reggio Nell'emilia","30-34",9681,9528,19209
"035","Reggio Nell'emilia","35-39",8995,8625,17620
"035","Reggio Nell'emilia","40-44",8751,8299,17050
"035","Reggio Nell'emilia","45-49",7932,7546,15478
"035","Reggio Nell'emilia","50-54",7610,7032,14642
"035","Reggio Nell'emilia","55-59",6567,6098,12665
"035","Reggio Nell'emilia","60-64",5613,4950,10563
"035","Reggio Nell'emilia","65-69",3310,2940,6250
"035","Reggio Nell'emilia","70-74",2468,2165,4633
"035","Reggio Nell'emilia","75-79",1395,1186,2581
"035","Reggio Nell'emilia","80-84",460,436,896
"035","Reggio Nell'emilia","85+",142,166,308
"036","Modena","0",6255,5953,12208
"036","Modena","1-4",20118,19997,40115
"036","Modena","5-9",23123,22305,45428
"036","Modena","10-14",21445,20540,41985
"036","Modena","15-19",22139,22348,44487
"036","Modena","20-24",21074,19951,41025
"036","Modena","25-29",16467,16307,32774
"036","Modena","30-34",16183,16035,32218
"036","Modena","35-39",15691,15186,30877
"036","Modena","40-44",14040,13203,27243
"036","Modena","45-49",12726,11807,24533
"036","Modena","50-54",11833,11046,22879
"036","Modena","55-59",10523,10017,20540
"036","Modena","60-64",9203,8425,17628
"036","Modena","65-69",5207,5103,10310
"036","Modena","70-74",3651,3753,7404
"036","Modena","75-79",1953,1990,3943
"036","Modena","80-84",672,686,1358
"036","Modena","85+",226,247,473
"037","Bologna","0",3246,3003,6249
"037","Bologna","1-4",10425,10101,20526
"037","Bologna","5-9",12913,12467,25380
"037","Bologna","10-14",10904,10324,21228
"037","Bologna","15-19",11346,11444,22790
"037","Bologna","20-24",10205,10074,20279
"037","Bologna","25-29",8455,8272,16727
"037","Bologna","30-34",8266,7821,16087
"037","Bologna","35-39",8523,7926,16449
"037","Bologna","40-44",7833,7108,14941
"037","Bologna","45-49",6261,5596,11857
"037","Bologna","50-54",5534,5165,10699
"037","Bologna","55-59",4402,4353,8755
"037","Bologna","60-64",4028,3921,7949
"037","Bologna","65-69",2336,2578,4914
"037","Bologna","70-74",1562,1693,3255
"037","Bologna","75-79",851,1005,1856
"037","Bologna","80-84",272,365,637
"037","Bologna","85+",91,135,226
"038","Ferrara","0",2771,2518,5289
"038","Ferrara","1-4",9215,8922,18137
"038","Ferrara","5-9",10935,10792,21727
"038","Ferrara","10-14",10403,10158,20561
"038","Ferrara","15-19",11009,11190,22199
"038","Ferrara","20-24",10448,10086,20534
"038","Ferrara","25-29",8837,8384,17221
"038","Ferrara","30-34",8977,8217,17194
"038","Ferrara","35-39",8197,7591,15788
"038","Ferrara","40-44",7229,6947,14176
"038","Ferrara","45-49",6151,5557,11708
"038","Ferrara","50-54",5813,5573,11386
"038","Ferrara","55-59",4496,4359,8855
"038","Ferrara","60-64",4518,4385,8903
"038","Ferrara","65-69",2695,2545,5240
"038","Ferrara","70-74",1951,1922,3873
"038","Ferrara","75-79",983,943,1926
"038","Ferrara","80-84",384,385,773
"038","Ferrara","85+",126,141,267
"039","Ravenna","0",3959,3763,7722
"039","Ravenna","1-4",11328,10733,22061
"039","Ravenna","5-9",12860,12373,25233
"039","Ravenna","10-14",11449,10836,22285
"039","Ravenna","15-19",11847,12305,24152
"039","Ravenna","20-24",11253,10917,22170
"039","Ravenna","25-29",9417,9405,18822
"039","Ravenna","30-34",9587,9407,18994
"039","Ravenna","35-39",8293,7925,16218
"039","Ravenna","40-44",7783,7603,15386
"039","Ravenna","45-49",6640,5965,12605
"039","Ravenna","50-54",6527,6103,12630
"039","Ravenna","55-59",5133,4612,9745
"039","Ravenna","60-64",5134,4597,9731
"039","Ravenna","65-69",3088,2631,5719
"039","Ravenna","70-74",2622,2012,4634
"039","Ravenna","75-79",1065,800,1863
"039","Ravenna","80-84",465,366,831
"039","Ravenna","85+",159,121,280
"040","Forlì","0",3236,3058,6294
"040","Forlì","1-4",9718,9227,18945
"040","Forlì","5-9",10949,10716,21665
"040","Forlì","10-14",10659,9862,20521
"040","Forlì","15-19",10373,10869,21242
"040","Forlì","20-24",9146,9762,18908
"040","Forlì","25-29",7594,7830,15424
"040","Forlì","30-34",7808,7978,15786
"040","Forlì","35-39",6928,7219,14147
"040","Forlì","40-44",6535,6774,13309
"040","Forlì","45-49",6209,6060,12269
"040","Forlì","50-54",6050,6016,12066
"040","Forlì","55-59",5212,4900,10112
"040","Forlì","60-64",4881,4358,9239
"040","Forlì","65-69",2800,2575,5375
"040","Forlì","70-74",2449,2107,4556
"040","Forlì","75-79",1129,908,2037
"040","Forlì","80-84",486,389,875
"040","Forlì","85+",128,145,273
"041","Pesaro E Urbino","0",3832,3697,7529
"041","Pesaro E Urbino","1-4",11711,11071,22782
"041","Pesaro E Urbino","5-9",12801,12264,25065
"041","Pesaro E Urbino","10-14",12755,11949,24704
"041","Pesaro E Urbino","15-19",11743,12647,24390
"041","Pesaro E Urbino","20-24",10941,11486,22427
"041","Pesaro E Urbino","25-29",8750,9763,18513
"041","Pesaro E Urbino","30-34",8789,9763,18552
"041","Pesaro E Urbino","35-39",7976,9051,17027
"041","Pesaro E Urbino","40-44",7613,8597,16210
"041","Pesaro E Urbino","45-49",7041,7853,14894
"041","Pesaro E Urbino","50-54",6677,7288,13965
"041","Pesaro E Urbino","55-59",5899,6310,12209
"041","Pesaro E Urbino","60-64",5394,5643,11037
"041","Pesaro E Urbino","65-69",3610,3733,7343
"041","Pesaro E Urbino","70-74",2951,2967,5918
"041","Pesaro E Urbino","75-79",1520,1370,2890
"041","Pesaro E Urbino","80-84",733,694,1427
"041","Pesaro E Urbino","85+",203,252,453
"042","Ancona","0",3435,3111,6546
"042","Ancona","1-4",10283,9537,19820
"042","Ancona","5-9",11327,10659,21986
"042","Ancona","10-14",10791,10408,21199
"042","Ancona","15-19",10742,11631,22373
"042","Ancona","20-24",8750,10461,19211
"042","Ancona","25-29",7926,8840,16766
"042","Ancona","30-34",7739,8417,16156
"042","Ancona","35-39",7064,8214,15278
"042","Ancona","40-44",6533,7770,14303
"042","Ancona","45-49",6221,7043,13264
"042","Ancona","50-54",6224,7224,13448
"042","Ancona","55-59",5461,5639,11100
"042","Ancona","60-64",5186,5325,10511
"042","Ancona","65-69",3499,3505,7004
"042","Ancona","70-74",2846,2925,5775
"042","Ancona","75-79",1526,1438,2964
"042","Ancona","80-84",781,701,1482
"042","Ancona","85+",238,228,466
"043","Macerata","0",3165,2963,6128
"043","Macerata","1-4",9147,8699,17846
"043","Macerata","5-9",9786,9274,19060
"043","Macerata","10-14",9086,8689,17775
"043","Macerata","15-19",9326,9707,19033
"043","Macerata","20-24",7752,8781,16533
"043","Macerata","25-29",6772,7631,14403
"043","Macerata","30-34",6831,7737,14568
"043","Macerata","35-39",6194,7274,13468
"043","Macerata","40-44",5709,6662,12371
"043","Macerata","45-49",5950,6428,12378
"043","Macerata","50-54",5400,5926,11326
"043","Macerata","55-59",5165,5471,10636
"043","Macerata","60-64",4324,4679,9003
"043","Macerata","65-69",2989,3046,6035
"043","Macerata","70-74",2295,2388,4683
"043","Macerata","75-79",1284,1254,2538
"043","Macerata","80-84",562,497,1059
"043","Macerata","85+",167,168,335
"044","Ascoli Piceno","0",2447,2561,5008
"044","Ascoli Piceno","1-4",8595,8323,16918
"044","Ascoli Piceno","5-9",9840,9726,19566
"044","Ascoli Piceno","10-14",9232,9151,18383
"044","Ascoli Piceno","15-19",7869,9101,16970
"044","Ascoli Piceno","20-24",5677,7331,13008
"044","Ascoli Piceno","25-29",4540,5782,10322
"044","Ascoli Piceno","30-34",4808,5941,10749
"044","Ascoli Piceno","35-39",4269,5044,9313
"044","Ascoli Piceno","40-44",4308,4902,9210
"044","Ascoli Piceno","45-49",4011,4312,8323
"044","Ascoli Piceno","50-54",4310,4421,8731
"044","Ascoli Piceno","55-59",3466,3484,6950
"044","Ascoli Piceno","60-64",3359,3099,6458
"044","Ascoli Piceno","65-69",1824,1680,3504
"044","Ascoli Piceno","70-74",1585,1435,3020
"044","Ascoli Piceno","75-79",969,800,1769
"044","Ascoli Piceno","80-84",481,395,876
"044","Ascoli Piceno","85+",201,150,351
"045","Massa E Carrara","0",4167,3926,8093
"045","Massa E Carrara","1-4",13365,13146,26511
"045","Massa E Carrara","5-9",15670,15081,30751
"045","Massa E Carrara","10-14",14456,13834,28290
"045","Massa E Carrara","15-19",12671,14803,27474
"045","Massa E Carrara","20-24",9113,12721,21834
"045","Massa E Carrara","25-29",7287,10195,17482
"045","Massa E Carrara","30-34",7887,10452,18339
"045","Massa E Carrara","35-39",7291,8820,16111
"045","Massa E Carrara","40-44",7340,8864,16204
"045","Massa E Carrara","45-49",6956,7671,14627
"045","Massa E Carrara","50-54",7772,8451,16223
"045","Massa E Carrara","55-59",6260,6516,12776
"045","Massa E Carrara","60-64",5836,5617,11453
"045","Massa E Carrara","65-69",3200,3166,6366
