"age_class","code","province","total","male","female"
"20-24","075","Lecce",46616,23516,23100
"25-29","075","Lecce",41326,20324,21002
"30-34","075","Lecce",31392,15425,15967
"35-39","075","Lecce",30205,14526,15679
"40-44","075","Lecce",27138,12502,14636
"45-49","075","Lecce",24920,11748,13172
"50-54","075","Lecce",22056,10537,11519
"55-59","075","Lecce",19214,9600,9614
"60-64","075","Lecce",16453,8286,8167
"65-69","075","Lecce",13210,6411,6799
"70-74","075","Lecce",11038,5547,5491
"75-79","075","Lecce",7195,3537,3658
"80-84","075","Lecce",4039,1841,2198
"85+","075","Lecce",1461,574,887
"0","076","Potenza",11800,6063,5737
"1-4","076","Potenza",39624,20088,19536
"5-9","076","Potenza",46364,23559,22805
"10-14","076","Potenza",43353,22041,21312
"15-19","076","Potenza",27990,14294,13696
"20-24","076","Potenza",33674,17210,16464
"25-29","076","Potenza",30433,15270,15163
"30-34","076","Potenza",23313,11303,12010
"35-39","076","Potenza",21487,9927,11560
"40-44","076","Potenza",17180,7315,9865
"45-49","076","Potenza",14707,6300,8407
"50-54","076","Potenza",14263,6313,7950
"55-59","076","Potenza",13310,6120,7190
"60-64","076","Potenza",11623,5560,6063
"65-69","076","Potenza",9994,4871,5123
"70-74","076","Potenza",7866,3657,4209
"75-79","076","Potenza",5628,2522,3106
"80-84","076","Potenza",2829,1277,1552
"85+","076","Potenza",1044,460,589
"0","077","Matera",5354,2720,2634
"1-4","077","Matera",17500,8991,8509
"5-9","077","Matera",20143,10202,9941
"10-14","077","Matera",18325,9428,8897
"15-19","077","Matera",13588,6837,6751
"20-24","077","Matera",14467,7467,7000
"25-29","077","Matera",14387,7367,7020
"30-34","077","Matera",10622,5424,5198
"35-39","077","Matera",9620,4616,5004
"40-44","077","Matera",7611,3451,4160
"45-49","077","Matera",5146,2258,2888
"50-54","077","Matera",6857,3135,3722
"55-59","077","Matera",6400,3025,3375
"60-64","077","Matera",5831,2769,3062
"65-69","077","Matera",4376,2059,2317
"70-74","077","Matera",3178,1432,1746
"75-79","077","Matera",1990,885,1105
"80-84","077","Matera",1045,492,553
"85+","077","Matera",330,139,194
"0","078","Cosenza",17202,8866,8336
"1-4","078","Cosenza",62606,31918,30688
"5-9","078","Cosenza",74226,38198,36028
"10-14","078","Cosenza",70178,35656,34522
"15-19","078","Cosenza",47082,24071,23011
"20-24","078","Cosenza",52911,26628,26283
"25-29","078","Cosenza",46682,22710,23972
"30-34","078","Cosenza",36240,16522,19718
"35-39","078","Cosenza",25459,13311,18278
"40-44","078","Cosenza",26522,10096,16426
"45-49","078","Cosenza",22665,8737,13928
"50-54","078","Cosenza",20212,8316,11896
"55-59","078","Cosenza",19196,8387,10809
"60-64","078","Cosenza",17459,7886,9573
"65-69","078","Cosenza",15114,6814,8300
"70-74","078","Cosenza",12074,5458,6616
"75-79","078","Cosenza",8694,3881,4813
"80-84","078","Cosenza",4494,2024,2470
"85+","078","Cosenza",1747,777,970
"0","079","Catanzaro",17939,9249,8690
"1-4","079","Catanzaro",64108,32631,31477
"5-9","079","Catanzaro",73437,37352,36085
"10-14","079","Catanzaro",80515,39768,40747
"15-19","079","Catanzaro",48611,24870,23738
"20-24","079","Catanzaro",53713,26862,26851
"25-29","079","Catanzaro",47990,23551,24439
"30-34","079","Catanzaro",37880,17772,20108
"35-39","079","Catanzaro",34557,15046,19511
"40-44","079","Catanzaro",17691,6810,10881
"45-49","079","Catanzaro",23613,9052,14561
"50-54","079","Catanzaro",21993,9022,12971
"55-59","079","Catanzaro",21170,9089,12081
"60-64","079","Catanzaro",18991,8430,10561
"65-69","079","Catanzaro",16224,7540,8684
"70-74","079","Catanzaro",12991,5978,7013
"75-79","079","Catanzaro",8970,4160,4810
"80-84","079","Catanzaro",4432,2075,2357
"85+","079","Catanzaro",1461,678,783
"0","080","Reggio di Calabria",16354,8314,8040
"1-4","080","Reggio di Calabria",58164,29696,28468
"5-9","080","Reggio di Calabria",67930,35038,32892
"10-14","080","Reggio di Calabria",67056,34156,32900
"15-19","080","Reggio di Calabria",47288,24029,23259
"20-24","080","Reggio di Calabria",55356,27886,27470
"25-29","080","Reggio di Calabria",46007,22608,23399
"30-34","080","Reggio di Calabria",33995,15761,18234
"35-39","080","Reggio di Calabria",30069,13022,17047
"40-44","080","Reggio di Calabria",26558,10396,16164
"45-49","080","Reggio di Calabria",23348,9254,14094
"50-54","080","Reggio di Calabria",21345,8859,12486
"55-59","080","Reggio di Calabria",19671,8740,10931
"60-64","080","Reggio di Calabria",19004,8745,10259
"65-69","080","Reggio di Calabria",15595,7436,8159
"70-74","080","Reggio di Calabria",13480,6468,7012
"75-79","080","Reggio di Calabria",9652,4706,4946
"80-84","080","Reggio di Calabria",5092,2492,2600
"85+","080","Reggio di Calabria",2163,1080,1083
"0","081","Trapani",8606,4346,4260
"1-4","081","Trapani",29714,15124,14590
"5-9","081","Trapani",39034,19633,19401
"10-14","081","Trapani",38204,19411,18793
"15-19","081","Trapani",28948,14741,14207
"20-24","081","Trapani",35592,18327,17265
"25-29","081","Trapani",29668,14883,14785
"30-34","081","Trapani",25855,12801,13054
"35-39","081","Trapani",23157,10711,12446
"40-44","081","Trapani",19720,8745,10975
"45-49","081","Trapani",18197,7995,10202
"50-54","081","Trapani",17618,8189,9429
"55-59","081","Trapani",16096,7579,8517
"60-64","081","Trapani",14335,7042,7293
"65-69","081","Trapani",10386,4997,5389
"70-74","081","Trapani",9382,4552,4830
"75-79","081","Trapani",6239,2832,3407
"80-84","081","Trapani",3183,1432,1751
"85+","081","Trapani",1207,459,748
"0","082","Palermo",22233,11288,10945
"1-4","082","Palermo",78599,40168,38431
"5-9","082","Palermo",94640,48212,46428
"10-14","082","Palermo",93392,47634,45758
"15-19","082","Palermo",67357,33885,33472
"20-24","082","Palermo",83692,42442,41250
"25-29","082","Palermo",71104,35489,35615
"30-34","082","Palermo",61906,30542,31364
"35-39","082","Palermo",53977,25452,28525
"40-44","082","Palermo",46196,20803,25393
"45-49","082","Palermo",42501,18863,23638
"50-54","082","Palermo",39943,17910,22033
"55-59","082","Palermo",35299,16505,18794
"60-64","082","Palermo",30892,14645,16247
"65-69","082","Palermo",25007,11953,13054
"70-74","082","Palermo",20439,10036,10403
"75-79","082","Palermo",13650,6482,7168
"80-84","082","Palermo",6953,3297,3656
"85+","082","Palermo",2879,1226,1653
"0","083","Messina",14643,7472,7171
"1-4","083","Messina",53061,27165,25896
"5-9","083","Messina",67493,34430,33063
"10-14","083","Messina",69293,34931,34362
"15-19","083","Messina",49873,25337,24536
"20-24","083","Messina",58582,29070,29512
"25-29","083","Messina",49271,23823,25448
"30-34","083","Messina",39025,18503,20522
"35-39","083","Messina",36865,16641,20224
"40-44","083","Messina",32719,14195,18524
"45-49","083","Messina",29742,12848,16894
"50-54","083","Messina",26239,11683,14556
"55-59","083","Messina",24423,11580,12843
"60-64","083","Messina",21781,10455,11326
"65-69","083","Messina",18553,8990,9563
"70-74","083","Messina",16332,8154,8178
"75-79","083","Messina",10819,5330,5489
"80-84","083","Messina",5717,2798,2919
"85+","083","Messina",2555,1175,1380
"0","084","Agrigento",11830,6061,5769
"1-4","084","Agrigento",40063,20459,19604
"5-9","084","Agrigento",48027,24417,23610
"10-14","084","Agrigento",44845,23107,21738
"15-19","084","Agrigento",30955,16141,14814
"20-24","084","Agrigento",38445,20025,18420
"25-29","084","Agrigento",34201,17682,16519
"30-34","084","Agrigento",28902,14653,14249
"35-39","084","Agrigento",23719,11629,12090
"40-44","084","Agrigento",19669,8768,10901
"45-49","084","Agrigento",18088,8155,9933
"50-54","084","Agrigento",18044,8368,9676
"55-59","084","Agrigento",16280,7939,8341
"60-64","084","Agrigento",14672,7222,7450
"65-69","084","Agrigento",11276,5618,5658
"70-74","084","Agrigento",9220,4612,4608
"75-79","084","Agrigento",6053,3019,3034
"80-84","084","Agrigento",2957,1444,1513
"85+","084","Agrigento",939,432,507
"0","085","Caltanissetta",7552,3876,3676
"1-4","085","Caltanissetta",26032,13366,12666
"5-9","085","Caltanissetta",31034,15949,15085
"10-14","085","Caltanissetta",28217,14522,13695
"15-19","085","Caltanissetta",20515,10513,10002
"20-24","085","Caltanissetta",23021,11822,11199
"25-29","085","Caltanissetta",20333,10367,9966
"30-34","085","Caltanissetta",17038,8699,8339
"35-39","085","Caltanissetta",14343,7029,7314
"40-44","085","Caltanissetta",11686,5498,6188
"45-49","085","Caltanissetta",10815,4953,5862
"50-54","085","Caltanissetta",10848,5129,5719
"55-59","085","Caltanissetta",9738,4850,4888
"60-64","085","Caltanissetta",8822,4484,4338
"65-69","085","Caltanissetta",6293,3140,3153
"70-74","085","Caltanissetta",5061,2543,2518
"75-79","085","Caltanissetta",3440,1741,1699
"80-84","085","Caltanissetta",1441,728,713
"85+","085","Caltanissetta",436,214,222
"0","086","Enna",6309,3305,3004
"1-4","086","Enna",21003,10827,10176
"5-9","086","Enna",24536,12545,11991
"10-14","086","Enna",23412,12077,11335
"15-19","086","Enna",16786,8706,8080
"20-24","086","Enna",19655,10176,9479
"25-29","086","Enna",17186,8943,8243
"30-34","086","Enna",14392,7350,7042
"35-39","086","Enna",12304,5973,6331
"40-44","086","Enna",10120,4712,5408
"45-49","086","Enna",9199,4147,5052
"50-54","086","Enna",9779,4505,5274
"55-59","086","Enna",7278,4422,3728
"60-64","086","Enna",8418,4281,4137
"65-69","086","Enna",5812,2910,2902
"70-74","086","Enna",4951,2864,2087
"75-79","086","Enna",3230,1745,1485
"80-84","086","Enna",1442,797,645
"85+","086","Enna",428,224,204
"0","087","Catania",18079,9272,8807
"1-4","087","Catania",63096,24025,30869
"5-9","087","Catania",77219,39249,37970
"10-14","087","Catania",77546,39528,38018
"15-19","087","Catania",54398,27904,26494
"20-24","087","Catania",64814,32919,31895
"25-29","087","Catania",55995,27911,28084
"30-34","087","Catania",46113,22593,23520
"35-39","087","Catania",42378,19824,22554
"40-44","087","Catania",38269,17441,20828
"45-49","087","Catania",35589,15984,19605
"50-54","087","Catania",32671,15204,17467
"55-59","087","Catania",28655,13858,14797
"60-64","087","Catania",25359,12409,12950
"65-69","087","Catania",18786,8947,9839
"70-74","087","Catania",16255,7960,8295
"75-79","087","Catania",10768,5213,5555
"80-84","087","Catania",5200,2422,2778
"85+","087","Catania",1918,800,1118
"0","088","Ragusa",5459,2830,2629
"1-4","088","Ragusa",17972,9285,8687
"5-9","088","Ragusa",23249,12055,11194
"10-14","088","Ragusa",23779,12247,11532
"15-19","088","Ragusa",17559,9128,8431
"20-24","088","Ragusa",20828,10646,10182
"25-29","088","Ragusa",17427,8917,8510
"30-34","088","Ragusa",13688,6809,6879
"35-39","088","Ragusa",12224,5713,6511
"40-44","088","Ragusa",11731,5339,6392
"45-49","088","Ragusa",11839,5066,6773
"50-54","088","Ragusa",11235,5047,6188
"55-59","088","Ragusa",9896,4786,5110
"60-64","088","Ragusa",8452,4105,4347
"65-69","088","Ragusa",6225,3014,3211
"70-74","088","Ragusa",5556,2756,2800
"75-79","088","Ragusa",3583,1791,1792
"80-84","088","Ragusa",1770,833,937
"85+","088","Ragusa",606,282,324
"0","089","Siracusa",6988,3564,3424
"1-4","089","Siracusa",23409,12007,11402
"5-9","089","Siracusa",29224,14943,14281
"10-14","089","Siracusa",30871,15880,14991
"15-19","089","Siracusa",23177,11961,11216
"20-24","089","Siracusa",25632,13151,12481
"25-29","089","Siracusa",22049,11372,10677
"30-34","089","Siracusa",17977,9301,8676
"35-39","089","Siracusa",15457,7632,7825
"40-44","089","Siracusa",14424,6846,7578
"45-49","089","Siracusa",14081,6494,7587
"50-54","089","Siracusa",12951,6118,6833
"55-59","089","Siracusa",11333,5517,5816
"60-64","089","Siracusa",9592,4816,4776
"65-69","089","Siracusa",7434,3668,3766
"70-74","089","Siracusa",6423,3236,3187
"75-79","089","Siracusa",3974,1875,2099
"80-84","089","Siracusa",1846,875,971
"85+","089","Siracusa",653,306,347
"0","090","Sassari",7664,3928,3736
"1-4","090","Sassari",27165,14022,13143
"5-9","090","Sassari",33121,17167,15954
"10-14","090","Sassari",32562,16537,16025
"15-19","090","Sassari",24059,12347,11712
"20-24","090","Sassari",25997,13132,12865
"25-29","090","Sassari",24871,12776,12095
"30-34","090","Sassari",19938,9912,10026
"35-39","090","Sassari",17309,8218,9091
"40-44","090","Sassari",15496,7083,8413
"45-49","090","Sassari",14543,6719,7824
"50-54","090","Sassari",14143,7052,7091
"55-59","090","Sassari",11964,6049,5915
"60-64","090","Sassari",10704,5375,5329
"65-69","090","Sassari",8488,4271,4217
"70-74","090","Sassari",6965,3474,3491
"75-79","090","Sassari",4379,2204,2175
"80-84","090","Sassari",2142,1072,1070
"85+","090","Sassari",844,375,469
"0","091","Nuoro",5998,3075,2923
"1-4","091","Nuoro",21010,10754,10256
"5-9","091","Nuoro",25509,13053,12456
"10-14","091","Nuoro",23955,12399,11506
"15-19","091","Nuoro",17087,8785,8302
"20-24","091","Nuoro",17912,9254,8663
"25-29","091","Nuoro",17196,8673,8518
"30-34","091","Nuoro",14844,7062,7777
"35-39","091","Nuoro",13102,6355,7247
"40-44","091","Nuoro",11673,5446,6227
"45-49","091","Nuoro",11460,5443,6017
"50-54","091","Nuoro",10135,4973,5162
"55-59","091","Nuoro",9249,4757,4492
"60-64","091","Nuoro",8422,4053,3869
"65-69","091","Nuoro",7445,3568,3372
"70-74","091","Nuoro",5387,2744,2593
"75-79","091","Nuoro",3281,1711,1520
"80-84","091","Nuoro",1525,847,678
"85+","091","Nuoro",606,307,304
"0","092","Cagliari",13686,7026,6660
"1-4","092","Cagliari",48735,24919,23816
"5-9","092","Cagliari",57865,29479,28386
"10-14","092","Cagliari",52877,26766,26111
"15-19","092","Cagliari",39930,20243,19687
"20-24","092","Cagliari",43316,22239,21077
"25-29","092","Cagliari",41108,20991,20117
"30-34","092","Cagliari",34200,17308,16892
"35-39","092","Cagliari",28821,13894,14927
"40-44","092","Cagliari",26280,12266,14014
"45-49","092","Cagliari",23914,11417,12497
"50-54","092","Cagliari",23017,11393,11624
"55-59","092","Cagliari",21201,10562,10639
"60-64","092","Cagliari",17751,8742,9009
"65-69","092","Cagliari",13550,6490,7060
"70-74","092","Cagliari",10370,4902,5468
"75-79","092","Cagliari",6329,2969,3360
"80-84","092","Cagliari",3035,1399,1636
"85+","092","Cagliari",1176,514,662
