provincia,COD_PROV,year,sex,age_group,age_lo,ax,mx,qx,lx,dx,Lx,Tx,ex
Caserta,61,1921,M,10_14,10,2.5,0.002998,0.014879,73506.1,1093.7,364796.4,3969069.8,54.0
Caserta,61,1921,M,15_19,15,2.5,0.004582,0.022648,72412.5,1640.0,357962.2,3604273.4,49.77
Caserta,61,1921,M,20_24,20,2.5,0.00705,0.034642,70772.4,2451.7,347732.9,3246311.2,45.87
Caserta,61,1921,M,25_29,25,2.5,0.005547,0.027355,68320.7,1868.9,336931.4,2898578.3,42.43
Caserta,61,1921,M,30_34,30,2.5,0.005006,0.024721,66451.8,1642.7,328152.4,2561646.8,38.55
Caserta,61,1921,M,35_39,35,2.5,0.005889,0.029017,64809.1,1880.6,319344.1,2233494.5,34.46
Caserta,61,1921,M,40_44,40,2.5,0.007798,0.038243,62928.5,2406.5,308626.3,1914150.4,30.42
Caserta,61,1921,M,45_49,45,2.5,0.009062,0.044305,60522.0,2681.4,295906.3,1605524.1,26.53
Caserta,61,1921,M,50_54,50,2.5,0.011321,0.055047,57840.5,3184.0,281242.8,1309617.8,22.64
Caserta,61,1921,M,55_59,55,2.5,0.01511,0.072798,54656.6,3978.9,263335.7,1028374.9,18.82
Caserta,61,1921,M,60_64,60,2.5,0.024747,0.116524,50677.7,5905.2,238625.5,765039.2,15.1
Caserta,61,1921,M,65_69,65,2.5,0.038768,0.176712,44772.5,7911.8,204082.9,526413.8,11.76
Caserta,61,1921,M,70_74,70,2.5,0.066775,0.286112,36860.7,10546.3,157937.6,322330.8,8.74
Caserta,61,1921,M,75_79,75,2.5,0.11881,0.45801,26314.4,12052.2,101441.3,164393.2,6.25
Caserta,61,1921,M,80_84,80,2.5,0.201822,0.670703,14262.1,9565.7,47396.5,62951.9,4.41
Caserta,61,1921,M,85plus,85,3.3121,0.301919,1.0,4696.5,4696.5,15555.4,15555.4,3.31
Caserta,61,1921,F,0,0,0.3141,0.141738,0.129179,100000.0,12917.9,91139.7,4924978.0,49.25
Caserta,61,1921,F,1_4,1,1.5,0.031268,0.116003,87082.1,10101.8,323073.8,4833838.3,55.51
Caserta,61,1921,F,5_9,5,2.5,0.005,0.024691,76980.3,1900.7,380149.7,4510764.5,58.6
Caserta,61,1921,F,10_14,10,2.5,0.003234,0.016038,75079.6,1204.2,372387.5,4130614.8,55.02
Caserta,61,1921,F,15_19,15,2.5,0.004279,0.021169,73875.4,1563.9,365467.5,3758227.3,50.87
Caserta,61,1921,F,20_24,20,2.5,0.004392,0.021722,72311.6,1570.7,357631.0,3392759.8,46.92
Caserta,61,1921,F,25_29,25,2.5,0.006002,0.029565,70740.8,2091.4,348475.6,3035128.7,42.9
Caserta,61,1921,F,30_34,30,2.5,0.005802,0.028598,68649.4,1963.2,338339.0,2686653.2,39.14
Caserta,61,1921,F,35_39,35,2.5,0.006573,0.032336,66686.2,2156.4,328040.1,2348314.2,35.21
Caserta,61,1921,F,40_44,40,2.5,0.006833,0.033593,64529.8,2167.7,317229.9,2020274.1,31.31
Caserta,61,1921,F,45_49,45,2.5,0.006961,0.034209,62362.1,2133.3,306477.2,1703044.2,27.31
Caserta,61,1921,F,50_54,50,2.5,0.009958,0.048579,60228.8,2925.8,293829.3,1396567.0,23.19
Caserta,61,1921,F,55_59,55,2.5,0.011796,0.057289,57303.0,3282.8,278307.6,1102737.7,19.24
Caserta,61,1921,F,60_64,60,2.5,0.022751,0.107632,54020.1,5814.3,255564.8,824430.0,15.26
Caserta,61,1921,F,65_69,65,2.5,0.035897,0.164703,48205.8,7939.6,221180.0,568865.2,11.8
Caserta,61,1921,F,70_74,70,2.5,0.068125,0.291053,40266.2,11719.6,172031.9,347685.3,8.63
Caserta,61,1921,F,75_79,75,2.5,0.122375,0.468532,28546.6,13375.0,109295.4,175653.3,6.15
Caserta,61,1921,F,80_84,80,2.5,0.20229,0.671736,15171.6,10191.3,50379.7,66357.9,4.37
Caserta,61,1921,F,85plus,85,3.2083,0.311692,1.0,4980.3,4980.3,15978.2,15978.2,3.21
Benevento,62,1921,T,0,0,0.3058,0.161771,0.145438,100000.0,14543.8,89903.1,4892795.6,48.93
Benevento,62,1921,T,1_4,1,1.5,0.028871,0.107709,85456.2,9204.4,318813.9,4802892.5,56.2
Benevento,62,1921,T,5_9,5,2.5,0.004759,0.023515,76251.8,1793.1,376776.4,4484078.5,58.81
Benevento,62,1921,T,10_14,10,2.5,0.002996,0.014867,74458.7,1107.0,369526.2,4107302.1,55.16
Benevento,62,1921,T,15_19,15,2.5,0.004807,0.02375,73351.7,1742.1,362403.5,3737775.9,50.96
Benevento,62,1921,T,20_24,20,2.5,0.006641,0.032664,71609.6,2339.1,352200.5,3375372.5,47.14
Benevento,62,1921,T,25_29,25,2.5,0.007161,0.035176,69270.6,2436.6,340261.2,3023172.0,43.64
Benevento,62,1921,T,30_34,30,2.5,0.005411,0.026696,66833.9,1784.2,329709.1,2682910.8,40.14
Benevento,62,1921,T,35_39,35,2.5,0.005536,0.027302,65049.7,1776.0,320808.7,2353201.7,36.18
Benevento,62,1921,T,40_44,40,2.5,0.004741,0.023425,63273.8,1482.2,312663.2,2032392.9,32.12
Benevento,62,1921,T,45_49,45,2.5,0.005008,0.024731,61791.5,1528.2,305137.3,1719729.7,27.83
Benevento,62,1921,T,50_54,50,2.5,0.007935,0.038903,60263.4,2344.4,295455.8,1414592.4,23.47
Benevento,62,1921,T,55_59,55,2.5,0.012466,0.060446,57918.9,3500.9,280842.3,1119136.6,19.32
Benevento,62,1921,T,60_64,60,2.5,0.020504,0.097522,54418.0,5307.0,258822.6,838294.3,15.4
Benevento,62,1921,T,65_69,65,2.5,0.036192,0.165943,49111.0,8149.7,225181.0,579471.8,11.8
Benevento,62,1921,T,70_74,70,2.5,0.068679,0.293076,40961.4,12004.8,174794.9,354290.7,8.65
Benevento,62,1921,T,75_79,75,2.5,0.120018,0.461592,28956.6,13366.1,111367.6,179495.8,6.2
Benevento,62,1921,T,80_84,80,2.5,0.199304,0.665117,15590.5,10369.5,52028.6,68128.2,4.37
Benevento,62,1921,T,85plus,85,3.0836,0.324292,1.0,5221.0,5221.0,16099.6,16099.6,3.08
Benevento,62,1921,M,0,0,0.2992,0.174334,0.155352,100000.0,15535.2,89112.1,4901342.9,49.01
Benevento,62,1921,M,1_4,1,1.5,0.028457,0.106266,84464.8,8975.8,315419.7,4812230.8,56.97
Benevento,62,1921,M,5_9,5,2.5,0.004804,0.023737,75489.0,1791.9,372965.3,4496811.1,59.57
Benevento,62,1921,M,10_14,10,2.5,0.003058,0.015176,73697.1,1118.5,365689.5,4123845.8,55.96
Benevento,62,1921,M,15_19,15,2.5,0.004687,0.023165,72578.7,1681.3,358690.2,3758156.3,51.78
Benevento,62,1921,M,20_24,20,2.5,0.006307,0.031044,70897.4,2200.9,348984.7,3399466.1,47.95
Benevento,62,1921,M,25_29,25,2.5,0.004733,0.023387,68696.5,1606.6,339466.0,3050481.4,44.41
Benevento,62,1921,M,30_34,30,2.5,0.003575,0.017715,67089.9,1188.5,332478.3,2711015.4,40.41
Benevento,62,1921,M,35_39,35,2.5,0.005435,0.026812,65901.4,1767.0,325089.7,2378537.1,36.09
Benevento,62,1921,M,40_44,40,2.5,0.004541,0.022452,64134.4,1439.9,317072.4,2053447.5,32.02
Benevento,62,1921,M,45_49,45,2.5,0.005531,0.027278,62694.5,1710.2,309197.0,1736375.1,27.7
Benevento,62,1921,M,50_54,50,2.5,0.007836,0.038428,60984.3,2343.5,299062.7,1427178.1,23.4
Benevento,62,1921,M,55_59,55,2.5,0.014805,0.071382,58640.8,4185.9,282739.2,1128115.4,19.24
Benevento,62,1921,M,60_64,60,2.5,0.019249,0.091825,54454.9,5000.3,259773.6,845376.2,15.52
Benevento,62,1921,M,65_69,65,2.5,0.036549,0.167446,49454.5,8281.0,226570.3,585602.7,11.84
Benevento,62,1921,M,70_74,70,2.5,0.069729,0.296892,41173.6,12224.1,175307.6,359032.4,8.72
Benevento,62,1921,M,75_79,75,2.5,0.118319,0.456549,28949.5,13216.9,111705.2,183724.8,6.35
Benevento,62,1921,M,80_84,80,2.5,0.188265,0.640068,15732.6,10069.9,53488.2,72019.6,4.58
Benevento,62,1921,M,85plus,85,3.2726,0.305572,1.0,5662.7,5662.7,18531.4,18531.4,3.27
Benevento,62,1921,F,0,0,0.3141,0.148262,0.134576,100000.0,13457.6,90769.5,4903508.2,49.04
Benevento,62,1921,F,1_4,1,1.5,0.029304,0.109214,86542.4,9451.6,322540.5,4812738.7,55.61
Benevento,62,1921,F,5_9,5,2.5,0.004711,0.023283,77090.8,1794.9,380966.6,4490198.2,58.25
Benevento,62,1921,F,10_14,10,2.5,0.00293,0.014545,75295.9,1095.2,373741.4,4109231.6,54.57
Benevento,62,1921,F,15_19,15,2.5,0.004927,0.024333,74200.7,1805.6,366489.4,3735490.2,50.34
Benevento,62,1921,F,20_24,20,2.5,0.006926,0.034041,72395.1,2464.4,355814.6,3369000.8,46.54
Benevento,62,1921,F,25_29,25,2.5,0.008948,0.04376,69930.7,3060.1,342003.3,3013186.2,43.09
Benevento,62,1921,F,30_34,30,2.5,0.006834,0.033595,66870.6,2246.5,328736.7,2671182.9,39.95
Benevento,62,1921,F,35_39,35,2.5,0.005617,0.027694,64624.1,1789.7,318646.2,2342446.3,36.25
Benevento,62,1921,F,40_44,40,2.5,0.004907,0.024239,62834.4,1523.1,310364.4,2023800.0,32.21
Benevento,62,1921,F,45_49,45,2.5,0.004541,0.022448,61311.4,1376.3,303116.0,1713435.6,27.95
Benevento,62,1921,F,50_54,50,2.5,0.008024,0.039329,59935.0,2357.2,293782.2,1410319.7,23.53
Benevento,62,1921,F,55_59,55,2.5,0.010378,0.050579,57577.8,2912.2,280608.7,1116537.5,19.39
Benevento,62,1921,F,60_64,60,2.5,0.021685,0.102851,54665.6,5622.4,259272.1,835928.8,15.29
Benevento,62,1921,F,65_69,65,2.5,0.035827,0.16441,49043.2,8063.2,225058.0,576656.7,11.76
Benevento,62,1921,F,70_74,70,2.5,0.067553,0.288965,40980.0,11841.8,175295.5,351598.7,8.58
Benevento,62,1921,F,75_79,75,2.5,0.121897,0.46713,29138.2,13611.3,111662.7,176303.2,6.05
Benevento,62,1921,F,80_84,80,2.5,0.211507,0.691756,15526.9,10740.8,50782.3,64640.5,4.16
Benevento,62,1921,F,85plus,85,2.8955,0.34536,1.0,4786.1,4786.1,13858.2,13858.2,2.9
Napoli,63,1921,T,0,0,0.3059,0.142056,0.129306,100000.0,12930.6,91025.0,4770585.5,47.71
Napoli,63,1921,T,1_4,1,1.5,0.032731,0.121022,87069.4,10537.3,321934.1,4679560.5,53.75
Napoli,63,1921,T,5_9,5,2.5,0.004779,0.023615,76532.0,1807.3,378141.9,4357626.3,56.94
Napoli,63,1921,T,10_14,10,2.5,0.002949,0.014637,74724.7,1093.7,370889.3,3979484.4,53.26
Napoli,63,1921,T,15_19,15,2.5,0.004885,0.024131,73631.0,1776.8,363713.0,3608595.1,49.01
Napoli,63,1921,T,20_24,20,2.5,0.005762,0.028403,71854.2,2040.8,354168.9,3244882.1,45.16
Napoli,63,1921,T,25_29,25,2.5,0.005789,0.028531,69813.4,1991.8,344087.2,2890713.1,41.41
Napoli,63,1921,T,30_34,30,2.5,0.006238,0.030712,67821.5,2082.9,333900.3,2546625.9,37.55
Napoli,63,1921,T,35_39,35,2.5,0.007412,0.036386,65738.6,2391.9,322713.2,2212725.6,33.66
Napoli,63,1921,T,40_44,40,2.5,0.007927,0.038862,63346.7,2461.8,310578.8,1890012.4,29.84
Napoli,63,1921,T,45_49,45,2.5,0.008738,0.042755,60884.9,2603.1,297916.4,1579433.7,25.94
Napoli,63,1921,T,50_54,50,2.5,0.013196,0.063873,58281.7,3722.6,282102.0,1281517.2,21.99
Napoli,63,1921,T,55_59,55,2.5,0.016336,0.078473,54559.1,4281.4,262091.8,999415.3,18.32
Napoli,63,1921,T,60_64,60,2.5,0.02608,0.12242,50277.7,6155.0,236000.8,737323.5,14.67
Napoli,63,1921,T,65_69,65,2.5,0.040481,0.183802,44122.7,8109.8,200338.8,501322.6,11.36
Napoli,63,1921,T,70_74,70,2.5,0.074319,0.313371,36012.8,11285.4,151850.8,300983.8,8.36
Napoli,63,1921,T,75_79,75,2.5,0.126494,0.480515,24727.5,11881.9,93932.5,149133.0,6.03
Napoli,63,1921,T,80_84,80,2.5,0.200602,0.668003,12845.6,8580.9,42775.6,55200.5,4.3
Napoli,63,1921,T,85plus,85,2.9135,0.343235,1.0,4264.7,4264.7,12425.0,12425.0,2.91
Napoli,63,1921,M,0,0,0.2992,0.151384,0.136863,100000.0,13686.3,90408.0,4649019.3,46.49
Napoli,63,1921,M,1_4,1,1.5,0.033839,0.124799,86313.7,10771.9,318325.1,4558611.3,52.81
Napoli,63,1921,M,5_9,5,2.5,0.004716,0.023304,75541.8,1760.4,373308.1,4240286.2,56.13
Napoli,63,1921,M,10_14,10,2.5,0.002641,0.013117,73781.4,967.8,366487.5,3866978.1,52.41
Napoli,63,1921,M,15_19,15,2.5,0.00501,0.024742,72813.6,1801.5,359564.3,3500490.6,48.07
Napoli,63,1921,M,20_24,20,2.5,0.00605,0.029798,71012.1,2116.0,349770.4,3140926.3,44.23
Napoli,63,1921,M,25_29,25,2.5,0.00627,0.030867,68896.1,2126.6,339163.7,2791155.9,40.51
Napoli,63,1921,M,30_34,30,2.5,0.006673,0.032819,66769.4,2191.3,328368.9,2451992.2,36.72
Napoli,63,1921,M,35_39,35,2.5,0.008143,0.039904,64578.1,2577.0,316448.2,2123623.3,32.88
Napoli,63,1921,M,40_44,40,2.5,0.009117,0.04457,62001.2,2763.4,303097.4,1807175.2,29.15
Napoli,63,1921,M,45_49,45,2.5,0.009873,0.048178,59237.8,2853.9,289054.1,1504077.8,25.39
Napoli,63,1921,M,50_54,50,2.5,0.014196,0.068549,56383.8,3865.1,272256.6,1215023.7,21.55
Napoli,63,1921,M,55_59,55,2.5,0.01811,0.086626,52518.8,4549.5,251220.2,942767.1,17.95
Napoli,63,1921,M,60_64,60,2.5,0.028418,0.132665,47969.3,6363.8,223936.8,691546.9,14.42
Napoli,63,1921,M,65_69,65,2.5,0.042961,0.193971,41605.4,8070.2,187851.6,467610.1,11.24
Napoli,63,1921,M,70_74,70,2.5,0.076136,0.319806,33535.2,10724.8,140864.1,279758.5,8.34
Napoli,63,1921,M,75_79,75,2.5,0.123681,0.472353,22810.4,10774.6,87115.7,138894.5,6.09
Napoli,63,1921,M,80_84,80,2.5,0.194745,0.654886,12035.9,7882.1,40474.0,51778.7,4.3
Napoli,63,1921,M,85plus,85,2.7216,0.367435,1.0,4153.7,4153.7,11304.7,11304.7,2.72
Napoli,63,1921,F,0,0,0.3141,0.132179,0.121192,100000.0,12119.2,91687.6,4893850.6,48.94
Napoli,63,1921,F,1_4,1,1.5,0.031604,0.117159,87880.8,10296.0,325783.2,4802163.1,54.64
Napoli,63,1921,F,5_9,5,2.5,0.004846,0.02394,77584.8,1857.4,383280.6,4476379.8,57.7
Napoli,63,1921,F,10_14,10,2.5,0.003269,0.016212,75727.4,1227.7,375567.9,4093099.3,54.05
Napoli,63,1921,F,15_19,15,2.5,0.004759,0.023513,74499.8,1751.7,368119.5,3717531.3,49.9
Napoli,63,1921,F,20_24,20,2.5,0.005488,0.027067,72748.0,1969.1,358817.4,3349411.9,46.04
Napoli,63,1921,F,25_29,25,2.5,0.005365,0.02647,70778.9,1873.5,349210.9,2990594.5,42.25
Napoli,63,1921,F,30_34,30,2.5,0.005845,0.028803,68905.4,1984.7,339565.4,2641383.6,38.33
Napoli,63,1921,F,35_39,35,2.5,0.006756,0.033221,66920.7,2223.2,329045.6,2301818.2,34.4
Napoli,63,1921,F,40_44,40,2.5,0.006837,0.033612,64697.5,2174.6,318051.2,1972772.6,30.49
Napoli,63,1921,F,45_49,45,2.5,0.007705,0.037799,62522.9,2363.3,306706.5,1654721.4,26.47
Napoli,63,1921,F,50_54,50,2.5,0.012247,0.059416,60159.6,3574.5,291862.1,1348015.0,22.41
Napoli,63,1921,F,55_59,55,2.5,0.01467,0.070755,56585.2,4003.7,272916.7,1056152.9,18.66
Napoli,63,1921,F,60_64,60,2.5,0.023948,0.112977,52581.5,5940.5,248056.2,783236.2,14.9
Napoli,63,1921,F,65_69,65,2.5,0.038133,0.174072,46641.0,8118.9,212907.8,535180.0,11.47
Napoli,63,1921,F,70_74,70,2.5,0.072762,0.307818,38522.1,11857.8,162966.0,322272.3,8.37
Napoli,63,1921,F,75_79,75,2.5,0.129147,0.488133,26664.3,13015.7,100782.2,159306.3,5.97
Napoli,63,1921,F,80_84,80,2.5,0.20513,0.67797,13648.6,9253.3,45109.6,58524.1,4.29
Napoli,63,1921,F,85plus,85,3.052,0.327649,1.0,4395.2,4395.2,13414.5,13414.5,3.05
Avellino,64,1921,T,0,0,0.306,0.162433,0.145976,100000.0,14597.6,89868.7,4874477.2,48.74
Avellino,64,1921,T,1_4,1,1.5,0.028195,0.105355,85402.4,8997.5,319115.6,4784608.5,56.02
Avellino,64,1921,T,5_9,5,2.5,0.004989,0.024638,76404.8,1882.5,377317.9,4465492.9,58.45
Avellino,64,1921,T,10_14,10,2.5,0.003358,0.016649,74522.3,1240.7,369509.9,4088175.0,54.86
Avellino,64,1921,T,15_19,15,2.5,0.004714,0.023296,73281.6,1707.2,362140.1,3718665.2,50.74
Avellino,64,1921,T,20_24,20,2.5,0.005485,0.027055,71574.4,1936.4,353031.1,3356525.1,46.9
Avellino,64,1921,T,25_29,25,2.5,0.006132,0.030195,69638.0,2102.7,342933.2,3003494.0,43.13
Avellino,64,1921,T,30_34,30,2.5,0.005631,0.027763,67535.3,1875.0,332988.9,2660560.8,39.4
Avellino,64,1921,T,35_39,35,2.5,0.005821,0.028688,65660.3,1883.7,323592.2,2327572.0,35.45
Avellino,64,1921,T,40_44,40,2.5,0.006487,0.031918,63776.6,2035.6,313793.9,2003979.8,31.42
Avellino,64,1921,T,45_49,45,2.5,0.006578,0.03236,61741.0,1997.9,303710.0,1690185.9,27.38
Avellino,64,1921,T,50_54,50,2.5,0.009137,0.044667,59743.0,2668.5,292043.9,1386475.9,23.21
Avellino,64,1921,T,55_59,55,2.5,0.014183,0.068485,57074.5,3908.8,275600.7,1094432.0,19.18
Avellino,64,1921,T,60_64,60,2.5,0.021309,0.101154,53165.7,5378.0,252383.9,818831.4,15.4
Avellino,64,1921,T,65_69,65,2.5,0.036496,0.167221,47787.8,7991.1,218961.2,566447.5,11.85
Avellino,64,1921,T,70_74,70,2.5,0.065651,0.281974,39796.7,11221.6,170929.3,347486.3,8.73
Avellino,64,1921,T,75_79,75,2.5,0.120772,0.463819,28575.0,13253.7,109741.1,176557.0,6.18
Avellino,64,1921,T,80_84,80,2.5,0.197319,0.660682,15321.4,10122.6,51300.5,66815.9,4.36
Avellino,64,1921,T,85plus,85,2.9844,0.335075,1.0,5198.8,5198.8,15515.4,15515.4,2.98
Avellino,64,1921,M,0,0,0.2992,0.174642,0.155597,100000.0,15559.7,89095.0,4864161.8,48.64
Avellino,64,1921,M,1_4,1,1.5,0.02974,0.110726,84440.3,9349.7,314386.8,4775066.9,56.55
Avellino,64,1921,M,5_9,5,2.5,0.004654,0.023005,75090.6,1727.4,371134.2,4460680.0,59.4
Avellino,64,1921,M,10_14,10,2.5,0.002986,0.014818,73363.1,1087.1,364097.9,4089545.8,55.74
Avellino,64,1921,M,15_19,15,2.5,0.005487,0.027062,72276.0,1955.9,356490.4,3725447.9,51.54
Avellino,64,1921,M,20_24,20,2.5,0.00596,0.029365,70320.1,2064.9,346438.2,3368957.5,47.91
Avellino,64,1921,M,25_29,25,2.5,0.0049,0.024204,68255.2,1652.0,337145.8,3022519.3,44.28
Avellino,64,1921,M,30_34,30,2.5,0.004533,0.022409,66603.1,1492.5,329284.5,2685373.5,40.32
Avellino,64,1921,M,35_39,35,2.5,0.005012,0.024749,65110.7,1611.4,321524.8,2356089.0,36.19
Avellino,64,1921,M,40_44,40,2.5,0.005412,0.0267,63499.3,1695.4,313257.7,2034564.2,32.04
Avellino,64,1921,M,45_49,45,2.5,0.006006,0.029586,61803.8,1828.5,304447.8,1721306.5,27.85
Avellino,64,1921,M,50_54,50,2.5,0.009236,0.045138,59975.3,2707.2,293108.5,1416858.8,23.62
Avellino,64,1921,M,55_59,55,2.5,0.014604,0.07045,57268.1,4034.5,276254.2,1123750.3,19.62
Avellino,64,1921,M,60_64,60,2.5,0.020635,0.098115,53233.6,5223.0,253110.3,847496.1,15.92
Avellino,64,1921,M,65_69,65,2.5,0.033271,0.15358,48010.6,7373.4,221619.2,594385.8,12.38
Avellino,64,1921,M,70_74,70,2.5,0.059458,0.258817,40637.1,10517.6,176891.7,372766.6,9.17
Avellino,64,1921,M,75_79,75,2.5,0.110577,0.433146,30119.5,13046.2,117982.3,195875.0,6.5
Avellino,64,1921,M,80_84,80,2.5,0.182608,0.626863,17073.4,10702.7,58610.3,77892.6,4.56
Avellino,64,1921,M,85plus,85,3.0267,0.330391,1.0,6370.7,6370.7,19282.4,19282.4,3.03
Avellino,64,1921,F,0,0,0.3141,0.149892,0.135919,100000.0,13591.9,90677.5,4899316.2,48.99
Avellino,64,1921,F,1_4,1,1.5,0.026591,0.099734,86408.1,8617.8,324088.1,4808638.7,55.65
Avellino,64,1921,F,5_9,5,2.5,0.005334,0.02632,77790.4,2047.4,383833.3,4484550.6,57.65
Avellino,64,1921,F,10_14,10,2.5,0.003746,0.018558,75743.0,1405.7,375200.6,4100717.3,54.14
Avellino,64,1921,F,15_19,15,2.5,0.003953,0.019574,74337.3,1455.0,368048.9,3725516.7,50.12
Avellino,64,1921,F,20_24,20,2.5,0.005089,0.025125,72882.3,1831.2,359833.3,3357467.8,46.07
Avellino,64,1921,F,25_29,25,2.5,0.007042,0.034602,71051.1,2458.5,349109.0,2997634.5,42.19
Avellino,64,1921,F,30_34,30,2.5,0.006449,0.031734,68592.5,2176.7,337520.9,2648525.5,38.61
Avellino,64,1921,F,35_39,35,2.5,0.006448,0.031729,66415.8,2107.3,326810.9,2311004.6,34.8
Avellino,64,1921,F,40_44,40,2.5,0.007416,0.036406,64308.5,2341.2,315689.6,1984193.8,30.85
Avellino,64,1921,F,45_49,45,2.5,0.007102,0.034891,61967.3,2162.1,304431.3,1668504.2,26.93
Avellino,64,1921,F,50_54,50,2.5,0.009049,0.044244,59805.2,2646.0,292411.1,1364072.9,22.81
Avellino,64,1921,F,55_59,55,2.5,0.013788,0.066644,57159.2,3809.3,276272.8,1071661.8,18.75
Avellino,64,1921,F,60_64,60,2.5,0.021937,0.103984,53349.9,5547.5,252880.7,795389.1,14.91
Avellino,64,1921,F,65_69,65,2.5,0.039683,0.180509,47802.4,8628.8,217439.9,542508.4,11.35
Avellino,64,1921,F,70_74,70,2.5,0.072217,0.305863,39173.6,11981.8,165913.6,325068.5,8.3
Avellino,64,1921,F,75_79,75,2.5,0.1321,0.496524,27191.8,13501.4,102205.7,159154.9,5.85
Avellino,64,1921,F,80_84,80,2.5,0.213093,0.69514,13690.4,9516.8,44660.3,56949.2,4.16
Avellino,64,1921,F,85plus,85,2.9444,0.339629,1.0,4173.7,4173.7,12288.9,12288.9,2.94
Salerno,65,1921,T,0,0,0.3062,0.161504,0.145231,100000.0,14523.1,89924.2,4794666.6,47.95
Salerno,65,1921,T,1_4,1,1.5,0.031707,0.117514,85476.9,10044.7,316795.9,4704742.4,55.04
Salerno,65,1921,T,5_9,5,2.5,0.004129,0.020436,75432.2,1541.5,373307.2,4387946.5,58.17
Salerno,65,1921,T,10_14,10,2.5,0.002647,0.013148,73890.7,971.5,367024.5,4014639.3,54.33
Salerno,65,1921,T,15_19,15,2.5,0.004561,0.022549,72919.1,1644.2,360485.0,3647614.8,50.02
Salerno,65,1921,T,20_24,20,2.5,0.005747,0.028328,71274.9,2019.1,351326.8,3287129.8,46.12
Salerno,65,1921,T,25_29,25,2.5,0.005931,0.029223,69255.8,2023.9,341219.5,2935803.0,42.39
Salerno,65,1921,T,30_34,30,2.5,0.006251,0.030773,67232.0,2068.9,330987.5,2594583.5,38.59
Salerno,65,1921,T,35_39,35,2.5,0.007,0.034398,65163.0,2241.5,320211.4,2263596.0,34.74
Salerno,65,1921,T,40_44,40,2.5,0.00686,0.03372,62921.5,2121.7,309303.4,1943384.6,30.89
Salerno,65,1921,T,45_49,45,2.5,0.008788,0.042994,60799.8,2614.0,297464.0,1634081.2,26.88
Salerno,65,1921,T,50_54,50,2.5,0.010722,0.052209,58185.8,3037.8,283334.4,1336617.2,22.97
Salerno,65,1921,T,55_59,55,2.5,0.014859,0.071633,55148.0,3950.4,265863.9,1053282.7,19.1
Salerno,65,1921,T,60_64,60,2.5,0.026549,0.124481,51197.6,6373.1,240055.0,787418.9,15.38
Salerno,65,1921,T,65_69,65,2.5,0.036326,0.166507,44824.4,7463.6,205463.3,547363.8,12.21
Salerno,65,1921,T,70_74,70,2.5,0.062981,0.272067,37360.9,10164.7,161392.7,341900.5,9.15
Salerno,65,1921,T,75_79,75,2.5,0.113575,0.442292,27196.2,12028.7,105909.4,180507.9,6.64
Salerno,65,1921,T,80_84,80,2.5,0.167557,0.590451,15167.6,8955.7,53448.5,74598.4,4.92
Salerno,65,1921,T,85plus,85,3.4048,0.293706,1.0,6211.9,6211.9,21149.9,21149.9,3.4
Salerno,65,1921,M,0,0,0.2992,0.164053,0.147136,100000.0,14713.6,89688.0,4805008.0,48.05
Salerno,65,1921,M,1_4,1,1.5,0.031484,0.116746,85286.4,9956.9,316253.4,4715320.1,55.29
Salerno,65,1921,M,5_9,5,2.5,0.004467,0.022089,75329.5,1664.0,372487.7,4399066.7,58.4
Salerno,65,1921,M,10_14,10,2.5,0.002865,0.014225,73665.6,1047.9,365708.1,4026578.9,54.66
Salerno,65,1921,M,15_19,15,2.5,0.004432,0.021919,72617.7,1591.7,359109.2,3660870.8,50.41
Salerno,65,1921,M,20_24,20,2.5,0.006629,0.032605,71026.0,2315.8,349340.4,3301761.7,46.49
Salerno,65,1921,M,25_29,25,2.5,0.005519,0.027218,68710.2,1870.2,338875.5,2952421.2,42.97
Salerno,65,1921,M,30_34,30,2.5,0.00654,0.032173,66840.0,2150.4,328824.0,2613545.8,39.1
Salerno,65,1921,M,35_39,35,2.5,0.007702,0.037783,64689.6,2444.1,317337.6,2284721.7,35.32
Salerno,65,1921,M,40_44,40,2.5,0.006208,0.030566,62245.5,1902.6,306470.8,1967384.1,31.61
Salerno,65,1921,M,45_49,45,2.5,0.008094,0.039667,60342.9,2393.6,295730.3,1660913.3,27.52
Salerno,65,1921,M,50_54,50,2.5,0.010264,0.050037,57949.3,2899.6,282497.2,1365183.0,23.56
Salerno,65,1921,M,55_59,55,2.5,0.015257,0.073481,55049.6,4045.1,265135.4,1082685.8,19.67
Salerno,65,1921,M,60_64,60,2.5,0.023333,0.110233,51004.5,5622.4,240966.8,817550.3,16.03
Salerno,65,1921,M,65_69,65,2.5,0.033963,0.156525,45382.2,7103.5,209152.3,576583.5,12.71
Salerno,65,1921,M,70_74,70,2.5,0.058003,0.253287,38278.7,9695.5,167154.8,367431.3,9.6
Salerno,65,1921,M,75_79,75,2.5,0.109631,0.430238,28583.2,12297.6,112172.1,200276.4,7.01
Salerno,65,1921,M,80_84,80,2.5,0.142407,0.525092,16285.6,8551.5,60049.5,88104.3,5.41
Salerno,65,1921,M,85plus,85,3.6274,0.275682,1.0,7734.2,7734.2,28054.8,28054.8,3.63
Salerno,65,1921,F,0,0,0.3141,0.158754,0.143165,100000.0,14316.5,90180.4,4787277.6,47.87
Salerno,65,1921,F,1_4,1,1.5,0.031953,0.118358,85683.5,10141.3,317380.7,4697097.2,54.82
