compartimento,year,sex,age_group,age_lo,ax,mx,qx,lx,dx,Lx,Tx,ex
BASILICATA,1931,M,30_34,30,2.5,0.005865,0.028903,65074.7,1880.8,320671.4,2447105.7,37.6
BASILICATA,1931,M,35_39,35,2.5,0.006597,0.032452,63193.9,2050.8,310842.4,2126434.3,33.65
BASILICATA,1931,M,40_44,40,2.5,0.007132,0.035035,61143.1,2142.2,300360.1,1815591.9,29.69
BASILICATA,1931,M,45_49,45,2.5,0.009044,0.04422,59000.9,2609.0,288482.1,1515231.9,25.68
BASILICATA,1931,M,50_54,50,2.5,0.012499,0.0606,56391.9,3417.4,273416.2,1226749.7,21.75
BASILICATA,1931,M,55_59,55,2.5,0.016966,0.081376,52974.6,4310.9,254095.7,953333.5,18.0
BASILICATA,1931,M,60_64,60,2.5,0.027384,0.128146,48663.7,6236.1,227728.4,699237.8,14.37
BASILICATA,1931,M,65_69,65,2.5,0.044339,0.199575,42427.6,8467.5,190969.5,471509.5,11.11
BASILICATA,1931,M,70_74,70,2.5,0.079687,0.332247,33960.2,11283.1,141592.9,280540.0,8.26
BASILICATA,1931,M,75_79,75,2.5,0.119472,0.459973,22677.0,10430.8,87308.0,138947.1,6.13
BASILICATA,1931,M,80_84,80,2.5,0.208881,0.686113,12246.2,8402.3,40225.3,51639.1,4.22
BASILICATA,1931,M,85plus,85,2.9693,0.336777,1.0,3843.9,3843.9,11413.8,11413.8,2.97
BASILICATA,1931,F,0,0,0.3141,0.171999,0.153849,100000.0,15384.9,89447.7,4517174.9,45.17
BASILICATA,1931,F,1_4,1,1.5,0.038221,0.139551,84615.1,11808.1,308940.2,4427727.2,52.33
BASILICATA,1931,F,5_9,5,2.5,0.005935,0.029242,72807.0,2129.0,358712.4,4118787.1,56.57
BASILICATA,1931,F,10_14,10,2.5,0.003228,0.01601,70678.0,1131.6,350560.9,3760074.7,53.2
BASILICATA,1931,F,15_19,15,2.5,0.004639,0.022929,69546.4,1594.6,343745.4,3409513.8,49.03
BASILICATA,1931,F,20_24,20,2.5,0.004246,0.021009,67951.8,1427.6,336189.8,3065768.4,45.12
BASILICATA,1931,F,25_29,25,2.5,0.006191,0.030485,66524.2,2028.0,327550.8,2729578.5,41.03
BASILICATA,1931,F,30_34,30,2.5,0.00661,0.032513,64496.1,2097.0,317238.3,2402027.8,37.24
BASILICATA,1931,F,35_39,35,2.5,0.008678,0.042469,62399.2,2650.0,305370.8,2084789.5,33.41
BASILICATA,1931,F,40_44,40,2.5,0.006889,0.033862,59749.2,2023.2,293687.7,1779418.6,29.78
BASILICATA,1931,F,45_49,45,2.5,0.009189,0.044914,57725.9,2592.7,282148.0,1485730.9,25.74
BASILICATA,1931,F,50_54,50,2.5,0.010597,0.051619,55133.3,2845.9,268551.5,1203582.9,21.83
BASILICATA,1931,F,55_59,55,2.5,0.017962,0.085949,52287.3,4494.0,250201.5,935031.5,17.88
BASILICATA,1931,F,60_64,60,2.5,0.025182,0.118452,47793.3,5661.2,224813.4,684830.0,14.33
BASILICATA,1931,F,65_69,65,2.5,0.045996,0.206263,42132.1,8690.3,188934.6,460016.6,10.92
BASILICATA,1931,F,70_74,70,2.5,0.082867,0.343229,33441.8,11478.2,138513.4,271082.0,8.11
BASILICATA,1931,F,75_79,75,2.5,0.130033,0.490659,21963.6,10776.6,82876.4,132568.6,6.04
BASILICATA,1931,F,80_84,80,2.5,0.185908,0.634598,11187.0,7099.2,38186.8,49692.3,4.44
BASILICATA,1931,F,85plus,85,2.8146,0.355286,1.0,4087.7,4087.7,11505.5,11505.5,2.81
CALABRIE,1931,T,0,0,0.306,0.131446,0.120458,100000.0,12045.8,91640.8,5345560.8,53.46
CALABRIE,1931,T,1_4,1,1.5,0.020507,0.078026,87954.2,6862.7,334660.0,5253920.0,59.73
CALABRIE,1931,T,5_9,5,2.5,0.003715,0.018407,81091.5,1492.6,401725.8,4919260.1,60.66
CALABRIE,1931,T,10_14,10,2.5,0.002276,0.011314,79598.9,900.6,395742.8,4517534.2,56.75
CALABRIE,1931,T,15_19,15,2.5,0.003116,0.015462,78698.3,1216.8,390449.2,4121791.4,52.37
CALABRIE,1931,T,20_24,20,2.5,0.00435,0.021516,77481.4,1667.1,383239.4,3731342.2,48.16
CALABRIE,1931,T,25_29,25,2.5,0.004711,0.023283,75814.3,1765.2,374658.7,3348102.8,44.16
CALABRIE,1931,T,30_34,30,2.5,0.004714,0.023295,74049.2,1725.0,365933.3,2973444.0,40.16
CALABRIE,1931,T,35_39,35,2.5,0.005128,0.025315,72324.2,1830.9,357043.7,2607510.7,36.05
CALABRIE,1931,T,40_44,40,2.5,0.006504,0.032001,70493.3,2255.8,346826.9,2250467.0,31.92
CALABRIE,1931,T,45_49,45,2.5,0.007047,0.034623,68237.5,2362.6,335280.9,1903640.1,27.9
CALABRIE,1931,T,50_54,50,2.5,0.009599,0.046872,65874.9,3087.7,321655.1,1568359.3,23.81
CALABRIE,1931,T,55_59,55,2.5,0.013556,0.065556,62787.2,4116.1,303645.7,1246704.1,19.86
CALABRIE,1931,T,60_64,60,2.5,0.020902,0.09932,58671.1,5827.2,278787.4,943058.5,16.07
CALABRIE,1931,T,65_69,65,2.5,0.034298,0.157949,52843.9,8346.6,243352.9,664271.0,12.57
CALABRIE,1931,T,70_74,70,2.5,0.057752,0.25233,44497.3,11228.0,194416.3,420918.2,9.46
CALABRIE,1931,T,75_79,75,2.5,0.103538,0.411241,33269.3,13681.7,132142.1,226501.9,6.81
CALABRIE,1931,T,80_84,80,2.5,0.171144,0.599302,19587.6,11738.9,68590.7,94359.8,4.82
CALABRIE,1931,T,85plus,85,3.2832,0.304578,1.0,7848.7,7848.7,25769.1,25769.1,3.28
CALABRIE,1931,M,0,0,0.2992,0.137381,0.125315,100000.0,12531.5,91217.3,5330512.3,53.31
CALABRIE,1931,M,1_4,1,1.5,0.018013,0.068949,87468.5,6030.8,334796.8,5239295.0,59.9
CALABRIE,1931,M,5_9,5,2.5,0.003473,0.017214,81437.6,1401.8,403683.6,4904498.2,60.22
CALABRIE,1931,M,10_14,10,2.5,0.002461,0.012232,80035.8,979.0,397731.6,4500814.6,56.24
CALABRIE,1931,M,15_19,15,2.5,0.003189,0.015818,79056.8,1250.5,392157.8,4103083.1,51.9
CALABRIE,1931,M,20_24,20,2.5,0.004255,0.021049,77806.3,1637.8,384937.2,3710925.2,47.69
CALABRIE,1931,M,25_29,25,2.5,0.004282,0.021185,76168.6,1613.6,376808.7,3325988.1,43.67
CALABRIE,1931,M,30_34,30,2.5,0.004828,0.023854,74554.9,1778.4,368328.6,2949179.3,39.56
CALABRIE,1931,M,35_39,35,2.5,0.005517,0.027208,72776.5,1980.1,358932.4,2580850.7,35.46
CALABRIE,1931,M,40_44,40,2.5,0.007428,0.036465,70796.4,2581.6,347528.1,2221918.3,31.38
CALABRIE,1931,M,45_49,45,2.5,0.007615,0.037366,68214.8,2548.9,334701.9,1874390.2,27.48
CALABRIE,1931,M,50_54,50,2.5,0.010718,0.052192,65665.9,3427.3,319761.5,1539688.3,23.45
CALABRIE,1931,M,55_59,55,2.5,0.015887,0.076401,62238.7,4755.1,299305.6,1219926.9,19.6
CALABRIE,1931,M,60_64,60,2.5,0.021828,0.103495,57483.6,5949.2,272544.8,920621.2,16.02
CALABRIE,1931,M,65_69,65,2.5,0.035223,0.16186,51534.3,8341.3,236818.3,648076.5,12.58
CALABRIE,1931,M,70_74,70,2.5,0.058614,0.255615,43193.0,11040.8,188363.0,411258.1,9.52
CALABRIE,1931,M,75_79,75,2.5,0.098537,0.395305,32152.2,12709.9,128986.3,222895.1,6.93
CALABRIE,1931,M,80_84,80,2.5,0.169743,0.595858,19442.3,11584.8,68249.3,93908.8,4.83
CALABRIE,1931,M,85plus,85,3.2656,0.30622,1.0,7857.5,7857.5,25659.5,25659.5,3.27
CALABRIE,1931,F,0,0,0.3141,0.125127,0.115237,100000.0,11523.7,92096.0,5349551.2,53.5
CALABRIE,1931,F,1_4,1,1.5,0.023145,0.087514,88476.3,7743.0,334547.8,5257455.2,59.42
CALABRIE,1931,F,5_9,5,2.5,0.00397,0.019656,80733.3,1586.9,399699.3,4922907.4,60.98
CALABRIE,1931,F,10_14,10,2.5,0.00208,0.010347,79146.4,818.9,393684.8,4523208.1,57.15
CALABRIE,1931,F,15_19,15,2.5,0.003044,0.015103,78327.5,1183.0,388680.1,4129523.3,52.72
CALABRIE,1931,F,20_24,20,2.5,0.004432,0.021918,77144.6,1690.9,381495.6,3740843.2,48.49
CALABRIE,1931,F,25_29,25,2.5,0.005072,0.025042,75453.7,1889.5,372544.6,3359347.6,44.52
CALABRIE,1931,F,30_34,30,2.5,0.004629,0.022879,73564.2,1683.1,363613.0,2986802.9,40.6
CALABRIE,1931,F,35_39,35,2.5,0.004886,0.024133,71881.1,1734.7,355068.5,2623189.9,36.49
CALABRIE,1931,F,40_44,40,2.5,0.005922,0.029177,70146.3,2046.7,345615.0,2268121.4,32.33
CALABRIE,1931,F,45_49,45,2.5,0.006648,0.032698,68099.7,2226.7,334931.5,1922506.5,28.23
CALABRIE,1931,F,50_54,50,2.5,0.008723,0.042686,65872.9,2811.8,322335.1,1587575.0,24.1
CALABRIE,1931,F,55_59,55,2.5,0.011673,0.056708,63061.1,3576.1,306365.5,1265239.9,20.06
CALABRIE,1931,F,60_64,60,2.5,0.020109,0.095732,59485.1,5694.6,283188.8,958874.4,16.12
CALABRIE,1931,F,65_69,65,2.5,0.033484,0.154489,53790.4,8310.0,248177.1,675685.7,12.56
CALABRIE,1931,F,70_74,70,2.5,0.05699,0.249413,45480.4,11343.4,199043.5,427508.5,9.4
CALABRIE,1931,F,75_79,75,2.5,0.108274,0.426047,34137.0,14544.0,134325.1,228465.0,6.69
CALABRIE,1931,F,80_84,80,2.5,0.172491,0.602599,19593.0,11806.8,68448.4,94139.9,4.8
CALABRIE,1931,F,85plus,85,3.2996,0.303069,1.0,7786.3,7786.3,25691.5,25691.5,3.3
CAMPANIA,1931,T,0,0,0.3061,0.124478,0.114581,100000.0,11458.1,92049.6,5252045.6,52.52
CAMPANIA,1931,T,1_4,1,1.5,0.021953,0.083243,88541.9,7370.5,335741.3,5159995.9,58.28
CAMPANIA,1931,T,5_9,5,2.5,0.003014,0.014956,81171.4,1214.0,402822.0,4824254.6,59.43
CAMPANIA,1931,T,10_14,10,2.5,0.002138,0.010631,79957.4,850.0,397662.0,4421432.6,55.3
CAMPANIA,1931,T,15_19,15,2.5,0.003452,0.017113,79107.4,1353.7,392152.5,4023770.7,50.86
CAMPANIA,1931,T,20_24,20,2.5,0.004545,0.022468,77753.6,1746.9,384400.8,3631618.2,46.71
CAMPANIA,1931,T,25_29,25,2.5,0.004657,0.023019,76006.7,1749.6,375659.4,3247217.4,42.72
CAMPANIA,1931,T,30_34,30,2.5,0.005238,0.025849,74257.1,1919.5,366486.6,2871558.0,38.67
CAMPANIA,1931,T,35_39,35,2.5,0.005937,0.029251,72337.6,2116.0,356398.0,2505071.4,34.63
CAMPANIA,1931,T,40_44,40,2.5,0.006999,0.034392,70221.6,2415.1,345070.5,2148673.4,30.6
CAMPANIA,1931,T,45_49,45,2.5,0.00809,0.03965,67806.6,2688.5,332311.6,1803602.9,26.6
CAMPANIA,1931,T,50_54,50,2.5,0.011454,0.055677,65118.1,3625.6,316526.4,1471291.3,22.59
CAMPANIA,1931,T,55_59,55,2.5,0.015873,0.076338,61492.5,4694.2,295727.1,1154764.9,18.78
CAMPANIA,1931,T,60_64,60,2.5,0.028028,0.130962,56798.3,7438.4,265395.6,859037.8,15.12
CAMPANIA,1931,T,65_69,65,2.5,0.039,0.177678,49359.9,8770.1,224874.2,593642.3,12.03
CAMPANIA,1931,T,70_74,70,2.5,0.064999,0.279567,40589.8,11347.6,174579.9,368768.1,9.09
CAMPANIA,1931,T,75_79,75,2.5,0.108915,0.428029,29242.2,12516.5,114919.7,194188.2,6.64
CAMPANIA,1931,T,80_84,80,2.5,0.181067,0.623222,16725.7,10423.8,57568.9,79268.5,4.74
CAMPANIA,1931,T,85plus,85,3.4434,0.290414,1.0,6301.9,6301.9,21699.6,21699.6,3.44
CAMPANIA,1931,M,0,0,0.2992,0.130393,0.119475,100000.0,11947.5,91626.6,5171703.3,51.72
CAMPANIA,1931,M,1_4,1,1.5,0.021721,0.082409,88052.5,7256.3,334069.3,5080076.7,57.69
CAMPANIA,1931,M,5_9,5,2.5,0.003026,0.015018,80796.2,1213.4,400947.6,4746007.3,58.74
CAMPANIA,1931,M,10_14,10,2.5,0.002149,0.010686,79582.8,850.4,395788.1,4345059.7,54.6
CAMPANIA,1931,M,15_19,15,2.5,0.003384,0.016776,78732.4,1320.8,390360.0,3949271.7,50.16
CAMPANIA,1931,M,20_24,20,2.5,0.004608,0.022779,77411.6,1763.3,382649.7,3558911.7,45.97
CAMPANIA,1931,M,25_29,25,2.5,0.004813,0.023778,75648.3,1798.8,373744.4,3176262.0,41.99
CAMPANIA,1931,M,30_34,30,2.5,0.005215,0.025741,73849.5,1901.0,364495.1,2802517.6,37.95
CAMPANIA,1931,M,35_39,35,2.5,0.006704,0.032967,71948.5,2371.9,353812.9,2438022.5,33.89
CAMPANIA,1931,M,40_44,40,2.5,0.007794,0.038224,69576.6,2659.5,341234.5,2084209.6,29.96
CAMPANIA,1931,M,45_49,45,2.5,0.00907,0.044344,66917.2,2967.4,327167.4,1742975.2,26.05
CAMPANIA,1931,M,50_54,50,2.5,0.012778,0.06191,63949.8,3959.2,309851.1,1415807.7,22.14
CAMPANIA,1931,M,55_59,55,2.5,0.017494,0.083803,59990.6,5027.4,287384.8,1105956.6,18.44
CAMPANIA,1931,M,60_64,60,2.5,0.027743,0.129718,54963.3,7129.7,256992.0,818571.8,14.89
CAMPANIA,1931,M,65_69,65,2.5,0.040546,0.184073,47833.5,8804.9,217155.4,561579.9,11.74
CAMPANIA,1931,M,70_74,70,2.5,0.069256,0.295172,39028.7,11520.2,166342.8,344424.4,8.82
CAMPANIA,1931,M,75_79,75,2.5,0.111589,0.436245,27508.5,12000.4,107541.3,178081.6,6.47
CAMPANIA,1931,M,80_84,80,2.5,0.18909,0.641974,15508.0,9955.8,52650.8,70540.3,4.55
CAMPANIA,1931,M,85plus,85,3.222,0.310366,1.0,5552.3,5552.3,17889.5,17889.5,3.22
CAMPANIA,1931,F,0,0,0.3141,0.118351,0.109465,100000.0,10946.5,92491.9,5327006.2,53.27
CAMPANIA,1931,F,1_4,1,1.5,0.022195,0.084113,89053.5,7490.6,337487.4,5234514.3,58.78
CAMPANIA,1931,F,5_9,5,2.5,0.003001,0.014892,81562.9,1214.6,404777.9,4897026.8,60.04
CAMPANIA,1931,F,10_14,10,2.5,0.002126,0.010574,80348.3,849.6,399617.4,4492248.9,55.91
CAMPANIA,1931,F,15_19,15,2.5,0.003521,0.017453,79498.7,1387.5,394024.6,4092631.5,51.48
CAMPANIA,1931,F,20_24,20,2.5,0.004486,0.022179,78111.2,1732.4,386224.8,3698607.0,47.35
CAMPANIA,1931,F,25_29,25,2.5,0.004513,0.022312,76378.7,1704.2,377633.3,3312382.2,43.37
CAMPANIA,1931,F,30_34,30,2.5,0.005257,0.025942,74674.6,1937.2,368529.9,2934748.8,39.3
CAMPANIA,1931,F,35_39,35,2.5,0.005332,0.026311,72737.4,1913.8,358902.3,2566218.9,35.28
CAMPANIA,1931,F,40_44,40,2.5,0.006363,0.031316,70823.6,2217.9,348573.0,2207316.6,31.17
CAMPANIA,1931,F,45_49,45,2.5,0.007285,0.035774,68605.7,2454.3,336892.6,1858743.6,27.09
CAMPANIA,1931,F,50_54,50,2.5,0.010312,0.050265,66151.4,3325.1,322444.1,1521851.0,23.01
CAMPANIA,1931,F,55_59,55,2.5,0.014445,0.069706,62826.3,4379.4,303182.8,1199407.0,19.09
CAMPANIA,1931,F,60_64,60,2.5,0.028324,0.132255,58446.9,7729.9,272909.7,896224.2,15.33
CAMPANIA,1931,F,65_69,65,2.5,0.037612,0.171897,50717.0,8718.1,231789.7,623314.5,12.29
CAMPANIA,1931,F,70_74,70,2.5,0.06131,0.265808,41998.9,11163.6,182085.3,391524.8,9.32
CAMPANIA,1931,F,75_79,75,2.5,0.106532,0.420633,30835.2,12970.3,121750.4,209439.5,6.79
CAMPANIA,1931,F,80_84,80,2.5,0.174319,0.607047,17864.9,10844.8,62212.5,87689.2,4.91
CAMPANIA,1931,F,85plus,85,3.6291,0.275549,1.0,7020.1,7020.1,25476.7,25476.7,3.63
EMILIA,1931,T,0,0,0.3057,0.094105,0.088333,100000.0,8833.3,93866.9,5780103.1,57.8
EMILIA,1931,T,1_4,1,1.5,0.009634,0.037629,91166.7,3430.5,356090.5,5686236.2,62.37
EMILIA,1931,T,5_9,5,2.5,0.001969,0.009796,87736.2,859.4,436532.3,5330145.7,60.75
EMILIA,1931,T,10_14,10,2.5,0.001662,0.008275,86876.7,718.9,432586.5,4893613.5,56.33
EMILIA,1931,T,15_19,15,2.5,0.002834,0.014071,86157.9,1212.3,427758.5,4461027.0,51.78
EMILIA,1931,T,20_24,20,2.5,0.004169,0.020628,84945.6,1752.3,420347.1,4033268.5,47.48
EMILIA,1931,T,25_29,25,2.5,0.004249,0.021023,83193.3,1749.0,411594.0,3612921.4,43.43
EMILIA,1931,T,30_34,30,2.5,0.004343,0.021482,81444.3,1749.6,402847.8,3201327.3,39.31
EMILIA,1931,T,35_39,35,2.5,0.005254,0.025931,79694.8,2066.6,393307.5,2798479.6,35.11
EMILIA,1931,T,40_44,40,2.5,0.005923,0.029185,77628.2,2265.5,382477.2,2405172.1,30.98
EMILIA,1931,T,45_49,45,2.5,0.007729,0.037913,75362.7,2857.2,369670.3,2022694.9,26.84
EMILIA,1931,T,50_54,50,2.5,0.011194,0.054446,72505.5,3947.6,352658.2,1653024.7,22.8
EMILIA,1931,T,55_59,55,2.5,0.016304,0.078328,68557.8,5370.0,329364.2,1300366.4,18.97
EMILIA,1931,T,60_64,60,2.5,0.023757,0.112126,63187.8,7085.0,298226.7,971002.2,15.37
EMILIA,1931,T,65_69,65,2.5,0.039531,0.179879,56102.8,10091.7,255285.0,672775.5,11.99
EMILIA,1931,T,70_74,70,2.5,0.066295,0.284349,46011.1,13083.2,197347.7,417490.5,9.07
EMILIA,1931,T,75_79,75,2.5,0.110728,0.433608,32927.9,14277.8,128945.1,220142.9,6.69
EMILIA,1931,T,80_84,80,2.5,0.172705,0.603119,18650.1,11248.2,65129.9,91197.8,4.89
EMILIA,1931,T,85plus,85,3.5218,0.283946,1.0,7401.9,7401.9,26067.8,26067.8,3.52
EMILIA,1931,M,0,0,0.2992,0.104253,0.097154,100000.0,9715.4,93190.9,5619958.2,56.2
EMILIA,1931,M,1_4,1,1.5,0.010074,0.039305,90284.6,3548.7,352266.6,5526767.3,61.21
EMILIA,1931,M,5_9,5,2.5,0.002172,0.010802,86735.9,936.9,431337.2,5174500.7,59.66
EMILIA,1931,M,10_14,10,2.5,0.001798,0.00895,85799.0,767.9,427075.1,4743163.5,55.28
EMILIA,1931,M,15_19,15,2.5,0.002851,0.014153,85031.1,1203.4,422146.7,4316088.4,50.76
EMILIA,1931,M,20_24,20,2.5,0.004364,0.021586,83827.6,1809.5,414614.5,3893941.7,46.45
EMILIA,1931,M,25_29,25,2.5,0.004262,0.021087,82018.2,1729.5,405767.0,3479327.2,42.42
EMILIA,1931,M,30_34,30,2.5,0.00442,0.021861,80288.6,1755.2,397055.3,3073560.1,38.28
EMILIA,1931,M,35_39,35,2.5,0.00564,0.027806,78533.5,2183.7,387208.0,2676504.9,34.08
EMILIA,1931,M,40_44,40,2.5,0.006098,0.030034,76349.7,2293.1,376016.0,2289296.8,29.98
EMILIA,1931,M,45_49,45,2.5,0.008942,0.043733,74056.7,3238.7,362186.4,1913280.9,25.84
EMILIA,1931,M,50_54,50,2.5,0.01275,0.061782,70817.9,4375.3,343151.4,1551094.4,21.9
EMILIA,1931,M,55_59,55,2.5,0.018463,0.088241,66442.6,5862.9,317555.8,1207943.1,18.18
EMILIA,1931,M,60_64,60,2.5,0.026878,0.125928,60579.7,7628.7,283826.7,890387.2,14.7
EMILIA,1931,M,65_69,65,2.5,0.044576,0.200534,52951.0,10618.5,238208.8,606560.5,11.46
EMILIA,1931,M,70_74,70,2.5,0.070978,0.301406,42332.5,12759.3,179764.4,368351.7,8.7
EMILIA,1931,M,75_79,75,2.5,0.118702,0.457688,29573.2,13535.3,114027.9,188587.3,6.38
EMILIA,1931,M,80_84,80,2.5,0.183853,0.629791,16037.9,10100.5,54938.3,74559.4,4.65
EMILIA,1931,M,85plus,85,3.3047,0.302601,1.0,5937.4,5937.4,19621.1,19621.1,3.3
EMILIA,1931,F,0,0,0.3141,0.083617,0.079082,100000.0,7908.2,94575.8,5950400.5,59.5
EMILIA,1931,F,1_4,1,1.5,0.009182,0.035903,92091.8,3306.4,360101.3,5855824.7,63.59
EMILIA,1931,F,5_9,5,2.5,0.001772,0.008819,88785.5,783.0,441969.9,5495723.4,61.9
EMILIA,1931,F,10_14,10,2.5,0.001522,0.007581,88002.5,667.2,438344.6,5053753.5,57.43
EMILIA,1931,F,15_19,15,2.5,0.002817,0.013987,87335.3,1221.5,433622.8,4615408.9,52.85
EMILIA,1931,F,20_24,20,2.5,0.003966,0.019637,86113.8,1691.0,426341.5,4181786.1,48.56
EMILIA,1931,F,25_29,25,2.5,0.004236,0.020959,84422.8,1769.4,417690.4,3755444.6,44.48
EMILIA,1931,F,30_34,30,2.5,0.00427,0.021126,82653.4,1746.2,408901.4,3337754.2,40.38
EMILIA,1931,F,35_39,35,2.5,0.004912,0.024263,80907.2,1963.0,399628.5,2928852.8,36.2
EMILIA,1931,F,40_44,40,2.5,0.005766,0.028422,78944.2,2243.8,389111.5,2529224.3,32.04
EMILIA,1931,F,45_49,45,2.5,0.006583,0.032383,76700.4,2483.8,377292.7,2140112.8,27.9
EMILIA,1931,F,50_54,50,2.5,0.00967,0.047208,74216.7,3503.6,362324.2,1762820.1,23.75
EMILIA,1931,F,55_59,55,2.5,0.014052,0.067877,70713.0,4799.8,341565.8,1400495.9,19.81
EMILIA,1931,F,60_64,60,2.5,0.020653,0.098193,65913.3,6472.2,313385.8,1058930.1,16.07
EMILIA,1931,F,65_69,65,2.5,0.034547,0.159001,59441.0,9451.2,273577.2,745544.4,12.54
EMILIA,1931,F,70_74,70,2.5,0.061785,0.267591,49989.8,13376.8,216507.1,471967.2,9.44
EMILIA,1931,F,75_79,75,2.5,0.103514,0.411167,36613.0,15054.0,145429.9,255460.2,6.98
EMILIA,1931,F,80_84,80,2.5,0.163417,0.580092,21559.0,12506.2,76529.3,110030.3,5.1
EMILIA,1931,F,85plus,85,3.7006,0.270225,1.0,9052.8,9052.8,33500.9,33500.9,3.7
LAZIO,1931,F,0,0,0.3141,0.094977,0.089169,100000.0,8916.9,93884.0,5773449.4,57.73
LAZIO,1931,F,1_4,1,1.5,0.013335,0.05162,91083.1,4701.7,352578.4,5679565.4,62.36
LAZIO,1931,F,5_9,5,2.5,0.003102,0.015389,86381.5,1329.3,428583.9,5326987.1,61.67
LAZIO,1931,F,10_14,10,2.5,0.001817,0.009044,85052.1,769.2,423337.5,4898403.1,57.59
LAZIO,1931,F,15_19,15,2.5,0.003092,0.015339,84282.9,1292.8,418182.4,4475065.6,53.1
LAZIO,1931,F,20_24,20,2.5,0.004032,0.019957,82990.0,1656.2,410809.7,4056883.3,48.88
LAZIO,1931,F,25_29,25,2.5,0.004291,0.021226,81333.8,1726.4,402353.2,3646073.6,44.83
LAZIO,1931,F,30_34,30,2.5,0.004433,0.021924,79607.4,1745.3,393673.9,3243720.4,40.75
LAZIO,1931,F,35_39,35,2.5,0.004552,0.022506,77862.1,1752.4,384929.6,2850046.5,36.6
LAZIO,1931,F,40_44,40,2.5,0.005425,0.026762,76109.7,2036.9,375456.5,2465116.9,32.39
LAZIO,1931,F,45_49,45,2.5,0.006277,0.030898,74072.9,2288.7,364642.5,2089660.4,28.21
LAZIO,1931,F,50_54,50,2.5,0.009611,0.046927,71784.1,3368.6,350499.2,1725017.9,24.03
LAZIO,1931,F,55_59,55,2.5,0.013187,0.063831,68415.6,4367.1,331160.1,1374518.6,20.09
LAZIO,1931,F,60_64,60,2.5,0.021339,0.101291,64048.5,6487.5,304023.6,1043358.5,16.29
LAZIO,1931,F,65_69,65,2.5,0.03551,0.163075,57561.0,9386.8,264337.9,739334.8,12.84
LAZIO,1931,F,70_74,70,2.5,0.057471,0.251257,48174.2,12104.1,210610.8,474996.9,9.86
LAZIO,1931,F,75_79,75,2.5,0.09868,0.395765,36070.1,14275.3,144662.4,264386.1,7.33
LAZIO,1931,F,80_84,80,2.5,0.150848,0.547693,21794.8,11936.9,79131.9,119723.7,5.49
LAZIO,1931,F,85plus,85,4.1177,0.242856,1.0,9857.9,9857.9,40591.8,40591.8,4.12
LIGURIA,1931,T,0,0,0.2911,0.071801,0.068324,100000.0,6832.4,95156.7,6003126.5,60.03
LIGURIA,1931,T,1_4,1,1.5,0.007436,0.029201,93167.6,2720.6,365869.1,5907969.8,63.41
LIGURIA,1931,T,5_9,5,2.5,0.001849,0.009203,90447.0,832.4,450154.3,5542100.7,61.27
LIGURIA,1931,T,10_14,10,2.5,0.001641,0.008171,89614.7,732.2,446242.8,5091946.4,56.82
LIGURIA,1931,T,15_19,15,2.5,0.002657,0.013195,88882.4,1172.8,441480.1,4645703.6,52.27
LIGURIA,1931,T,20_24,20,2.5,0.003762,0.018632,87709.6,1634.2,434462.5,4204223.5,47.93
LIGURIA,1931,T,25_29,25,2.5,0.003949,0.019554,86075.4,1683.1,426169.0,3769761.0,43.8
LIGURIA,1931,T,30_34,30,2.5,0.004303,0.021288,84392.2,1796.5,417469.9,3343592.0,39.62
LIGURIA,1931,T,35_39,35,2.5,0.005164,0.025492,82595.7,2105.5,407715.0,2926122.1,35.43
LIGURIA,1931,T,40_44,40,2.5,0.006585,0.032394,80490.2,2607.4,395932.8,2518407.1,31.29
LIGURIA,1931,T,45_49,45,2.5,0.008431,0.041283,77882.9,3215.2,381376.3,2122474.3,27.25
LIGURIA,1931,T,50_54,50,2.5,0.01064,0.05182,74667.6,3869.3,363665.0,1741098.0,23.32
LIGURIA,1931,T,55_59,55,2.5,0.015518,0.074691,70798.3,5288.0,340771.7,1377433.0,19.46
LIGURIA,1931,T,60_64,60,2.5,0.024418,0.115068,65510.3,7538.1,308706.4,1036661.3,15.82
LIGURIA,1931,T,65_69,65,2.5,0.036713,0.168135,57972.2,9747.2,265493.2,727954.9,12.56
LIGURIA,1931,T,70_74,70,2.5,0.058302,0.254428,48225.0,12269.8,210450.7,462461.7,9.59
LIGURIA,1931,T,75_79,75,2.5,0.102405,0.407659,35955.3,14657.5,143132.5,252010.9,7.01
LIGURIA,1931,T,80_84,80,2.5,0.16485,0.583695,21297.8,12431.4,75410.3,108878.4,5.11
LIGURIA,1931,T,85plus,85,3.7747,0.264919,1.0,8866.4,8866.4,33468.2,33468.2,3.77
LIGURIA,1931,M,0,0,0.293,0.081197,0.076789,100000.0,7678.9,94571.3,5813135.7,58.13
LIGURIA,1931,M,1_4,1,1.5,0.007599,0.029828,92321.1,2753.8,362399.8,5718564.4,61.94
LIGURIA,1931,M,5_9,5,2.5,0.002121,0.010548,89567.3,944.7,445474.6,5356164.6,59.8
LIGURIA,1931,M,10_14,10,2.5,0.00189,0.009404,88622.6,833.4,441029.2,4910689.9,55.41
LIGURIA,1931,M,15_19,15,2.5,0.003092,0.015343,87789.1,1347.0,435578.2,4469660.7,50.91
LIGURIA,1931,M,20_24,20,2.5,0.004205,0.020807,86442.2,1798.6,427714.4,4034082.5,46.67
LIGURIA,1931,M,25_29,25,2.5,0.004371,0.021618,84643.6,1829.8,418643.5,3606368.1,42.61
