compartimento,year,sex,age_group,age_lo,ax,mx,qx,lx,dx,Lx,Tx,ex
EMILIA,1911,M,70_74,70,2.5,0.089311,0.365049,33595.2,12263.9,137316.4,255158.6,7.6
EMILIA,1911,M,75_79,75,2.5,0.153835,0.555526,21331.3,11850.1,77031.3,117842.3,5.52
EMILIA,1911,M,80_84,80,2.5,0.230876,0.731922,9481.2,6939.5,30057.3,40810.9,4.3
EMILIA,1911,M,85plus,85,4.2309,0.236358,1.0,2541.7,2541.7,10753.6,10753.6,4.23
EMILIA,1911,F,0,0,0.3141,0.15862,0.143056,100000.0,14305.6,90187.9,4850991.3,48.51
EMILIA,1911,F,1_4,1,1.5,0.023003,0.087008,85694.4,7456.1,324137.5,4760803.4,55.56
EMILIA,1911,F,5_9,5,2.5,0.003325,0.016489,78238.4,1290.1,387966.7,4436665.8,56.71
EMILIA,1911,F,10_14,10,2.5,0.002775,0.013779,76948.3,1060.2,382090.9,4048699.2,52.62
EMILIA,1911,F,15_19,15,2.5,0.004757,0.023507,75888.1,1783.9,374980.6,3666608.2,48.32
EMILIA,1911,F,20_24,20,2.5,0.006446,0.031719,74104.2,2350.5,364644.6,3291627.7,44.42
EMILIA,1911,F,25_29,25,2.5,0.006962,0.034215,71753.7,2455.1,352630.7,2926983.1,40.79
EMILIA,1911,F,30_34,30,2.5,0.006902,0.033922,69298.6,2350.8,340616.1,2574352.5,37.15
EMILIA,1911,F,35_39,35,2.5,0.007744,0.037986,66947.8,2543.1,328381.5,2233736.4,33.37
EMILIA,1911,F,40_44,40,2.5,0.00731,0.035894,64404.8,2311.7,316244.5,1905354.9,29.58
EMILIA,1911,F,45_49,45,2.5,0.008897,0.043517,62093.0,2702.1,303709.8,1589110.5,25.59
EMILIA,1911,F,50_54,50,2.5,0.011809,0.057351,59390.9,3406.2,288439.1,1285400.7,21.64
EMILIA,1911,F,55_59,55,2.5,0.017707,0.084782,55984.7,4746.5,268057.5,996961.5,17.81
EMILIA,1911,F,60_64,60,2.5,0.027798,0.129957,51238.2,6658.7,239544.3,728904.1,14.23
EMILIA,1911,F,65_69,65,2.5,0.047262,0.211339,44579.5,9421.4,199344.0,489359.7,10.98
EMILIA,1911,F,70_74,70,2.5,0.081345,0.337992,35158.1,11883.2,146082.7,290015.7,8.25
EMILIA,1911,F,75_79,75,2.5,0.124807,0.475631,23275.0,11070.3,88699.0,143933.0,6.18
EMILIA,1911,F,80_84,80,2.5,0.22158,0.712958,12204.7,8701.4,39269.8,55234.0,4.53
EMILIA,1911,F,85plus,85,4.557,0.219445,1.0,3503.3,3503.3,15964.2,15964.2,4.56
LAZIO,1911,T,0,0,0.306,0.15104,0.136709,100000.0,13670.9,90512.1,4512896.5,45.13
LAZIO,1911,T,1_4,1,1.5,0.033621,0.124056,86329.1,10709.6,318542.1,4422384.5,51.23
LAZIO,1911,T,5_9,5,2.5,0.005328,0.02629,75619.4,1988.0,373127.0,4103842.3,54.27
LAZIO,1911,T,10_14,10,2.5,0.003055,0.015161,73631.4,1116.3,365366.1,3730715.3,50.67
LAZIO,1911,T,15_19,15,2.5,0.005045,0.024911,72515.1,1806.4,358059.2,3365349.1,46.41
LAZIO,1911,T,20_24,20,2.5,0.006318,0.031101,70708.6,2199.1,348045.4,3007289.9,42.53
LAZIO,1911,T,25_29,25,2.5,0.006478,0.031872,68509.5,2183.5,337088.9,2659244.5,38.82
LAZIO,1911,T,30_34,30,2.5,0.007246,0.035587,66326.0,2360.3,325729.2,2322155.6,35.01
LAZIO,1911,T,35_39,35,2.5,0.00822,0.040271,63965.7,2576.0,313388.4,1996426.4,31.21
LAZIO,1911,T,40_44,40,2.5,0.009371,0.04578,61389.7,2810.4,299922.4,1683037.9,27.42
LAZIO,1911,T,45_49,45,2.5,0.011502,0.055903,58579.3,3274.8,284709.4,1383115.5,23.61
LAZIO,1911,T,50_54,50,2.5,0.015235,0.073381,55304.5,4058.3,266376.7,1098406.1,19.86
LAZIO,1911,T,55_59,55,2.5,0.02162,0.102556,51246.2,5255.6,243091.9,832029.5,16.24
LAZIO,1911,T,60_64,60,2.5,0.036502,0.167249,45990.6,7691.9,210723.2,588937.6,12.81
LAZIO,1911,T,65_69,65,2.5,0.056089,0.245956,38298.7,9419.8,167944.0,378214.4,9.88
LAZIO,1911,T,70_74,70,2.5,0.096179,0.387677,28878.9,11195.7,116405.2,210270.4,7.28
LAZIO,1911,T,75_79,75,2.5,0.155077,0.558758,17683.2,9880.6,63714.4,93865.2,5.31
LAZIO,1911,T,80_84,80,2.5,0.244291,0.758326,7802.6,5916.9,24220.6,30150.8,3.86
LAZIO,1911,T,85plus,85,3.1448,0.317982,1.0,1885.7,1885.7,5930.2,5930.2,3.14
LAZIO,1911,M,0,0,0.2992,0.162161,0.145612,100000.0,14561.2,89794.8,4429042.8,44.29
LAZIO,1911,M,1_4,1,1.5,0.031517,0.116861,85438.8,9984.5,316794.0,4339248.0,50.79
LAZIO,1911,M,5_9,5,2.5,0.004898,0.024195,75454.3,1825.6,372707.6,4022453.9,53.31
LAZIO,1911,M,10_14,10,2.5,0.003014,0.014956,73628.7,1101.2,365390.6,3649746.3,49.57
LAZIO,1911,M,15_19,15,2.5,0.005653,0.02787,72527.5,2021.3,357584.3,3284355.7,45.28
LAZIO,1911,M,20_24,20,2.5,0.007013,0.034459,70506.2,2429.6,346457.0,2926771.4,41.51
LAZIO,1911,M,25_29,25,2.5,0.006776,0.033315,68076.6,2268.0,334713.1,2580314.4,37.9
LAZIO,1911,M,30_34,30,2.5,0.006304,0.031029,65808.6,2042.0,323938.2,2245601.3,34.12
LAZIO,1911,M,35_39,35,2.5,0.008925,0.043653,63766.6,2783.6,311874.2,1921663.1,30.14
LAZIO,1911,M,40_44,40,2.5,0.009667,0.047193,60983.0,2878.0,297720.1,1609788.9,26.4
LAZIO,1911,M,45_49,45,2.5,0.013248,0.064116,58105.0,3725.5,281211.5,1312068.8,22.58
LAZIO,1911,M,50_54,50,2.5,0.017087,0.081934,54379.6,4455.5,260759.0,1030857.3,18.96
LAZIO,1911,M,55_59,55,2.5,0.024587,0.115817,49924.0,5782.0,235165.0,770098.3,15.43
LAZIO,1911,M,60_64,60,2.5,0.039425,0.17944,44142.0,7920.9,200907.8,534933.3,12.12
LAZIO,1911,M,65_69,65,2.5,0.058189,0.253996,36221.1,9200.0,158105.7,334025.5,9.22
LAZIO,1911,M,70_74,70,2.5,0.100703,0.402247,27021.1,10869.2,107932.7,175919.8,6.51
LAZIO,1911,M,75_79,75,2.5,0.224389,0.718747,16152.0,11609.2,51736.9,67987.1,4.21
LAZIO,1911,M,80_84,80,2.5,0.270002,0.805973,4542.8,3661.4,13560.5,16250.2,3.58
LAZIO,1911,M,85plus,85,3.0515,0.327709,1.0,881.4,881.4,2689.7,2689.7,3.05
LAZIO,1911,F,0,0,0.3141,0.139639,0.127433,100000.0,12743.3,91259.5,4595577.3,45.96
LAZIO,1911,F,1_4,1,1.5,0.03582,0.131503,87256.7,11474.5,320340.2,4504317.9,51.62
LAZIO,1911,F,5_9,5,2.5,0.005778,0.028477,75782.1,2158.1,373515.3,4183977.6,55.21
LAZIO,1911,F,10_14,10,2.5,0.003099,0.015375,73624.0,1132.0,365290.2,3810462.3,51.76
LAZIO,1911,F,15_19,15,2.5,0.004495,0.022227,72492.0,1611.2,358432.1,3445172.1,47.52
LAZIO,1911,F,20_24,20,2.5,0.005625,0.027734,70880.8,1965.8,349489.4,3086740.0,43.55
LAZIO,1911,F,25_29,25,2.5,0.006226,0.030651,68915.0,2112.3,339294.0,2737250.7,39.72
LAZIO,1911,F,30_34,30,2.5,0.008145,0.039913,66802.6,2666.3,327347.5,2397956.7,35.9
LAZIO,1911,F,35_39,35,2.5,0.007579,0.037191,64136.4,2385.3,314718.6,2070609.2,32.28
LAZIO,1911,F,40_44,40,2.5,0.00907,0.044345,61751.1,2738.3,301909.6,1755890.6,28.43
LAZIO,1911,F,45_49,45,2.5,0.009682,0.047266,59012.7,2789.3,288090.5,1453981.0,24.64
LAZIO,1911,F,50_54,50,2.5,0.013228,0.064021,56223.5,3599.5,272118.6,1165890.5,20.74
LAZIO,1911,F,55_59,55,2.5,0.018562,0.088695,52624.0,4667.5,251451.1,893771.9,16.98
LAZIO,1911,F,60_64,60,2.5,0.033554,0.154784,47956.5,7422.9,221225.2,642320.9,13.39
LAZIO,1911,F,65_69,65,2.5,0.053947,0.23768,40533.6,9634.0,178582.9,421095.7,10.39
LAZIO,1911,F,70_74,70,2.5,0.091961,0.373854,30899.6,11551.9,125618.0,242512.8,7.85
LAZIO,1911,F,75_79,75,2.5,0.121678,0.466487,19347.6,9025.4,74174.6,116894.9,6.04
LAZIO,1911,F,80_84,80,2.5,0.221748,0.713305,10322.2,7362.9,33203.8,42720.2,4.14
LAZIO,1911,F,85plus,85,3.2157,0.310972,1.0,2959.3,2959.3,9516.4,9516.4,3.22
LIGURIA,1911,T,0,0,0.3061,0.141212,0.128609,100000.0,12860.9,91075.3,4690127.7,46.9
LIGURIA,1911,T,1_4,1,1.5,0.025861,0.097161,87139.1,8466.5,327390.2,4599052.4,52.78
LIGURIA,1911,T,5_9,5,2.5,0.004587,0.022674,78672.6,1783.8,388903.6,4271662.2,54.3
LIGURIA,1911,T,10_14,10,2.5,0.002726,0.013537,76888.8,1040.8,381842.0,3882758.6,50.5
LIGURIA,1911,T,15_19,15,2.5,0.004951,0.024453,75848.0,1854.7,374603.1,3500916.6,46.16
LIGURIA,1911,T,20_24,20,2.5,0.006574,0.032337,73993.3,2392.7,363984.5,3126313.5,42.25
LIGURIA,1911,T,25_29,25,2.5,0.007945,0.038951,71600.5,2788.9,351030.4,2762329.0,38.58
LIGURIA,1911,T,30_34,30,2.5,0.008691,0.042529,68811.6,2926.5,336742.0,2411298.6,35.04
LIGURIA,1911,T,35_39,35,2.5,0.010444,0.050892,65885.2,3353.0,321043.3,2074556.6,31.49
LIGURIA,1911,T,40_44,40,2.5,0.010696,0.052088,62532.2,3257.2,304517.8,1753513.3,28.04
LIGURIA,1911,T,45_49,45,2.5,0.012348,0.059891,59275.0,3550.1,287499.7,1448995.5,24.45
LIGURIA,1911,T,50_54,50,2.5,0.0161,0.077384,55724.9,4312.2,267844.0,1161495.9,20.84
LIGURIA,1911,T,55_59,55,2.5,0.020134,0.095846,51412.7,4927.7,244744.2,893651.9,17.38
LIGURIA,1911,T,60_64,60,2.5,0.032918,0.152075,46485.0,7069.2,214752.0,648907.6,13.96
LIGURIA,1911,T,65_69,65,2.5,0.046053,0.206493,39415.8,8139.1,176731.3,434155.6,11.01
LIGURIA,1911,T,70_74,70,2.5,0.078118,0.326774,31276.7,10220.4,130832.6,257424.4,8.23
LIGURIA,1911,T,75_79,75,2.5,0.129323,0.488636,21056.3,10288.9,79559.4,126591.8,6.01
LIGURIA,1911,T,80_84,80,2.5,0.20309,0.673498,10767.4,7251.8,35707.5,47032.5,4.37
LIGURIA,1911,T,85plus,85,3.2213,0.31043,1.0,3515.6,3515.6,11324.9,11324.9,3.22
LIGURIA,1911,M,0,0,0.2992,0.149839,0.135599,100000.0,13559.9,90496.5,4670889.8,46.71
LIGURIA,1911,M,1_4,1,1.5,0.02488,0.093691,86440.1,8098.7,325513.6,4580393.3,52.99
LIGURIA,1911,M,5_9,5,2.5,0.004287,0.02121,78341.4,1661.6,387552.9,4254879.8,54.31
LIGURIA,1911,M,10_14,10,2.5,0.002576,0.012795,76679.8,981.1,380946.1,3867326.8,50.43
LIGURIA,1911,M,15_19,15,2.5,0.004497,0.022234,75698.6,1683.1,374285.5,3486380.7,46.06
LIGURIA,1911,M,20_24,20,2.5,0.005632,0.02777,74015.5,2055.4,364939.2,3112095.3,42.05
LIGURIA,1911,M,25_29,25,2.5,0.008191,0.040135,71960.1,2888.1,352580.5,2747156.0,38.18
LIGURIA,1911,M,30_34,30,2.5,0.007929,0.038875,69072.0,2685.2,338647.2,2394575.6,34.67
LIGURIA,1911,M,35_39,35,2.5,0.010265,0.05004,66386.9,3322.0,323629.2,2055928.3,30.97
LIGURIA,1911,M,40_44,40,2.5,0.011085,0.053933,63064.8,3401.2,306821.0,1732299.1,27.47
LIGURIA,1911,M,45_49,45,2.5,0.013146,0.063638,59663.6,3796.9,288825.8,1425478.1,23.89
LIGURIA,1911,M,50_54,50,2.5,0.017707,0.084781,55866.7,4736.5,267492.5,1136652.4,20.35
LIGURIA,1911,M,55_59,55,2.5,0.021771,0.103236,51130.3,5278.5,242455.1,869159.9,17.0
LIGURIA,1911,M,60_64,60,2.5,0.035933,0.164857,45851.8,7559.0,210361.4,626704.8,13.67
LIGURIA,1911,M,65_69,65,2.5,0.050477,0.224106,38292.8,8581.6,170009.9,416343.4,10.87
LIGURIA,1911,M,70_74,70,2.5,0.076249,0.320208,29711.2,9513.7,124771.4,246333.5,8.29
LIGURIA,1911,M,75_79,75,2.5,0.127845,0.484404,20197.4,9783.7,76527.8,121562.0,6.02
LIGURIA,1911,M,80_84,80,2.5,0.205603,0.679002,10413.7,7070.9,34391.2,45034.2,4.32
LIGURIA,1911,M,85plus,85,3.1839,0.314081,1.0,3342.8,3342.8,10643.0,10643.0,3.18
LIGURIA,1911,F,0,0,0.3141,0.132331,0.12132,100000.0,12132.0,91678.8,4709272.4,47.09
LIGURIA,1911,F,1_4,1,1.5,0.026868,0.100708,87868.0,8849.0,329349.6,4617593.6,52.55
LIGURIA,1911,F,5_9,5,2.5,0.004892,0.024165,79019.0,1909.5,390321.4,4288244.0,54.27
LIGURIA,1911,F,10_14,10,2.5,0.002878,0.014286,77109.5,1101.6,382793.7,3897922.6,50.55
LIGURIA,1911,F,15_19,15,2.5,0.005389,0.026585,76007.9,2020.7,374988.0,3515128.9,46.25
LIGURIA,1911,F,20_24,20,2.5,0.007628,0.037427,73987.2,2769.1,363013.3,3140140.9,42.44
LIGURIA,1911,F,25_29,25,2.5,0.007705,0.037796,71218.1,2691.8,349361.0,2777127.6,38.99
LIGURIA,1911,F,30_34,30,2.5,0.009441,0.046118,68526.3,3160.3,334730.8,2427766.5,35.43
LIGURIA,1911,F,35_39,35,2.5,0.010622,0.051738,65366.0,3381.9,318375.3,2093035.8,32.02
LIGURIA,1911,F,40_44,40,2.5,0.010304,0.050224,61984.1,3113.1,302137.8,1774660.5,28.63
LIGURIA,1911,F,45_49,45,2.5,0.011513,0.055953,58871.0,3294.0,286120.0,1472522.7,25.01
LIGURIA,1911,F,50_54,50,2.5,0.014488,0.06991,55577.0,3885.4,268171.5,1186402.7,21.35
LIGURIA,1911,F,55_59,55,2.5,0.018505,0.088432,51691.6,4571.2,247030.0,918231.2,17.76
LIGURIA,1911,F,60_64,60,2.5,0.030101,0.139972,47120.4,6595.5,219113.2,671201.3,14.24
LIGURIA,1911,F,65_69,65,2.5,0.041784,0.189159,40524.9,7665.6,183460.2,452088.1,11.16
LIGURIA,1911,F,70_74,70,2.5,0.079838,0.33277,32859.2,10934.6,136959.8,268627.8,8.18
LIGURIA,1911,F,75_79,75,2.5,0.130629,0.492356,21924.7,10794.8,82636.5,131668.1,6.01
LIGURIA,1911,F,80_84,80,2.5,0.200898,0.66866,11129.9,7442.1,37044.3,49031.6,4.41
LIGURIA,1911,F,85plus,85,3.2505,0.307641,1.0,3687.8,3687.8,11987.3,11987.3,3.25
LOMBARDIA,1911,T,0,0,0.306,0.210834,0.183923,100000.0,18392.3,87235.8,4260449.0,42.6
LOMBARDIA,1911,T,1_4,1,1.5,0.033199,0.12262,81607.7,10006.8,301414.0,4173213.1,51.14
LOMBARDIA,1911,T,5_9,5,2.5,0.004282,0.021186,71600.9,1516.9,354212.5,3871799.2,54.07
LOMBARDIA,1911,T,10_14,10,2.5,0.003184,0.015796,70084.0,1107.1,347652.5,3517586.7,50.19
LOMBARDIA,1911,T,15_19,15,2.5,0.005594,0.027583,68977.0,1902.6,340128.3,3169934.2,45.96
LOMBARDIA,1911,T,20_24,20,2.5,0.00702,0.034495,67074.4,2313.7,329587.5,2829805.9,42.19
LOMBARDIA,1911,T,25_29,25,2.5,0.007079,0.034779,64760.6,2252.3,318172.3,2500218.3,38.61
LOMBARDIA,1911,T,30_34,30,2.5,0.007196,0.035346,62508.3,2209.4,307017.9,2182046.0,34.91
LOMBARDIA,1911,T,35_39,35,2.5,0.007821,0.038356,60298.9,2312.8,295712.3,1875028.2,31.1
LOMBARDIA,1911,T,40_44,40,2.5,0.009003,0.044022,57986.0,2552.7,283548.6,1579315.9,27.24
LOMBARDIA,1911,T,45_49,45,2.5,0.01125,0.054709,55433.4,3032.7,269585.1,1295767.3,23.38
LOMBARDIA,1911,T,50_54,50,2.5,0.015463,0.074437,52400.7,3900.5,252252.0,1026182.2,19.58
LOMBARDIA,1911,T,55_59,55,2.5,0.022166,0.105012,48500.1,5093.1,229767.9,773930.2,15.96
LOMBARDIA,1911,T,60_64,60,2.5,0.037226,0.170283,43407.0,7391.5,198556.5,544162.3,12.54
LOMBARDIA,1911,T,65_69,65,2.5,0.060024,0.260959,36015.6,9398.6,156581.4,345605.8,9.6
LOMBARDIA,1911,T,70_74,70,2.5,0.100795,0.40254,26617.0,10714.4,106298.9,189024.4,7.1
LOMBARDIA,1911,T,75_79,75,2.5,0.158291,0.567057,15902.6,9017.7,56968.7,82725.5,5.2
LOMBARDIA,1911,T,80_84,80,2.5,0.249541,0.76836,6884.9,5290.1,21199.3,25756.8,3.74
LOMBARDIA,1911,T,85plus,85,2.8576,0.349939,1.0,1594.8,1594.8,4557.4,4557.4,2.86
LOMBARDIA,1911,M,0,0,0.2992,0.225284,0.194564,100000.0,19456.4,86364.0,4204440.5,42.04
LOMBARDIA,1911,M,1_4,1,1.5,0.033724,0.124408,80543.6,10020.3,297123.6,4118076.5,51.13
LOMBARDIA,1911,M,5_9,5,2.5,0.004231,0.020933,70523.3,1476.3,348925.7,3820952.9,54.18
LOMBARDIA,1911,M,10_14,10,2.5,0.002895,0.014372,69047.0,992.3,342754.1,3472027.2,50.28
LOMBARDIA,1911,M,15_19,15,2.5,0.00482,0.023811,68054.7,1620.4,336222.2,3129273.1,45.98
LOMBARDIA,1911,M,20_24,20,2.5,0.006762,0.033249,66434.2,2208.9,326648.9,2793050.9,42.04
LOMBARDIA,1911,M,25_29,25,2.5,0.006501,0.031985,64225.4,2054.2,315991.2,2466402.0,38.4
LOMBARDIA,1911,M,30_34,30,2.5,0.006497,0.031966,62171.1,1987.4,305887.2,2150410.8,34.59
LOMBARDIA,1911,M,35_39,35,2.5,0.007261,0.035659,60183.7,2146.1,295553.4,1844523.6,30.65
LOMBARDIA,1911,M,40_44,40,2.5,0.009222,0.045071,58037.6,2615.8,283648.6,1548970.2,26.69
LOMBARDIA,1911,M,45_49,45,2.5,0.012084,0.05865,55421.8,3250.5,268982.9,1265321.6,22.83
LOMBARDIA,1911,M,50_54,50,2.5,0.016645,0.079901,52171.3,4168.5,250435.4,996338.7,19.1
LOMBARDIA,1911,M,55_59,55,2.5,0.024252,0.11433,48002.8,5488.2,226293.7,745903.3,15.54
LOMBARDIA,1911,M,60_64,60,2.5,0.040459,0.183714,42514.6,7810.5,193046.9,519609.6,12.22
LOMBARDIA,1911,M,65_69,65,2.5,0.0625,0.270271,34704.1,9379.5,150071.8,326562.7,9.41
LOMBARDIA,1911,M,70_74,70,2.5,0.102961,0.409421,25324.6,10368.4,100702.0,176490.8,6.97
LOMBARDIA,1911,M,75_79,75,2.5,0.164523,0.582874,14956.2,8717.6,52987.0,75788.8,5.07
LOMBARDIA,1911,M,80_84,80,2.5,0.255735,0.779995,6238.6,4866.1,19027.9,22801.8,3.65
LOMBARDIA,1911,M,85plus,85,2.7497,0.363682,1.0,1372.5,1372.5,3774.0,3774.0,2.75
LOMBARDIA,1911,F,0,0,0.3141,0.195968,0.172749,100000.0,17274.9,88151.3,4321303.3,43.21
LOMBARDIA,1911,F,1_4,1,1.5,0.032665,0.120795,82725.1,9992.8,305918.6,4233152.0,51.17
LOMBARDIA,1911,F,5_9,5,2.5,0.004335,0.021443,72732.4,1559.6,359762.8,3927233.5,54.0
LOMBARDIA,1911,F,10_14,10,2.5,0.003474,0.017222,71172.8,1225.8,352799.4,3567470.6,50.12
LOMBARDIA,1911,F,15_19,15,2.5,0.006316,0.031091,69947.0,2174.7,344298.3,3214671.2,45.96
LOMBARDIA,1911,F,20_24,20,2.5,0.007258,0.035645,67772.3,2415.7,332822.3,2870372.9,42.35
LOMBARDIA,1911,F,25_29,25,2.5,0.007612,0.03735,65356.6,2441.0,320680.4,2537550.6,38.83
LOMBARDIA,1911,F,30_34,30,2.5,0.007862,0.038551,62915.6,2425.5,308514.1,2216870.2,35.24
LOMBARDIA,1911,F,35_39,35,2.5,0.008357,0.040932,60490.1,2476.0,296260.4,1908356.2,31.55
LOMBARDIA,1911,F,40_44,40,2.5,0.008792,0.043014,58014.1,2495.4,283832.0,1612095.7,27.79
LOMBARDIA,1911,F,45_49,45,2.5,0.01043,0.050824,55518.7,2821.7,270539.3,1328263.8,23.92
LOMBARDIA,1911,F,50_54,50,2.5,0.014326,0.069154,52697.0,3644.2,254374.6,1057724.5,20.07
LOMBARDIA,1911,F,55_59,55,2.5,0.020154,0.095936,49052.8,4705.9,233499.3,803349.9,16.38
LOMBARDIA,1911,F,60_64,60,2.5,0.034213,0.157585,44346.9,6988.4,204263.4,569850.6,12.85
LOMBARDIA,1911,F,65_69,65,2.5,0.0576,0.251748,37358.5,9404.9,163280.1,365587.1,9.79
LOMBARDIA,1911,F,70_74,70,2.5,0.098661,0.395702,27953.6,11061.3,112114.6,202307.0,7.24
LOMBARDIA,1911,F,75_79,75,2.5,0.15218,0.551198,16892.3,9311.0,61183.9,90192.4,5.34
LOMBARDIA,1911,F,80_84,80,2.5,0.243518,0.756834,7581.3,5737.8,23562.0,29008.4,3.83
LOMBARDIA,1911,F,85plus,85,2.9544,0.33848,1.0,1843.5,1843.5,5446.4,5446.4,2.95
MARCHE,1911,T,0,0,0.3062,0.153657,0.138854,100000.0,13885.4,90366.1,4910214.0,49.1
MARCHE,1911,T,1_4,1,1.5,0.028976,0.108076,86114.6,9306.9,321191.1,4819847.9,55.97
MARCHE,1911,T,5_9,5,2.5,0.002733,0.013572,76807.7,1042.4,381432.2,4498656.8,58.57
MARCHE,1911,T,10_14,10,2.5,0.002067,0.010281,75765.2,779.0,376878.7,4117224.6,54.34
MARCHE,1911,T,15_19,15,2.5,0.003496,0.017329,74986.3,1299.5,371682.6,3740345.9,49.88
MARCHE,1911,T,20_24,20,2.5,0.005256,0.025938,73686.8,1911.3,363655.7,3368663.3,45.72
MARCHE,1911,T,25_29,25,2.5,0.005504,0.027148,71775.5,1948.6,354006.0,3005007.6,41.87
MARCHE,1911,T,30_34,30,2.5,0.005229,0.025808,69826.9,1802.1,344629.4,2651001.5,37.97
MARCHE,1911,T,35_39,35,2.5,0.006551,0.032229,68024.8,2192.4,334643.2,2306372.1,33.9
MARCHE,1911,T,40_44,40,2.5,0.006474,0.031856,65832.4,2097.2,323919.2,1971728.9,29.95
MARCHE,1911,T,45_49,45,2.5,0.007768,0.038102,63735.3,2428.4,312605.2,1647809.7,25.85
MARCHE,1911,T,50_54,50,2.5,0.010259,0.050014,61306.8,3066.2,298868.6,1335204.4,21.78
MARCHE,1911,T,55_59,55,2.5,0.016139,0.077564,58240.6,4517.4,279909.6,1036335.8,17.79
MARCHE,1911,T,60_64,60,2.5,0.027113,0.12696,53723.2,6820.7,251564.4,756426.2,14.08
MARCHE,1911,T,65_69,65,2.5,0.045597,0.204655,46902.5,9598.8,210515.6,504861.8,10.76
MARCHE,1911,T,70_74,70,2.5,0.080593,0.335388,37303.7,12511.2,155240.4,294346.2,7.89
MARCHE,1911,T,75_79,75,2.5,0.141249,0.521938,24792.5,12940.1,91612.0,139105.8,5.61
MARCHE,1911,T,80_84,80,2.5,0.235905,0.74195,11852.3,8793.8,37277.1,47493.7,4.01
MARCHE,1911,T,85plus,85,3.3404,0.299364,1.0,3058.5,3058.5,10216.6,10216.6,3.34
MARCHE,1911,M,0,0,0.2992,0.158769,0.142871,100000.0,14287.1,89986.9,4883399.5,48.83
MARCHE,1911,M,1_4,1,1.5,0.028516,0.106475,85712.9,9126.3,320035.8,4793412.7,55.92
MARCHE,1911,M,5_9,5,2.5,0.002817,0.013988,76586.6,1071.3,380254.7,4473376.9,58.41
MARCHE,1911,M,10_14,10,2.5,0.001837,0.009144,75515.3,690.5,375850.0,4093122.2,54.2
MARCHE,1911,M,15_19,15,2.5,0.003695,0.018305,74824.7,1369.7,370699.5,3717272.2,49.68
MARCHE,1911,M,20_24,20,2.5,0.006298,0.031001,73455.1,2277.2,361582.4,3346572.7,45.56
MARCHE,1911,M,25_29,25,2.5,0.005473,0.026995,71177.9,1921.5,351085.8,2984990.3,41.94
MARCHE,1911,M,30_34,30,2.5,0.004708,0.023265,69256.4,1611.3,342254.0,2633904.5,38.03
MARCHE,1911,M,35_39,35,2.5,0.006269,0.030859,67645.2,2087.5,333007.1,2291650.5,33.88
MARCHE,1911,M,40_44,40,2.5,0.006269,0.03086,65557.7,2023.1,322730.6,1958643.5,29.88
MARCHE,1911,M,45_49,45,2.5,0.008446,0.041359,63534.6,2627.7,311103.5,1635912.8,25.75
MARCHE,1911,M,50_54,50,2.5,0.010845,0.052792,60906.8,3215.4,296495.8,1324809.3,21.75
MARCHE,1911,M,55_59,55,2.5,0.016703,0.080167,57691.5,4624.9,276894.9,1028313.5,17.82
MARCHE,1911,M,60_64,60,2.5,0.027178,0.127246,53066.5,6752.5,248451.3,751418.6,14.16
MARCHE,1911,M,65_69,65,2.5,0.044139,0.198762,46314.0,9205.5,208556.4,502967.3,10.86
MARCHE,1911,M,70_74,70,2.5,0.081101,0.337148,37108.5,12511.1,154265.1,294410.9,7.93
MARCHE,1911,M,75_79,75,2.5,0.138203,0.513572,24597.5,12632.6,91406.0,140145.8,5.7
MARCHE,1911,M,80_84,80,2.5,0.224741,0.719469,11964.9,8608.4,38303.6,48739.9,4.07
MARCHE,1911,M,85plus,85,3.1093,0.32162,1.0,3356.5,3356.5,10436.3,10436.3,3.11
MARCHE,1911,F,0,0,0.3141,0.148277,0.134589,100000.0,13458.9,90768.6,4934915.3,49.35
MARCHE,1911,F,1_4,1,1.5,0.029459,0.109753,86541.1,9498.2,322418.8,4844146.7,55.98
MARCHE,1911,F,5_9,5,2.5,0.002644,0.013136,77042.9,1012.0,382684.5,4521727.8,58.69
MARCHE,1911,F,10_14,10,2.5,0.002302,0.011446,76030.9,870.3,377978.8,4139043.3,54.44
MARCHE,1911,F,15_19,15,2.5,0.003324,0.016485,75160.6,1239.0,372705.7,3761064.5,50.04
MARCHE,1911,F,20_24,20,2.5,0.004438,0.021945,73921.6,1622.2,365552.7,3388358.8,45.84
MARCHE,1911,F,25_29,25,2.5,0.005529,0.027269,72299.4,1971.5,356568.4,3022806.2,41.81
MARCHE,1911,F,30_34,30,2.5,0.005666,0.027933,70327.9,1964.5,346728.5,2666237.8,37.91
MARCHE,1911,F,35_39,35,2.5,0.006797,0.033419,68363.5,2284.6,336105.8,2319509.3,33.93
MARCHE,1911,F,40_44,40,2.5,0.006655,0.032732,66078.9,2162.9,324987.0,1983403.6,30.02
MARCHE,1911,F,45_49,45,2.5,0.007161,0.035173,63915.9,2248.1,313959.3,1658416.6,25.95
MARCHE,1911,F,50_54,50,2.5,0.009723,0.047461,61667.8,2926.8,301022.0,1344457.3,21.8
MARCHE,1911,F,55_59,55,2.5,0.015599,0.075065,58741.0,4409.4,282681.4,1043435.3,17.76
MARCHE,1911,F,60_64,60,2.5,0.027052,0.12669,54331.6,6883.3,254449.7,760753.9,14.0
MARCHE,1911,F,65_69,65,2.5,0.046959,0.210126,47448.3,9970.1,212316.2,506304.2,10.67
