COD_PROV,DEN_PROV,year,marriages,nuptiality
71,Foggia,1931,3266,6.46
72,Bari delle Puglie,1931,6874,7.25
73,Taranto,1931,1763,5.82
74,Brindisi,1931,1438,5.94
75,Lecce,1931,3353,6.88
76,Potenza,1931,2635,7.52
77,Matera,1931,1189,7.72
78,Cosenza,1931,3944,7.23
79,Catanzaro,1931,4004,7.0
80,Reggio di Calabria,1931,3460,6.3
81,Trapani,1931,2238,5.98
82,Palermo,1931,5453,6.48
83,Messina,1931,3777,6.29
84,Girgenti,1931,2706,6.79
85,Caltanissetta,1931,1712,6.97
86,Enna,1931,1476,6.53
87,Catania,1931,4649,6.78
88,Ragusa,1931,1523,6.4
89,Siracusa,1931,1774,6.24
90,Sassari,1931,1693,5.85
91,Nuoro,1931,1091,5.26
92,Cagliari,1931,2816,5.92
