compartimento,year,sex,age_group,age_lo,age_hi,count,unit,source,notes
Veneto,1895,M,60-65,60,65,87,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Veneto,1895,M,65-70,65,70,43,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Veneto,1895,M,70+,70,,27,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Veneto,1895,M,ignota,,,28,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Emilia,1895,M,sotto 18,0,18,,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",illegible
Emilia,1895,M,18-20,18,20,150,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Emilia,1895,M,20-25,20,25,3876,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Emilia,1895,M,25-30,25,30,5883,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Emilia,1895,M,30-35,30,35,2904,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Emilia,1895,M,35-40,35,40,1367,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Emilia,1895,M,40-45,40,45,782,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Emilia,1895,M,45-50,45,50,509,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Emilia,1895,M,50-55,50,55,317,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Emilia,1895,M,55-60,55,60,183,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Emilia,1895,M,60-65,60,65,120,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Emilia,1895,M,65-70,65,70,72,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Emilia,1895,M,70+,70,,35,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Emilia,1895,M,ignota,,,25,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Toscana,1895,M,sotto 18,0,18,2,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Toscana,1895,M,18-20,18,20,251,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Toscana,1895,M,20-25,20,25,4801,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Toscana,1895,M,25-30,25,30,6749,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Toscana,1895,M,30-35,30,35,2848,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Toscana,1895,M,35-40,35,40,1139,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Toscana,1895,M,40-45,40,45,677,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Toscana,1895,M,45-50,45,50,432,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Toscana,1895,M,50-55,50,55,281,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Toscana,1895,M,55-60,55,60,176,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Toscana,1895,M,60-65,60,65,130,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Toscana,1895,M,65-70,65,70,65,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Toscana,1895,M,70+,70,,33,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Toscana,1895,M,ignota,,,35,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Marche,1895,M,sotto 18,0,18,1,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Marche,1895,M,18-20,18,20,51,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Marche,1895,M,20-25,20,25,1437,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Marche,1895,M,25-30,25,30,2847,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Marche,1895,M,30-35,30,35,1392,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Marche,1895,M,35-40,35,40,533,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Marche,1895,M,40-45,40,45,298,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Marche,1895,M,45-50,45,50,209,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Marche,1895,M,50-55,50,55,145,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Marche,1895,M,55-60,55,60,103,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Marche,1895,M,60-65,60,65,58,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Marche,1895,M,65-70,65,70,33,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Marche,1895,M,70+,70,,19,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Marche,1895,M,ignota,,,8,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Umbria,1895,M,sotto 18,0,18,,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",illegible
Umbria,1895,M,18-20,18,20,22,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Umbria,1895,M,20-25,20,25,737,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Umbria,1895,M,25-30,25,30,1663,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Umbria,1895,M,30-35,30,35,890,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Umbria,1895,M,35-40,35,40,464,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Umbria,1895,M,40-45,40,45,251,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Umbria,1895,M,45-50,45,50,171,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Umbria,1895,M,50-55,50,55,115,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Umbria,1895,M,55-60,55,60,51,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Umbria,1895,M,60-65,60,65,43,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Umbria,1895,M,65-70,65,70,21,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Umbria,1895,M,70+,70,,14,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Umbria,1895,M,ignota,,,6,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Lazio,1895,M,sotto 18,0,18,4,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Lazio,1895,M,18-20,18,20,68,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Lazio,1895,M,20-25,20,25,1292,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Lazio,1895,M,25-30,25,30,2203,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Lazio,1895,M,30-35,30,35,1228,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Lazio,1895,M,35-40,35,40,675,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Lazio,1895,M,40-45,40,45,410,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Lazio,1895,M,45-50,45,50,257,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Lazio,1895,M,50-55,50,55,153,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Lazio,1895,M,55-60,55,60,73,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Lazio,1895,M,60-65,60,65,44,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Lazio,1895,M,65-70,65,70,27,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Lazio,1895,M,70+,70,,17,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Lazio,1895,M,ignota,,,7,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Abruzzi e Molise,1895,M,sotto 18,0,18,6,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Abruzzi e Molise,1895,M,18-20,18,20,554,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Abruzzi e Molise,1895,M,20-25,20,25,3676,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Abruzzi e Molise,1895,M,25-30,25,30,3580,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Abruzzi e Molise,1895,M,30-35,30,35,1340,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Abruzzi e Molise,1895,M,35-40,35,40,630,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Abruzzi e Molise,1895,M,40-45,40,45,421,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Abruzzi e Molise,1895,M,45-50,45,50,294,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Abruzzi e Molise,1895,M,50-55,50,55,203,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Abruzzi e Molise,1895,M,55-60,55,60,154,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Abruzzi e Molise,1895,M,60-65,60,65,130,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Abruzzi e Molise,1895,M,65-70,65,70,84,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Abruzzi e Molise,1895,M,70+,70,,50,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Abruzzi e Molise,1895,M,ignota,,,15,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Campania,1895,M,sotto 18,0,18,4,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Campania,1895,M,18-20,18,20,703,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Campania,1895,M,20-25,20,25,7631,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Campania,1895,M,25-30,25,30,7803,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Campania,1895,M,30-35,30,35,2928,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Campania,1895,M,35-40,35,40,1408,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Campania,1895,M,40-45,40,45,866,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Campania,1895,M,45-50,45,50,645,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Campania,1895,M,50-55,50,55,522,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Campania,1895,M,55-60,55,60,300,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Campania,1895,M,60-65,60,65,260,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Campania,1895,M,65-70,65,70,151,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Campania,1895,M,70+,70,,119,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Campania,1895,M,ignota,,,53,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Puglie,1895,M,sotto 18,0,18,,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",illegible
Puglie,1895,M,18-20,18,20,259,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Puglie,1895,M,20-25,20,25,3870,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Puglie,1895,M,25-30,25,30,5399,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Puglie,1895,M,30-35,30,35,1886,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Puglie,1895,M,35-40,35,40,875,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Puglie,1895,M,40-45,40,45,520,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Puglie,1895,M,45-50,45,50,309,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Puglie,1895,M,50-55,50,55,234,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Puglie,1895,M,55-60,55,60,175,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Puglie,1895,M,60-65,60,65,114,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Puglie,1895,M,65-70,65,70,69,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Puglie,1895,M,70+,70,,47,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Puglie,1895,M,ignota,,,51,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Basilicata,1895,M,sotto 18,0,18,1,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Basilicata,1895,M,18-20,18,20,163,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Basilicata,1895,M,20-25,20,25,2011,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Basilicata,1895,M,25-30,25,30,1237,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Basilicata,1895,M,30-35,30,35,342,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Basilicata,1895,M,35-40,35,40,166,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Basilicata,1895,M,40-45,40,45,142,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Basilicata,1895,M,45-50,45,50,107,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Basilicata,1895,M,50-55,50,55,88,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Basilicata,1895,M,55-60,55,60,79,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Basilicata,1895,M,60-65,60,65,50,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Basilicata,1895,M,65-70,65,70,35,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Basilicata,1895,M,70+,70,,25,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Basilicata,1895,M,ignota,,,38,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Calabrie,1895,M,sotto 18,0,18,3,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Calabrie,1895,M,18-20,18,20,468,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Calabrie,1895,M,20-25,20,25,4045,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Calabrie,1895,M,25-30,25,30,3403,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Calabrie,1895,M,30-35,30,35,1318,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Calabrie,1895,M,35-40,35,40,682,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Calabrie,1895,M,40-45,40,45,450,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Calabrie,1895,M,45-50,45,50,325,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Calabrie,1895,M,50-55,50,55,264,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Calabrie,1895,M,55-60,55,60,171,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Calabrie,1895,M,60-65,60,65,108,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Calabrie,1895,M,65-70,65,70,53,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Calabrie,1895,M,70+,70,,42,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Calabrie,1895,M,ignota,,,28,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Sicilia,1895,M,sotto 18,0,18,4,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Sicilia,1895,M,18-20,18,20,361,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Sicilia,1895,M,20-25,20,25,7096,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Sicilia,1895,M,25-30,25,30,9376,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Sicilia,1895,M,30-35,30,35,4068,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Sicilia,1895,M,35-40,35,40,1709,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Sicilia,1895,M,40-45,40,45,963,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Sicilia,1895,M,45-50,45,50,733,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Sicilia,1895,M,50-55,50,55,553,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Sicilia,1895,M,55-60,55,60,294,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Sicilia,1895,M,60-65,60,65,172,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Sicilia,1895,M,65-70,65,70,146,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Sicilia,1895,M,70+,70,,109,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Sicilia,1895,M,ignota,,,127,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Sardegna,1895,M,sotto 18,0,18,1,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Sardegna,1895,M,18-20,18,20,17,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Sardegna,1895,M,20-25,20,25,856,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Sardegna,1895,M,25-30,25,30,1726,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Sardegna,1895,M,30-35,30,35,1202,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Sardegna,1895,M,35-40,35,40,543,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Sardegna,1895,M,40-45,40,45,,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",illegible
Sardegna,1895,M,45-50,45,50,191,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Sardegna,1895,M,50-55,50,55,107,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Sardegna,1895,M,55-60,55,60,72,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Sardegna,1895,M,60-65,60,65,58,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Sardegna,1895,M,65-70,65,70,24,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Sardegna,1895,M,70+,70,,20,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Sardegna,1895,M,ignota,,,62,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Piemonte,1895,F,sotto 15,0,15,,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",illegible
Piemonte,1895,F,15-20,15,20,5225,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Piemonte,1895,F,20-25,20,25,10961,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Piemonte,1895,F,25-30,25,30,3830,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Piemonte,1895,F,30-35,30,35,1429,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Piemonte,1895,F,35-40,35,40,753,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Piemonte,1895,F,40-45,40,45,401,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Piemonte,1895,F,45-50,45,50,256,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Piemonte,1895,F,50-55,50,55,144,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Piemonte,1895,F,55-60,55,60,98,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Piemonte,1895,F,60-65,60,65,48,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Piemonte,1895,F,65-70,65,70,21,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Piemonte,1895,F,70+,70,,8,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
Piemonte,1895,F,ignota,,,93,effettive,"ED_1896 Anno 1895, TAVOLA VIII/IX appendice (RIASSUNTO per compartimenti)",
