compartimento,year,sex,age_group,age_lo,age_hi,count,unit,source,notes
Campania,1900,M,18-20,18,20,277,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Campania,1900,M,20-25,20,25,3466,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Campania,1900,M,25-30,25,30,3318,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Campania,1900,M,30-35,30,35,1206,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Campania,1900,M,35-40,35,40,585,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Campania,1900,M,40-45,40,45,351,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Campania,1900,M,45-50,45,50,242,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Campania,1900,M,50-55,50,55,200,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Campania,1900,M,55-60,55,60,138,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Campania,1900,M,60-65,60,65,90,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Campania,1900,M,65-70,65,70,71,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Campania,1900,M,70+,70,,53,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Puglie,1900,M,sotto 18,0,18,4,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Puglie,1900,M,18-20,18,20,192,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Puglie,1900,M,20-25,20,25,3009,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Puglie,1900,M,25-30,25,30,3832,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Puglie,1900,M,30-35,30,35,1300,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Puglie,1900,M,35-40,35,40,557,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Puglie,1900,M,40-45,40,45,373,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Puglie,1900,M,45-50,45,50,243,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Puglie,1900,M,50-55,50,55,157,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Puglie,1900,M,55-60,55,60,132,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Puglie,1900,M,60-65,60,65,100,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Puglie,1900,M,65-70,65,70,53,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Puglie,1900,M,70+,70,,48,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Basilicata,1900,M,sotto 18,0,18,2,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Basilicata,1900,M,18-20,18,20,369,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Basilicata,1900,M,20-25,20,25,4780,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Basilicata,1900,M,25-30,25,30,2534,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Basilicata,1900,M,30-35,30,35,807,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Basilicata,1900,M,35-40,35,40,378,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Basilicata,1900,M,40-45,40,45,271,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Basilicata,1900,M,45-50,45,50,291,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Basilicata,1900,M,50-55,50,55,137,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Basilicata,1900,M,55-60,55,60,167,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Basilicata,1900,M,60-65,60,65,107,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Basilicata,1900,M,65-70,65,70,80,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Basilicata,1900,M,70+,70,,77,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Calabrie,1900,M,sotto 18,0,18,4,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Calabrie,1900,M,18-20,18,20,397,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Calabrie,1900,M,20-25,20,25,3889,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Calabrie,1900,M,25-30,25,30,2786,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Calabrie,1900,M,30-35,30,35,1073,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Calabrie,1900,M,35-40,35,40,613,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Calabrie,1900,M,40-45,40,45,383,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Calabrie,1900,M,45-50,45,50,251,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Calabrie,1900,M,50-55,50,55,204,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Calabrie,1900,M,55-60,55,60,160,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Calabrie,1900,M,60-65,60,65,117,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Calabrie,1900,M,65-70,65,70,77,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Calabrie,1900,M,70+,70,,46,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Sicilia,1900,M,sotto 18,0,18,6,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Sicilia,1900,M,18-20,18,20,154,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Sicilia,1900,M,20-25,20,25,2996,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Sicilia,1900,M,25-30,25,30,3702,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Sicilia,1900,M,30-35,30,35,1341,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Sicilia,1900,M,35-40,35,40,665,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Sicilia,1900,M,40-45,40,45,381,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Sicilia,1900,M,45-50,45,50,271,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Sicilia,1900,M,50-55,50,55,192,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Sicilia,1900,M,55-60,55,60,122,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Sicilia,1900,M,60-65,60,65,73,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Sicilia,1900,M,65-70,65,70,50,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Sicilia,1900,M,70+,70,,47,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Sardegna,1900,M,sotto 18,0,18,,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",illegible
Sardegna,1900,M,18-20,18,20,52,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Sardegna,1900,M,20-25,20,25,1560,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Sardegna,1900,M,25-30,25,30,3538,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Sardegna,1900,M,30-35,30,35,2226,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Sardegna,1900,M,35-40,35,40,1105,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Sardegna,1900,M,40-45,40,45,639,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Sardegna,1900,M,45-50,45,50,352,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Sardegna,1900,M,50-55,50,55,207,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Sardegna,1900,M,55-60,55,60,138,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Sardegna,1900,M,60-65,60,65,103,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Sardegna,1900,M,65-70,65,70,49,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Sardegna,1900,M,70+,70,,31,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Piemonte,1900,F,sotto 15,0,15,,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",illegible
Piemonte,1900,F,15-20,15,20,2130,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Piemonte,1900,F,20-25,20,25,4935,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Piemonte,1900,F,25-30,25,30,1636,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Piemonte,1900,F,30-35,30,35,606,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Piemonte,1900,F,35-40,35,40,298,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Piemonte,1900,F,40-45,40,45,168,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Piemonte,1900,F,45-50,45,50,103,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Piemonte,1900,F,50-55,50,55,60,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Piemonte,1900,F,55-60,55,60,35,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Piemonte,1900,F,60-65,60,65,18,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Piemonte,1900,F,65-70,65,70,8,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Piemonte,1900,F,70+,70,,3,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Liguria,1900,F,sotto 15,0,15,1,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Liguria,1900,F,15-20,15,20,1866,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Liguria,1900,F,20-25,20,25,4594,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Liguria,1900,F,25-30,25,30,2027,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Liguria,1900,F,30-35,30,35,753,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Liguria,1900,F,35-40,35,40,369,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Liguria,1900,F,40-45,40,45,191,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Liguria,1900,F,45-50,45,50,108,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Liguria,1900,F,50-55,50,55,40,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Liguria,1900,F,55-60,55,60,26,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Liguria,1900,F,60-65,60,65,17,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Liguria,1900,F,65-70,65,70,7,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Liguria,1900,F,70+,70,,1,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Lombardia,1900,F,sotto 15,0,15,,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",illegible
Lombardia,1900,F,15-20,15,20,1624,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Lombardia,1900,F,20-25,20,25,5792,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Lombardia,1900,F,25-30,25,30,1535,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Lombardia,1900,F,30-35,30,35,495,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Lombardia,1900,F,35-40,35,40,242,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Lombardia,1900,F,40-45,40,45,145,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Lombardia,1900,F,45-50,45,50,72,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Lombardia,1900,F,50-55,50,55,45,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Lombardia,1900,F,55-60,55,60,25,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Lombardia,1900,F,60-65,60,65,17,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Lombardia,1900,F,65-70,65,70,6,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Lombardia,1900,F,70+,70,,2,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Veneto,1900,F,sotto 15,0,15,,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",illegible
Veneto,1900,F,15-20,15,20,1083,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Veneto,1900,F,20-25,20,25,5552,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Veneto,1900,F,25-30,25,30,2145,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Veneto,1900,F,30-35,30,35,656,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Veneto,1900,F,35-40,35,40,275,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Veneto,1900,F,40-45,40,45,142,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Veneto,1900,F,45-50,45,50,67,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Veneto,1900,F,50-55,50,55,38,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Veneto,1900,F,55-60,55,60,25,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Veneto,1900,F,60-65,60,65,13,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Veneto,1900,F,65-70,65,70,3,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Veneto,1900,F,70+,70,,1,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Emilia,1900,F,sotto 15,0,15,,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",illegible
Emilia,1900,F,15-20,15,20,1220,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Emilia,1900,F,20-25,20,25,4873,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Emilia,1900,F,25-30,25,30,2070,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Emilia,1900,F,30-35,30,35,816,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Emilia,1900,F,35-40,35,40,437,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Emilia,1900,F,40-45,40,45,267,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Emilia,1900,F,45-50,45,50,146,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Emilia,1900,F,50-55,50,55,95,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Emilia,1900,F,55-60,55,60,39,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Emilia,1900,F,60-65,60,65,25,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Emilia,1900,F,65-70,65,70,7,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Emilia,1900,F,70+,70,,5,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Toscana,1900,F,sotto 15,0,15,1,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Toscana,1900,F,15-20,15,20,1408,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Toscana,1900,F,20-25,20,25,4850,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Toscana,1900,F,25-30,25,30,2169,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Toscana,1900,F,30-35,30,35,695,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Toscana,1900,F,35-40,35,40,351,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Toscana,1900,F,40-45,40,45,222,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Toscana,1900,F,45-50,45,50,126,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Toscana,1900,F,50-55,50,55,84,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Toscana,1900,F,55-60,55,60,42,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Toscana,1900,F,60-65,60,65,32,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Toscana,1900,F,65-70,65,70,16,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Toscana,1900,F,70+,70,,4,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Marche,1900,F,sotto 15,0,15,1,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Marche,1900,F,15-20,15,20,956,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Marche,1900,F,20-25,20,25,5117,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Marche,1900,F,25-30,25,30,2101,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Marche,1900,F,30-35,30,35,804,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Marche,1900,F,35-40,35,40,365,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Marche,1900,F,40-45,40,45,280,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Marche,1900,F,45-50,45,50,178,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Marche,1900,F,50-55,50,55,113,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Marche,1900,F,55-60,55,60,56,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Marche,1900,F,60-65,60,65,13,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Marche,1900,F,65-70,65,70,13,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Marche,1900,F,70+,70,,3,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Umbria,1900,F,sotto 15,0,15,,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",illegible
Umbria,1900,F,15-20,15,20,1151,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Umbria,1900,F,20-25,20,25,4477,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Umbria,1900,F,25-30,25,30,2294,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Umbria,1900,F,30-35,30,35,863,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Umbria,1900,F,35-40,35,40,466,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Umbria,1900,F,40-45,40,45,304,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Umbria,1900,F,45-50,45,50,225,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Umbria,1900,F,50-55,50,55,114,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Umbria,1900,F,55-60,55,60,78,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Umbria,1900,F,60-65,60,65,15,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Umbria,1900,F,65-70,65,70,9,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Umbria,1900,F,70+,70,,4,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Lazio,1900,F,sotto 15,0,15,1,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Lazio,1900,F,15-20,15,20,1270,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Lazio,1900,F,20-25,20,25,3929,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Lazio,1900,F,25-30,25,30,2112,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Lazio,1900,F,30-35,30,35,1102,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Lazio,1900,F,35-40,35,40,608,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Lazio,1900,F,40-45,40,45,448,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Lazio,1900,F,45-50,45,50,277,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Lazio,1900,F,50-55,50,55,154,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Lazio,1900,F,55-60,55,60,61,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Lazio,1900,F,60-65,60,65,24,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Lazio,1900,F,65-70,65,70,13,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Lazio,1900,F,70+,70,,1,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Abruzzi e Molise,1900,F,sotto 15,0,15,1,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Abruzzi e Molise,1900,F,15-20,15,20,1977,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Abruzzi e Molise,1900,F,20-25,20,25,4775,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Abruzzi e Molise,1900,F,25-30,25,30,1773,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Abruzzi e Molise,1900,F,30-35,30,35,563,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
Abruzzi e Molise,1900,F,35-40,35,40,257,proporzionale_10000,"ED_1902 Anno 1900, Prospetto VI A/B (cifre proporzionali a 10000)",
