province,year,marriages,COD_PROV,DEN_PROV,source,validated
Mantova,1874,2359,20,Mantova,TAVOLA_VI_1881,OK
Massa e Carrara,1874,1050,45,Massa e Carrara,TAVOLA_VI_1881,OK
Messina,1874,2894,83,Messina,TAVOLA_VI_1881,OK
Milano,1874,8636,15,Milano,TAVOLA_VI_1881,OK
Modena,1874,2218,36,Modena,TAVOLA_VI_1881,OK
Napoli,1874,7194,63,Napoli,TAVOLA_VI_1881,OK
Novara,1874,5333,3,Novara,TAVOLA_VI_1881,OK
Padova,1874,2775,28,Padova,TAVOLA_VI_1881,OK
Palermo,1874,4803,82,Palermo,TAVOLA_VI_1881,OK
Parma,1874,2187,34,Parma,TAVOLA_VI_1881,OK
Pavia,1874,3815,18,Pavia,TAVOLA_VI_1881,OK
Perugia,1874,3098,54,Umbria,TAVOLA_VI_1881,OK
Pesaro e Urbino,1874,1541,41,Pesaro e Urbino,TAVOLA_VI_1881,OK
Piacenza,1874,1758,33,Piacenza,TAVOLA_VI_1881,OK
Pisa,1874,1988,50,Pisa,TAVOLA_VI_1881,OK
Porto Maurizio,1874,899,8,Porto Maurizio,TAVOLA_VI_1881,OK
Potenza,1874,4736,76,Potenza,TAVOLA_VI_1881,OK
Ravenna,1874,1342,39,Ravenna,TAVOLA_VI_1881,OK
Reggio di Calabria,1874,2809,80,Reggio di Calabria,TAVOLA_VI_1881,OK
Reggio nell' Emilia,1874,1684,35,Reggio nell'Emilia,TAVOLA_VI_1881,OK
Roma *,1874,3811,58,Roma,TAVOLA_VI_1881,OK
Rovigo,1874,1548,29,Rovigo,TAVOLA_VI_1881,OK
Salerno,1874,4426,65,Salerno,TAVOLA_VI_1881,OK
Sassari,1874,2272,90,Sassari,TAVOLA_VI_1881,OK
Siena,1874,1536,52,Siena,TAVOLA_VI_1881,OK
Siracusa,1874,2690,89,Siracusa,TAVOLA_VI_1881,OK
Sondrio,1874,809,14,Sondrio,TAVOLA_VI_1881,OK
Teramo,1874,1666,67,Teramo,TAVOLA_VI_1881,OK
Torino,1874,7531,1,Torino,TAVOLA_VI_1881,OK
Trapani,1874,2052,81,Trapani,TAVOLA_VI_1881,NOREF
Treviso,1874,2688,26,Treviso,TAVOLA_VI_1881,OK
Udine,1874,3789,30,Udine,TAVOLA_VI_1881,OK
Venezia,1874,2372,27,Venezia,TAVOLA_VI_1881,OK
Verona,1874,2819,23,Verona,TAVOLA_VI_1881,OK
Vicenza,1874,2843,24,Vicenza,TAVOLA_VI_1881,OK
Alessandria,1875,6540,6,Alessandria,TAVOLA_VI_1881,OK
Ancona,1875,2208,42,Ancona,TAVOLA_VI_1881,OK
Aquila degli Abruzzi,1875,3248,66,Aquila degli Abruzzi,TAVOLA_VI_1881,OK
Arezzo,1875,1901,51,Arezzo,TAVOLA_VI_1881,OK
Ascoli Piceno,1875,1348,44,Ascoli Piceno,TAVOLA_VI_1881,OK
Aveilino,1875,3689,64,Avellino,TAVOLA_VI_1881,OK
Bari delle Puglie,1875,5817,72,Bari delle Puglie,TAVOLA_VI_1881,OK
Belluno,1875,1597,25,Belluno,TAVOLA_VI_1881,OK
Benevento,1875,2225,62,Benevento,TAVOLA_VI_1881,OK
Bergamo,1875,3074,16,Bergamo,TAVOLA_VI_1881,OK
Bologna,1875,3484,37,Bologna,TAVOLA_VI_1881,OK
Brescia,1875,3633,17,Brescia,TAVOLA_VI_1881,OK
Cagliari,1875,3133,92,Cagliari,TAVOLA_VI_1881,OK
Caltanissetta,1875,1952,85,Caltanissetta,TAVOLA_VI_1881,OK
Campobasso,1875,3666,70,Campobasso,TAVOLA_VI_1881,OK
Caserta,1875,6318,61,Caserta,TAVOLA_VI_1881,OK
Catania,1875,4432,87,Catania,TAVOLA_VI_1881,OK
Catanzaro,1875,3709,79,Catanzaro,TAVOLA_VI_1881,OK
Chieti,1875,3205,69,Chieti,TAVOLA_VI_1881,OK
Como,1875,4574,13,Como,TAVOLA_VI_1881,OK
Cosenza,1875,4242,78,Cosenza,TAVOLA_VI_1881,OK
Cremona,1875,2580,19,Cremona,TAVOLA_VI_1881,OK
Cuneo,1875,5420,4,Cuneo,TAVOLA_VI_1881,OK
Ferrara,1875,1381,38,Ferrara,TAVOLA_VI_1881,OK
Firenze,1875,6500,48,Firenze,TAVOLA_VI_1881,OK
Foggia,1875,3211,71,Foggia,TAVOLA_VI_1881,OK
Forlì,1875,1418,40,Forlì,TAVOLA_VI_1881,OK
Genova,1875,5772,10,Genova,TAVOLA_VI_1881,OK
Girgenti,1875,2256,84,Girgenti,TAVOLA_VI_1881,OK
Grosseto,1875,843,53,Grosseto,TAVOLA_VI_1881,OK
Lecce,1875,5117,75,Lecce,TAVOLA_VI_1881,OK
Livorno,1875,930,49,Livorno,TAVOLA_VI_1881,OK
Lucca,1875,2037,46,Lucca,TAVOLA_VI_1881,OK
Macerata,1875,1870,43,Macerata,TAVOLA_VI_1881,OK
Mantova,1875,2460,20,Mantova,TAVOLA_VI_1881,OK
Massa e Carrara,1875,1115,45,Massa e Carrara,TAVOLA_VI_1881,OK
Messina,1875,3827,83,Messina,TAVOLA_VI_1881,OK
Milano,1875,9558,15,Milano,TAVOLA_VI_1881,OK
Modena,1875,2208,36,Modena,TAVOLA_VI_1881,OK
Napoli,1875,7818,63,Napoli,TAVOLA_VI_1881,OK
Novara,1875,5852,3,Novara,TAVOLA_VI_1881,OK
Padova,1875,3180,28,Padova,TAVOLA_VI_1881,OK
Palermo,1875,5425,82,Palermo,TAVOLA_VI_1881,OK
Parma,1875,2242,34,Parma,TAVOLA_VI_1881,OK
Pavia,1875,3982,18,Pavia,TAVOLA_VI_1881,OK
Perugia,1875,4168,54,Umbria,TAVOLA_VI_1881,OK
Pesaro e Urbino,1875,1864,41,Pesaro e Urbino,TAVOLA_VI_1881,OK
Piacenza,1875,1838,33,Piacenza,TAVOLA_VI_1881,OK
Pisa,1875,2229,50,Pisa,TAVOLA_VI_1881,OK
Porto Maurizio,1875,1070,8,Porto Maurizio,TAVOLA_VI_1881,OK
Potenza,1875,5002,76,Potenza,TAVOLA_VI_1881,OK
Ravenna,1875,1543,39,Ravenna,TAVOLA_VI_1881,OK
Reggio di Calabria,1875,2996,80,Reggio di Calabria,TAVOLA_VI_1881,OK
Reggio nell' Emilia,1875,1894,35,Reggio nell'Emilia,TAVOLA_VI_1881,OK
Roma *,1875,4552,58,Roma,TAVOLA_VI_1881,OK
Rovigo,1875,1599,29,Rovigo,TAVOLA_VI_1881,OK
Salerno,1875,4970,65,Salerno,TAVOLA_VI_1881,OK
Sassari,1875,2085,90,Sassari,TAVOLA_VI_1881,OK
Siena,1875,1844,52,Siena,TAVOLA_VI_1881,OK
Siracusa,1875,2620,89,Siracusa,TAVOLA_VI_1881,OK
Sondrio,1875,883,14,Sondrio,TAVOLA_VI_1881,OK
Teramo,1875,2074,67,Teramo,TAVOLA_VI_1881,OK
Torino,1875,7854,1,Torino,TAVOLA_VI_1881,OK
Trapani,1875,2083,81,Trapani,TAVOLA_VI_1881,NOREF
Treviso,1875,3338,26,Treviso,TAVOLA_VI_1881,OK
Udine,1875,4058,30,Udine,TAVOLA_VI_1881,OK
Venezia,1875,2928,27,Venezia,TAVOLA_VI_1881,OK
Verona,1875,2827,23,Verona,TAVOLA_VI_1881,OK
Vicenza,1875,3190,24,Vicenza,TAVOLA_VI_1881,OK
Alessandria,1876,6672,6,Alessandria,TAVOLA_VI_1881,OK
Ancona,1876,2019,42,Ancona,TAVOLA_VI_1881,OK
Aquila degli Abruzzi,1876,2982,66,Aquila degli Abruzzi,TAVOLA_VI_1881,OK
Arezzo,1876,2006,51,Arezzo,TAVOLA_VI_1881,OK
Ascoli Piceno,1876,1369,44,Ascoli Piceno,TAVOLA_VI_1881,OK
Aveilino,1876,3594,64,Avellino,TAVOLA_VI_1881,OK
Bari delle Puglie,1876,5523,72,Bari delle Puglie,TAVOLA_VI_1881,OK
Belluno,1876,1242,25,Belluno,TAVOLA_VI_1881,OK
Benevento,1876,2031,62,Benevento,TAVOLA_VI_1881,OK
Bergamo,1876,3184,16,Bergamo,TAVOLA_VI_1881,OK
Bologna,1876,3591,37,Bologna,TAVOLA_VI_1881,OK
Brescia,1876,3771,17,Brescia,TAVOLA_VI_1881,OK
Cagliari,1876,2625,92,Cagliari,TAVOLA_VI_1881,OK
Caltanissetta,1876,2105,85,Caltanissetta,TAVOLA_VI_1881,OK
Campobasso,1876,3458,70,Campobasso,TAVOLA_VI_1881,OK
Caserta,1876,6208,61,Caserta,TAVOLA_VI_1881,OK
Catania,1876,4195,87,Catania,TAVOLA_VI_1881,OK
Catanzaro,1876,3520,79,Catanzaro,TAVOLA_VI_1881,OK
Chieti,1876,3063,69,Chieti,TAVOLA_VI_1881,OK
Como,1876,4723,13,Como,TAVOLA_VI_1881,OK
Cosenza,1876,4063,78,Cosenza,TAVOLA_VI_1881,OK
Cremona,1876,2351,19,Cremona,TAVOLA_VI_1881,OK
Cuneo,1876,5428,4,Cuneo,TAVOLA_VI_1881,OK
Ferrara,1876,1540,38,Ferrara,TAVOLA_VI_1881,OK
Firenze,1876,6814,48,Firenze,TAVOLA_VI_1881,OK
Foggia,1876,3332,71,Foggia,TAVOLA_VI_1881,OK
Forlì,1876,1495,40,Forlì,TAVOLA_VI_1881,OK
Genova,1876,5606,10,Genova,TAVOLA_VI_1881,OK
Girgenti,1876,2290,84,Girgenti,TAVOLA_VI_1881,OK
Grosseto,1876,771,53,Grosseto,TAVOLA_VI_1881,OK
Lecce,1876,4652,75,Lecce,TAVOLA_VI_1881,OK
Livorno,1876,952,49,Livorno,TAVOLA_VI_1881,OK
Lucca,1876,2209,46,Lucca,TAVOLA_VI_1881,OK
Macerata,1876,1718,43,Macerata,TAVOLA_VI_1881,OK
Mantova,1876,2355,20,Mantova,TAVOLA_VI_1881,OK
Massa e Carrara,1876,1165,45,Massa e Carrara,TAVOLA_VI_1881,OK
Messina,1876,3621,83,Messina,TAVOLA_VI_1881,OK
Milano,1876,9580,15,Milano,TAVOLA_VI_1881,OK
Modena,1876,2299,36,Modena,TAVOLA_VI_1881,OK
Napoli,1876,8187,63,Napoli,TAVOLA_VI_1881,OK
Novara,1876,5412,3,Novara,TAVOLA_VI_1881,OK
Padova,1876,2802,28,Padova,TAVOLA_VI_1881,OK
Palermo,1876,5047,82,Palermo,TAVOLA_VI_1881,OK
Parma,1876,2172,34,Parma,TAVOLA_VI_1881,OK
Pavia,1876,4100,18,Pavia,TAVOLA_VI_1881,OK
Perugia,1876,4002,54,Umbria,TAVOLA_VI_1881,OK
Pesaro e Urbino,1876,1685,41,Pesaro e Urbino,TAVOLA_VI_1881,OK
Piacenza,1876,1933,33,Piacenza,TAVOLA_VI_1881,OK
Pisa,1876,2248,50,Pisa,TAVOLA_VI_1881,OK
Porto Maurizio,1876,995,8,Porto Maurizio,TAVOLA_VI_1881,OK
Potenza,1876,5300,76,Potenza,TAVOLA_VI_1881,OK
Ravenna,1876,1707,39,Ravenna,TAVOLA_VI_1881,OK
Reggio di Calabria,1876,2860,80,Reggio di Calabria,TAVOLA_VI_1881,OK
Reggio nell' Emilia,1876,2010,35,Reggio nell'Emilia,TAVOLA_VI_1881,OK
Roma *,1876,4702,58,Roma,TAVOLA_VI_1881,OK
Rovigo,1876,1605,29,Rovigo,TAVOLA_VI_1881,OK
Salerno,1876,5004,65,Salerno,TAVOLA_VI_1881,OK
Sassari,1876,1900,90,Sassari,TAVOLA_VI_1881,OK
Siena,1876,1684,52,Siena,TAVOLA_VI_1881,OK
Siracusa,1876,2865,89,Siracusa,TAVOLA_VI_1881,OK
Sondrio,1876,938,14,Sondrio,TAVOLA_VI_1881,OK
Teramo,1876,2019,67,Teramo,TAVOLA_VI_1881,OK
Torino,1876,7796,1,Torino,TAVOLA_VI_1881,OK
Trapani,1876,1942,81,Trapani,TAVOLA_VI_1881,NOREF
Treviso,1876,2469,26,Treviso,TAVOLA_VI_1881,OK
Udine,1876,3566,30,Udine,TAVOLA_VI_1881,OK
Venezia,1876,2539,27,Venezia,TAVOLA_VI_1881,OK
Verona,1876,2870,23,Verona,TAVOLA_VI_1881,OK
Vicenza,1876,2972,24,Vicenza,TAVOLA_VI_1881,OK
Alessandria,1877,5814,6,Alessandria,TAVOLA_VI_1881,OK
Ancona,1877,2054,42,Ancona,TAVOLA_VI_1881,OK
Aquila degli Abruzzi,1877,3096,66,Aquila degli Abruzzi,TAVOLA_VI_1881,OK
Arezzo,1877,1570,51,Arezzo,TAVOLA_VI_1881,OK
Ascoli Piceno,1877,1514,44,Ascoli Piceno,TAVOLA_VI_1881,OK
Aveilino,1877,3871,64,Avellino,TAVOLA_VI_1881,OK
Bari delle Puglie,1877,5755,72,Bari delle Puglie,TAVOLA_VI_1881,OK
Belluno,1877,1255,25,Belluno,TAVOLA_VI_1881,OK
Benevento,1877,2141,62,Benevento,TAVOLA_VI_1881,OK
Bergamo,1877,2919,16,Bergamo,TAVOLA_VI_1881,OK
Bologna,1877,3282,37,Bologna,TAVOLA_VI_1881,OK
Brescia,1877,3485,17,Brescia,TAVOLA_VI_1881,OK
Cagliari,1877,2683,92,Cagliari,TAVOLA_VI_1881,OK
Caltanissetta,1877,2197,85,Caltanissetta,TAVOLA_VI_1881,OK
Campobasso,1877,3739,70,Campobasso,TAVOLA_VI_1881,OK
Caserta,1877,6098,61,Caserta,TAVOLA_VI_1881,OK
Catania,1877,4143,87,Catania,TAVOLA_VI_1881,OK
Catanzaro,1877,3664,79,Catanzaro,TAVOLA_VI_1881,OK
Chieti,1877,3171,69,Chieti,TAVOLA_VI_1881,OK
Como,1877,3965,13,Como,TAVOLA_VI_1881,OK
Cosenza,1877,4198,78,Cosenza,TAVOLA_VI_1881,OK
Cremona,1877,2087,19,Cremona,TAVOLA_VI_1881,OK
Cuneo,1877,4833,4,Cuneo,TAVOLA_VI_1881,OK
Ferrara,1877,1382,38,Ferrara,TAVOLA_VI_1881,OK
Firenze,1877,5912,48,Firenze,TAVOLA_VI_1881,OK
Foggia,1877,3422,71,Foggia,TAVOLA_VI_1881,OK
Forlì,1877,1611,40,Forlì,TAVOLA_VI_1881,OK
Genova,1877,5296,10,Genova,TAVOLA_VI_1881,OK
Girgenti,1877,2367,84,Girgenti,TAVOLA_VI_1881,OK
Grosseto,1877,776,53,Grosseto,TAVOLA_VI_1881,OK
Lecce,1877,5029,75,Lecce,TAVOLA_VI_1881,OK
Livorno,1877,854,49,Livorno,TAVOLA_VI_1881,OK
Lucca,1877,1995,46,Lucca,TAVOLA_VI_1881,OK
Macerata,1877,1761,43,Macerata,TAVOLA_VI_1881,OK
Mantova,1877,2115,20,Mantova,TAVOLA_VI_1881,OK
Massa e Carrara,1877,954,45,Massa e Carrara,TAVOLA_VI_1881,OK
Messina,1877,3548,83,Messina,TAVOLA_VI_1881,OK
Milano,1877,8601,15,Milano,TAVOLA_VI_1881,NOREF
Modena,1877,1998,36,Modena,TAVOLA_VI_1881,OK
Napoli,1877,7812,63,Napoli,TAVOLA_VI_1881,OK
Novara,1877,4897,3,Novara,TAVOLA_VI_1881,OK
Padova,1877,2454,28,Padova,TAVOLA_VI_1881,OK
Palermo,1877,5047,82,Palermo,TAVOLA_VI_1881,OK
Parma,1877,1889,34,Parma,TAVOLA_VI_1881,OK
Pavia,1877,3572,18,Pavia,TAVOLA_VI_1881,OK
Perugia,1877,3262,54,Umbria,TAVOLA_VI_1881,OK
Pesaro e Urbino,1877,1655,41,Pesaro e Urbino,TAVOLA_VI_1881,OK
Piacenza,1877,1643,33,Piacenza,TAVOLA_VI_1881,OK
Pisa,1877,1996,50,Pisa,TAVOLA_VI_1881,OK
Porto Maurizio,1877,910,8,Porto Maurizio,TAVOLA_VI_1881,OK
Potenza,1877,5564,76,Potenza,TAVOLA_VI_1881,OK
Ravenna,1877,1516,39,Ravenna,TAVOLA_VI_1881,OK
Reggio di Calabria,1877,2916,80,Reggio di Calabria,TAVOLA_VI_1881,OK
Reggio nell' Emilia,1877,1673,35,Reggio nell'Emilia,TAVOLA_VI_1881,OK
Roma *,1877,5143,58,Roma,TAVOLA_VI_1881,OK
Rovigo,1877,1416,29,Rovigo,TAVOLA_VI_1881,OK
Salerno,1877,4637,65,Salerno,TAVOLA_VI_1881,OK
Sassari,1877,1775,90,Sassari,TAVOLA_VI_1881,OK
Siena,1877,1495,52,Siena,TAVOLA_VI_1881,OK
Siracusa,1877,2602,89,Siracusa,TAVOLA_VI_1881,OK
Sondrio,1877,843,14,Sondrio,TAVOLA_VI_1881,OK
Teramo,1877,1996,67,Teramo,TAVOLA_VI_1881,OK
Torino,1877,7156,1,Torino,TAVOLA_VI_1881,OK
Trapani,1877,2287,81,Trapani,TAVOLA_VI_1881,NOREF
Treviso,1877,2437,26,Treviso,TAVOLA_VI_1881,OK
Udine,1877,3246,30,Udine,TAVOLA_VI_1881,OK
Venezia,1877,2330,27,Venezia,TAVOLA_VI_1881,OK
Verona,1877,2802,23,Verona,TAVOLA_VI_1881,OK
Vicenza,1877,2846,24,Vicenza,TAVOLA_VI_1881,OK
Alessandria,1878,6313,6,Alessandria,TAVOLA_VI_1881,OK
Ancona,1878,1963,42,Ancona,TAVOLA_VI_1881,OK
Aquila degli Abruzzi,1878,2653,66,Aquila degli Abruzzi,TAVOLA_VI_1881,OK
Arezzo,1878,1377,51,Arezzo,TAVOLA_VI_1881,OK
Ascoli Piceno,1878,1440,44,Ascoli Piceno,TAVOLA_VI_1881,OK
Aveilino,1878,3194,64,Avellino,TAVOLA_VI_1881,OK
Bari delle Puglie,1878,5133,72,Bari delle Puglie,TAVOLA_VI_1881,OK
Belluno,1878,1121,25,Belluno,TAVOLA_VI_1881,OK
Benevento,1878,1729,62,Benevento,TAVOLA_VI_1881,OK
Bergamo,1878,2847,16,Bergamo,TAVOLA_VI_1881,OK
Bologna,1878,2784,37,Bologna,TAVOLA_VI_1881,OK
Brescia,1878,3232,17,Brescia,TAVOLA_VI_1881,OK
Cagliari,1878,2618,92,Cagliari,TAVOLA_VI_1881,OK
Caltanissetta,1878,1950,85,Caltanissetta,TAVOLA_VI_1881,OK
Campobasso,1878,3621,70,Campobasso,TAVOLA_VI_1881,OK
Caserta,1878,4903,61,Caserta,TAVOLA_VI_1881,OK
Catania,1878,3853,87,Catania,TAVOLA_VI_1881,OK
Catanzaro,1878,2718,79,Catanzaro,TAVOLA_VI_1881,OK
Chieti,1878,3143,69,Chieti,TAVOLA_VI_1881,OK
Como,1878,3747,13,Como,TAVOLA_VI_1881,OK
Cosenza,1878,3506,78,Cosenza,TAVOLA_VI_1881,OK
Cremona,1878,2222,19,Cremona,TAVOLA_VI_1881,OK
Cuneo,1878,5037,4,Cuneo,TAVOLA_VI_1881,OK
Ferrara,1878,1235,38,Ferrara,TAVOLA_VI_1881,OK
Firenze,1878,5126,48,Firenze,TAVOLA_VI_1881,OK
Foggia,1878,3011,71,Foggia,TAVOLA_VI_1881,OK
Forlì,1878,1286,40,Forlì,TAVOLA_VI_1881,OK
Genova,1878,4868,10,Genova,TAVOLA_VI_1881,OK
Girgenti,1878,2123,84,Girgenti,TAVOLA_VI_1881,OK
Grosseto,1878,739,53,Grosseto,TAVOLA_VI_1881,OK
Lecce,1878,3942,75,Lecce,TAVOLA_VI_1881,OK
Livorno,1878,783,49,Livorno,TAVOLA_VI_1881,OK
Lucca,1878,1740,46,Lucca,TAVOLA_VI_1881,OK
Macerata,1878,1879,43,Macerata,TAVOLA_VI_1881,OK
Mantova,1878,2032,20,Mantova,TAVOLA_VI_1881,OK
Massa e Carrara,1878,828,45,Massa e Carrara,TAVOLA_VI_1881,OK
Messina,1878,3248,83,Messina,TAVOLA_VI_1881,OK
Milano,1878,8534,15,Milano,TAVOLA_VI_1881,OK
Modena,1878,1820,36,Modena,TAVOLA_VI_1881,OK
Napoli,1878,7131,63,Napoli,TAVOLA_VI_1881,OK
Novara,1878,5160,3,Novara,TAVOLA_VI_1881,OK
Padova,1878,2458,28,Padova,TAVOLA_VI_1881,OK
Palermo,1878,5102,82,Palermo,TAVOLA_VI_1881,OK
Parma,1878,1793,34,Parma,TAVOLA_VI_1881,OK
Pavia,1878,3610,18,Pavia,TAVOLA_VI_1881,OK
Perugia,1878,3063,54,Umbria,TAVOLA_VI_1881,OK
Pesaro e Urbino,1878,1403,41,Pesaro e Urbino,TAVOLA_VI_1881,OK
Piacenza,1878,1570,33,Piacenza,TAVOLA_VI_1881,OK
Pisa,1878,1760,50,Pisa,TAVOLA_VI_1881,OK
Porto Maurizio,1878,949,8,Porto Maurizio,TAVOLA_VI_1881,OK
Potenza,1878,4945,76,Potenza,TAVOLA_VI_1881,OK
Ravenna,1878,1255,39,Ravenna,TAVOLA_VI_1881,OK
Reggio di Calabria,1878,2094,80,Reggio di Calabria,TAVOLA_VI_1881,OK
Reggio nell' Emilia,1878,1579,35,Reggio nell'Emilia,TAVOLA_VI_1881,OK
Roma *,1878,5063,58,Roma,TAVOLA_VI_1881,OK
Rovigo,1878,1439,29,Rovigo,TAVOLA_VI_1881,OK
Salerno,1878,3883,65,Salerno,TAVOLA_VI_1881,OK
Sassari,1878,1777,90,Sassari,TAVOLA_VI_1881,OK
Siena,1878,1368,52,Siena,TAVOLA_VI_1881,OK
Siracusa,1878,2483,89,Siracusa,TAVOLA_VI_1881,OK
Sondrio,1878,880,14,Sondrio,TAVOLA_VI_1881,OK
Teramo,1878,2152,67,Teramo,TAVOLA_VI_1881,OK
Torino,1878,7409,1,Torino,TAVOLA_VI_1881,OK
Trapani,1878,2256,81,Trapani,TAVOLA_VI_1881,NOREF
Treviso,1878,2340,26,Treviso,TAVOLA_VI_1881,OK
Udine,1878,3174,30,Udine,TAVOLA_VI_1881,OK
Venezia,1878,2259,27,Venezia,TAVOLA_VI_1881,OK
Verona,1878,2667,23,Verona,TAVOLA_VI_1881,OK
Vicenza,1878,2565,24,Vicenza,TAVOLA_VI_1881,OK
Alessandria,1879,6195,6,Alessandria,TAVOLA_VI_1881,OK
Ancona,1879,2251,42,Ancona,TAVOLA_VI_1881,OK
Aquila degli Abruzzi,1879,2969,66,Aquila degli Abruzzi,TAVOLA_VI_1881,OK
Arezzo,1879,1698,51,Arezzo,TAVOLA_VI_1881,OK
Ascoli Piceno,1879,1527,44,Ascoli Piceno,TAVOLA_VI_1881,OK
Aveilino,1879,3229,64,Avellino,TAVOLA_VI_1881,OK
Bari delle Puglie,1879,6322,72,Bari delle Puglie,TAVOLA_VI_1881,OK
Belluno,1879,1103,25,Belluno,TAVOLA_VI_1881,OK
Benevento,1879,1776,62,Benevento,TAVOLA_VI_1881,OK
Bergamo,1879,2813,16,Bergamo,TAVOLA_VI_1881,OK
Bologna,1879,3288,37,Bologna,TAVOLA_VI_1881,OK
Brescia,1879,3346,17,Brescia,TAVOLA_VI_1881,OK
Cagliari,1879,2762,92,Cagliari,TAVOLA_VI_1881,OK
Caltanissetta,1879,2065,85,Caltanissetta,TAVOLA_VI_1881,OK
Campobasso,1879,3290,70,Campobasso,TAVOLA_VI_1881,OK
Caserta,1879,4986,61,Caserta,TAVOLA_VI_1881,OK
Catania,1879,4266,87,Catania,TAVOLA_VI_1881,OK
Catanzaro,1879,3428,79,Catanzaro,TAVOLA_VI_1881,OK
Chieti,1879,3232,69,Chieti,TAVOLA_VI_1881,OK
Como,1879,3900,13,Como,TAVOLA_VI_1881,OK
Cosenza,1879,3607,78,Cosenza,TAVOLA_VI_1881,OK
Cremona,1879,2253,19,Cremona,TAVOLA_VI_1881,OK
Cuneo,1879,5139,4,Cuneo,TAVOLA_VI_1881,OK
Ferrara,1879,1557,38,Ferrara,TAVOLA_VI_1881,OK
Firenze,1879,5790,48,Firenze,TAVOLA_VI_1881,OK
Foggia,1879,3263,71,Foggia,TAVOLA_VI_1881,OK
Forlì,1879,1772,40,Forlì,TAVOLA_VI_1881,OK
Genova,1879,5261,10,Genova,TAVOLA_VI_1881,OK
Girgenti,1879,2147,84,Girgenti,TAVOLA_VI_1881,OK
Grosseto,1879,739,53,Grosseto,TAVOLA_VI_1881,OK
Lecce,1879,4962,75,Lecce,TAVOLA_VI_1881,OK
Livorno,1879,820,49,Livorno,TAVOLA_VI_1881,OK
Lucca,1879,2084,46,Lucca,TAVOLA_VI_1881,OK
Macerata,1879,1828,43,Macerata,TAVOLA_VI_1881,OK
Mantova,1879,2121,20,Mantova,TAVOLA_VI_1881,OK
Massa e Carrara,1879,1146,45,Massa e Carrara,TAVOLA_VI_1881,OK
Messina,1879,3365,83,Messina,TAVOLA_VI_1881,OK
Milano,1879,8940,15,Milano,TAVOLA_VI_1881,OK
Modena,1879,2118,36,Modena,TAVOLA_VI_1881,OK
Napoli,1879,7802,63,Napoli,TAVOLA_VI_1881,OK
Novara,1879,5153,3,Novara,TAVOLA_VI_1881,OK
Padova,1879,2584,28,Padova,TAVOLA_VI_1881,OK
Palermo,1879,5191,82,Palermo,TAVOLA_VI_1881,OK
Parma,1879,2032,34,Parma,TAVOLA_VI_1881,OK
Pavia,1879,3840,18,Pavia,TAVOLA_VI_1881,OK
Perugia,1879,3893,54,Umbria,TAVOLA_VI_1881,OK
Pesaro e Urbino,1879,1727,41,Pesaro e Urbino,TAVOLA_VI_1881,OK
Piacenza,1879,1737,33,Piacenza,TAVOLA_VI_1881,OK
Pisa,1879,1846,50,Pisa,TAVOLA_VI_1881,OK
Porto Maurizio,1879,858,8,Porto Maurizio,TAVOLA_VI_1881,OK
Potenza,1879,4791,76,Potenza,TAVOLA_VI_1881,OK
Ravenna,1879,1321,39,Ravenna,TAVOLA_VI_1881,OK
Reggio di Calabria,1879,2628,80,Reggio di Calabria,TAVOLA_VI_1881,OK
Reggio nell' Emilia,1879,1950,35,Reggio nell'Emilia,TAVOLA_VI_1881,OK
Roma *,1879,5305,58,Roma,TAVOLA_VI_1881,OK
Rovigo,1879,1471,29,Rovigo,TAVOLA_VI_1881,OK
Salerno,1879,4049,65,Salerno,TAVOLA_VI_1881,OK
Sassari,1879,1878,90,Sassari,TAVOLA_VI_1881,OK
Siena,1879,1535,52,Siena,TAVOLA_VI_1881,OK
Siracusa,1879,2392,89,Siracusa,TAVOLA_VI_1881,OK
Sondrio,1879,767,14,Sondrio,TAVOLA_VI_1881,OK
Teramo,1879,1978,67,Teramo,TAVOLA_VI_1881,OK
Torino,1879,7581,1,Torino,TAVOLA_VI_1881,NOREF
Trapani,1879,2084,81,Trapani,TAVOLA_VI_1881,NOREF
Treviso,1879,2338,26,Treviso,TAVOLA_VI_1881,OK
Udine,1879,3098,30,Udine,TAVOLA_VI_1881,OK
Venezia,1879,2331,27,Venezia,TAVOLA_VI_1881,OK
Verona,1879,2845,23,Verona,TAVOLA_VI_1881,OK
Vicenza,1879,2684,24,Vicenza,TAVOLA_VI_1881,OK
Alessandria,1880,6141,6,Alessandria,TAVOLA_VI_1881,OK
Ancona,1880,1924,42,Ancona,TAVOLA_VI_1881,OK
Aquila degli Abruzzi,1880,2610,66,Aquila degli Abruzzi,TAVOLA_VI_1881,OK
Arezzo,1880,1366,51,Arezzo,TAVOLA_VI_1881,OK
Ascoli Piceno,1880,1428,44,Ascoli Piceno,TAVOLA_VI_1881,OK
Aveilino,1880,3077,64,Avellino,TAVOLA_VI_1881,OK
Bari delle Puglie,1880,5525,72,Bari delle Puglie,TAVOLA_VI_1881,OK
Belluno,1880,959,25,Belluno,TAVOLA_VI_1881,OK
Benevento,1880,1573,62,Benevento,TAVOLA_VI_1881,OK
Bergamo,1880,2738,16,Bergamo,TAVOLA_VI_1881,OK
Bologna,1880,2899,37,Bologna,TAVOLA_VI_1881,OK
Brescia,1880,3195,17,Brescia,TAVOLA_VI_1881,OK
Cagliari,1880,2742,92,Cagliari,TAVOLA_VI_1881,OK
