COD_PROV,year,marriages,nuptiality
47,1881,17055,7.72
48,1881,17055,7.72
49,1881,17055,7.72
50,1881,17055,7.72
51,1881,17055,7.72
52,1881,17055,7.72
53,1881,17055,7.72
45,1882,15382,7.62
46,1882,15382,7.62
47,1882,15382,7.62
48,1882,15382,7.62
49,1882,15382,7.62
50,1882,15382,7.62
51,1882,15382,7.62
52,1882,15382,7.62
53,1882,15382,7.62
45,1883,6868,3.07
46,1883,6868,3.07
47,1883,6868,3.07
48,1883,6868,3.07
49,1883,6868,3.07
50,1883,6868,3.07
51,1883,6868,3.07
52,1883,6868,3.07
53,1883,6868,3.07
45,1885,16410,8.27
46,1885,16410,8.27
47,1885,16410,8.27
48,1885,16410,8.27
49,1885,16410,8.27
50,1885,16410,8.27
51,1885,16410,8.27
52,1885,16410,8.27
53,1885,16410,8.27
45,1887,282453,143.15
46,1887,282453,143.15
47,1887,282453,143.15
48,1887,282453,143.15
49,1887,282453,143.15
50,1887,282453,143.15
51,1887,282453,143.15
52,1887,282453,143.15
53,1887,282453,143.15
45,1890,17781,7.53
46,1890,17781,7.53
47,1890,17781,7.53
48,1890,17781,7.53
49,1890,17781,7.53
50,1890,17781,7.53
51,1890,17781,7.53
52,1890,17781,7.53
53,1890,17781,7.53
45,1891,17833,7.5
46,1891,17833,7.5
47,1891,17833,7.5
48,1891,17833,7.5
49,1891,17833,7.5
50,1891,17833,7.5
51,1891,17833,7.5
52,1891,17833,7.5
53,1891,17833,7.5
45,1894,18459,7.6
46,1894,18459,7.6
47,1894,18459,7.6
48,1894,18459,7.6
49,1894,18459,7.6
50,1894,18459,7.6
51,1894,18459,7.6
52,1894,18459,7.6
53,1894,18459,7.6
45,1897,38336,15.46
46,1897,38336,15.46
47,1897,38336,15.46
48,1897,38336,15.46
49,1897,38336,15.46
50,1897,38336,15.46
51,1897,38336,15.46
52,1897,38336,15.46
53,1897,38336,15.46
45,1898,26526,10.63
46,1898,26526,10.63
47,1898,26526,10.63
48,1898,26526,10.63
49,1898,26526,10.63
50,1898,26526,10.63
51,1898,26526,10.63
52,1898,26526,10.63
53,1898,26526,10.63
45,1900,184,0.79
46,1900,184,0.79
47,1900,184,0.79
48,1900,184,0.79
49,1900,184,0.79
50,1900,184,0.79
51,1900,184,0.79
52,1900,184,0.79
53,1900,184,0.79
45,1901,18522,7.27
46,1901,18522,7.27
47,1901,18522,7.27
48,1901,18522,7.27
49,1901,18522,7.27
50,1901,18522,7.27
51,1901,18522,7.27
52,1901,18522,7.27
53,1901,18522,7.27
45,1911,21129,7.85
46,1911,21129,7.85
47,1911,21129,7.85
48,1911,21129,7.85
49,1911,21129,7.85
50,1911,21129,7.85
51,1911,21129,7.85
52,1911,21129,7.85
53,1911,21129,7.85
45,1921,35705,12.69
46,1921,35705,12.69
47,1921,35705,12.69
48,1921,35705,12.69
49,1921,35705,12.69
50,1921,35705,12.69
51,1921,35705,12.69
52,1921,35705,12.69
53,1921,35705,12.69
45,1931,20575,7.12
46,1931,20575,7.12
47,1931,20575,7.12
48,1931,20575,7.12
49,1931,20575,7.12
50,1931,20575,7.12
51,1931,20575,7.12
52,1931,20575,7.12
53,1931,20575,7.12
54,1863,3295,6.34
55,1863,3295,6.34
54,1864,3674,7.02
55,1864,3674,7.02
54,1865,3650,6.93
55,1865,3650,6.93
54,1866,2676,5.04
55,1866,2676,5.04
54,1867,2655,4.97
55,1867,2655,4.97
54,1868,2592,4.82
55,1868,2592,4.82
54,1869,2974,5.49
55,1869,2974,5.49
54,1870,2670,4.89
55,1870,2670,4.89
54,1871,2671,4.86
55,1871,2671,4.86
54,1872,2959,5.36
55,1872,2959,5.36
54,1873,3171,5.72
55,1873,3171,5.72
54,1874,3098,5.57
55,1874,3098,5.57
54,1875,4168,7.46
55,1875,4168,7.46
54,1876,4002,7.14
55,1876,4002,7.14
54,1877,3262,5.79
55,1877,3262,5.79
54,1878,3063,5.42
55,1878,3063,5.42
54,1879,3893,6.86
55,1879,3893,6.86
54,1880,3193,5.6
55,1880,3193,5.6
54,1881,4169,7.29
55,1881,4169,7.29
54,1882,3974,6.89
55,1882,3974,6.89
54,1883,3570,6.14
55,1883,3570,6.14
54,1885,4540,7.68
55,1885,4540,7.68
54,1887,708,1.18
55,1887,708,1.18
54,1890,4599,7.48
55,1890,4599,7.48
54,1891,4385,7.08
55,1891,4385,7.08
54,1894,5039,7.95
55,1894,5039,7.95
54,1900,436,0.66
55,1900,436,0.66
54,1901,4685,7.02
55,1901,4685,7.02
54,1911,5544,8.11
55,1911,5544,8.11
54,1921,9571,13.04
55,1921,9571,13.04
54,1931,5016,7.23
55,1931,5016,7.23
23,1863,20550,7.78
24,1863,20550,7.78
25,1863,20550,7.78
26,1863,20550,7.78
27,1863,20550,7.78
28,1863,20550,7.78
29,1863,20550,7.78
30,1863,20550,7.78
23,1864,19947,7.55
24,1864,19947,7.55
25,1864,19947,7.55
26,1864,19947,7.55
27,1864,19947,7.55
28,1864,19947,7.55
29,1864,19947,7.55
30,1864,19947,7.55
23,1865,20455,7.74
24,1865,20455,7.74
25,1865,20455,7.74
26,1865,20455,7.74
27,1865,20455,7.74
28,1865,20455,7.74
29,1865,20455,7.74
30,1865,20455,7.74
23,1866,19887,7.53
24,1866,19887,7.53
25,1866,19887,7.53
26,1866,19887,7.53
27,1866,19887,7.53
28,1866,19887,7.53
29,1866,19887,7.53
30,1866,19887,7.53
23,1867,23109,8.75
24,1867,23109,8.75
25,1867,23109,8.75
26,1867,23109,8.75
27,1867,23109,8.75
28,1867,23109,8.75
29,1867,23109,8.75
30,1867,23109,8.75
23,1868,22324,8.45
24,1868,22324,8.45
25,1868,22324,8.45
26,1868,22324,8.45
27,1868,22324,8.45
28,1868,22324,8.45
29,1868,22324,8.45
30,1868,22324,8.45
23,1869,22177,8.4
24,1869,22177,8.4
25,1869,22177,8.4
26,1869,22177,8.4
27,1869,22177,8.4
28,1869,22177,8.4
29,1869,22177,8.4
30,1869,22177,8.4
23,1870,20919,7.92
24,1870,20919,7.92
25,1870,20919,7.92
26,1870,20919,7.92
27,1870,20919,7.92
28,1870,20919,7.92
29,1870,20919,7.92
30,1870,20919,7.92
23,1871,20262,7.67
24,1871,20262,7.67
25,1871,20262,7.67
26,1871,20262,7.67
27,1871,20262,7.67
28,1871,20262,7.67
29,1871,20262,7.67
30,1871,20262,7.67
23,1872,19184,7.22
24,1872,19184,7.22
25,1872,19184,7.22
26,1872,19184,7.22
27,1872,19184,7.22
28,1872,19184,7.22
29,1872,19184,7.22
30,1872,19184,7.22
23,1873,20792,7.77
24,1873,20792,7.77
25,1873,20792,7.77
26,1873,20792,7.77
27,1873,20792,7.77
28,1873,20792,7.77
29,1873,20792,7.77
30,1873,20792,7.77
23,1874,20276,7.53
24,1874,20276,7.53
25,1874,20276,7.53
26,1874,20276,7.53
27,1874,20276,7.53
28,1874,20276,7.53
29,1874,20276,7.53
30,1874,20276,7.53
23,1875,22717,8.38
24,1875,22717,8.38
25,1875,22717,8.38
26,1875,22717,8.38
27,1875,22717,8.38
28,1875,22717,8.38
29,1875,22717,8.38
30,1875,22717,8.38
23,1876,20065,7.36
24,1876,20065,7.36
25,1876,20065,7.36
26,1876,20065,7.36
27,1876,20065,7.36
28,1876,20065,7.36
29,1876,20065,7.36
30,1876,20065,7.36
23,1877,18786,6.84
24,1877,18786,6.84
25,1877,18786,6.84
26,1877,18786,6.84
27,1877,18786,6.84
28,1877,18786,6.84
29,1877,18786,6.84
30,1877,18786,6.84
23,1878,18023,6.53
24,1878,18023,6.53
25,1878,18023,6.53
26,1878,18023,6.53
27,1878,18023,6.53
28,1878,18023,6.53
29,1878,18023,6.53
30,1878,18023,6.53
23,1879,18454,6.64
24,1879,18454,6.64
25,1879,18454,6.64
26,1879,18454,6.64
27,1879,18454,6.64
28,1879,18454,6.64
29,1879,18454,6.64
30,1879,18454,6.64
23,1880,16556,5.92
24,1880,16556,5.92
25,1880,16556,5.92
26,1880,16556,5.92
27,1880,16556,5.92
28,1880,16556,5.92
29,1880,16556,5.92
30,1880,16556,5.92
23,1881,18400,6.54
24,1881,18400,6.54
25,1881,18400,6.54
26,1881,18400,6.54
27,1881,18400,6.54
28,1881,18400,6.54
29,1881,18400,6.54
30,1881,18400,6.54
23,1882,12100,6.66
24,1882,12100,6.66
25,1882,12100,6.66
26,1882,12100,6.66
27,1882,12100,6.66
28,1882,12100,6.66
29,1882,12100,6.66
30,1882,12100,6.66
23,1883,16121,5.66
24,1883,16121,5.66
25,1883,16121,5.66
26,1883,16121,5.66
27,1883,16121,5.66
28,1883,16121,5.66
29,1883,16121,5.66
30,1883,16121,5.66
23,1885,21914,7.61
24,1885,21914,7.61
25,1885,21914,7.61
26,1885,21914,7.61
27,1885,21914,7.61
28,1885,21914,7.61
29,1885,21914,7.61
30,1885,21914,7.61
23,1887,3402,1.89
24,1887,3402,1.89
25,1887,3402,1.89
26,1887,3402,1.89
27,1887,3402,1.89
28,1887,3402,1.89
29,1887,3402,1.89
30,1887,3402,1.89
23,1890,21417,7.24
24,1890,21417,7.24
25,1890,21417,7.24
26,1890,21417,7.24
27,1890,21417,7.24
28,1890,21417,7.24
29,1890,21417,7.24
30,1890,21417,7.24
23,1891,21876,7.36
24,1891,21876,7.36
25,1891,21876,7.36
26,1891,21876,7.36
27,1891,21876,7.36
28,1891,21876,7.36
29,1891,21876,7.36
30,1891,21876,7.36
23,1894,21853,7.23
24,1894,21853,7.23
25,1894,21853,7.23
26,1894,21853,7.23
27,1894,21853,7.23
28,1894,21853,7.23
29,1894,21853,7.23
30,1894,21853,7.23
23,1897,25621,8.9
24,1897,25621,8.9
25,1897,25621,8.9
26,1897,25621,8.9
27,1897,25621,8.9
28,1897,25621,8.9
29,1897,25621,8.9
30,1897,25621,8.9
23,1898,28595,9.27
24,1898,28595,9.27
25,1898,28595,9.27
26,1898,28595,9.27
27,1898,28595,9.27
28,1898,28595,9.27
29,1898,28595,9.27
30,1898,28595,9.27
23,1900,22302,7.16
24,1900,22302,7.16
25,1900,22302,7.16
26,1900,22302,7.16
27,1900,22302,7.16
28,1900,22302,7.16
29,1900,22302,7.16
30,1900,22302,7.16
23,1901,22743,7.26
24,1901,22743,7.26
25,1901,22743,7.26
26,1901,22743,7.26
27,1901,22743,7.26
28,1901,22743,7.26
29,1901,22743,7.26
30,1901,22743,7.26
23,1911,26041,7.39
24,1911,26041,7.39
25,1911,26041,7.39
26,1911,26041,7.39
27,1911,26041,7.39
28,1911,26041,7.39
29,1911,26041,7.39
30,1911,26041,7.39
23,1921,47642,12.07
24,1921,47642,12.07
25,1921,47642,12.07
26,1921,47642,12.07
27,1921,47642,12.07
28,1921,47642,12.07
29,1921,47642,12.07
30,1921,47642,12.07
23,1931,27246,6.61
24,1931,27246,6.61
25,1931,27246,6.61
26,1931,27246,6.61
27,1931,27246,6.61
28,1931,27246,6.61
29,1931,27246,6.61
30,1931,27246,6.61
21,1931,3553,5.38
22,1931,3553,5.38
