year,severity,flag,unit,age,sex,value,detail
1871,WARN,AGE_PROFILE,092 Cagliari,75-79,F,1099.0,"ratio to neighbour avg = 0.54 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,ERROR,ROW_SUM,013 Como,10-14,T,49812.0,male+female = 49782 != total 49812
1881,ERROR,ROW_SUM,016 Bergamo,70-74,T,5137.0,male+female = 5117 != total 5137
1881,ERROR,ROW_SUM,016 Bergamo,85+,T,171.0,male+female = 173 != total 171
1881,ERROR,ROW_SUM,039 Ravenna,80-84,T,773.0,male+female = 769 != total 773
1881,ERROR,ROW_SUM,040 Forli,75-79,T,1863.0,male+female = 1865 != total 1863
1881,ERROR,ROW_SUM,042 Ancona,85+,T,453.0,male+female = 455 != total 453
1881,ERROR,ROW_SUM,043 Macerata,70-74,T,5775.0,male+female = 5771 != total 5775
1881,WARN,SEX_RATIO,053 Grosseto,25-29,MF,1.539,"M/F outside (0.7, 1.4) (M=5757, F=3740)"
1881,WARN,SEX_RATIO,053 Grosseto,30-34,MF,1.605,"M/F outside (0.7, 1.4) (M=5819, F=3625)"
1881,ERROR,ROW_SUM,053 Grosseto,35-39,T,7641.0,male+female = 7611 != total 7641
1881,WARN,SEX_RATIO,053 Grosseto,35-39,MF,1.54,"M/F outside (0.7, 1.4) (M=4615, F=2996)"
1881,WARN,SEX_RATIO,053 Grosseto,40-44,MF,1.426,"M/F outside (0.7, 1.4) (M=4097, F=2873)"
1881,WARN,SEX_RATIO,053 Grosseto,45-49,MF,1.421,"M/F outside (0.7, 1.4) (M=3418, F=2405)"
1881,ERROR,ROW_SUM,065 Salerno,45-49,T,24360.0,male+female = 24370 != total 24360
1881,WARN,AGE_PROFILE,065 Salerno,75-79,F,2317.0,"ratio to neighbour avg = 0.53 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,ERROR,ROW_SUM,066 Aquila,0,T,10107.0,male+female = 10152 != total 10107
1881,WARN,AGE_PROFILE,071 Foggia,75-79,F,935.0,"ratio to neighbour avg = 0.53 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,072 Bari,60-64,T,26069.0,"ratio to neighbour avg = 1.78 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,072 Bari,65-69,T,9796.0,"ratio to neighbour avg = 0.52 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,072 Bari,70-74,T,11355.0,"ratio to neighbour avg = 1.65 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,072 Bari,75-79,T,3941.0,"ratio to neighbour avg = 0.50 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,072 Bari,60-64,M,12875.0,"ratio to neighbour avg = 1.80 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,072 Bari,65-69,M,4909.0,"ratio to neighbour avg = 0.53 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,072 Bari,75-79,M,2067.0,"ratio to neighbour avg = 0.54 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,072 Bari,60-64,F,13194.0,"ratio to neighbour avg = 1.76 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,072 Bari,65-69,F,4887.0,"ratio to neighbour avg = 0.52 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,072 Bari,70-74,F,5725.0,"ratio to neighbour avg = 1.69 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,072 Bari,75-79,F,1874.0,"ratio to neighbour avg = 0.47 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,076 Potenza,60-64,T,23773.0,"ratio to neighbour avg = 1.81 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,076 Potenza,65-69,T,8949.0,"ratio to neighbour avg = 0.54 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,076 Potenza,75-79,T,3156.0,"ratio to neighbour avg = 0.51 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,076 Potenza,60-64,M,10914.0,"ratio to neighbour avg = 1.82 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,076 Potenza,60-64,F,12859.0,"ratio to neighbour avg = 1.80 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,076 Potenza,65-69,F,4671.0,"ratio to neighbour avg = 0.52 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,076 Potenza,70-74,F,5168.0,"ratio to neighbour avg = 1.66 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,076 Potenza,75-79,F,1547.0,"ratio to neighbour avg = 0.46 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,078 Cosenza,60-64,T,19109.0,"ratio to neighbour avg = 1.89 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,078 Cosenza,65-69,T,6530.0,"ratio to neighbour avg = 0.50 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,078 Cosenza,75-79,T,2170.0,"ratio to neighbour avg = 0.49 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,078 Cosenza,60-64,M,8763.0,"ratio to neighbour avg = 1.86 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,078 Cosenza,65-69,M,3209.0,"ratio to neighbour avg = 0.54 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,078 Cosenza,75-79,M,1080.0,"ratio to neighbour avg = 0.54 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,078 Cosenza,50-54,F,14421.0,"ratio to neighbour avg = 1.70 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,078 Cosenza,60-64,F,10346.0,"ratio to neighbour avg = 1.92 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,078 Cosenza,65-69,F,3321.0,"ratio to neighbour avg = 0.47 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,078 Cosenza,70-74,F,3808.0,"ratio to neighbour avg = 1.73 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,078 Cosenza,75-79,F,1090.0,"ratio to neighbour avg = 0.44 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,079 Catanzaro,60-64,T,16995.0,"ratio to neighbour avg = 1.71 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,079 Catanzaro,60-64,F,9195.0,"ratio to neighbour avg = 1.79 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,079 Catanzaro,65-69,F,3399.0,"ratio to neighbour avg = 0.53 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,079 Catanzaro,75-79,F,1133.0,"ratio to neighbour avg = 0.50 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,080 Reggio_calabria,60-64,T,14739.0,"ratio to neighbour avg = 1.75 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,080 Reggio_calabria,75-79,T,2119.0,"ratio to neighbour avg = 0.51 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,080 Reggio_calabria,60-64,M,7030.0,"ratio to neighbour avg = 1.73 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,080 Reggio_calabria,60-64,F,7709.0,"ratio to neighbour avg = 1.77 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,080 Reggio_calabria,65-69,F,2942.0,"ratio to neighbour avg = 0.53 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,080 Reggio_calabria,70-74,F,3325.0,"ratio to neighbour avg = 1.67 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,080 Reggio_calabria,75-79,F,1043.0,"ratio to neighbour avg = 0.46 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,081 Trapani,60-64,T,11660.0,"ratio to neighbour avg = 2.01 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,081 Trapani,75-79,T,1531.0,"ratio to neighbour avg = 0.48 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,081 Trapani,60-64,M,5172.0,"ratio to neighbour avg = 1.88 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,081 Trapani,75-79,M,749.0,"ratio to neighbour avg = 0.52 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,081 Trapani,60-64,F,6488.0,"ratio to neighbour avg = 2.12 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,081 Trapani,65-69,F,2337.0,"ratio to neighbour avg = 0.52 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,081 Trapani,75-79,F,782.0,"ratio to neighbour avg = 0.44 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,082 Palermo,60-64,T,29630.0,"ratio to neighbour avg = 1.82 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,082 Palermo,75-79,T,4367.0,"ratio to neighbour avg = 0.51 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,082 Palermo,60-64,M,13890.0,"ratio to neighbour avg = 1.74 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,082 Palermo,75-79,M,2263.0,"ratio to neighbour avg = 0.55 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,082 Palermo,60-64,F,15740.0,"ratio to neighbour avg = 1.91 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,082 Palermo,75-79,F,2104.0,"ratio to neighbour avg = 0.48 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,083 Messina,60-64,T,21239.0,"ratio to neighbour avg = 1.89 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,083 Messina,75-79,T,3055.0,"ratio to neighbour avg = 0.48 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,083 Messina,60-64,M,10553.0,"ratio to neighbour avg = 1.87 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,083 Messina,75-79,M,1582.0,"ratio to neighbour avg = 0.51 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,083 Messina,60-64,F,10686.0,"ratio to neighbour avg = 1.92 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,083 Messina,65-69,F,4165.0,"ratio to neighbour avg = 0.54 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,083 Messina,70-74,F,4776.0,"ratio to neighbour avg = 1.69 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,083 Messina,75-79,F,1473.0,"ratio to neighbour avg = 0.44 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,084 Girgenti,55-59,T,7132.0,"ratio to neighbour avg = 0.51 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,084 Girgenti,60-64,T,13322.0,"ratio to neighbour avg = 2.29 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,084 Girgenti,65-69,T,4508.0,"ratio to neighbour avg = 0.49 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,084 Girgenti,70-74,T,5030.0,"ratio to neighbour avg = 1.72 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,084 Girgenti,75-79,T,1342.0,"ratio to neighbour avg = 0.40 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,084 Girgenti,60-64,M,5831.0,"ratio to neighbour avg = 2.03 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,084 Girgenti,75-79,M,644.0,"ratio to neighbour avg = 0.45 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,084 Girgenti,50-54,F,8050.0,"ratio to neighbour avg = 1.75 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,084 Girgenti,55-59,F,3630.0,"ratio to neighbour avg = 0.47 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,084 Girgenti,60-64,F,7491.0,"ratio to neighbour avg = 2.54 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,084 Girgenti,65-69,F,2271.0,"ratio to neighbour avg = 0.44 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,084 Girgenti,70-74,F,2835.0,"ratio to neighbour avg = 1.91 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,084 Girgenti,75-79,F,698.0,"ratio to neighbour avg = 0.36 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,085 Caltanisetta,55-59,T,6123.0,"ratio to neighbour avg = 0.52 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,085 Caltanisetta,60-64,T,10569.0,"ratio to neighbour avg = 2.20 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,085 Caltanisetta,65-69,T,3504.0,"ratio to neighbour avg = 0.49 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,085 Caltanisetta,75-79,T,1098.0,"ratio to neighbour avg = 0.43 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,085 Caltanisetta,55-59,M,2974.0,"ratio to neighbour avg = 0.53 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,085 Caltanisetta,60-64,M,4832.0,"ratio to neighbour avg = 2.03 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,085 Caltanisetta,65-69,M,1792.0,"ratio to neighbour avg = 0.55 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,085 Caltanisetta,75-79,M,584.0,"ratio to neighbour avg = 0.51 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,085 Caltanisetta,55-59,F,3149.0,"ratio to neighbour avg = 0.50 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,085 Caltanisetta,60-64,F,5737.0,"ratio to neighbour avg = 2.36 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,085 Caltanisetta,65-69,F,1712.0,"ratio to neighbour avg = 0.44 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,085 Caltanisetta,70-74,F,2023.0,"ratio to neighbour avg = 1.82 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,085 Caltanisetta,75-79,F,514.0,"ratio to neighbour avg = 0.36 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,087 Catania,50-54,T,30645.0,"ratio to neighbour avg = 1.69 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,087 Catania,55-59,T,14661.0,"ratio to neighbour avg = 0.54 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,087 Catania,60-64,T,23577.0,"ratio to neighbour avg = 2.09 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,087 Catania,65-69,T,7911.0,"ratio to neighbour avg = 0.48 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,087 Catania,70-74,T,9108.0,"ratio to neighbour avg = 1.68 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,087 Catania,75-79,T,2929.0,"ratio to neighbour avg = 0.46 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,087 Catania,50-54,M,14589.0,"ratio to neighbour avg = 1.66 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,087 Catania,55-59,M,6986.0,"ratio to neighbour avg = 0.55 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,087 Catania,60-64,M,10903.0,"ratio to neighbour avg = 2.00 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,087 Catania,65-69,M,3920.0,"ratio to neighbour avg = 0.52 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,087 Catania,75-79,M,1487.0,"ratio to neighbour avg = 0.52 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,087 Catania,50-54,F,16056.0,"ratio to neighbour avg = 1.73 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,087 Catania,55-59,F,7675.0,"ratio to neighbour avg = 0.53 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,087 Catania,60-64,F,12674.0,"ratio to neighbour avg = 2.17 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,087 Catania,65-69,F,3991.0,"ratio to neighbour avg = 0.45 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,087 Catania,70-74,F,4942.0,"ratio to neighbour avg = 1.82 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,087 Catania,75-79,F,1442.0,"ratio to neighbour avg = 0.41 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,089 Siracusa,50-54,T,16780.0,"ratio to neighbour avg = 1.73 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,089 Siracusa,55-59,T,7682.0,"ratio to neighbour avg = 0.50 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,089 Siracusa,60-64,T,13840.0,"ratio to neighbour avg = 2.32 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,089 Siracusa,65-69,T,4262.0,"ratio to neighbour avg = 0.46 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,089 Siracusa,70-74,T,4894.0,"ratio to neighbour avg = 1.73 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,089 Siracusa,75-79,T,1392.0,"ratio to neighbour avg = 0.41 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,089 Siracusa,55-59,M,3875.0,"ratio to neighbour avg = 0.54 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,089 Siracusa,60-64,M,6284.0,"ratio to neighbour avg = 2.10 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,089 Siracusa,65-69,M,2109.0,"ratio to neighbour avg = 0.50 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,089 Siracusa,75-79,M,698.0,"ratio to neighbour avg = 0.46 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,089 Siracusa,50-54,F,8788.0,"ratio to neighbour avg = 1.81 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,089 Siracusa,55-59,F,3807.0,"ratio to neighbour avg = 0.47 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,089 Siracusa,60-64,F,7556.0,"ratio to neighbour avg = 2.54 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,089 Siracusa,65-69,F,2153.0,"ratio to neighbour avg = 0.42 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,089 Siracusa,70-74,F,2691.0,"ratio to neighbour avg = 1.89 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,089 Siracusa,75-79,F,694.0,"ratio to neighbour avg = 0.36 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,090 Sassari,75-79,T,1327.0,"ratio to neighbour avg = 0.53 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,090 Sassari,55-59,F,2956.0,"ratio to neighbour avg = 0.55 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,090 Sassari,60-64,F,4077.0,"ratio to neighbour avg = 1.77 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,090 Sassari,65-69,F,1642.0,"ratio to neighbour avg = 0.55 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,090 Sassari,70-74,F,1943.0,"ratio to neighbour avg = 1.72 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,090 Sassari,75-79,F,621.0,"ratio to neighbour avg = 0.47 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1881,WARN,AGE_PROFILE,092 Cagliari,75-79,F,1094.0,"ratio to neighbour avg = 0.54 (bounds 0.55-1.65; possible band misallocation, double count or digit error)"
1901,WARN,SEX_RATIO,066 Aquila,20-24,MF,0.698,"M/F outside (0.7, 1.4) (M=11399, F=16340)"
1901,WARN,SEX_RATIO,078 Cosenza,25-29,MF,0.651,"M/F outside (0.7, 1.4) (M=10876, F=16698)"
1901,WARN,SEX_RATIO,078 Cosenza,30-34,MF,0.64,"M/F outside (0.7, 1.4) (M=10209, F=15941)"
1901,WARN,SEX_RATIO,078 Cosenza,35-39,MF,0.667,"M/F outside (0.7, 1.4) (M=9192, F=13779)"
1901,WARN,SEX_RATIO,078 Cosenza,40-44,MF,0.665,"M/F outside (0.7, 1.4) (M=10149, F=15267)"
1911,WARN,SEX_RATIO,025 Belluno,15-19,MF,0.685,"M/F outside (0.7, 1.4) (M=5641, F=8232)"
1911,WARN,SEX_RATIO,025 Belluno,25-29,MF,0.577,"M/F outside (0.7, 1.4) (M=3774, F=6538)"
1911,WARN,SEX_RATIO,025 Belluno,30-34,MF,0.597,"M/F outside (0.7, 1.4) (M=3766, F=6309)"
1911,WARN,SEX_RATIO,025 Belluno,35-39,MF,0.612,"M/F outside (0.7, 1.4) (M=3564, F=5823)"
1911,WARN,SEX_RATIO,025 Belluno,40-44,MF,0.618,"M/F outside (0.7, 1.4) (M=3449, F=5580)"
1911,WARN,SEX_RATIO,025 Belluno,45-49,MF,0.657,"M/F outside (0.7, 1.4) (M=3373, F=5132)"
1911,WARN,SEX_RATIO,030 Udine,15-19,MF,0.619,"M/F outside (0.7, 1.4) (M=18954, F=30627)"
1911,WARN,SEX_RATIO,030 Udine,25-29,MF,0.604,"M/F outside (0.7, 1.4) (M=14332, F=23724)"
1911,WARN,SEX_RATIO,030 Udine,30-34,MF,0.641,"M/F outside (0.7, 1.4) (M=13369, F=20859)"
1911,WARN,SEX_RATIO,030 Udine,35-39,MF,0.677,"M/F outside (0.7, 1.4) (M=12329, F=18217)"
1911,WARN,SEX_RATIO,043 Macerata,20-24,MF,0.662,"M/F outside (0.7, 1.4) (M=7416, F=11198)"
1911,WARN,SEX_RATIO,044 Ascolipiceno,25-29,MF,0.698,"M/F outside (0.7, 1.4) (M=6932, F=9926)"
1911,WARN,SEX_RATIO,046 Lucca,20-24,MF,0.66,"M/F outside (0.7, 1.4) (M=9768, F=14791)"
1911,WARN,SEX_RATIO,046 Lucca,25-29,MF,0.695,"M/F outside (0.7, 1.4) (M=8452, F=12159)"
1911,ERROR,ROW_SUM,052 Siena,10-14,T,23520.0,male+female = 23515 != total 23520
1911,WARN,SEX_RATIO,062 Benevento,20-24,MF,0.607,"M/F outside (0.7, 1.4) (M=6677, F=11000)"
1911,WARN,SEX_RATIO,062 Benevento,25-29,MF,0.643,"M/F outside (0.7, 1.4) (M=6088, F=9471)"
1911,ERROR,ROW_SUM,063 Napoli,70-74,T,25639.0,male+female = 25632 != total 25639
1911,WARN,SEX_RATIO,064 Avellino,20-24,MF,0.656,"M/F outside (0.7, 1.4) (M=11175, F=17035)"
1911,WARN,SEX_RATIO,064 Avellino,25-29,MF,0.656,"M/F outside (0.7, 1.4) (M=9097, F=13870)"
1911,WARN,SEX_RATIO,066 Aquila,20-24,MF,0.588,"M/F outside (0.7, 1.4) (M=10712, F=18213)"
1911,WARN,SEX_RATIO,066 Aquila,25-29,MF,0.594,"M/F outside (0.7, 1.4) (M=9061, F=15265)"
1911,WARN,SEX_RATIO,066 Aquila,30-34,MF,0.655,"M/F outside (0.7, 1.4) (M=8624, F=13159)"
1911,WARN,SEX_RATIO,067 Teramo,20-24,MF,0.553,"M/F outside (0.7, 1.4) (M=7725, F=13962)"
1911,WARN,SEX_RATIO,067 Teramo,25-29,MF,0.625,"M/F outside (0.7, 1.4) (M=7573, F=12123)"
1911,WARN,SEX_RATIO,069 Chieti,20-24,MF,0.616,"M/F outside (0.7, 1.4) (M=10203, F=16563)"
1911,WARN,SEX_RATIO,069 Chieti,25-29,MF,0.58,"M/F outside (0.7, 1.4) (M=8320, F=14338)"
1911,WARN,SEX_RATIO,069 Chieti,30-34,MF,0.637,"M/F outside (0.7, 1.4) (M=7952, F=12483)"
1911,WARN,SEX_RATIO,070 Campobasso,20-24,MF,0.57,"M/F outside (0.7, 1.4) (M=8306, F=14562)"
1911,WARN,SEX_RATIO,070 Campobasso,25-29,MF,0.578,"M/F outside (0.7, 1.4) (M=7690, F=13299)"
1911,WARN,SEX_RATIO,070 Campobasso,30-34,MF,0.637,"M/F outside (0.7, 1.4) (M=7421, F=11658)"
1911,WARN,SEX_RATIO,070 Campobasso,35-39,MF,0.688,"M/F outside (0.7, 1.4) (M=7398, F=10751)"
1911,WARN,SEX_RATIO,078 Cosenza,20-24,MF,0.628,"M/F outside (0.7, 1.4) (M=13122, F=20879)"
